conditioning,dimension,effect_b_minus_a,factor_a,factor_b,kind,level_a,level_b,metric
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,-0.19877660167907676,muscle_extent,,paired_marginal,band,full,final_activation_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,-0.14041450343090456,muscle_extent,,paired_marginal,band,full,final_activation_jump_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,-0.4867190849540959,muscle_extent,,paired_marginal,band,full,final_midline_arc_length_ratio
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,-68.84049894732193,muscle_extent,,paired_marginal,band,full,final_midline_turning_density
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,-0.04,muscle_extent,,paired_marginal,band,full,final_midline_x_reversal_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,-0.03189328752404117,muscle_extent,,paired_marginal,band,full,final_midline_y_range
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.34999999999999998""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.34999999999999998""}",2d,0.0005000000000000004,muscle_extent,,paired_marginal,band,full,peak_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.34999999999999998""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.34999999999999998""}",2d,0.0,muscle_extent,,paired_marginal,band,full,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.34999999999999998""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.34999999999999998""}",2d,0.0005000000000000004,muscle_extent,,paired_marginal,band,full,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.34999999999999998""}",2d,-0.30638145395619587,muscle_extent,,paired_marginal,band,full,trajectory_min_det_f
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.34999999999999998""}",2d,-0.0035412277292111547,muscle_extent,,paired_marginal,band,full,final_target_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.34999999999999998""}",2d,-1.737679262770425,muscle_extent,,paired_marginal,band,full,final_activation_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.34999999999999998""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_activation_jump_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.34999999999999998""}",2d,-0.00011620036012160995,muscle_extent,,paired_marginal,band,full,final_midline_arc_length_ratio
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.34999999999999998""}",2d,-0.04356636481289513,muscle_extent,,paired_marginal,band,full,final_midline_turning_density
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.34999999999999998""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_midline_x_reversal_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.34999999999999998""}",2d,-0.0068373269098956704,muscle_extent,,paired_marginal,band,full,final_midline_y_range
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,peak_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,0.7096205317014901,muscle_extent,,paired_marginal,band,full,trajectory_min_det_f
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,-0.0030774619190841283,muscle_extent,,paired_marginal,band,full,final_target_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,-5.943586888584145,muscle_extent,,paired_marginal,band,full,final_activation_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_activation_jump_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,-0.00015059308558384998,muscle_extent,,paired_marginal,band,full,final_midline_arc_length_ratio
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,-0.049709913474734954,muscle_extent,,paired_marginal,band,full,final_midline_turning_density
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_midline_x_reversal_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""poisson"": ""0.48999999999999999""}",2d,-0.0077819096036586405,muscle_extent,,paired_marginal,band,full,final_midline_y_range
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-0.11499999999999995,muscle_extent,,paired_marginal,band,full,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-0.13000000000000003,muscle_extent,,paired_marginal,band,full,peak_inverted_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-0.06499999999999999,muscle_extent,,paired_marginal,band,full,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-0.06999999999999998,muscle_extent,,paired_marginal,band,full,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-0.05,muscle_extent,,paired_marginal,band,full,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-0.07500000000000004,muscle_extent,,paired_marginal,band,full,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,75.78259734484166,muscle_extent,,paired_marginal,band,full,trajectory_min_det_f
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-0.000957205443132044,muscle_extent,,paired_marginal,band,full,final_target_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-3.983933491546252,muscle_extent,,paired_marginal,band,full,final_activation_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-4.505026455834932,muscle_extent,,paired_marginal,band,full,final_activation_jump_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-1.7720543538253875,muscle_extent,,paired_marginal,band,full,final_midline_arc_length_ratio
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-61.90246654814132,muscle_extent,,paired_marginal,band,full,final_midline_turning_density
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-0.1,muscle_extent,,paired_marginal,band,full,final_midline_x_reversal_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-0.05577717569333203,muscle_extent,,paired_marginal,band,full,final_midline_y_range
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,-0.004999999999999998,muscle_extent,,paired_marginal,band,full,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,-0.004999999999999998,muscle_extent,,paired_marginal,band,full,peak_inverted_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,-0.004999999999999998,muscle_extent,,paired_marginal,band,full,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,-0.004999999999999998,muscle_extent,,paired_marginal,band,full,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,12.59240558826151,muscle_extent,,paired_marginal,band,full,trajectory_min_det_f
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,-0.002993689896052901,muscle_extent,,paired_marginal,band,full,final_target_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,-0.22702780777704945,muscle_extent,,paired_marginal,band,full,final_activation_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,-0.12469449404272652,muscle_extent,,paired_marginal,band,full,final_activation_jump_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,-0.25457002989070676,muscle_extent,,paired_marginal,band,full,final_midline_arc_length_ratio
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,-1.3393941945924155,muscle_extent,,paired_marginal,band,full,final_midline_turning_density
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_midline_x_reversal_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,-0.014976978811676436,muscle_extent,,paired_marginal,band,full,final_midline_y_range
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,0.005000000000000005,muscle_extent,,paired_marginal,band,full,peak_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,0.0,muscle_extent,,paired_marginal,band,full,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,0.005000000000000005,muscle_extent,,paired_marginal,band,full,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-0.8005878312384607,muscle_extent,,paired_marginal,band,full,trajectory_min_det_f
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-0.009154080147131522,muscle_extent,,paired_marginal,band,full,final_target_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-0.012432562959091342,muscle_extent,,paired_marginal,band,full,final_activation_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_activation_jump_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-0.018643720270903552,muscle_extent,,paired_marginal,band,full,final_midline_arc_length_ratio
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-5.590191387820663,muscle_extent,,paired_marginal,band,full,final_midline_turning_density
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_midline_x_reversal_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.34999999999999998""}",2d,-0.008749956350391302,muscle_extent,,paired_marginal,band,full,final_midline_y_range
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,peak_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,0.43942544910638315,muscle_extent,,paired_marginal,band,full,trajectory_min_det_f
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,-0.002563983707070004,muscle_extent,,paired_marginal,band,full,final_target_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,-0.040393482661713276,muscle_extent,,paired_marginal,band,full,final_activation_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_activation_jump_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,-0.04561983648140777,muscle_extent,,paired_marginal,band,full,final_midline_arc_length_ratio
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,-8.320416703821941,muscle_extent,,paired_marginal,band,full,final_midline_turning_density
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,0.0,muscle_extent,,paired_marginal,band,full,final_midline_x_reversal_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""poisson"": ""0.48999999999999999""}",2d,-0.003469932249629104,muscle_extent,,paired_marginal,band,full,final_midline_y_range
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.023999999999999994,activation_sharing,,paired_marginal,per_cell,shared,final_inverted_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.02549999999999999,activation_sharing,,paired_marginal,per_cell,shared,peak_inverted_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.016499999999999994,activation_sharing,,paired_marginal,per_cell,shared,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.019499999999999993,activation_sharing,,paired_marginal,per_cell,shared,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.007500000000000002,activation_sharing,,paired_marginal,per_cell,shared,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.007500000000000002,activation_sharing,,paired_marginal,per_cell,shared,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,9.896846445104591,activation_sharing,,paired_marginal,per_cell,shared,trajectory_min_det_f
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,0.0043806144896795,activation_sharing,,paired_marginal,per_cell,shared,final_target_rms
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,5.477210869696266,activation_sharing,,paired_marginal,per_cell,shared,final_activation_rms
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.24898568591283624,activation_sharing,,paired_marginal,per_cell,shared,final_activation_jump_rms
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.43925342154397584,activation_sharing,,paired_marginal,per_cell,shared,final_midline_arc_length_ratio
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-57.84113055213341,activation_sharing,,paired_marginal,per_cell,shared,final_midline_turning_density
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.05,activation_sharing,,paired_marginal,per_cell,shared,final_midline_x_reversal_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.05465973203917886,activation_sharing,,paired_marginal,per_cell,shared,final_midline_y_range
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-0.006999999999999998,activation_sharing,,paired_marginal,per_cell,shared,final_inverted_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-0.006999999999999998,activation_sharing,,paired_marginal,per_cell,shared,peak_inverted_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-0.0065000000000000014,activation_sharing,,paired_marginal,per_cell,shared,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-0.006999999999999997,activation_sharing,,paired_marginal,per_cell,shared,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-0.0004999999999999974,activation_sharing,,paired_marginal,per_cell,shared,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-0.0014999999999999998,activation_sharing,,paired_marginal,per_cell,shared,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,26.570500639742974,activation_sharing,,paired_marginal,per_cell,shared,trajectory_min_det_f
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,0.0024011306055740185,activation_sharing,,paired_marginal,per_cell,shared,final_target_rms
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,20.682005872630693,activation_sharing,,paired_marginal,per_cell,shared,final_activation_rms
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-0.2564468584984774,activation_sharing,,paired_marginal,per_cell,shared,final_activation_jump_rms
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-0.5160538577479763,activation_sharing,,paired_marginal,per_cell,shared,final_midline_arc_length_ratio
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-78.9314074762817,activation_sharing,,paired_marginal,per_cell,shared,final_midline_turning_density
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-0.04,activation_sharing,,paired_marginal,per_cell,shared,final_midline_x_reversal_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-0.06117661843596455,activation_sharing,,paired_marginal,per_cell,shared,final_midline_y_range
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-0.0010000000000000009,activation_sharing,,paired_marginal,per_cell,shared,final_inverted_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-0.0005000000000000004,activation_sharing,,paired_marginal,per_cell,shared,peak_inverted_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-0.0010000000000000009,activation_sharing,,paired_marginal,per_cell,shared,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-0.0010000000000000009,activation_sharing,,paired_marginal,per_cell,shared,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-4.336808689942018e-19,activation_sharing,,paired_marginal,per_cell,shared,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,1.8100491387374629,activation_sharing,,paired_marginal,per_cell,shared,trajectory_min_det_f
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.0008995838089883642,activation_sharing,,paired_marginal,per_cell,shared,final_target_rms
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,3.9896249402646435,activation_sharing,,paired_marginal,per_cell,shared,final_activation_rms
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-0.1044051192337358,activation_sharing,,paired_marginal,per_cell,shared,final_activation_jump_rms
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-0.005455380898205631,activation_sharing,,paired_marginal,per_cell,shared,final_midline_arc_length_ratio
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-4.648029097338298,activation_sharing,,paired_marginal,per_cell,shared,final_midline_turning_density
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,final_midline_x_reversal_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-0.023593010550267905,activation_sharing,,paired_marginal,per_cell,shared,final_midline_y_range
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,final_inverted_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,peak_inverted_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.8359739036693425,activation_sharing,,paired_marginal,per_cell,shared,trajectory_min_det_f
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0008977691133764898,activation_sharing,,paired_marginal,per_cell,shared,final_target_rms
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,14.937195585725627,activation_sharing,,paired_marginal,per_cell,shared,final_activation_rms
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,-0.11603235506757285,activation_sharing,,paired_marginal,per_cell,shared,final_activation_jump_rms
