conditioning,dimension,effect_b_minus_a,factor_a,factor_b,kind,level_a,level_b,metric
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,-0.029485365879464265,activation_sharing,,paired_marginal,per_cell,shared,final_midline_arc_length_ratio
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,-10.140618442434498,activation_sharing,,paired_marginal,per_cell,shared,final_midline_turning_density
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,final_midline_x_reversal_fraction
"{""geometry"": ""long"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,-0.03706524051558202,activation_sharing,,paired_marginal,per_cell,shared,final_midline_y_range
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.11499999999999995,activation_sharing,,paired_marginal,per_cell,shared,final_inverted_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.13000000000000003,activation_sharing,,paired_marginal,per_cell,shared,peak_inverted_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.06499999999999999,activation_sharing,,paired_marginal,per_cell,shared,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.06999999999999998,activation_sharing,,paired_marginal,per_cell,shared,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.05,activation_sharing,,paired_marginal,per_cell,shared,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.07500000000000004,activation_sharing,,paired_marginal,per_cell,shared,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,75.4882630182612,activation_sharing,,paired_marginal,per_cell,shared,trajectory_min_det_f
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,0.015460873732155503,activation_sharing,,paired_marginal,per_cell,shared,final_target_rms
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-3.72394529620515,activation_sharing,,paired_marginal,per_cell,shared,final_activation_rms
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-4.589776295626547,activation_sharing,,paired_marginal,per_cell,shared,final_activation_jump_rms
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-1.9003356011935644,activation_sharing,,paired_marginal,per_cell,shared,final_midline_arc_length_ratio
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-70.59363293123363,activation_sharing,,paired_marginal,per_cell,shared,final_midline_turning_density
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.1,activation_sharing,,paired_marginal,per_cell,shared,final_midline_x_reversal_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.34999999999999998""}",2d,-0.07429918466358153,activation_sharing,,paired_marginal,per_cell,shared,final_midline_y_range
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-0.004999999999999998,activation_sharing,,paired_marginal,per_cell,shared,final_inverted_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-0.004999999999999998,activation_sharing,,paired_marginal,per_cell,shared,peak_inverted_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-0.004999999999999998,activation_sharing,,paired_marginal,per_cell,shared,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-0.004999999999999998,activation_sharing,,paired_marginal,per_cell,shared,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,12.182685670099193,activation_sharing,,paired_marginal,per_cell,shared,trajectory_min_det_f
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,0.0025386638314373717,activation_sharing,,paired_marginal,per_cell,shared,final_target_rms
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,0.13416407393821422,activation_sharing,,paired_marginal,per_cell,shared,final_activation_rms
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-0.2198505926461301,activation_sharing,,paired_marginal,per_cell,shared,final_activation_jump_rms
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-0.27287560814784495,activation_sharing,,paired_marginal,per_cell,shared,final_midline_arc_length_ratio
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-24.150503551015703,activation_sharing,,paired_marginal,per_cell,shared,final_midline_turning_density
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,final_midline_x_reversal_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""band"", ""poisson"": ""0.48999999999999999""}",2d,-0.014732793230393351,activation_sharing,,paired_marginal,per_cell,shared,final_midline_y_range
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,final_inverted_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.005000000000000005,activation_sharing,,paired_marginal,per_cell,shared,peak_inverted_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.005000000000000005,activation_sharing,,paired_marginal,per_cell,shared,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-1.0949221578189263,activation_sharing,,paired_marginal,per_cell,shared,trajectory_min_det_f
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.007263999028156025,activation_sharing,,paired_marginal,per_cell,shared,final_target_rms
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.24755563238201056,activation_sharing,,paired_marginal,per_cell,shared,final_activation_rms
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-0.08474983979161406,activation_sharing,,paired_marginal,per_cell,shared,final_activation_jump_rms
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-0.14692496763908047,activation_sharing,,paired_marginal,per_cell,shared,final_midline_arc_length_ratio
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-14.281357770912965,activation_sharing,,paired_marginal,per_cell,shared,final_midline_turning_density
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,final_midline_x_reversal_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.34999999999999998""}",2d,-0.0272719653206408,activation_sharing,,paired_marginal,per_cell,shared,final_midline_y_range
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,final_inverted_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,peak_inverted_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.02970553094406736,activation_sharing,,paired_marginal,per_cell,shared,trajectory_min_det_f
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.002968370020420269,activation_sharing,,paired_marginal,per_cell,shared,final_target_rms
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.3207983990535504,activation_sharing,,paired_marginal,per_cell,shared,final_activation_rms
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,-0.09515609860340359,activation_sharing,,paired_marginal,per_cell,shared,final_activation_jump_rms
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,-0.06392541473854596,activation_sharing,,paired_marginal,per_cell,shared,final_midline_arc_length_ratio
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,-31.13152606024523,activation_sharing,,paired_marginal,per_cell,shared,final_midline_turning_density
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,0.0,activation_sharing,,paired_marginal,per_cell,shared,final_midline_x_reversal_fraction
"{""geometry"": ""short"", ""muscle_extent"": ""full"", ""poisson"": ""0.48999999999999999""}",2d,-0.003225746668346019,activation_sharing,,paired_marginal,per_cell,shared,final_midline_y_range
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,-0.016999999999999994,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,-0.018499999999999992,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_inverted_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,-0.009999999999999992,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,-0.012499999999999997,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,-0.0070000000000000045,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,-0.006000000000000003,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,-16.49182065571989,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,trajectory_min_det_f
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,0.0015146973823203982,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_target_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,-0.14166117101742992,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_activation_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,0.00746117258564119,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_activation_jump_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,0.07683482892946358,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_arc_length_ratio
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,21.096420484105877,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_turning_density
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,-0.010000000000000002,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_x_reversal_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,0.00746147088839301,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_y_range
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,0.1818335389184898,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,trajectory_min_det_f
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,-0.0004647865017850831,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_target_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,15.063133831917,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_activation_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_activation_jump_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,3.4392725463128215e-05,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_arc_length_ratio
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,0.006143559957588106,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_turning_density
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_x_reversal_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""band""}",2d,0.0009445844916073157,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_y_range
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,-0.0010000000000000009,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,-0.0010000000000000009,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_inverted_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,-0.0010000000000000009,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,-0.0010000000000000009,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,-0.0005000000000000009,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,2.171910759644296,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,trajectory_min_det_f
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,7.940039538177654e-07,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_target_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,-0.09034443935770356,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_activation_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,0.011627235833837055,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_activation_jump_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,0.024029984981259522,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_arc_length_ratio
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,5.492589356391949,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_turning_density
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_x_reversal_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,0.013472231763158461,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_y_range
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,-0.0005000000000000004,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,-0.0005000000000000004,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,1.1978355245761758,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,trajectory_min_det_f
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,-1.0206916580565804e-06,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_target_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,10.85722620610328,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_activation_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_activation_jump_rms
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,8.881784197001252e-16,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_arc_length_ratio
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,1.1295748278314734e-08,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_turning_density
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_x_reversal_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""long"", ""muscle_extent"": ""full""}",2d,1.7978443456190263e-09,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_y_range
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,-0.10999999999999995,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,-0.12500000000000003,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_inverted_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,-0.05999999999999999,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,-0.06499999999999997,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,-0.05,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,-0.07500000000000004,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,63.44926017307487,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,trajectory_min_det_f
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,0.0020364843848495453,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_target_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,-3.8829116913364436,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_activation_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,-4.369925702980416,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_activation_jump_rms
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,-1.473094501951934,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_arc_length_ratio
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,-31.50001726344977,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_turning_density
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,-0.1,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_x_reversal_fraction
"{""activation_sharing"": ""per_cell"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,-0.04106457235279666,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_midline_y_range
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_inverted_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
"{""activation_sharing"": ""shared"", ""geometry"": ""short"", ""muscle_extent"": ""band""}",2d,0.0,poisson,,paired_marginal,0.34999999999999998,0.48999999999999999,peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction
