coding,dimension,factor_subset,formula,metric,order,signed_nested_contrast
"{""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction,2,0.01425
"{""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction,2,0.01875000000000001
"{""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),trajectory_min_det_f,2,-10.567611268803361
"{""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_target_rms,2,0.0008758686047252763
"{""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_activation_rms,2,-0.10641153252185376
"{""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_activation_jump_rms,2,1.0961245062601004
"{""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_arc_length_ratio,2,0.35941724276262754
"{""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_turning_density,2,10.555718090292965
"{""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_x_reversal_fraction,2,0.027500000000000004
"{""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_y_range,2,0.012786599790855073
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_inverted_rest_measure_fraction,2,0.03199999999999999
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_inverted_rest_measure_fraction,2,0.03475
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction,2,0.01775
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction,2,0.019624999999999993
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction,2,0.01425
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction,2,0.01900000000000001
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),trajectory_min_det_f,2,-11.620342674957188
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_target_rms,2,-0.00479978437204281
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_activation_rms,2,7.5209294463025795
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_activation_jump_rms,2,1.0851077589372873
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_arc_length_ratio,2,0.4024072811902487
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_turning_density,2,0.7525237054102956
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_x_reversal_fraction,2,0.027500000000000004
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_y_range,2,0.01590587343084579
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}}",2d,geometry:muscle_extent:activation_sharing,2^|S| * mean(y * product(coded +/-1 factors in S)),final_inverted_rest_measure_fraction,3,0.04499999999999998
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}}",2d,geometry:muscle_extent:activation_sharing,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_inverted_rest_measure_fraction,3,0.05400000000000002
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}}",2d,geometry:muscle_extent:activation_sharing,2^|S| * mean(y * product(coded +/-1 factors in S)),final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction,3,0.023999999999999997
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}}",2d,geometry:muscle_extent:activation_sharing,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction,3,0.024749999999999994
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}}",2d,geometry:muscle_extent:activation_sharing,2^|S| * mean(y * product(coded +/-1 factors in S)),final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction,3,0.021
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}}",2d,geometry:muscle_extent:activation_sharing,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction,3,0.03550000000000002
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}}",2d,geometry:muscle_extent:activation_sharing,2^|S| * mean(y * product(coded +/-1 factors in S)),trajectory_min_det_f,3,-27.45742063639724
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}}",2d,geometry:muscle_extent:activation_sharing,2^|S| * mean(y * product(coded +/-1 factors in S)),final_target_rms,3,-0.0013913881710639585
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}}",2d,geometry:muscle_extent:activation_sharing,2^|S| * mean(y * product(coded +/-1 factors in S)),final_activation_rms,3,5.695265735019593
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}}",2d,geometry:muscle_extent:activation_sharing,2^|S| * mean(y * product(coded +/-1 factors in S)),final_activation_jump_rms,3,2.1723629398838273
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}}",2d,geometry:muscle_extent:activation_sharing,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_arc_length_ratio,3,0.5209971472247503
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}}",2d,geometry:muscle_extent:activation_sharing,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_turning_density,3,-36.32631891877559
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}}",2d,geometry:muscle_extent:activation_sharing,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_x_reversal_fraction,3,0.005000000000000001
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}}",2d,geometry:muscle_extent:activation_sharing,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_y_range,3,0.0016780832478472882
"{""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_inverted_rest_measure_fraction,3,0.04699999999999998
"{""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_inverted_rest_measure_fraction,3,0.05150000000000002
"{""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction,3,0.0255
"{""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction,3,0.026749999999999996
"{""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction,3,0.021500000000000002
"{""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction,3,0.032500000000000015
"{""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),trajectory_min_det_f,3,-40.814955938628586
"{""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_target_rms,3,0.0028018747776901074
"{""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_activation_rms,3,3.9417678291102867
"{""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_activation_jump_rms,3,2.1880829492720055
"{""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_arc_length_ratio,3,0.7716737221989214
"{""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_turning_density,3,36.7214108569617
"{""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_x_reversal_fraction,3,0.045
"{""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_y_range,3,0.020507021400707655
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_inverted_rest_measure_fraction,3,0.04599999999999998
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_inverted_rest_measure_fraction,3,0.05050000000000002
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction,3,0.024499999999999997
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction,3,0.025749999999999995
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction,3,0.021500000000000002
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction,3,0.032000000000000015
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),trajectory_min_det_f,3,-38.94026430948463
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_target_rms,3,-0.007618270164368265
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_activation_rms,3,-11.110506755790254
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_activation_jump_rms,3,2.189303926294053
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_arc_length_ratio,3,0.9056449835657565
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_turning_density,3,28.08791368006507
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_x_reversal_fraction,3,0.045
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_y_range,3,0.05180086322379138
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_inverted_rest_measure_fraction,3,-0.06299999999999997
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_inverted_rest_measure_fraction,3,-0.07400000000000001
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction,3,-0.034499999999999996
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction,3,-0.038249999999999985
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction,3,-0.0285
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction,3,-0.043000000000000024
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),trajectory_min_det_f,3,23.391237803609247
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_target_rms,3,0.005302125040737989
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_activation_rms,3,-4.021045480472637
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_activation_jump_rms,3,-2.1922490125202008
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_arc_length_ratio,3,-0.7458449944612215
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_turning_density,3,-23.84780504524905
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_x_reversal_fraction,3,-0.05500000000000001
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_y_range,3,-0.02123775817471092
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_inverted_rest_measure_fraction,4,-0.09399999999999996
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_inverted_rest_measure_fraction,4,-0.11200000000000004
