step,optimizer_phase,optimizer_iteration,optimizer_evaluation,learning_rate,evaluation_success,objective,gradient_rms,gradient_inf,activation_update_rms,forward_converged,forward_iterations,forward_failure,line_search_failures,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv,inverted_cell_fraction,inverted_rest_measure_fraction,negative_det_f_mean,ainv_negative_cell_fraction,ainv_negative_rest_measure_fraction,g_negative_cell_fraction,g_negative_rest_measure_fraction,double_inverted_cell_fraction,double_inverted_rest_measure_fraction,top_target_mae,top_target_rms,top_target_max,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_neighbor_jump_rms,activation_rms,detF/min,detG/min,detAinv/min,target/rms,target/mae,target/max,activation/rms,activation/neighbor_jump_rms
10,adam,10,11,0.02713146225026413,1,0.014269780794326467,0.0003724414144589272,0.005450295979751839,0.011094301458596476,1,33,,0,5.396289961502244e-10,-49.547078681366344,-0.22216120591396038,-0.10496705417963434,0.0185,0.018500000000000003,0.2947129202074142,0.018,0.018000000000000002,0.0055,0.005499999999999999,0.0155,0.0155,0.09483095710607528,0.1194561877607287,0.2985347702398954,0.11397874795416416,0.010771720637160103,1.40636397249046,66.99008018339669,0.13507641298258724,0.5139161830752732,-49.547078681366344,-0.22216120591396038,-0.10496705417963434,0.1194561877607287,0.09483095710607528,0.2985347702398954,0.5139161830752732,0.13507641298258724
11,adam,11,12,0.02686014762776149,1,0.013764336074342891,0.0003530952307061509,0.0031924844536160447,0.01039560078637585,1,12,,0,1.2545140988728096e-09,-48.736035848842114,-0.2613396752560137,-0.1155448375657991,0.0185,0.018500000000000003,0.2801037645047169,0.018,0.018000000000000002,0.0065,0.0065,0.015,0.015000000000000001,0.09292392766419438,0.11732150729658604,0.2975533008285107,0.11245750530959368,0.010819127761726156,1.4089345426849973,67.44261887586545,0.1434542187182171,0.5136176951211361,-48.736035848842114,-0.2613396752560137,-0.1155448375657991,0.11732150729658604,0.09292392766419438,0.2975533008285107,0.5136176951211361,0.1434542187182171
12,adam,12,13,0.026591546151483875,1,0.013545556419988645,0.00042357559045658985,0.006102285679910475,0.009877923136013106,1,64,,0,2.3665367345217084e-10,-47.54381570881941,-0.23420890549868292,-0.1249048630062834,0.0215,0.021500000000000005,0.31624515319333346,0.02,0.019999999999999997,0.0055,0.005500000000000001,0.018,0.018,0.09295854977390257,0.11638537889266265,0.29656153432650717,0.11192988391607904,0.010802855585456853,1.3841107429924706,67.64372078921069,0.1514855668561412,0.5137716535229286,-47.54381570881941,-0.23420890549868292,-0.1249048630062834,0.11638537889266265,0.09295854977390257,0.29656153432650717,0.5137716535229286,0.1514855668561412
13,adam,13,14,0.026325630689969032,1,0.012781503705976532,0.00030836077353514694,0.002794514589989242,0.009378289082838095,1,33,,0,1.093277096579088e-09,-48.40274783064553,-0.3707235868802478,-0.1329626583095653,0.021,0.021,0.33586584187594476,0.021,0.021,0.004,0.004000000000000001,0.019,0.018999999999999996,0.08935255231734006,0.11305531259510335,0.29521037301090614,0.10903139855201258,0.010962594672297822,1.3859125401241639,68.65084035798931,0.15906388249642942,0.5142891776042513,-48.40274783064553,-0.3707235868802478,-0.1329626583095653,0.11305531259510335,0.08935255231734006,0.29521037301090614,0.5142891776042513,0.15906388249642942
14,adam,14,15,0.026062374383069346,1,0.01241625124562839,0.0008889067149193041,0.028206167465448427,0.009026313986682424,1,23,,0,1.3371516394007795e-11,-48.684582119305595,-0.2821744729787008,-0.1401225328653556,0.0215,0.021500000000000005,0.337157983115762,0.022,0.02200000000000001,0.0055,0.005500000000000001,0.019,0.018999999999999996,0.08806310651676574,0.1114282336108241,0.2926834154987685,0.10735655254402364,0.010991040790254399,1.3904342206731812,69.24450333871691,0.1660500343407276,0.5150819547047308,-48.684582119305595,-0.2821744729787008,-0.1401225328653556,0.1114282336108241,0.08806310651676574,0.2926834154987685,0.5150819547047308,0.1660500343407276
15,adam,15,16,0.025801750639238653,1,0.011762756420942997,0.0003363740030794508,0.003264960371197693,0.008699885407479306,1,34,,0,3.836870743080585e-11,-52.47053149155406,-0.22671052304456385,-0.14652079613564278,0.021,0.021,0.3264770283007041,0.023,0.023000000000000017,0.005,0.005000000000000003,0.0195,0.019499999999999997,0.0849860390660295,0.1084562419639506,0.2899152311669003,0.10450007469220002,0.011099545552281988,1.3956540965710191,70.38221972297592,0.1721116628559491,0.515930913708062,-52.47053149155406,-0.22671052304456385,-0.14652079613564278,0.1084562419639506,0.0849860390660295,0.2899152311669003,0.515930913708062,0.1721116628559491
16,adam,16,17,0.025543733132846264,1,0.011126859543641092,0.0013052158722777973,0.026581442893698404,0.0084698101399456,1,8,,0,7.621663340409188e-09,-56.69698555081657,-0.2009097429813073,-0.15209130224713088,0.021,0.021,0.3227596897481306,0.024,0.024000000000000007,0.006,0.006000000000000002,0.0195,0.0195,0.08231030335238226,0.10548393026258118,0.2860345882285255,0.10165353308804857,0.011131712281270226,1.3963632639452945,70.74798478801466,0.17765582410853412,0.5169184039858351,-56.69698555081657,-0.2009097429813073,-0.15209130224713088,0.10548393026258118,0.08231030335238226,0.2860345882285255,0.5169184039858351,0.17765582410853412
17,adam,17,18,0.025288295801517802,1,0.010624706347883145,0.0005407864327638148,0.008584721595811348,0.008409368990282929,1,31,,0,9.613534860829588e-10,-68.45967858005167,-0.22122529076029399,-0.15685998495155248,0.022,0.02200000000000001,0.3304841752256039,0.0225,0.022500000000000013,0.0035,0.0034999999999999996,0.0205,0.020500000000000004,0.08016895732885011,0.1030762162086053,0.28055599132650855,0.09915810549225566,0.011374902873975749,1.427982931275408,72.99531455500835,0.1823437891331006,0.5178938722631258,-68.45967858005167,-0.22122529076029399,-0.15685998495155248,0.1030762162086053,0.08016895732885011,0.28055599132650855,0.5178938722631258,0.1823437891331006
18,adam,18,19,0.025035412843502625,1,0.010335902260356569,0.0006383675905181823,0.008852378923814592,0.007862061979724373,1,31,,0,9.410109713352316e-11,-51.359967157664414,-0.2876670050153954,-0.16087889780645936,0.023,0.023000000000000013,0.32939645535539147,0.023,0.023000000000000017,0.005,0.005000000000000002,0.0205,0.020500000000000004,0.07886615274400721,0.10166563952661965,0.2772837424056908,0.09759362127538315,0.01120262690804323,1.3843132664728461,73.51111024637774,0.18664417562481694,0.5188264489301797,-51.359967157664414,-0.2876670050153954,-0.16087889780645936,0.10166563952661965,0.07886615274400721,0.2772837424056908,0.5188264489301797,0.18664417562481694
19,adam,19,20,0.024785058715067598,1,0.011204215864707026,0.0006506798985420633,0.008078050187827139,0.0076172022718397365,1,101,,0,8.145693683777296e-09,-61.17857028315739,-0.3472144072723621,-0.16422395858049535,0.026,0.02600000000000001,0.3950044501622037,0.024,0.024000000000000007,0.004,0.004000000000000002,0.023,0.023000000000000017,0.08563064196966279,0.10584996865709043,0.26971517941741,0.10173869623343097,0.011874424949458395,1.4421556438107612,77.51240000680826,0.1905967926739002,0.5196995768367301,-61.17857028315739,-0.3472144072723621,-0.16422395858049535,0.10584996865709043,0.08563064196966279,0.26971517941741,0.5196995768367301,0.1905967926739002
20,adam,20,21,0.02453720812791692,1,0.010261462410394042,0.0004427129645852022,0.007918890122014802,0.007571423212184432,1,26,,0,3.13191213552404e-10,-58.55152907912289,-0.33587483978838323,-0.167027417321981,0.0255,0.02550000000000001,0.37578267604316196,0.025,0.025000000000000012,0.0055,0.005500000000000002,0.0225,0.022500000000000013,0.08091887730265343,0.10129887664922076,0.2615183921589576,0.09745341808328246,0.011636030848320935,1.4096110368303663,76.07719083190531,0.194059986632187,0.5205510335937663,-58.55152907912289,-0.33587483978838323,-0.167027417321981,0.10129887664922076,0.08091887730265343,0.2615183921589576,0.5205510335937663,0.194059986632187
21,adam,21,22,0.024291836046637753,1,0.009712182625854968,0.00039678127352391486,0.005895840946087634,0.007349124544629125,1,40,,0,1.2895020481959395e-09,-54.58898208950731,-0.2567061833813495,-0.17236997016641056,0.023,0.023000000000000013,0.3587723822722822,0.0245,0.024500000000000004,0.0055,0.005500000000000001,0.021,0.021,0.07810552974345882,0.09855040652303251,0.2578636535877349,0.09463130927967275,0.011400755331381946,1.3924045417629793,74.28119911562717,0.19738275579829745,0.5214655266679895,-54.58898208950731,-0.2567061833813495,-0.17236997016641056,0.09855040652303251,0.07810552974345882,0.2578636535877349,0.5214655266679895,0.19738275579829745
22,adam,22,23,0.024048917686171376,1,0.009299845377620075,0.00045961989328226275,0.007512006768468688,0.007129188709744124,1,44,,0,2.0292794200849628e-09,-49.062294226335645,-0.2768810875163296,-0.18294067161076688,0.024,0.024000000000000004,0.3478174733720654,0.0255,0.02550000000000001,0.0055,0.005500000000000002,0.022,0.022000000000000006,0.07641765335078529,0.0964357059269028,0.2556177149772206,0.09259725054870782,0.011103590634397883,1.3571682064242536,72.40542975198436,0.20067766451232094,0.522531419107138,-49.062294226335645,-0.2768810875163296,-0.18294067161076688,0.0964357059269028,0.07641765335078529,0.2556177149772206,0.522531419107138,0.20067766451232094
23,adam,23,24,0.02380842850930966,1,0.008836757687630226,0.0006577154405310074,0.01616392005141854,0.007015677673359223,1,58,,0,1.7902922235968582e-09,-48.320115091112925,-0.29955220102620606,-0.1938595879397152,0.0255,0.02550000000000001,0.36057721707497464,0.026,0.026000000000000016,0.0065,0.006500000000000004,0.0225,0.022500000000000006,0.0739311347176205,0.09400403016695734,0.2558528396998321,0.09038315494328644,0.011047454400269332,1.3502291336570065,73.36963959187081,0.20396903611916747,0.5237191686569065,-48.320115091112925,-0.29955220102620606,-0.1938595879397152,0.09400403016695734,0.0739311347176205,0.2558528396998321,0.5237191686569065,0.20396903611916747
24,adam,24,25,0.023570344224216562,1,0.008222490732637115,0.0005766680137184123,0.01160081608412473,0.006884243516673761,1,41,,0,5.297926529025082e-09,-47.974299326673176,-0.2689098547919606,-0.2049404329117055,0.0265,0.026500000000000013,0.37151743837935763,0.027,0.027000000000000014,0.0065,0.006500000000000004,0.0235,0.023500000000000014,0.07118996904217255,0.09067795064202275,0.24991573444514772,0.08724199566957945,0.010997216249197115,1.329179550379251,74.22726247899111,0.2073570769424406,0.5251178579235397,-47.974299326673176,-0.2689098547919606,-0.2049404329117055,0.09067795064202275,0.07118996904217255,0.24991573444514772,0.5251178579235397,0.2073570769424406
25,adam,25,26,0.0233346407819744,1,0.007996666732864838,0.00028674981649286593,0.0026026637738092726,0.006709081326234963,1,63,,0,5.060558614986889e-09,-51.746751826279414,-0.24630456335806514,-0.2159747108544643,0.0265,0.026500000000000013,0.39879402426272903,0.0275,0.02750000000000002,0.006,0.0060000000000000045,0.024,0.024000000000000004,0.06985230576204328,0.08942408362887952,0.24488333027716191,0.08577440489028638,0.010891492623565221,1.318997883476297,71.79707060627848,0.2107299153471056,0.526590805755217,-51.746751826279414,-0.24630456335806514,-0.2159747108544643,0.08942408362887952,0.06985230576204328,0.24488333027716191,0.526590805755217,0.2107299153471056
26,adam,26,27,0.023101294374154653,1,0.007755637430781202,0.0004323537073518068,0.007254448365868995,0.006467688672945583,1,30,,0,1.9281796942949963e-09,-53.75734439554339,-0.23601428087423865,-0.22665659173427347,0.0275,0.027500000000000014,0.41331481118957963,0.0275,0.027500000000000014,0.004,0.004000000000000002,0.0255,0.02550000000000001,0.06878938988880412,0.0880660969430416,0.24139305047837212,0.08421158265224085,0.01045846079871823,1.2738383336806987,69.5085189176292,0.2141150579874581,0.5281181942018605,-53.75734439554339,-0.23601428087423865,-0.22665659173427347,0.0880660969430416,0.06878938988880412,0.24139305047837212,0.5281181942018605,0.2141150579874581
27,adam,27,28,0.022870281430413107,1,0.0073383943578580555,0.0005099907078201874,0.008373479683084755,0.006264266776547092,1,43,,0,2.2176680947701602e-10,-55.002130178986874,-0.23375642676315483,-0.23722794647934992,0.0285,0.02850000000000001,0.4300478184785604,0.0275,0.027500000000000014,0.003,0.0030000000000000014,0.0265,0.026500000000000013,0.06643670299488469,0.08566442877798261,0.23801038124821375,0.08183349091818325,0.01052848837163157,1.2835988169076764,70.29980677201512,0.21752901194644578,0.5295882515808924,-55.002130178986874,-0.23375642676315483,-0.23722794647934992,0.08566442877798261,0.06643670299488469,0.23801038124821375,0.5295882515808924,0.21752901194644578
28,adam,28,29,0.022641578616108975,1,0.006905198660720371,0.0005088461216303634,0.006827969031274122,0.006103500672432943,1,35,,0,8.218566470492754e-11,-53.927838787689836,-0.23601583952169478,-0.24748587291805293,0.03,0.03000000000000001,0.44561247316651864,0.027,0.027000000000000014,0.004,0.003999999999999997,0.0265,0.026500000000000013,0.06519265796482357,0.08309752499756158,0.22862234586467953,0.07928121175656382,0.010229262983635056,1.241577401706247,67.76382695592643,0.22091574130690594,0.5309980341369979,-53.927838787689836,-0.23601583952169478,-0.24748587291805293,0.08309752499756158,0.06519265796482357,0.22862234586467953,0.5309980341369979,0.22091574130690594
29,adam,29,30,0.022415162829947884,1,0.006344933187788715,0.00047696229654494425,0.008087076412720206,0.006057217028674327,1,15,,0,8.434643344547607e-10,-51.5040698956883,-0.23754674432912806,-0.25741136154282335,0.029,0.029000000000000012,0.44606234560408486,0.0275,0.027500000000000014,0.0035,0.0035000000000000005,0.0265,0.026500000000000013,0.061590141656171396,0.07965508890076461,0.2272869673691023,0.07569025935606107,0.010264491465224292,1.2496915611428054,68.82416855057076,0.22421146987534654,0.5323039627425288,-51.5040698956883,-0.23754674432912806,-0.25741136154282335,0.07965508890076461,0.061590141656171396,0.2272869673691023,0.5323039627425288,0.22421146987534654
30,adam,30,31,0.022191011201648406,1,0.005931908699811842,0.0016211551823600802,0.04036731557851833,0.005972133027088088,1,13,,0,1.8456877644897465e-09,-59.205171540000045,-0.23588601898926367,-0.2668146839424132,0.029,0.029000000000000012,0.44125460353488044,0.028,0.028000000000000008,0.003,0.003,0.027,0.027000000000000014,0.05900340627067547,0.0770188853451661,0.22758343451318533,0.07309707801341771,0.010229886291399103,1.2431789846509367,69.0034484932798,0.2274543216461639,0.5336611141980062,-59.205171540000045,-0.23588601898926367,-0.2668146839424132,0.0770188853451661,0.05900340627067547,0.22758343451318533,0.5336611141980062,0.2274543216461639
31,adam,31,32,0.021969101089631925,1,0.005168438851243504,0.0002995276201690079,0.003113930348883226,0.005863288261869813,1,26,,0,1.1630178994010622e-09,-68.44512882294588,-0.2239169862121285,-0.27553507744133715,0.0295,0.029500000000000012,0.46466607151309647,0.029,0.029000000000000012,0.0045,0.0045000000000000005,0.027,0.027000000000000014,0.05555700518711747,0.07189185524969782,0.20704657858139322,0.06807606306083464,0.009707013169286377,1.1713011120888024,65.68555836978715,0.2306411629764448,0.5350254427840025,-68.44512882294588,-0.2239169862121285,-0.27553507744133715,0.07189185524969782,0.05555700518711747,0.20704657858139322,0.5350254427840025,0.2306411629764448
32,adam,32,33,0.0217494100787356,1,0.0050174776257742,0.0005023574491509139,0.009240552742274461,0.005826389889443932,1,47,,0,8.112889159503501e-09,-61.285633794209346,-0.13530290910512516,-0.2854016636606694,0.0295,0.029500000000000012,0.4767881014608524,0.029,0.029000000000000012,0.0035,0.0034999999999999988,0.0275,0.02750000000000002,0.054821045526745577,0.07083415578500389,0.21321790372428695,0.06758339794795303,0.010189618229786054,1.2130233250688414,70.48004481470316,0.23376953231070943,0.5364227785333451,-61.285633794209346,-0.13530290910512516,-0.2854016636606694,0.07083415578500389,0.054821045526745577,0.21321790372428695,0.5364227785333451,0.23376953231070943
33,adam,33,34,0.021531915977948245,1,0.004660585388968447,0.0003437130700463904,0.00400028116695223,0.005636708594500692,1,35,,0,5.274812171141894e-11,-66.65747231997202,-0.15801879171563732,-0.2955927215917493,0.0295,0.029500000000000012,0.4652506463418318,0.028,0.028000000000000008,0.0035,0.0034999999999999996,0.027,0.027000000000000017,0.052646308243370965,0.0682684802011034,0.20895325728549283,0.06565178113427322,0.010307908012692445,1.2161918783134211,70.76155004908468,0.23675748612959208,0.53774085273534,-66.65747231997202,-0.15801879171563732,-0.2955927215917493,0.0682684802011034,0.052646308243370965,0.20895325728549283,0.53774085273534,0.23675748612959208
34,adam,34,35,0.021316596818168762,1,0.005243767252386202,0.000456592120637119,0.007355841392548179,0.005407454588816519,1,81,,0,1.2929446589900941e-09,-69.77166082451703,-0.1172825013530855,-0.3196053314242776,0.0305,0.030500000000000017,0.47249879520811844,0.029,0.029000000000000012,0.0025,0.0024999999999999996,0.0285,0.02850000000000001,0.057323842223988175,0.07241386091340664,0.19152702380224754,0.06781830547866266,0.010803652318045056,1.2469763593778627,72.95250513487217,0.23957973173564273,0.5389702736608899,-69.77166082451703,-0.1172825013530855,-0.3196053314242776,0.07241386091340664,0.057323842223988175,0.19152702380224754,0.5389702736608899,0.23957973173564273
35,adam,35,36,0.021103430849987073,1,0.0048506275656781525,0.0011209421447105996,0.027798945805858927,0.0054601782820929545,1,43,,0,1.8283287017997846e-09,-69.45958979433279,-0.1186675727445699,-0.34286086752822903,0.0315,0.03150000000000002,0.5008601787243807,0.0285,0.02850000000000001,0.004,0.004000000000000001,0.028,0.028000000000000008,0.054633279452275106,0.06964644689916459,0.1898342061129164,0.06528349956428273,0.010325097307487626,1.2202220426671677,68.75077727594956,0.2421918518970689,0.5400575421945644,-69.45958979433279,-0.1186675727445699,-0.34286086752822903,0.06964644689916459,0.054633279452275106,0.1898342061129164,0.5400575421945644,0.2421918518970689
36,adam,36,37,0.020892396541487203,1,0.00446260508981788,0.00032108917634766454,0.003895066402746793,0.005597112701561243,1,77,,0,1.4185225765027345e-11,-75.95861304047028,-0.26545264064461915,-0.36531173924891885,0.0315,0.03150000000000002,0.5368025243707254,0.029,0.029000000000000012,0.0025,0.0024999999999999996,0.029,0.029000000000000012,0.05366254027290287,0.06680273265232403,0.18112119959128217,0.06251646194861164,0.010526238851853971,1.2352866359909302,70.43351011888787,0.24459303872724528,0.5411375314470651,-75.95861304047028,-0.26545264064461915,-0.36531173924891885,0.06680273265232403,0.05366254027290287,0.18112119959128217,0.5411375314470651,0.24459303872724528
37,adam,37,38,0.02068347257607233,1,0.004214894287280118,0.0004150763301241935,0.004798042576982115,0.005565871779299291,1,23,,0,4.088842436552113e-10,-76.75845163624788,-0.2529865205060436,-0.38669622903861556,0.031,0.031000000000000017,0.5324968899996968,0.029,0.029000000000000012,0.003,0.003,0.0285,0.02850000000000001,0.0518698069060243,0.06492221720859599,0.18070353475019305,0.060810402254618035,0.010690561312894755,1.2561878670430615,71.6146300651906,0.24679446026956336,0.5421949222341406,-76.75845163624788,-0.2529865205060436,-0.38669622903861556,0.06492221720859599,0.0518698069060243,0.18070353475019305,0.5421949222341406,0.24679446026956336
38,adam,38,39,0.020476637850311608,1,0.003877462649219411,0.0002915983833106433,0.0030012165805945092,0.005455167782083463,1,35,,0,1.70026282549698e-10,-89.56222965677247,-0.22101252539749192,-0.4068941644052811,0.031,0.031000000000000017,0.5612331172430127,0.0295,0.029500000000000012,0.0025,0.0024999999999999988,0.029,0.029000000000000012,0.04950570200095796,0.06226927532274172,0.1805204651911416,0.05830019153999781,0.01073455772104261,1.2605727560544107,72.02055608000518,0.2487575059654378,0.5433487057417804,-89.56222965677247,-0.22101252539749192,-0.4068941644052811,0.06226927532274172,0.04950570200095796,0.1805204651911416,0.5433487057417804,0.2487575059654378
39,adam,39,40,0.020271871471808492,1,0.003520203984467637,0.0003828108431247036,0.0070223258306968276,0.005284680279487156,1,106,,0,1.7878513728079606e-09,-124.74069153902234,-0.3082260500539061,-0.4260112870308518,0.033,0.033000000000000015,0.599626716043175,0.0305,0.030500000000000017,0.0025,0.002500000000000001,0.0305,0.030500000000000017,0.048435048810246746,0.05933130695061113,0.16103994194930002,0.05534145198086948,0.010087450936020863,1.1723574260717722,68.10943570089148,0.2506188454074301,0.5445006746991125,-124.74069153902234,-0.3082260500539061,-0.4260112870308518,0.05933130695061113,0.048435048810246746,0.16103994194930002,0.5445006746991125,0.2506188454074301
40,adam,40,41,0.020069152757090408,1,0.003161469842378681,0.00037522249732889815,0.007618062077550841,0.0051984228551295785,1,28,,0,1.0556823731209928e-09,-153.11006325660256,-0.5443154077038762,-0.4442577083892969,0.033,0.033000000000000015,0.6285403968310913,0.0305,0.030500000000000017,0.0025,0.0025000000000000005,0.0305,0.030500000000000017,0.04553725500571997,0.05622694943155533,0.156213557094212,0.05193772452047217,0.010485169297211475,1.2208297312142593,70.41091370711275,0.2523583987136734,0.5455961112397522,-153.11006325660256,-0.5443154077038762,-0.4442577083892969,0.05622694943155533,0.04553725500571997,0.156213557094212,0.5455961112397522,0.2523583987136734
