step,learning_rate,objective_total,data_mse,error_mae,error_rms,error_max,error_rms_fraction_of_target,top_y_mean,top_y_std,top_y_min,top_y_max,top_y_range,top_y_near_muscle_mean,top_y_far_mean,top_y_highpass_rms,top_y_highpass_peak_to_valley,top_y_first_difference_rms,top_y_second_difference_rms,activation_rms,activation_max_abs,activation_neighbor_jump_rms,activation_bound_hits,activation_smooth_mse
15.0,0.04991681609358835,0.004672525476444134,0.004672525476444134,0.05318955711626455,0.06835587375232749,0.09933459943756948,0.9666980372840458,0.004345940894278625,0.0037412196192944244,0.0006654005624305226,0.014186900284814051,0.013521499722383529,0.008677251539378265,0.001851131908700448,0.0003436811844140393,0.0026597455694288515,0.0005900767613629484,0.0003218090366482785,0.6925614549159183,0.7454169075487401,0.07618712656244155,0.0,0.0
16.0,0.04990353496150574,0.00465795795121302,0.00465795795121302,0.05328246380094927,0.06824923407052287,0.09930711022882573,0.9651899244410934,0.004586028682104897,0.004018564620990527,0.0006928897711742824,0.0151915244650309,0.014498634693856618,0.009236098633682717,0.0019276102720747403,0.00036915612465516064,0.002857815025773934,0.00063378812234148,0.0003418779253679455,0.7351390747191962,0.7946842896364121,0.0783650377217576,0.0,0.0
17.0,0.04988927268159387,0.004643748077793996,0.004643748077793996,0.0533527559078387,0.0681450517484138,0.09928290716096033,0.9637165639122317,0.004816476963204427,0.004300957764163312,0.0007170928390396756,0.016206354640335666,0.01548926180129599,0.009791211164367182,0.0019949478616799144,0.00039488464084521475,0.0030583620565134578,0.0006780882561364918,0.00036208768577613345,0.7769561426828292,0.8438727773591246,0.08054210317313204,0.0,0.0
18.0,0.049874029819162086,0.004629805671817074,0.004629805671817074,0.05340016726503196,0.06804267537227703,0.0992620488201307,0.9622687433162393,0.005037111149651258,0.004588375011163081,0.0007379511798693015,0.017229462706975264,0.016491511527105963,0.010342499926426656,0.0020529820119815235,0.0004208243414434977,0.00326101296274556,0.0007229286205680427,0.00038252465932178903,0.8180234725583335,0.894028414886128,0.0827778732934133,0.0,0.0
19.0,0.049857806978386786,0.00461605720023734,0.00461605720023734,0.053425476397005345,0.06794157195883342,0.0992445368680622,0.9608389251312978,0.005247918424181104,0.004880663115740753,0.0007554631319378116,0.01825847518876905,0.017503012056831236,0.010889921292312367,0.002101708440792397,0.0004469271351136892,0.00346529212866204,0.000768244312163423,0.00040328642398737536,0.8583685686695238,0.94736592096362,0.08512197949325749,0.0,0.0
20.0,0.04984060480228745,0.004602447309060145,0.004602447309060145,0.05343129236066264,0.0678413392339814,0.09923031778558958,0.9594214203425044,0.005449042338253511,0.005177548290682819,0.0007696822144104272,0.019290750594975994,0.018521068380565567,0.011433475275357938,0.002141276379886384,0.00047314238551816586,0.003670648848762382,0.0008139580297606974,0.0004244769098099747,0.898032813487363,1.0008411929143848,0.087614049004548,0.0,0.0
21.0,0.049822423972701126,0.004588938906805886,0.004588938906805886,0.05341608285654871,0.06774170729178507,0.09921928694206,0.958012411903508,0.005640770863731105,0.005478650498737076,0.0007807130579400084,0.02032353967252424,0.01954282661458423,0.011973201800230121,0.0021719772371268896,0.0004994194123541989,0.0038764832564054615,0.0008599839495033648,0.00044620001395560523,0.9370680082490483,1.054379544461777,0.09028420333102992,0.0,0.0
22.0,0.04980326521025547,0.004575511989698971,0.004575511989698971,0.05338098976075557,0.06764253092322146,0.09921129429582332,0.9566098462486124,0.005823519926777696,0.005783500492831526,0.0007887057041766955,0.021354112481121745,0.020565406776945048,0.012509175837065076,0.002194228724815833,0.0005257091302164324,0.004082168637471303,0.0009062309815871316,0.00046855265315145985,0.9755326331566567,1.1079001154963868,0.09315398259436534,0.0,0.0
23.0,0.04978312927434013,0.0045621614918566,0.0045621614918566,0.05332740879499367,0.06754377463435546,0.09920615104239401,0.9552132214177731,0.005997814395804929,0.006091557229484492,0.0007938489576059954,0.022379847000282397,0.021585998042676403,0.013041502018194866,0.0022085563563037634,0.0005519648641395394,0.0042870687812077085,0.0009526051766446552,0.0004916182733388562,1.013488155315862,1.1613165383880797,0.09623750861597799,0.0,0.0
24.0,0.04976201696307665,0.004548894482941478,0.004548894482941478,0.05326115733386412,0.06744549268069348,0.0992036366208939,0.9538233046997202,0.0061642681947321285,0.0064022240951946575,0.0007963633791060964,0.02339828181004975,0.022601918430943654,0.013570309212171016,0.002215573950418582,0.0005781425267957368,0.004490550155295525,0.0009990113001569635,0.0005154616698504927,1.0509956470616577,1.2145376997561474,0.09954273014332779,0.0,0.0
25.0,0.04973992911328687,0.004535727028576652,0.004535727028576652,0.05318031572062207,0.06734780641250798,0.09920350563236711,0.9524418122464647,0.006323564777981158,0.006714863221344399,0.0007964943676328907,0.024407139805941086,0.023610645438308195,0.014095745347276405,0.002215964384876855,0.0006042003931308645,0.004691989485011966,0.0010453537527027124,0.0005401256384306022,1.0881128990141662,1.2674685996604735,0.10307264376451028,0.0,0.0
26.0,0.049716866600459715,0.0045226809910915294,0.0045226809910915294,0.05308639238731691,0.0672508809688879,0.09920549438217127,0.9510710794773992,0.0064764387368932185,0.007028807834212271,0.0007945056178287367,0.025404331518370835,0.024609825900542098,0.01461797260866919,0.002210461398268229,0.0006300986945311375,0.004890777771051084,0.001091537082791338,0.0005656296002061586,1.1248921344777032,1.3228052719819043,0.10682642850645796,0.0,0.0
27.0,0.04969283033871652,0.004509780995351981,0.004509780995351981,0.05298473049914663,0.06715490298818085,0.09920932690502063,0.9497137458573482,0.006623658888781697,0.007343373022441237,0.0007906730949793836,0.026387946347795052,0.025597273252815668,0.015137163008442063,0.002199832832933979,0.0006557992087649835,0.005086321958735994,0.0011374663404491038,0.0005919700273641712,1.1613783646578073,1.3784206741841905,0.11080046266417538,0.0,0.0
28.0,0.049667821280774786,0.004497051728548377,0.004497051728548377,0.05287579318589787,0.06706006060650689,0.09921472044692076,0.9483724720328375,0.006766012878832318,0.007657865512627193,0.0007852795530792519,0.027356238757181534,0.026570959204102282,0.015653494254193726,0.0021848653893882667,0.0006812649673300521,0.005278045453212929,0.001183047480920151,0.0006191222974471244,1.197608372814083,1.4338178713634002,0.11498920966691983,0.0,0.0
29.0,0.04964184041791043,0.004484515691131508,0.004484515691131508,0.05275958158371253,0.06696652664676217,0.09922139045480682,0.9470497020887031,0.0069042931208203465,0.007971593070150816,0.0007786095451931844,0.028322289180737266,0.02754367963554408,0.016167145814510717,0.0021663507501051647,0.0007064601513540623,0.00546538853402253,0.0012281879706675365,0.0006470435292950058,1.2336102805273501,1.48891868816329,0.11938597021776698,0.0,0.0
30.0,0.04961488877991847,0.00447249662804249,0.00447249662804249,0.052650453518862356,0.06687672710324938,0.0992284831030453,0.9457797447653961,0.007038617057182152,0.008277802755125692,0.000771516896954707,0.029179600155195568,0.02840808325824086,0.01667244299616603,0.0021466552931339983,0.0007242889149782285,0.005582073161848516,0.0012666840320707132,0.0006655754439543727,1.2647071942529515,1.5,0.12329150100607274,42.0,0.0
31.0,0.049586967435072245,0.004461561600249974,0.004461561600249974,0.05255092560458642,0.06679492196454738,0.09923546158862123,0.9446228453991542,0.007165260333700089,0.008567098491074709,0.0007645384113787705,0.029927570323380774,0.029163031912002004,0.017150486240544847,0.002127275668319665,0.0007399079945120471,0.00565189731249293,0.0013017287028921074,0.000674132491911785,1.2846717958324794,1.5,0.12604826143756606,68.0,0.0
32.0,0.049558077490081016,0.004458683145122002,0.004458683145122002,0.0524846759644911,0.06677337152729373,0.09924320069978594,0.9443180761927625,0.007179304398949448,0.00865998973984681,0.0007567993002140592,0.03019417338053816,0.029437374080324104,0.01726352687154216,0.0021057353072702935,0.0007488201003735731,0.005721509621881319,0.0013162705336815528,0.0006785884315337353,1.289544366945329,1.5,0.1267439991181078,126.0,0.0
33.0,0.04952822009004618,0.004457954104499092,0.004457954104499092,0.052426590226619926,0.06676791223708504,0.09925134586452787,0.9442408701702218,0.007161784271080824,0.008682372429823776,0.0007486541354721336,0.03026347535576117,0.029514821220289034,0.017276126578674656,0.0020830650171267586,0.000753192537866052,0.00575839213423356,0.0013203272938095644,0.0006844482346788232,1.2899846826361334,1.5,0.12821162849812412,130.0,0.0
34.0,0.04949739641841578,0.004457265242947864,0.004457265242947864,0.05236902495785245,0.0667627534104748,0.0992596651217172,0.9441679133446406,0.007144072703846926,0.00869920109176591,0.0007403348782828043,0.030371584520372245,0.029631249642089443,0.01728966022621562,0.0020599152302503377,0.0007543284650227177,0.005770635852637485,0.0013212130430718242,0.0006911999668894157,1.2898555970626122,1.5,0.13036139938005237,130.0,0.0
35.0,0.049465607696937704,0.004456600320018685,0.004456600320018685,0.05231180163763724,0.06675777348008759,0.0992679693909893,0.9440974864937078,0.00712664507713371,0.008714591946550252,0.0007320306090107121,0.03046989276547367,0.029737862156462957,0.017303890231311233,0.002036810228269837,0.0007554775555330732,0.005786595867581942,0.001321926365309411,0.0006990413874308588,1.2898335757286667,1.5,0.1331238820291826,130.0,0.0
36.0,0.04943285518561118,0.004456006737214289,0.004456006737214289,0.052255461978298896,0.0667533275366426,0.0992762398600201,0.9440346113585334,0.0071088831297795585,0.008727729515934845,0.0007237601399799045,0.030547951738913268,0.029824191598933365,0.017316654301814734,0.0020138013372323553,0.0007563430335120583,0.005822088070322164,0.001322193541139784,0.0007067540058403886,1.2898474807556612,1.5,0.13646883393217407,131.0,0.0
37.0,0.04939914018263686,0.004455497736056706,0.004455497736056706,0.05220065601494228,0.06674951487506636,0.09928439353247324,0.9439806921814348,0.007090845517314809,0.008738186278529111,0.0007156064675267644,0.030603497907904464,0.0298878914403777,0.017327450124145608,0.001991119333580409,0.0007568826532971799,0.005848023308438182,0.0013219690615035799,0.0007143601396032735,1.2898823676491558,1.5,0.1403302443862815,132.0,0.0
38.0,0.049364464024365375,0.004455058224166256,0.004455058224166256,0.052147361399964384,0.06674622254604567,0.09929244563452275,0.9439341316179063,0.007072843761652402,0.0087454312389859,0.0007075543654772606,0.030643239630217995,0.029935685264740733,0.01733741027682806,0.001968724358270966,0.0007576653407487545,0.005871013350444754,0.0013219682332923104,0.000727611768959442,1.2899217439279735,1.5,0.14464489666195837,133.0,0.0
39.0,0.04932882808524436,0.0044546863210029,0.0044546863210029,0.05209601762771735,0.06674343653875563,0.09930029512324524,0.9438947315249617,0.0070552638871654695,0.008750872845159637,0.0006997048767547552,0.030687188956443345,0.02998748407968859,0.017347001062954573,0.0019468958379654073,0.0007586257935033024,0.005898030412907786,0.001322114699241359,0.0007413506702197484,1.289668387198585,1.5,0.14873946503495022,134.0,0.0
40.0,0.049292233777763955,0.004454329688105395,0.004454329688105395,0.05204898413164177,0.06674076481510678,0.09930747692865495,0.9438569476467706,0.007039710464140642,0.008754328754250171,0.0006925230713450553,0.03072412885275235,0.030031605781407296,0.01735750748279789,0.0019269266052303973,0.0007596689050459492,0.0059236056476607655,0.0013221733493113887,0.0007554924955473879,1.2895802326651777,1.5,0.15327499398308414,134.0,0.0
41.0,0.049254682552400855,0.004453982053637162,0.004453982053637162,0.05200673689851876,0.06673816040045727,0.09931391241283256,0.9438201156615769,0.007026380356655462,0.008755670801171888,0.0006860875871674413,0.030753284350894826,0.030067196763727384,0.01736891713487682,0.0019090351827302512,0.0007607732253014193,0.005947352392547138,0.0013221170080033495,0.0007700218976436018,1.289687754929416,1.5,0.15825686567130823,134.0,0.0
42.0,0.04921617589756078,0.004453638042928106,0.004453638042928106,0.05196959264848479,0.06673558303430116,0.0993195477572263,0.9437836661998451,0.007015406473700731,0.008754919041833552,0.0006804522427737065,0.030775206114390465,0.03009475387161676,0.017381217883879196,0.0018933710595858046,0.0007619444801872608,0.0059693506898016325,0.0013219663533081754,0.0007848831500958302,1.2899968464880347,1.5,0.1636448143262396,134.0,0.0
43.0,0.04917671533951951,0.004453293172338361,0.004453293172338361,0.05193772898060958,0.06673299912590742,0.09932435150770515,0.9437471242169015,0.007006859277118691,0.008752137237752838,0.000675648492294857,0.030790507693354653,0.030114859201059795,0.01739438241093779,0.0018800215156113372,0.0007631881547916445,0.005989698738910485,0.0013217453646462176,0.0008000263056908724,1.2905097059815023,1.5,0.16939975696351656,134.0,0.0
44.0,0.049136302442362376,0.004452951780969096,0.004452951780969096,0.051910891668644044,0.06673044118668103,0.09932835791947905,0.9437109494934447,0.00700049190510566,0.00874727811964192,0.000671642080520947,0.030800694273698973,0.030129052193178026,0.017407911159458233,0.0018688908332286387,0.0007645783930942583,0.006008953413538177,0.0013214984908168092,0.0008152559476801716,1.2911953034256245,1.5,0.1754842978242503,135.0,0.0
45.0,0.04909493880792226,0.004452641038848779,0.004452641038848779,0.05188788442992657,0.06672811280748751,0.09933174248469574,0.9436780212391065,0.006995293056784189,0.008739918128328552,0.0006682575153042622,0.030809612357227935,0.030141354841923672,0.017420026258406662,0.0018594898240850964,0.0007663849764465124,0.006028903671191797,0.0013213273996345325,0.0008299504216867786,1.2919352719061306,1.5,0.18185088433760627,135.0,0.0
46.0,0.04905262607571612,0.004452324927876987,0.004452324927876987,0.05186993704218824,0.0667257441163228,0.09933432122265837,0.9436445228874044,0.006992388653726599,0.008731022231662139,0.0006656787773416371,0.030815336242222553,0.030149657464880915,0.01743281452100966,0.0018523310855312967,0.00076832139077964,0.006048092763199439,0.0013212253111506047,0.000844728845582324,1.2928411341800905,1.5,0.18846080709777577,136.0,0.0
47.0,0.04900936592287998,0.0044520093170729615,0.0044520093170729615,0.051856589991122394,0.06672337908913907,0.09933615248195458,0.9436110763522183,0.0069916739160094735,0.008722107917198395,0.0006638475180454182,0.030836603905756873,0.030172756387711455,0.017446427621990366,0.0018472522155321396,0.0007707655800769654,0.0060734024671625,0.0013217926266609007,0.0008588817539662812,1.2936135966409168,1.5,0.19517294320437067,136.0,0.0
48.0,0.04896516006410247,0.004451694754723765,0.004451694754723765,0.05184720205052472,0.06672102183512903,0.0993374063269621,0.9435777397463087,0.006992653781657596,0.00871164537367049,0.0006625936730379016,0.030852181614706514,0.03018958794166861,0.01746041065580559,0.0018437855167098241,0.0007732446049203072,0.006097183057910243,0.001322207686530659,0.0008719649484817531,1.2944956353876387,1.5,0.2016378660800955,137.0,0.0
49.0,0.048920010251556865,0.004451385760031644,0.004451385760031644,0.05184112917018674,0.06671870622270522,0.09933820885786135,0.9435449920413591,0.006994995197142479,0.008699727688811316,0.0006617911421386599,0.030861648225972104,0.030199857083833444,0.017474617705551768,0.0018415825890359461,0.0007757147345841993,0.006119340155316025,0.001322371783790035,0.0008833837596516964,1.2954534795790111,1.5,0.20774804948805195,137.0,0.0
50.0,0.048873918274831625,0.004451075952685113,0.004451075952685113,0.05183867499584124,0.06671638443954463,0.09933843025774247,0.9435121570690131,0.006998947096217562,0.008686999346018026,0.0006615697422575335,0.030869340856003808,0.030207771113746274,0.017489177194500664,0.0018409963837485047,0.0007782715831203863,0.006140748044380908,0.0013226364189576482,0.0008947956882300964,1.2965423063951773,1.5,0.2138594222729353,137.0,0.0
51.0,0.04882688596085948,0.004450767665611557,0.004450767665611557,0.05183972597174195,0.06671407396952728,0.09933814790904748,0.9434794820886733,0.007004281498951833,0.008673702549854447,0.0006618520909525223,0.030876001733741505,0.030214149642788984,0.01750400451389904,0.0018418114698978533,0.0007809141440013229,0.00616155474288867,0.001323030506021202,0.000906207370345819,1.2977487957091238,1.5,0.21997094303071724,137.0,0.0
52.0,0.048778915173844986,0.004450463234973631,0.004450463234973631,0.0518450572405146,0.06671179232319899,0.09933744432134954,0.9434472147368532,0.00701075706627761,0.008660080979410137,0.0006625556786504614,0.03088235112974933,0.03021979545109887,0.01751901442909125,0.0018437981625517813,0.0007836406377333308,0.006181905564480778,0.001323581251725506,0.0009176283773242194,1.2990587747363425,1.5,0.2260820009885555,137.0,0.0
53.0,0.04873000781519065,0.004450164779872167,0.004450164779872167,0.051852480449580234,0.06670955538655739,0.09933640475406005,0.943415579675486,0.00701812575623027,0.008646374434605622,0.0006635952459399577,0.030889077100621453,0.030225481854681494,0.017534122679956805,0.0018467191371120478,0.0007864484675784417,0.006201940542369354,0.0013243135819785074,0.0009290704157186041,1.30045752296744,1.5,0.23219230083286,137.0,0.0
54.0,0.048680165823421565,0.004449898044725335,0.004449898044725335,0.051859752615022264,0.06670755612916228,0.09933540037463974,0.9433873059062576,0.007025008586100954,0.008633547350157611,0.0006645996253602717,0.030898798926611612,0.03023419930125134,0.017548008791310295,0.0018495402415155025,0.0007891971621298725,0.006220856655454493,0.0013251559016408618,0.0009392458952121414,1.3018030327176793,1.5,0.2379872672518268,138.0,0.0
55.0,0.04862939117410859,0.0044496478507586356,0.0044496478507586356,0.05186738948110913,0.06670568079825462,0.09933433379701333,0.9433607847222221,0.0070318720985153614,0.008621328266104933,0.0006656662029866846,0.030910833535840638,0.030245167332853953,0.017561352131632884,0.0018525331791190086,0.0007919663728564347,0.006239322542342425,0.0013261831129865397,0.000949049233917374,1.3031559161910764,1.5,0.24368300444848842,138.0,0.0
56.0,0.04857768587979001,0.004449426153768776,0.004449426153768776,0.051874329610424846,0.06670401902261044,0.09933344220848907,0.9433372836656859,0.0070378617811069615,0.008610242026323604,0.00066655779151094,0.030920034307035292,0.030253476515524354,0.017573397625949592,0.001855037173902245,0.0007946840829293005,0.006251332912589395,0.0013273681714289214,0.0009578875187833476,1.304444356577267,1.5,0.24923924320362173,139.0,0.0
57.0,0.04852505198989178,0.004449222370555581,0.004449222370555581,0.051881850553865426,0.06670249148686712,0.09933265850536105,0.9433156810480338,0.007043300663213134,0.008600118244588674,0.0006673414946389564,0.030928738266166926,0.03026139677152797,0.017584615690447353,0.0018572394717542217,0.0007974058228964003,0.006259739097211529,0.0013287709813241775,0.0009664290468396548,1.30570325102487,1.5,0.2547378972168179,139.0,0.0
58.0,0.048471491590646336,0.004449023877501064,0.004449023877501064,0.05188926706326611,0.06670100357191834,0.09933186589945063,0.9432946387530315,0.007048697494793179,0.008590674240236343,0.000668134100549376,0.03093986573278625,0.030271731632236874,0.01759565624995032,0.0018594657608122043,0.000800196236545006,0.0062682950519424435,0.001330440912084532,0.0009753643353045856,1.3069866632562193,1.5,0.2602756916567466,139.0,0.0
59.0,0.04841700680500981,0.004448849410897603,0.004448849410897603,0.05189401431158592,0.0666996957331711,0.09933141678221695,0.9432761431200941,0.007052714036866786,0.008582563948261478,0.0006685832177830578,0.030954740217930266,0.030286157000147206,0.017605172289186913,0.0018607340974587797,0.0008030041667903498,0.006276552418253931,0.0013323034111489217,0.0009836035544646693,1.3081445648866128,1.5,0.26553776095803255,140.0,0.0
60.0,0.04836159979257795,0.004448679556387955,0.004448679556387955,0.05189810931614799,0.06669842244302301,0.09933103943372108,0.9432581360781316,0.0070564478914461205,0.00857527190157484,0.0006689605662789178,0.030972235384987026,0.030303274818708106,0.017614409221937903,0.0018618019017834723,0.0008058749640172829,0.006284978645977449,0.001334450812209518,0.0009923817830981099,1.3093055832698999,1.5,0.27081959675815964,140.0,0.0
61.0,0.04830527274950056,0.004448512916773708,0.004448512916773708,0.051901535229370695,0.06669717322925843,0.09933073843637963,0.9432404695276497,0.007059906057189481,0.008568794426069302,0.0006692615636203758,0.03099225849807223,0.030322996934451854,0.017623425843350315,0.0018626565112663392,0.00080880212207933,0.00629359322759908,0.0013368771439535266,0.001001740141127107,1.3104728884900185,1.5,0.27613503448999344,140.0,0.0
62.0,0.04824802790839433,0.0044483491013388434,0.0044483491013388434,0.05190418637114392,0.06669594516414655,0.09933053013828168,0.9432231020642827,0.007063044420042654,0.00856314610368868,0.0006694698617183262,0.031014746914996262,0.030345277053277935,0.017632215571381293,0.0018632524540989628,0.0008117765984396457,0.0063023823421140355,0.0013395703234957985,0.0010116551762291023,1.3116430381129995,1.5,0.28148158869889073,140.0,0.0
63.0,0.048189867538254466,0.004448187735984822,0.004448187735984822,0.05190598771039793,0.06669473544429741,0.09933042638767452,0.9432059940421095,0.007065831565740476,0.008558330004578667,0.0006695736123254878,0.031039607950458355,0.030370034338132866,0.017640775076069846,0.0018635567811257014,0.0008147895013219118,0.006311324521057812,0.0013425169868267854,0.0010221015676848872,1.3128133550260388,1.5,0.28685674164028635,140.0,0.0
64.0,0.04813079394436466,0.004448028481346423,0.004448028481346423,0.0519069739420626,0.06669354152649583,0.09933043460383871,0.943189109494636,0.007068248556779551,0.008554338187609515,0.0006695653961612995,0.031066721018616832,0.030397155622455534,0.01764910416688691,0.0018635488682994497,0.0008178321796355453,0.006320391169271772,0.001345702753524708,0.0010330528669694492,1.3139819279816278,1.5,0.29225797629785016,140.0,0.0
65.0,0.048070809468205765,0.0044478710455466055,0.0044478710455466055,0.05190787082605573,0.06669236122335605,0.09933055795460016,0.9431724174875561,0.007070288415099062,0.008551152409991259,0.0006694420453998434,0.03109594018444557,0.030426498139045726,0.01765720562149365,0.001863219922461743,0.0008208963056624447,0.006364806471678849,0.0013491124952303153,0.0010444821867640394,1.3151475916158182,1.5,0.2976828090613723,140.0,0.0
66.0,0.048009916487363025,0.004447717987057824,0.004447717987057824,0.051907354652732926,0.06669121371708438,0.09933090930949608,0.943156189298233,0.007071675971333284,0.008548492130204139,0.0006690906905039247,0.03112509254000615,0.030456001849502225,0.01766500052327172,0.0018622595219214483,0.000823801201334628,0.006419392036788318,0.0013524046909984377,0.0010552584241505592,1.3162697527646865,1.5,0.3029744294634941,141.0,0.0
