step,evaluation_success,objective,gradient_rms,forward_converged,forward_iterations,forward_failure,line_search_failures,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv,inverted_cell_fraction,inverted_rest_measure_fraction,negative_det_f_mean,top_target_mae,top_target_rms,top_target_max,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_neighbor_jump_rms,activation_rms
0,1,0.0013468013333333333,2.9650487878317347e-06,1,1,,0,1.1547619588393527e-17,0.9999999999999929,0.9999999999999929,1.0,0.0,0.0,0.0,0.033666666666666664,0.036698791987384724,0.05,0.036698791987384724,0.0,0.0,0.0,0.0,0.0
1,1,0.0009419332203642207,2.737338640151802e-06,1,5,,0,7.558739737950115e-10,0.9748069199196636,0.9524786601201425,0.9401179510920907,0.0,0.0,0.0,0.02753612203755446,0.030468729868615443,0.041822234064114935,0.030468729868615443,0.00020570149059557803,0.03529646312103479,0.9732382983317085,0.007153278685401297,0.029278555030024665
2,1,0.0005949748495508617,2.4251238872876196e-06,1,5,,0,1.3594415991146613e-10,0.9504842455185658,0.9082556717629598,0.8809749816272182,0.0,0.0,0.0,0.02092388188003276,0.02383368942427192,0.03377032962440862,0.02383368942427192,0.0003758589837130543,0.06879721965420757,1.504602460253513,0.013541938626377535,0.05571436360841556
3,1,0.00031538545127787846,1.978045175285927e-06,1,5,,0,3.7920625583098103e-10,0.9287520165417894,0.8532712030209548,0.8225617123362716,0.0,0.0,0.0,0.014021269460977545,0.016937791494978538,0.025602866655346175,0.016937791494978538,0.00051530043326601,0.09904928993086873,2.035889644775588,0.020588323978455836,0.08105143397517163
