step,objective,mae,rmse,linf,grad_norm,learning_rate,worst_point_index,worst_point_ties,control_0,control_1,control_2,control_3,control_4,control_5,control_6,control_7,control_8
17,0.006553285211584917,0.00523904530498714,0.006553285211584917,0.038422637861551215,0.022016595696351775,0.07984263235007812,479,1,0.21394340807181764,0.4145333242612093,0.1589327511982232,0.4721372003565476,0.7473622522043382,0.5197925359998957,0.07571348467855173,0.36364218973834944,0.21630787554970576
18,0.00669519876896481,0.005494016020554613,0.00669519876896481,0.03737801513645711,0.02202440555862954,0.07982358809297245,479,1,0.19694959921913557,0.4073399572410849,0.13640314773052037,0.4789505802147937,0.769137673104333,0.5192742983842904,0.07263524854402315,0.3644668166426421,0.19953142943117627
19,0.0062374644294060574,0.005097198447477368,0.0062374644294060574,0.035340290877675984,0.02080983545464912,0.07980345890595877,479,1,0.19149030400026268,0.41061215494683784,0.12636474740585577,0.494685836813338,0.7974870651098618,0.5282146814895309,0.08044788561525856,0.37513500894016494,0.1942313964580774
20,0.005383828888728153,0.004338945504347092,0.005383828888728153,0.032521748538494,0.01771591012485901,0.07978224534088889,479,1,0.19602086711516586,0.42282876856546203,0.12761809591616102,0.5171897726318861,0.8306946797509301,0.5450758461595396,0.09679666430722987,0.39348581271958194,0.19884353557380904
21,0.004523211479350634,0.0035903966695326928,0.004523211479350634,0.02919535401770877,0.011224241319014953,0.07975994797934342,479,1,0.20857189208899735,0.44199409834996584,0.13852571894759147,0.5437961015046925,0.8664653863313198,0.5678094627665913,0.11911608418974981,0.41691993361032764,0.21137497235486083
22,0.004231180358217848,0.0030607046456228464,0.004231180358217848,0.02580001012460449,0.006300208231697321,0.07973656743261578,479,1,0.22614542440400554,0.46495708157602256,0.15649704553522262,0.5703394534661461,0.9009440690436337,0.5931107948915206,0.14377304386167636,0.4414881778171365,0.22879313215873248
23,0.004654055942632764,0.002947772010768471,0.004654055942632764,0.022985236270503556,0.01308953434084824,0.0797121043416955,479,1,0.2441328754448288,0.48677621684685896,0.1772211582554698,0.5909094913435367,0.9284247140333611,0.6158395184718019,0.16560454350167036,0.461532839066186,0.2464567667553218
24,0.005223342739164414,0.0031333396103634366,0.005223342739164414,0.021230924454661446,0.017315351581353895,0.07968655937725054,479,1,0.2583589041087102,0.5029937728300337,0.19623143415076139,0.6015154170305238,0.9449888938672282,0.6315886088124885,0.18061931402061082,0.4729418867546856,0.26020035248160406
25,0.00549253287083161,0.0032553639006765067,0.00549253287083161,0.02065868977733004,0.018753737241795004,0.079659933239609,479,1,0.26686358165085744,0.5115748320401134,0.21086643575010539,0.6015183335554816,0.9500030784605722,0.6385895457130749,0.1875868038473112,0.47472710361211196,0.26810740183175974
26,0.005342856900486028,0.003121092532559332,0.005342856900486028,0.021198078918151786,0.01837554467837402,0.07963222665873992,479,1,0.2693074399235766,0.5121891510969838,0.2200265855566155,0.5919053782273618,0.9444205773719957,0.636791039966895,0.1869267194273539,0.4675804309036003,0.2698893087335058
27,0.004853368787000887,0.0027628242209805217,0.004853368787000887,0.022693909704374002,0.016089058124021942,0.0796034403942332,479,1,0.2663350126307571,0.5054549323239226,0.22362465448386376,0.5743134913301123,0.9297916265014743,0.6270281443612676,0.17992116112940174,0.452956098706353,0.26624145769596996
28,0.004259442377985543,0.002512532708861441,0.004259442377985543,0.02492419233862507,0.010986048945457566,0.07957357523527883,479,1,0.25944537485273933,0.4927343188781145,0.22240432617942898,0.5509170288728609,0.9081084136885079,0.6108107491470552,0.16861392166607697,0.4329456898029631,0.2587174549227554
29,0.003922841612883596,0.0025620167697617967,0.003922841612883596,0.027557127858347602,0.003961634959115142,0.07954263200064521,479,1,0.2512581813490145,0.4763997172618488,0.21812629138697617,0.524867700175259,0.882188435939584,0.5906127189225975,0.15616613398177986,0.4106864621968551,0.2500031622779598
30,0.004037175685157022,0.002826278857534925,0.004037175685157022,0.030109908423170864,0.008016804926205502,0.07951061153865677,479,1,0.24548932918936284,0.4600992254037125,0.21369113536516965,0.5006672963577166,0.856134144725981,0.5702103588712765,0.1468661363274727,0.3906319852457171,0.24388512185213493
31,0.004340420970456305,0.003067781987377876,0.004340420970456305,0.032105011569460815,0.012853818801461215,0.07947751472717063,479,1,0.24527220118030058,0.447520388851048,0.21200501296435614,0.4826109431781195,0.8342012834116752,0.5535083349527935,0.14421902336708847,0.3768750268152367,0.24352698067457076
32,0.004492949153475841,0.0031189097909285458,0.004492949153475841,0.033286046542792075,0.014608247697672999,0.07944334247355261,479,1,0.2517549808657888,0.4407073676565351,0.2146430957707709,0.4727806115469247,0.8189110486759913,0.5427713517909595,0.14939573439733958,0.37124021940184243,0.25005417314816786
33,0.004376040600451926,0.0028825651042107396,0.004376040600451926,0.03360875436674453,0.013889124294728218,0.07940809571465231,479,1,0.26456133456191655,0.44007529196452866,0.2219015625946207,0.4712682839835247,0.8109649908575628,0.5385690861399611,0.16186213797418406,0.37362333966767225,0.26304668509687074
34,0.004075197793595409,0.002421422043692312,0.004075197793595409,0.03317237483420607,0.010621730152432323,0.0793717754167774,479,1,0.28234268706553134,0.4448860601908969,0.23314763162351426,0.47689545645734593,0.8097928510592973,0.540263591758796,0.18007095270592652,0.3827101884752897,0.2811097411242788
35,0.0038178781822735763,0.0020362230953988323,0.0038178781822735763,0.032198916486551224,0.004673429655245663,0.07933438257566723,479,1,0.30281473827519023,0.4533775624756992,0.24687154964447955,0.48741828595377634,0.8137633660198283,0.546167795203823,0.2015306215338626,0.39614374951713416,0.3019109726777752
36,0.0038151687237412317,0.002170264668813438,0.0038151687237412317,0.03103581757437507,0.003300443331380689,0.07929591821646541,479,1,0.3226438348337289,0.4627533637989307,0.26064786040081317,0.4994829963367043,0.8201938728376973,0.553548470045274,0.22265884563070412,0.41045461876111533,0.3220609250146281
37,0.004017279458431036,0.002515530969843402,0.004017279458431036,0.030075412257437317,0.008462434819022497,0.07925638339369177,479,1,0.33821316245656097,0.4698923264176956,0.2717625321505015,0.5093475306911914,0.8259839177596318,0.5593142073351417,0.2395324336882924,0.4218145389850897,0.33788584794782206
38,0.004193242504395157,0.002762105418194764,0.004193242504395157,0.0295891935278995,0.010907430931296515,0.07921577919121348,479,1,0.347178402034515,0.472704749629753,0.2784104721117127,0.5144209274229463,0.8289259553008654,0.5613523863094166,0.24953481870590527,0.4276300311332724,0.3470075373557616
39,0.004198534122861531,0.002778393467017333,0.004198534122861531,0.02966789351669169,0.01085598387466637,0.07917410672221523,479,1,0.3489117699442991,0.47057048654156675,0.28007001967123196,0.5138183209197873,0.8282262915939154,0.5589935293564942,0.25187532132333396,0.42707802901015984,0.3487943414251156
40,0.004048771476021295,0.002585060649418218,0.004048771476021295,0.030253985451472537,0.008586619234759415,0.07913136712916882,479,1,0.3440812244456501,0.4640503103561897,0.2772425600357277,0.508034822959391,0.8242984001013045,0.5527535442130743,0.24715325754197748,0.42073116569164853,0.34392987049736695
41,0.0038752573043474544,0.002304371296998233,0.0038752573043474544,0.031170241100416482,0.004501619362661807,0.07908756158380179,479,1,0.33434149579398975,0.4546566203014888,0.27124738993093667,0.49866375201696184,0.8185558948897993,0.5441139142688621,0.23701853293942443,0.41025333027345384,0.3340956629645645
42,0.0038190885929970234,0.002095553568265222,0.0038190885929970234,0.03214046183412542,0.0029003447188803728,0.07904269128706526,479,1,0.3221940086863152,0.4446923679763811,0.26407496020700094,0.4882270771165681,0.8132196923567263,0.5353466094012046,0.2240305146681298,0.3982395431128419,0.321828264087545
43,0.0038910430036673735,0.0020866670744605622,0.0038910430036673735,0.03285565818259849,0.006570967201514072,0.0789967574691011,479,1,0.31053597998623506,0.43671072547256934,0.25791815826113185,0.4796274609182171,0.8107130918495322,0.528942909037996,0.21122894900782,0.38769701192311345,0.3100646186839064
44,0.003973186734865973,0.0021878941993701173,0.003973186734865973,0.03308848188285815,0.00875877369800675,0.07894976138920816,479,1,0.30172935771791687,0.43257116004080826,0.25436753960159286,0.4751182206877572,0.8127024230364138,0.5266591299907379,0.2011930373282242,0.38102019459734554,0.3012010286945295
45,0.003965436379870805,0.002236473341640466,0.003965436379870805,0.032757769492035974,0.00875070289343999,0.07890170433580769,479,1,0.2969556024070262,0.4329074035109743,0.25395499286275264,0.4756593868187679,0.8196216759175234,0.5290097519197691,0.19533999170363495,0.37931465729879066,0.2964392036695541
46,0.003870586533012496,0.0021946918012646223,0.003870586533012496,0.03192210830329294,0.006671201537211163,0.07885258762640808,479,1,0.29618067427068995,0.43718674695355214,0.256196054508393,0.48093205683753093,0.8307716048582234,0.5353483164266388,0.1938422107534534,0.3823865157062015,0.2957500761938925
47,0.003774730910942963,0.002133652516989326,0.003774730910942963,0.03075624632481129,0.002994487188821745,0.07880241260756873,479,1,0.2983432214970195,0.4439227797455673,0.25978173396350607,0.48954221129228753,0.8445173318125949,0.544081335314504,0.19578887008830184,0.3889447599331617,0.2980637650085357
48,0.003760443124614996,0.0021355257243545786,0.003760443124614996,0.029519981407705648,0.001916570788230573,0.07875118065486313,479,1,0.30163952300942876,0.45097294286199524,0.26288608221014426,0.49928826119505226,0.8585327303532639,0.5529597789502233,0.19943874907669126,0.3968757221261118,0.3015556600391643
49,0.003819048966011814,0.0022018918777579697,0.003819048966011814,0.028489952734697316,0.005137547380132443,0.07869889317284115,479,1,0.3040907508318721,0.45615178536349843,0.26376493568440146,0.5077384950298006,0.8703690328553189,0.5596978246082452,0.2027485449218629,0.4038197029780924,0.3042167900080999
50,0.0038714805466606283,0.0022500242782830257,0.0038714805466606283,0.02786738854628494,0.006743310133871527,0.07864555159499051,479,1,0.30427172942678943,0.45799953313026354,0.2614283495646583,0.5130368198459371,0.8782426097231436,0.5627596515503891,0.20410147210135654,0.407967609863944,0.3045904353684046
51,0.0038633041053491206,0.002234631676410235,0.0038633041053491206,0.027726745834405833,0.0064483930885148874,0.07859115738369751,479,1,0.3017171487947095,0.4561632071795429,0.2559153198595055,0.5143855672309844,0.8814719679574806,0.5617495747558604,0.20276438450085496,0.40854152344874,0.30218607849696816
52,0.003810739430347709,0.002185035455159915,0.003810739430347709,0.028016942321721597,0.0045094771824115525,0.07853571203020696,479,1,0.2969275027450707,0.45134339852111083,0.2482012445954806,0.5120727066297203,0.8804576430984501,0.557353211632667,0.1989513841976094,0.40582918550116903,0.2974885339821153
53,0.0037723898896216586,0.002197934688382832,0.0037723898896216586,0.028586114947398877,0.0018393526714567017,0.07847921705458119,479,1,0.2911795135459988,0.4450570735239739,0.23996238585752505,0.5072814761367365,0.8764647721196602,0.5510943154337924,0.19368318016377384,0.4009999776610424,0.2917690102715491
54,0.0037833102769114176,0.002285984678104686,0.0037833102769114176,0.029224768769361628,0.0024334540886335678,0.07842167400565853,479,1,0.2861589777975939,0.4392321848257537,0.23317088690053983,0.5017369685533691,0.8712628988033889,0.5449310423355077,0.18847765755065915,0.39575127187646286,0.28671826676852225
55,0.0038190816866018663,0.0023635593845670114,0.0038190816866018663,0.029732191892711035,0.004382098983727286,0.07836308446101072,479,1,0.283393628270225,0.43559535665283045,0.22948624667842846,0.4971490912672091,0.8665770284165887,0.540646057948321,0.18484120998419906,0.3917490354546729,0.2838781985076612
56,0.003831900395963767,0.0023757104482082436,0.003831900395963767,0.029980383633970764,0.005006385164597886,0.07830345002689972,479,1,0.2837352834744061,0.4351147983280563,0.22973193725262475,0.4946610977770049,0.8635508842617186,0.539281924882693,0.1837659504096125,0.3900796490159799,0.284119630900904
57,0.003805473455624955,0.00230958691035544,0.003805473455624955,0.02994303697705429,0.004143013351550698,0.07824277233823367,479,1,0.2871548283704225,0.4377861142264211,0.233731813402628,0.4945826412355512,0.862493126619062,0.5409135641085834,0.18548752017936676,0.3909903577519375,0.2874321842062677
58,0.0037667946511737195,0.00221021794677033,0.0037667946511737195,0.029690461931962744,0.0021268669877039267,0.07818105305852205,479,1,0.29281114595468843,0.44271904672798035,0.2404295140071872,0.4964125542020844,0.8629112914589436,0.5447267016588191,0.18949868785756405,0.39391662930516586,0.29298998286431455
59,0.0037525241051070994,0.002138590888773241,0.0037525241051070994,0.02936166491217687,0.0007841375691385002,0.0781182938798301,479,1,0.2992937441791384,0.4484121316822526,0.2481684490743181,0.49905929854712155,0.863744781964233,0.549290923080393,0.19473222528190526,0.397702939193561,0.2993928491403085
60,0.0037681419647261852,0.002148657435042622,0.0037681419647261852,0.029115756394954243,0.0027371295452154457,0.0780544965227324,479,1,0.3050365958594792,0.45320870743212577,0.255139377820825,0.5012373508293944,0.8637722465335242,0.5530152496890199,0.19990214803214104,0.40099937322468,0.30507958404222546
61,0.003786589664277978,0.0021741020311159516,0.003786589664277978,0.029074505016004115,0.003824179531838626,0.07798966273626573,479,1,0.3088149652887556,0.45583659139030247,0.2599153382327384,0.5019419296827502,0.8620862973230885,0.5546846544301834,0.20392957814643495,0.4027398924540674,0.30882512048494826
62,0.003783959926019461,0.0021730885609672073,0.003783959926019461,0.029282696952905002,0.0036475702081595037,0.07792379429788109,479,1,0.31009277225220483,0.455780503114113,0.2618282596431503,0.5007822921580878,0.8584150949112704,0.5538289522450085,0.20625714916904886,0.40248042290087754,0.3100892708507653
63,0.0037647287327317778,0.0021423480138198316,0.0037647287327317778,0.029699427674271653,0.0023617858493675406,0.07785689301339498,479,1,0.30909934752926355,0.4533603917762716,0.26105492624765086,0.49806058475644754,0.8531890496196708,0.5508003551791375,0.20693807493024652,0.40048035674299937,0.3090952433536026
64,0.003751804503967194,0.002104346945615213,0.003751804503967194,0.03021499990201701,0.0006236830827681406,0.07778896071693993,479,1,0.30668370711676957,0.44957132794088495,0.2584669025635908,0.49463517728310086,0.8473977991819509,0.5466139615798606,0.2065288495792903,0.39756709200390244,0.30668531047845154
65,0.0037577866990578792,0.0020867762847580256,0.0037577866990578792,0.030687541147623232,0.0016522773343381012,0.07771999927091415,479,1,0.3040038780154403,0.4457456610477948,0.25530904217521533,0.4916177430500244,0.842281950809295,0.5426092491721272,0.20583529321885394,0.3948351373661328,0.30401107952737877
66,0.0037718214709365335,0.002091735500938539,0.0037718214709365335,0.03099116731822557,0.0028624539925302898,0.07765001056593053,479,1,0.3021205417562981,0.4431079970628844,0.25277354956031717,0.4899770183696768,0.8389265950676947,0.5400036377754706,0.2055799084089028,0.3932521370286126,0.302127841721337
67,0.003775750340724311,0.0020954499468306387,0.003775750340724311,0.031056945487722074,0.003106992509808568,0.07757899652076475,479,1,0.30164751083322516,0.4423878652075032,0.2516215095942996,0.4902073672497631,0.8379168915747114,0.539505757808353,0.20612331477624785,0.3933272723190421,0.3016455737637253
68,0.0037658120892420195,0.0020877877623747096,0.0037658120892420195,0.030890380477130122,0.0023913611736657227,0.07750695908230275,479,1,0.3025954432017456,0.4436414212781619,0.2519966093971315,0.4921944615394869,0.8391936078769214,0.5411403059060541,0.20735122043948898,0.39497409682288465,0.30257300012452726
69,0.0037542689438391126,0.0020864607066867296,0.0037542689438391126,0.030563915668404232,0.0010928238811932808,0.0774339002254873,479,1,0.3044267860447816,0.44630202864241186,0.25345643970851833,0.49528828840365086,0.8421187000244554,0.5443022402503374,0.20874103568454888,0.39758031927213355,0.3043728252315336
70,0.00375275513562735,0.0021021646177759434,0.00375275513562735,0.030189964691841847,0.0008601001184627124,0.07735982195326382,479,1,0.30627864215860773,0.44941138751874854,0.2551795787875938,0.4985376322386673,0.8457028077995747,0.5479907999575281,0.20957171151874382,0.4002397242483742,0.30618485295504116
71,0.00375897927575779,0.002121475841163838,0.00375897927575779,0.029881984385006485,0.0018636339692717195,0.07728472629652564,479,1,0.3072881270158951,0.451964561394972,0.2562852003063261,0.5010210926803613,0.8489332534777378,0.5511574176601389,0.2092125774975326,0.40208013816867433,0.30715129274929764
72,0.0037620586416126675,0.0021261738963351917,0.0037620586416126675,0.029716966783748383,0.002242864230013147,0.07720861531405805,479,1,0.3069044338659565,0.4532511555958827,0.2561533879193534,0.5021580935097496,0.8510927009115602,0.5530502999300246,0.20738012262080338,0.402570129480512,0.30672816571325107
73,0.003757112028763605,0.0021147785385041465,0.003757112028763605,0.02971390485257852,0.00183932076518648,0.07713149109248213,479,1,0.3050656290711548,0.45306151720675425,0.25462293100837163,0.5018770712750927,0.8519460146695974,0.5534235845853183,0.2042582121220209,0.4016828424419377,0.304860882101481
74,0.003750106624515333,0.00209852586663961,0.003750106624515333,0.02983397530228607,0.000864745170758417,0.07705335574619736,479,1,0.30219420705672745,0.45170247522044454,0.2520137493563079,0.5005964443862846,0.8517450971883728,0.5525546088272763,0.20045195996796566,0.39987391526738203,0.3019783032037405
75,0.003748935881085501,0.002102867304847926,0.003748935881085501,0.029999717289028033,0.00046251718688958526,0.0769742114173237,479,1,0.2990342645407361,0.4498430863619954,0.24899044457530037,0.4990449611467674,0.8510737863110228,0.5510900187102188,0.19680204604699347,0.3978999732020517,0.29882838732786743
76,0.003753480113114433,0.002123172154894202,0.003753480113114433,0.03012618429061084,0.0013483766519094532,0.07689406027564295,479,1,0.2963871945916698,0.44824933098024905,0.24631870534888609,0.49798367200780974,0.8505919375420524,0.5497804366133209,0.19411557154404058,0.3965394089164212,0.29621265139894265
77,0.003756939566039529,0.002136829376757429,0.003756939566039529,0.03015280162349196,0.0017316333977023856,0.07681290451853913,479,1,0.2948396489669729,0.4475039814042756,0.24460234824788368,0.49792882328926463,0.8507723782623415,0.5492001894939694,0.19290709134527703,0.3963149754400881,0.2947137116866367
78,0.0037551032575913394,0.00213564221426147,0.0037551032575913394,0.030063696069627582,0.0014821236888224712,0.0767307463709383,479,1,0.2945878538365139,0.44781900726037766,0.24410161847197284,0.498981949275542,0.8517318947222993,0.5495594169280724,0.1932494846582588,0.3973248440839307,0.2945202888086213
79,0.003750917423888345,0.0021232247605213195,0.003750917423888345,0.029890179638327685,0.0007641278194152844,0.0766475880852476,479,1,0.29541255039222664,0.4489991050867571,0.24468934732765307,0.5008194446691698,0.8532091189024892,0.5506673496942228,0.19477944795737728,0.39923399416375827,0.2954037517254609
80,0.003749621736658728,0.002109325273717404,0.003749621736658728,0.02969639659519345,0.00042629057735452054,0.07656343194129343,479,1,0.29679592524892223,0.45055094178283994,0.24594189442121364,0.50282970588808,0.8546819377072487,0.5520415980694731,0.1968414390080676,0.40141328994542824,0.29683713051331384
81,0.0037518871378829704,0.0021052277678381966,0.0037518871378829704,0.029553979127065935,0.0010954372799306688,0.076478280246259,479,1,0.29813156718790845,0.4518899106393816,0.24732221392022405,0.5043448556655671,0.8555761981287995,0.5531149770445779,0.19871825375297272,0.40317305437224626,0.29820716591432705
82,0.0037537514373023185,0.002106222074830052,0.0037537514373023185,0.029515221706514994,0.001427370078984475,0.07639213533462103,479,1,0.29894900086624077,0.4525647917346563,0.24838387387668287,0.504882418162101,0.8554863124279736,0.5534595916354196,0.19986857136571395,0.40400667649397204,0.2990403867373995
83,0.00375236132213674,0.002102915630445081,0.00375236132213674,0.029595062022397048,0.0012504654365700077,0.07630499956808577,479,1,0.2990674554608236,0.45241314680488626,0.2489169527958705,0.5043057058872975,0.8543222353889126,0.5529406755849342,0.20008539094572575,0.4037529223857539,0.2991573754852711
84,0.0037493864676741606,0.0020960421288762554,0.0037493864676741606,0.029767836429998806,0.0006641539788849502,0.07621687533552432,479,1,0.29862808111608186,0.45159521213337434,0.24898683550544962,0.5028506209289014,0.8523337462390953,0.5517481812842164,0.1995256626444256,0.4026243044995379,0.2987043116211055
85,0.0037482384609021893,0.0020950047564016502,0.0037482384609021893,0.029978622119651244,0.00015269705971562096,0.076127765052907,479,1,0.2980050170732763,0.4505059849285211,0.2488638584550647,0.5010215520885453,0.8500139225602095,0.5503061617031908,0.1986137550368915,0.4011040708747738,0.29806245122458835
86,0.003749556187675179,0.0020971477921182557,0.003749556187675179,0.03016427465814704,0.0007531242349823825,0.07603767116323723,479,1,0.29763602841996517,0.44960610875033646,0.2488797571650628,0.4994004158515158,0.8479223197578003,0.5491008073083545,0.1978609210991328,0.3997560463788531,0.297676711892951
87,0.0037509091538197145,0.002096224155573501,0.0037509091538197145,0.030276082489544,0.001052737986702843,0.0759465961364845,479,1,0.29784028425029757,0.4492394894769063,0.24927177401003667,0.4984408360287293,0.8464948869370211,0.5484955132263736,0.19766918998946412,0.39901946803854965,0.2978715130119229
88,0.0037503997096812397,0.002091107496259973,0.0037503997096812397,0.03029541512265764,0.0009440833491892633,0.0758545424695167,479,1,0.29869456103272823,0.4495095676447555,0.25007832390568807,0.4983245057319438,0.8459124653753282,0.5486055110774087,0.1981926425883742,0.39906581846845274,0.2987257305191588
89,0.0037489301498361115,0.002084624169966991,0.0037489301498361115,0.030237100352273893,0.0005194079518135258,0.07576151268603158,479,1,0.30001079990379986,0.4502575422738897,0.2511243101563827,0.4989272129780234,0.8460717819453409,0.5492756857799831,0.19930140207844757,0.39976509632480633,0.3000500151036814
90,0.0037485019806444233,0.002083620523792623,0.0037485019806444233,0.030140432618820365,0.00021237610758962375,0.07566750933648765,479,1,0.30141541186204085,0.45114247432461874,0.25209557255445025,0.49989614502944707,0.8466596541820518,0.5501613858788537,0.20065094109074236,0.40076319899421853,0.3014668345672879
91,0.003749411489317183,0.002087792731817341,0.003749411489317183,0.03005205804173873,0.0005986208621070499,0.07557253499803425,479,1,0.30249478328499196,0.45178652129311647,0.25266888764984186,0.5008015422857928,0.8472949523932529,0.5508751718583552,0.20182311421221538,0.40163351584179163,0.30255740032969514
92,0.003750145458640489,0.0020909521977013645,0.003750145458640489,0.030007669115841323,0.0007964557199796015,0.07547659227444081,479,1,0.3029487506932251,0.4519259208907441,0.2526435309870775,0.5013017431683299,0.8476806741290118,0.5511397754276984,0.20248223856107972,0.40204168720232414,0.3030167880365734
93,0.0037496545869805204,0.002089615153626836,0.0037496545869805204,0.030019588483720938,0.0006824904349045803,0.0753796837960256,479,1,0.30269268565010277,0.45150806755696665,0.252021021857999,0.5012586287326081,0.8477073484839895,0.5508871866043679,0.20248686122810705,0.40186046014869226,0.30275738125185325
94,0.0037486376522415897,0.0020863251273270855,0.0037486376522415897,0.030074472703826155,0.0003391860830989684,0.07528181221958347,479,1,0.3018732260608555,0.45070047127210766,0.2510037175574132,0.5007648547728848,0.8474725966996234,0.5502692417059722,0.20192004996477073,0.40119606106804295,0.30192530121886535
95,0.0037483316338821297,0.002085698273753364,0.0037483316338821297,0.030141102197524028,0.00021829476707748945,0.07518298022831316,479,1,0.3007986479963955,0.4498142048021277,0.24991656892787054,0.5000815674943713,0.847217122564654,0.5495821267678345,0.20103557034745667,0.40032485456708145,0.3008307036970585
96,0.003748811778541826,0.002089203393738761,0.003748811778541826,0.030184495129038758,0.0005249133930147396,0.0750831905317436,479,1,0.2998158746034339,0.4491760927673084,0.24908485898888916,0.49951817918981817,0.8472085152810225,0.5491391308300476,0.200147912983465,0.399571910616591,0.29982406346912854
97,0.00374911798838735,0.0020930525957370254,0.00374911798838735,0.03018041935207884,0.000643515547542415,0.07498244586565977,479,1,0.2991840945798272,0.4490018768152433,0.24871666005089227,0.4993051781021363,0.8476222403165572,0.5491440929362016,0.19951257451016297,0.39918252690401723,0.29916870838953713
