triangle_id,point_id_0,point_id_1,point_id_2,base_area,min_relative_area_change,min_expression,max_relative_area_change,max_expression
7736,12146,12208,12636,6.8030597865100893e-07,-0.56222101841097127,Compressed,0.13844126183986138,EyesUpMax
7737,12146,12636,12520,6.0017033467497065e-07,-0.55406618639057337,Compressed,0.15272416467461269,EyesUpMax
7738,12148,200498,200626,1.1706379323408658e-07,-0.63915585693480104,Scream,0.87116880539835462,Extra_Funnel
7739,12148,12347,221862,1.635994510585754e-07,-0.59476637558088274,LowerLipFront,0.072751917809242839,MouthOpenMax
7740,12148,221862,212330,1.9413633617275781e-07,-0.58689624147001296,Scream,0.07996601134005199,MouthOpenMax
7741,12148,12177,12347,1.6600823410237628e-07,-0.67293713543911871,LipsPressed,0.42980638118184222,MouthOpenMax
7742,12148,200626,12177,1.0385639992901987e-07,1.7790316555466035e-06,EyesUp,1.0787190650970429,Scream
7743,12150,12447,12306,7.4163045871255214e-07,-0.25041423118055672,Extra_Funnel,0.40042542207288001,Smile
7744,12151,12532,12491,2.0146046119526419e-06,-0.41528248251306266,LipsDisgust,0.15840276397036357,BrowDownLeft
7745,12151,75744,12532,1.0719954871172665e-06,-0.40620185585902979,LipsDisgust,0.16906362631705396,BrowDownLeft
7746,12152,12784,12649,1.8522871225671965e-06,-0.38280305274928317,Compressed,0.18093884462041365,EyeClosedBrowUpLeft
7747,12152,12265,12784,1.7795498773380386e-06,-0.35347029404547936,Compressed,0.2088406969304184,EyeClosedBrowUpLeft
7748,12153,12563,12422,1.0328892201930527e-06,-0.18814817489460023,Extra_Funnel,0.48203723772528173,Scream
7749,12153,12307,12563,7.1233328896344819e-07,-0.22396369235094382,Extra_Funnel,0.73178651049544707,Scream
7750,12156,12266,12157,6.8957716414968578e-08,-0.62556348052770461,MouthOpenMax,0.71191660356626452,LipsFunnel
7751,12156,223799,12266,1.3250972876077811e-07,-0.8241561555105904,MouthOpenSlightly,1.0606392446929909,LipsFunnel
7752,12156,226964,12264,1.278289219871006e-07,-0.64883046758740148,LipsRight,16.20996244315884,MouthOpenMax
7753,12156,12264,223799,1.826931805684401e-07,-0.82839937423938348,LowerLipFront,7.4324852257328207,MouthOpenMax
7754,12157,12266,12251,2.9152888617559377e-08,-0.41229459690520176,Scream,0.57296570363786459,Extra_Funnel
7755,12157,12251,12279,5.2036525233329098e-08,-0.49283300928800222,MouthOpenSlightly,0.76345194231313762,LipsFunnel
7756,12157,12279,12164,3.903084218586079e-08,-0.58320266318650282,Scream,0.74006915393566119,Extra_Funnel
7757,12164,12279,12309,4.9379157052161012e-08,-0.731551471727518,LipsRight,0.34930953412727872,MouthOpenMax
7758,12164,12177,227489,4.4047876362220258e-08,-2.5945912085489908e-13,JawRight,5.9063864910058328e-14,Scream
7759,12164,12309,12177,5.0180669648802265e-08,-0.46493895925613804,MouthOpenSlightly,0.25599957672619866,Extra_Funnel
7760,12172,256725,12194,1.1740182345062224e-07,-0.52795557893643119,Compressed,1.125935931433848,EyeClosedBrowUpLeft
7761,12177,12309,12347,9.6680574925517241e-08,-0.71096354704778697,LipsRight,0.46652864872031841,MouthOpenMax
7762,12177,200626,200688,5.7991203907553777e-08,-0.54796339255008153,MouthOpenSlightly,3.7159069204163115,LipsFunnel
7763,12177,200688,227489,4.779717173910694e-08,-0.52415513520352452,MouthOpenSlightly,1.4760934914729211,MouthOpenMax
7764,12194,256725,12584,3.3229171470100769e-07,-0.50811002765014135,Compressed,0.76105560244063675,EyeClosedBrowUpLeft
7765,12194,12584,12238,3.6623488791635657e-07,-0.55331321196101035,Compressed,0.76726413124411685,EyeClosedBrowUpLeft
7766,12202,481708,341088,1.5321892012752078e-06,-0.15574896999561716,LipsRight,0.10475203616984818,JawFront
7767,12202,341088,416404,1.4828997204413129e-06,-0.20293193010204236,LipsRight,0.13651199221460852,JawFront
7768,12202,364829,481708,1.4461262639066949e-06,-0.14895204491997294,LipsFunnel,0.11544163909535632,JawFront
7769,12202,530505,384257,1.2741749909327818e-06,-0.1708231798731098,LipsFunnel,0.11991114330311525,JawFront
7770,12202,449194,364829,1.2608874881278903e-06,-0.15290278878332419,LipsFunnel,0.11383283707429492,JawFront
7771,12202,416404,360090,1.3389896471125163e-06,-0.16979705302572223,LipsFunnel,0.12497706349379256,JawFront
7772,12202,384257,449194,1.3453162730242447e-06,-0.14459035206473436,LipsFunnel,0.12726123266806133,JawFront
7773,12202,360090,530505,1.3643818168002961e-06,-0.16457092138378149,LipsFunnel,0.12138750016717448,JawFront
7774,12205,404273,518131,8.7852485070033306e-07,-0.17212229700621717,LowerLipBack,0.10083165221757273,Scream
7775,12205,518131,422495,9.929142178764384e-07,-0.14680437798375934,MouthOpenMax,0.058165662859084977,SmileClosed
7776,12205,457983,230302,8.6687022812240443e-07,-0.18722532615718879,LipsRight,0.10476463165430872,SmileClosed
7777,12205,422495,261580,1.1031206249452084e-06,-0.15909646324826865,LipsRight,0.082909179632733476,SmileClosed
7778,12205,261580,457983,1.0435403168009058e-06,-0.23044106739440806,LipsRight,0.1534883266464937,SmileClosed
7779,12205,230302,437429,9.286174922938276e-07,-0.20808665701417139,Scream,0.095340936154201472,SmileClosed
7780,12208,12764,12636,6.4319837990589082e-07,-0.51806821850923668,Compressed,0.08511777874570603,EyesUpMax
7781,12208,12304,12764,8.5074963577561729e-07,-0.57425102951169626,Compressed,0.057637773290149852,EyesRight
7782,12209,12474,185761,1.1073058711983942e-06,-0.2535019657098001,LipsDisgust,0.086450462096866243,BrowDownLeft
7783,12209,12741,145826,1.1373318422671504e-06,-0.26367393150508345,Compressed,0.087399326387417986,LipsPressed
7784,12209,520834,12474,1.6528288696810862e-06,-0.27733980501525479,LipsDisgust,0.06883188994391598,MouthOpen
7785,12209,185761,12741,1.1634429033822592e-06,-0.27249334819693594,LipsDisgust,0.081969739800707764,MouthOpenSlightly
7786,12216,413151,284794,1.6471751617393305e-06,-0.0045768126080177884,EyesUp,0.19941437060729217,Compressed
7787,12216,402650,277306,1.7515216301571248e-06,-0.0036006589233011921,EyesUp,0.20549977721250712,Compressed
7788,12216,423235,270780,1.9569778832494292e-06,-0.0026199023127871923,SmileClosed,0.20817157906114003,Compressed
7789,12216,270780,402650,1.9132707807100146e-06,-0.0027172886028750121,SmileClosed,0.20791537667317805,Compressed
7790,12216,284794,423235,1.8737564007359355e-06,-0.0035422078569109505,SmileClosed,0.1908207434482625,Compressed
7791,12216,277306,435985,1.6843821820680645e-06,-0.0035242423867626327,SmileClosed,0.21356627023033581,Compressed
7792,12216,435985,283936,1.6300729319560332e-06,-0.0042759547124335828,EyesUp,0.19887710713316165,Compressed
7793,12216,283936,413151,1.7237587182531499e-06,-0.0040382746528129232,EyesUp,0.19855953881784028,Compressed
7794,12220,201902,12532,1.1068888953459693e-06,-0.45900553004168887,MouthOpenMax,0.11846657421332663,BrowDownLeft
7795,12220,12722,201902,1.1883478084747621e-06,-0.42912469041579382,MouthOpenMax,0.061307725428002779,BrowDownLeft
