step,objective_total,objective_data,objective_regularizer,gradient_rms,equilibrium_residual_rms,forward_iterations,forward_converged,numerically_equilibrated,min_det_f,min_det_g,min_det_ainv,min_singular_ainv,orientation_preserving,verified_admissible,top_uy_mean,top_uy_range,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_l2_rms,activation_max_abs,activation_neighbor_jump_rms,activation_physical_h1_squared
0,0.003333333333333335,0.003333333333333335,0.0,1.0585824481261978e-05,2.0171483355801316e-17,1,1,1,0.9999999999999929,0.9999999999999929,1.0,1.0,1,1,0.0,0.0,0.10000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0033109795704213568,0.0033109795704213568,0.0,1.1794843584588376e-05,4.029300808111834e-10,5,1,1,0.9840015286848389,0.9809249976461778,0.9001767139941689,0.9011069322203438,1,1,0.0003430878495204401,0.0019993609525775563,0.09966412951139476,7.492332735577641e-05,0.009620972454927977,0.5605566946226483,0.0479789508166614,0.049964810337079356,0.013543767515843743,0.08680009962469522
2,0.003285154462462052,0.003285154462462052,0.0,1.337977655546819e-05,2.7213574819869106e-10,5,1,1,0.966283917501207,0.959723800242792,0.8014514674774262,0.8073234727887102,1,1,0.0007574484973521231,0.00427442399736772,0.09927468653884612,0.00016417559961226727,0.020746640807442325,1.2314206336251086,0.09485466974214803,0.09999920914308152,0.02751503857910772,0.36913197371527895
3,0.0032546352078885324,0.0032546352078885324,0.0,1.55067988653431e-05,8.569208453091002e-12,11,1,1,0.9430066784561782,0.9356210471111217,0.7035975650127578,0.7128987612095853,1,1,0.0012697322466352723,0.007260571722719839,0.09881247706471889,0.0002870403624147915,0.03563996735819744,2.1518585011764406,0.1424002370160399,0.15014516717950915,0.04245535847506083,0.8894481244899769
4,0.0032179506625411953,0.0032179506625411953,0.0,1.8359207454935766e-05,2.4118610841806997e-11,6,1,1,0.9128991676874043,0.9086147307991853,0.6063678449195541,0.617584134194457,1,1,0.0019169159120012626,0.011131462250899067,0.09825401766657477,0.00045829442780230745,0.05605546844297217,3.4102722091082627,0.19032705628297172,0.20044088195315263,0.05784546106503015,1.6612155322100042
5,0.0031731358806439056,0.0031731358806439056,0.0,2.2337535089467e-05,8.469174931623303e-12,7,1,1,0.8711871045436025,0.8711871045436025,0.5094907064900169,0.5211090655011943,1,1,0.002756244515363853,0.016752827788531394,0.09756745175483326,0.0007123633043137006,0.08591203700258018,5.22020204895274,0.23857190441013282,0.2509470549390354,0.07354301740283688,2.6938658281159142
6,0.003116586680701899,0.003116586680701899,0.0,2.8433847742857633e-05,3.5281023652423126e-12,9,1,1,0.8193040395107776,0.8193040395107776,0.41295788604699724,0.4238283104053536,1,1,0.003895563594878315,0.025626677459854922,0.09669415722837496,0.001128148329271251,0.13394211171331144,8.101581053949273,0.2870753436609473,0.3016985245105739,0.08945601526797052,3.993735739392381
7,0.0030428076613897054,0.0030428076613897054,0.0,3.708516011056913e-05,8.712154831345718e-10,24,1,1,0.7734464938648515,0.7734464938648515,0.31807055997096284,0.328432817925454,1,1,0.005535857932329944,0.040399752295455095,0.09554278091079993,0.001847342659525276,0.21696196186245112,12.90071845606633,0.3356737806959363,0.3527340715360616,0.10541607130146106,5.558137659160492
8,0.002914715553464189,0.002914715553464189,0.0,6.647494621226748e-05,2.038297264814228e-12,53,1,1,0.5994525725192337,0.5994525725192337,0.22444758313099195,0.2342593538517029,1,1,0.008196734420935391,0.07030316597565539,0.09351014201888781,0.00277123414422694,0.34604357632182825,18.802453717113263,0.38431737246255687,0.403995538937472,0.1214100341784222,7.391077401093565
9,0.0027557526893196346,0.0027557526893196346,0.0,8.146666038616978e-05,9.954156976461781e-11,55,1,1,0.47514153533724773,0.47514153533724773,0.13397269165771825,0.14127646644027003,1,1,0.012947025532619477,0.09721638797745406,0.09092446352857356,0.0033770220092843336,0.4447631221212849,22.76351360479676,0.4309513480280923,0.4552759787963963,0.13686491201005102,9.381198517986109
10,0.002762280745385634,0.002762280745385634,0.0,0.00023256612906781058,8.34519666254998e-07,80,0,0,0.08663626763440296,0.08663626763440296,0.04276477178671924,0.04535817122749363,1,0,0.021437397005699316,0.1470535808583617,0.09103209453899708,0.005677417308438522,0.7511191083271087,38.88075905791268,0.47798224720587945,0.5068571018752366,0.1520837568680024,11.584540268747869
11,0.00279818701374968,0.00279818701374968,0.0,0.0006144580747651611,3.423728619446927e-11,28,1,1,-5.115598929343813,-0.01767290264121863,-0.010649590314244286,0.011701124968020317,0,0,0.019550704355556826,0.13541231220099506,0.0916218371418574,0.005673255147634812,0.739042134313624,38.98615282354677,0.4895406853189622,0.5536965713985015,0.16147127995895139,13.372396595303652
12,0.003059429427794372,0.003059429427794372,0.0,0.0017727727650344322,2.0354971530655274e-05,80,0,0,-51.673731797899634,-0.0069778606409744166,-0.01815093812933254,0.0006958091896163694,0,0,0.00896087223396246,0.11955685209898986,0.09580338346521543,0.0045295408227669885,0.5708028587808975,30.20411976686818,0.4820024815531857,0.5631518769844259,0.1570797716937768,12.839476315188623
13,0.0027987577908436616,0.0027987577908436616,0.0,0.0010798931035381504,2.1099353103142167e-05,80,0,0,-15.511098760163453,-0.1378682355413575,-0.08136377898872937,0.02348872098934909,0,0,0.014646726980449954,0.11138058082969161,0.09163118122413891,0.004993141795553292,0.5835081382591668,35.28835801266595,0.47501236909406297,0.5990771835540777,0.15692855097655775,12.900221181964891
14,0.0027570813333745855,0.0027570813333745855,0.0,0.0001939472863326221,5.534458300998286e-10,53,1,1,-7.4692559598447446,-0.18695039741310324,-0.14671288608611927,0.04105597829667648,0,0,0.014877979571052035,0.09767149512410327,0.09094637980768533,0.004185416729458277,0.5264784766742455,29.03937751865041,0.46602376378374694,0.6361680843348572,0.15710609946462534,13.00673327415361
15,0.002836717986759104,0.002836717986759104,0.0,0.0005433550489780115,1.536931875465458e-11,50,1,1,-9.161487975480048,-0.18655449042139696,-0.20803679723199245,0.0012309551231481936,0,0,0.010969018325336923,0.09370933383158436,0.09225049571832832,0.0037297833347425674,0.46469211955594447,24.79757144594946,0.4601380687745538,0.6707786420785801,0.15925938746472548,13.41243969278257
16,0.002776808024928792,0.002776808024928792,0.0,0.00019115288627883425,2.126583875949057e-13,40,1,1,-4.057459065910286,-0.18912330025527332,-0.2651010736631029,0.027817135938905887,0,0,0.013077122683507645,0.09004925786740495,0.09127115686122521,0.003970610701769728,0.482422149591034,28.36530340779687,0.4554607616647291,0.7039950503931665,0.16154912185416012,13.839985160065773
17,0.002769424777112934,0.002769424777112934,0.0,0.00011836304084851044,4.076602141809347e-11,20,1,1,-3.3705801441425676,-0.18711552421904942,-0.31667439195378805,0.043233056724237724,0,0,0.013461684636985938,0.09257883795377568,0.09114973577218313,0.003864505305298383,0.47972230309387837,27.161319605956393,0.45320719943595206,0.7346178068051856,0.16422475940286513,14.321317630227874
18,0.0027568946752576447,0.0027568946752576447,0.0,0.0003462491201937017,7.889164487537628e-11,12,1,1,-2.9363488822719983,-0.18310941070350875,-0.36316844829217704,0.018517964370340232,0,0,0.013433036943120199,0.09350549579918088,0.09094330115941986,0.0037645602958303417,0.4715620295138135,26.625292037450766,0.4532970211098868,0.762400544240857,0.16764914720454652,14.91738143828439
19,0.002755537068630145,0.002755537068630145,0.0,0.00024195234861629073,1.6127492156276435e-11,10,1,1,-2.6058657555311986,-0.1818247712744978,-0.40503297480028705,0.024662509647130782,0,0,0.013358152915122408,0.09696967016643382,0.09092090631912132,0.0037971726269832033,0.4824053599679557,26.365198580173566,0.4526320162353638,0.7877451331179485,0.17094093098207097,15.497124861666729
20,0.0027727972803892565,0.0027727972803892565,0.0,0.00043468352947051333,3.67410911841651e-12,18,1,1,-2.3763361003812387,-0.18234327142359552,-0.44265679354425425,0.021031363181247178,0,0,0.012957453963711027,0.10358453551058384,0.09120521827816526,0.004162950454342929,0.5199957483931891,28.792982170783457,0.4535488071053516,0.8109344373126854,0.17432716758386477,16.09376749470139
21,0.0027738671777050323,0.0027738671777050323,0.0,0.00045753645462730887,1.5472256273965808e-10,13,1,1,-2.195469626956219,-0.18071103674946443,-0.4762935313273676,0.02058667910431566,0,0,0.013014658796675231,0.1028970178659383,0.09122281256963687,0.004303727961097096,0.5302009296302271,29.94464123300632,0.45569850445381194,0.8321773589932913,0.17746989118630843,16.632898574858704
22,0.0027755438745666323,0.0027755438745666323,0.0,0.00016013889938831598,5.875134809787823e-11,10,1,1,-2.052128783190981,-0.18191800238482503,-0.5063357723752877,0.04815042588882034,0,0,0.013075435382875644,0.10813649294890305,0.09125037875921337,0.004428328462052982,0.5444356226814552,31.00316370832732,0.4560094339124066,0.8516024434449885,0.1797986677972396,17.085320929296074
23,0.002786133078435136,0.002786133078435136,0.0,0.00019568062395051723,4.0072183027221845e-11,11,1,1,-1.9453195750059868,-0.18190432493021405,-0.5331017426876212,0.03996500795525749,0,0,0.012691868347269345,0.11080706103068354,0.0914242814317149,0.004632678317192832,0.558992982452577,32.57054160751876,0.4573681357099381,0.8693711585133705,0.18243905279233308,17.588174802377786
24,0.002782290767934257,0.002782290767934257,0.0,0.00018455303073074806,8.330464282284153e-10,8,1,1,-1.8651553860455623,-0.180920591026898,-0.5567985285197382,0.04022854470132884,0,0,0.012947223296222719,0.11419717397045814,0.09136121881741056,0.0048388074629032865,0.582998525147622,33.921905275952206,0.4593339335842338,0.8856394579683572,0.18494919119177997,18.069579735620167
25,0.002771238227186317,0.002771238227186317,0.0,8.696247993528574e-05,4.923113540042036e-13,6,1,1,-1.8002245776419186,-0.17922687354204261,-0.5776989192692454,0.0317103727827327,0,0,0.013457351271809885,0.1168541687622598,0.09117957381759881,0.0050094008498412015,0.6064717508659547,34.94982523265534,0.4616118235309647,0.9005258921206241,0.18720091826810542,18.503363249750986
26,0.0027964913528419504,0.0027964913528419504,0.0,0.0008098022292125268,1.03682061080166e-12,27,1,1,-1.7462937843013302,-0.17719783486367235,-0.5960095258550497,0.012254042579119677,0,0,0.012052906889169114,0.11178749537180391,0.09159407218005895,0.004837735940938862,0.569494895494289,34.25910364302927,0.46404658499548235,0.9141414161538021,0.18933328284340514,18.90437790548159
27,0.0027665531054030337,0.0027665531054030337,0.0,0.00016363312723115058,5.479561386489154e-11,17,1,1,-1.7025011279040378,-0.17753544511150413,-0.6117322230355127,0.027586128094982284,0,0,0.01348210248978016,0.11857960488347737,0.09110246602704616,0.004944525989882904,0.6079811591217372,34.06683701274113,0.4645364960838632,0.9266213634592313,0.1903448506095116,19.061397079380747
