step,cells,rest_volume,min_det_f,min_det_ainv,min_det_g,f_negative_cells,f_negative_rest_volume_fraction,ainv_negative_cells,ainv_negative_rest_volume_fraction,g_negative_cells,g_negative_rest_volume_fraction,double_inverted_cells,double_inverted_rest_volume_fraction
31,31,2.1318705758442154e-08,0.27257587044867054,0.08704386968616326,0.23071216472044906,0,0.0,0,0.0,0,0.0,0,0.0
32,31,2.1318705758442154e-08,0.27143538351393387,0.08616149328021275,0.2398483997351298,0,0.0,0,0.0,0,0.0,0,0.0
33,31,2.1318705758442154e-08,0.2707721823233304,0.08601076857168528,0.25266568837646286,0,0.0,0,0.0,0,0.0,0,0.0
34,31,2.1318705758442154e-08,0.2705635451870708,0.08573163757312029,0.2642334679914666,0,0.0,0,0.0,0,0.0,0,0.0
35,31,2.1318705758442154e-08,0.2699439553150138,0.08444146938550544,0.26561379975892535,0,0.0,0,0.0,0,0.0,0,0.0
36,31,2.1318705758442154e-08,0.26890334870127613,0.0819407828632414,0.2537414809516977,0,0.0,0,0.0,0,0.0,0,0.0
37,31,2.1318705758442154e-08,0.2682313847291601,0.07932148113195724,0.245924090256214,0,0.0,0,0.0,0,0.0,0,0.0
38,31,2.1318705758442154e-08,0.26771428936496633,0.07673668455411763,0.23252685689545088,0,0.0,0,0.0,0,0.0,0,0.0
39,31,2.1318705758442154e-08,0.2673357862849087,0.07434746560716095,0.21940372629534524,0,0.0,0,0.0,0,0.0,0,0.0
40,31,2.1318705758442154e-08,0.2670686353359749,0.0721903724061682,0.2070677244723146,0,0.0,0,0.0,0,0.0,0,0.0
41,31,2.1318705758442154e-08,0.2669134064256822,0.07013829906115962,0.19393029547474672,0,0.0,0,0.0,0,0.0,0,0.0
42,31,2.1318705758442154e-08,0.2669184608826891,0.06821598613029442,0.1818887442321283,0,0.0,0,0.0,0,0.0,0,0.0
43,31,2.1318705758442154e-08,0.27736809925490263,0.06646553254266611,0.1531777326069987,0,0.0,0,0.0,0,0.0,0,0.0
44,31,2.1318705758442154e-08,0.2779312769295609,0.06543555075681723,0.14724456931243193,0,0.0,0,0.0,0,0.0,0,0.0
45,31,2.1318705758442154e-08,0.27836426452559776,0.06513796995964564,0.14385698150485493,0,0.0,0,0.0,0,0.0,0,0.0
46,31,2.1318705758442154e-08,0.27755630628708117,0.06548682249775088,0.13814085632167017,0,0.0,0,0.0,0,0.0,0,0.0
47,31,2.1318705758442154e-08,0.27752537863078636,0.06684998385477782,0.14050202782450585,0,0.0,0,0.0,0,0.0,0,0.0
48,31,2.1318705758442154e-08,0.2773359049837528,0.06889929178311532,0.145422136907603,0,0.0,0,0.0,0,0.0,0,0.0
49,31,2.1318705758442154e-08,0.2771413917310281,0.0714546984492504,0.1523384130084318,0,0.0,0,0.0,0,0.0,0,0.0
50,31,2.1318705758442154e-08,0.27744912315586273,0.07433301445202403,0.16021017303203924,0,0.0,0,0.0,0,0.0,0,0.0
51,31,2.1318705758442154e-08,0.2780852739152018,0.07738524716040865,0.1698573256950648,0,0.0,0,0.0,0,0.0,0,0.0
52,31,2.1318705758442154e-08,0.2737734321500661,0.08028419893007376,0.2037765180256846,0,0.0,0,0.0,0,0.0,0,0.0
53,31,2.1318705758442154e-08,0.2745181788830526,0.08297379601267939,0.21377138577338045,0,0.0,0,0.0,0,0.0,0,0.0
54,31,2.1318705758442154e-08,0.2750365696224332,0.08536469184479493,0.22321980369071792,0,0.0,0,0.0,0,0.0,0,0.0
55,31,2.1318705758442154e-08,0.27552326312949554,0.08736016308574684,0.23197295603198367,0,0.0,0,0.0,0,0.0,0,0.0
56,31,2.1318705758442154e-08,0.2759229903094863,0.088790057206774,0.23887378613219887,0,0.0,0,0.0,0,0.0,0,0.0
57,31,2.1318705758442154e-08,0.27627618826234385,0.08945197593022469,0.2427878938378418,0,0.0,0,0.0,0,0.0,0,0.0
58,31,2.1318705758442154e-08,0.2766087694748255,0.08932280024434562,0.24340186088980512,0,0.0,0,0.0,0,0.0,0,0.0
59,31,2.1318705758442154e-08,0.2769222302076095,0.08833238429555004,0.23883359177789612,0,0.0,0,0.0,0,0.0,0,0.0
60,31,2.1318705758442154e-08,0.2772557117801807,0.08672382734300149,0.23111988063406566,0,0.0,0,0.0,0,0.0,0,0.0
61,31,2.1318705758442154e-08,0.27758479842489503,0.08488104273809721,0.2229492387043175,0,0.0,0,0.0,0,0.0,0,0.0
62,31,2.1318705758442154e-08,0.27792522129539926,0.083037165889015,0.21533224591083988,0,0.0,0,0.0,0,0.0,0,0.0
63,31,2.1318705758442154e-08,0.27862417624920405,0.08168689293868629,0.2763642758569465,0,0.0,0,0.0,0,0.0,0,0.0
64,31,2.1318705758442154e-08,0.27906171070372393,0.07968848540748197,0.26715305657391974,0,0.0,0,0.0,0,0.0,0,0.0
65,31,2.1318705758442154e-08,0.2794970828676254,0.07689208605740658,0.2513975296508877,0,0.0,0,0.0,0,0.0,0,0.0
66,31,2.1318705758442154e-08,0.27979151772838756,0.0712375727111091,0.16998658255527502,0,0.0,0,0.0,0,0.0,0,0.0
67,31,2.1318705758442154e-08,0.2803148900276932,0.06537636775463548,0.14146721333132276,0,0.0,0,0.0,0,0.0,0,0.0
68,31,2.1318705758442154e-08,0.2809728335905228,0.06016516397900967,0.1230669355738493,0,0.0,0,0.0,0,0.0,0,0.0
69,31,2.1318705758442154e-08,0.2818153191491427,0.055419314961220156,0.1076151009135186,0,0.0,0,0.0,0,0.0,0,0.0
70,31,2.1318705758442154e-08,0.2876568258423579,0.0509437232552027,0.08250905678084189,0,0.0,0,0.0,0,0.0,0,0.0
71,31,2.1318705758442154e-08,0.2884776174519471,0.04694743488198969,0.07307139783495971,0,0.0,0,0.0,0,0.0,0,0.0
72,31,2.1318705758442154e-08,0.2891236610300715,0.043409012653733224,0.06558962157336458,0,0.0,0,0.0,0,0.0,0,0.0
73,31,2.1318705758442154e-08,0.289617083724077,0.04033660142277028,0.059790363894272794,0,0.0,0,0.0,0,0.0,0,0.0
74,31,2.1318705758442154e-08,0.289995845548068,0.03773587483294824,0.05579166114565861,0,0.0,0,0.0,0,0.0,0,0.0
75,31,2.1318705758442154e-08,0.29039932382198197,0.03551326064723088,0.05239869675050139,0,0.0,0,0.0,0,0.0,0,0.0
76,31,2.1318705758442154e-08,0.2907778713183047,0.033587836973415025,0.04972646237711501,0,0.0,0,0.0,0,0.0,0,0.0
77,31,2.1318705758442154e-08,0.29113355023678367,0.03199338143376966,0.04777449211169186,0,0.0,0,0.0,0,0.0,0,0.0
78,31,2.1318705758442154e-08,0.2914959589161741,0.030716579517287963,0.046446358354376514,0,0.0,0,0.0,0,0.0,0,0.0
79,31,2.1318705758442154e-08,0.29191961593232457,0.029670045652628742,0.045541138985534524,0,0.0,0,0.0,0,0.0,0,0.0
80,31,2.1318705758442154e-08,0.2924544502178263,0.02874192832795559,0.04483091752046399,0,0.0,0,0.0,0,0.0,0,0.0
81,31,2.1318705758442154e-08,0.29317629315888655,0.027900757242113494,0.0443353222834468,0,0.0,0,0.0,0,0.0,0,0.0
82,31,2.1318705758442154e-08,0.2793164655377847,0.027165155720068387,0.06735749272241374,0,0.0,0,0.0,0,0.0,0,0.0
83,31,2.1318705758442154e-08,0.27917970703135486,0.02583100859069706,0.06428322578360199,0,0.0,0,0.0,0,0.0,0,0.0
84,31,2.1318705758442154e-08,0.279066621648188,0.02411728708201916,0.0601657688211768,0,0.0,0,0.0,0,0.0,0,0.0
85,31,2.1318705758442154e-08,0.27896759066694493,0.021720008840393733,0.053821851614042064,0,0.0,0,0.0,0,0.0,0,0.0
86,31,2.1318705758442154e-08,0.27888688695275204,0.018630897000049808,0.0451054407850258,0,0.0,0,0.0,0,0.0,0,0.0
87,31,2.1318705758442154e-08,0.27880739638639807,0.015558525093708147,0.03761527472405643,0,0.0,0,0.0,0,0.0,0,0.0
88,31,2.1318705758442154e-08,0.2787717778555289,0.012070979097780645,0.028711022222420484,0,0.0,0,0.0,0,0.0,0,0.0
89,31,2.1318705758442154e-08,0.2788565770617283,0.00806300669176279,0.018386232002212035,0,0.0,0,0.0,0,0.0,0,0.0
90,31,2.1318705758442154e-08,0.27786766907878563,0.0033878774888082145,0.0061358769200900555,0,0.0,0,0.0,0,0.0,0,0.0
91,31,2.1318705758442154e-08,0.2778232976748302,-0.0027230657417540703,-0.004609623069086593,0,0.0,1,0.03648901996430297,1,0.03648901996430297,0,0.0
92,31,2.1318705758442154e-08,0.27773409508375213,-0.009644140624856473,-0.014904595997562014,0,0.0,1,0.03648901996430297,1,0.03648901996430297,0,0.0
93,31,2.1318705758442154e-08,0.27643675521363753,-0.01794970615043567,-0.021370575180908232,0,0.0,1,0.03648901996430297,1,0.03648901996430297,0,0.0
94,31,2.1318705758442154e-08,0.2764318120758909,-0.027181015337619185,-0.02787059522064441,0,0.0,1,0.03648901996430297,1,0.03648901996430297,0,0.0
95,31,2.1318705758442154e-08,0.27646255997505703,-0.0365847675613807,-0.03400892318815185,0,0.0,1,0.03648901996430297,1,0.03648901996430297,0,0.0
96,31,2.1318705758442154e-08,0.27656120573397647,-0.04643590345559249,-0.036502333487144815,0,0.0,1,0.03648901996430297,1,0.03648901996430297,0,0.0
97,31,2.1318705758442154e-08,0.2767127848776061,-0.05684332080929538,-0.036180182625390564,0,0.0,1,0.03648901996430297,1,0.03648901996430297,0,0.0
98,31,2.1318705758442154e-08,0.2769120573885777,-0.06778303661023584,-0.03257862037645548,0,0.0,1,0.03648901996430297,1,0.03648901996430297,0,0.0
99,31,2.1318705758442154e-08,0.27714775530011515,-0.07899765597938753,-0.025566323111769845,0,0.0,1,0.03648901996430297,1,0.03648901996430297,0,0.0
100,31,2.1318705758442154e-08,0.16414983050250007,-0.09060802318373427,-0.014873291647776577,0,0.0,1,0.03648901996430297,1,0.03648901996430297,0,0.0
101,31,2.1318705758442154e-08,0.025381769478725225,-0.1027491744376387,-0.002607955859705472,0,0.0,1,0.03648901996430297,1,0.03648901996430297,0,0.0
102,31,2.1318705758442154e-08,0.21275003203676232,-0.1136054604129829,-0.024169565342413248,0,0.0,1,0.03648901996430297,1,0.03648901996430297,0,0.0
103,31,2.1318705758442154e-08,0.12851704482586024,-0.12411456622803921,-0.015950837271471115,0,0.0,1,0.03648901996430297,1,0.03648901996430297,0,0.0
104,31,2.1318705758442154e-08,0.04655967413270825,-0.1344144270013523,-0.006258291919917665,0,0.0,1,0.03648901996430297,1,0.03648901996430297,0,0.0
105,31,2.1318705758442154e-08,-0.03962155176913345,-0.14466942362369395,0.005732027057516888,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
106,31,2.1318705758442154e-08,-0.10750064671962528,-0.1537810483398857,0.01653156214975967,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
107,31,2.1318705758442154e-08,-0.1531753164979107,-0.1625591354265425,0.024900047018587373,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
108,31,2.1318705758442154e-08,-0.263763440038023,-0.17246335804751312,0.045489528599121316,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
109,31,2.1318705758442154e-08,-0.33449879465317495,-0.181563729014626,0.06073284850812809,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
110,31,2.1318705758442154e-08,-0.4102842093324039,-0.1905709829652586,0.07818826506760014,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
111,31,2.1318705758442154e-08,-0.49364131967623825,-0.20004463096306255,0.09875029562275227,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
112,31,2.1318705758442154e-08,-0.5790684525049514,-0.2099995892991114,0.12160413720211179,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
113,31,2.1318705758442154e-08,-0.6620572802945284,-0.22019507349991613,0.14578175149560824,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
114,31,2.1318705758442154e-08,-0.7385258961933057,-0.23033945052447236,0.17011164912725954,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
115,31,2.1318705758442154e-08,-0.8043890059797292,-0.24036480978792232,0.1933468104178135,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
116,31,2.1318705758442154e-08,-0.8624468339003987,-0.2502700683616508,0.21584462807854204,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
117,31,2.1318705758442154e-08,-0.9145163607706166,-0.2599899130653812,0.2377650291336214,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
118,31,2.1318705758442154e-08,-0.9604063958437363,-0.2694217255200588,0.25875434836872,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
119,31,2.1318705758442154e-08,-1.0030634023426679,-0.2784454697800212,0.2792984602844506,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
120,31,2.1318705758442154e-08,-1.0359639760192378,-0.28697048571464906,0.29729108538111976,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
121,31,2.1318705758442154e-08,-1.0567557531923197,-0.29509363966493635,0.3118419014463828,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
122,31,2.1318705758442154e-08,-1.0828175670806466,-0.3030188852093383,0.3281141720618654,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
123,31,2.1318705758442154e-08,-1.1059292517751789,-0.31071784110404277,0.34363194952539294,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
124,31,2.1318705758442154e-08,-1.1261406403414183,-0.3181151203122618,0.35824236529073783,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
125,31,2.1318705758442154e-08,-1.1435368914396788,-0.32514912689727576,0.3718200218264364,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
126,31,2.1318705758442154e-08,-1.1584603120583197,-0.3317952264929833,0.3843716016225223,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
127,31,2.1318705758442154e-08,-1.1709535315911794,-0.3380499020334762,0.3958407266401512,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
128,31,2.1318705758442154e-08,-1.1812705001217219,-0.3439095696800212,0.4062502293725648,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
129,31,2.1318705758442154e-08,-1.1899777278387262,-0.34938173723227556,0.4157564858200102,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
130,31,2.1318705758442154e-08,-1.1972555375440324,-0.35447300487555883,0.4243947679971356,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
131,31,2.1318705758442154e-08,-1.2030628342615473,-0.3591863878588904,0.4321237938056841,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
132,31,2.1318705758442154e-08,-1.2080422660902248,-0.3635371100025873,0.4391681941754169,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
133,31,2.1318705758442154e-08,-1.2122478297079404,-0.3675645568623626,0.44557933633395996,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
134,31,2.1318705758442154e-08,-1.216082092243618,-0.3712969323920115,0.4515275503869145,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
135,31,2.1318705758442154e-08,-1.2193038050472604,-0.37474569727289736,0.45692885460993254,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
136,31,2.1318705758442154e-08,-1.2212722106611678,-0.37789756036729855,0.4615157889532328,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
137,31,2.1318705758442154e-08,-1.2243319582591183,-0.38084398529011404,0.4632135672276586,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
138,31,2.1318705758442154e-08,-1.228808875077315,-0.38364254875255094,0.4650622620651018,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
139,31,2.1318705758442154e-08,-1.2347528902583231,-0.38628810506506533,0.467861378968429,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
140,31,2.1318705758442154e-08,-1.239419883165664,-0.3886781356843827,0.4702112782504576,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
141,31,2.1318705758442154e-08,-1.241450986308038,-0.39081021822342993,0.4716437988582774,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
142,31,2.1318705758442154e-08,-1.2467668779911494,-0.3927940026426508,0.40188674105749583,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
143,31,2.1318705758442154e-08,-1.2505744919134778,-0.3946546670409572,0.404489818978588,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
144,31,2.1318705758442154e-08,-1.254034262167352,-0.39634271590502024,0.40691806722176255,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
145,31,2.1318705758442154e-08,-1.2562736192265056,-0.39786109984424517,0.4084908316686587,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
146,31,2.1318705758442154e-08,-1.259645198409566,-0.39925279295405386,0.4108855600097673,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
147,31,2.1318705758442154e-08,-1.2635005468013651,-0.40054443217624003,0.4144709453880045,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
148,31,2.1318705758442154e-08,-1.267135607569425,-0.40173278144905106,0.417540681204441,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
149,31,2.1318705758442154e-08,-1.267227003034994,-0.4028106965554241,0.4168062782733636,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
150,31,2.1318705758442154e-08,-1.2685059554774105,-0.403787864503932,0.41765285841769356,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
151,31,2.1318705758442154e-08,-1.2732659274532068,-0.40468665275802845,0.4226342878330871,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
152,31,2.1318705758442154e-08,-1.277425508566892,-0.40550583589692607,0.427334596488011,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
153,31,2.1318705758442154e-08,-1.2771755484097276,-0.40624757876350426,0.4261165996359603,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
154,31,2.1318705758442154e-08,-1.2756596576137345,-0.40691395129730934,0.423454674895436,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
155,31,2.1318705758442154e-08,-1.2774765973431363,-0.40751044599144653,0.4249880339686505,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
156,31,2.1318705758442154e-08,-1.282109436175763,-0.40804170539722223,0.4303666276307306,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
157,31,2.1318705758442154e-08,-1.282410317424756,-0.4085291827405587,0.43071082350076667,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
158,31,2.1318705758442154e-08,-1.2803434203374622,-0.40896875405906413,0.428351113715757,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
159,31,2.1318705758442154e-08,-1.2841634894822007,-0.4093529274111504,0.43172781084068496,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
160,31,2.1318705758442154e-08,-1.2838763450424473,-0.40970381664946187,0.432066863334364,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
161,31,2.1318705758442154e-08,-1.2834681001581842,-0.4100162023712884,0.43222494885729357,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
162,31,2.1318705758442154e-08,-1.2855302753293474,-0.4102841703700122,0.43255333070138513,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
163,31,2.1318705758442154e-08,-1.2928407853198824,-0.41049724238689644,0.44294054013344064,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
164,31,2.1318705758442154e-08,-1.2867561940347851,-0.41071537906987765,0.4364457112150524,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
165,31,2.1318705758442154e-08,-1.2886748044842342,-0.41088810511295515,0.4395802214724083,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
166,31,2.1318705758442154e-08,-1.2924853059823458,-0.41103409648621364,0.4444564239027426,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
167,31,2.1318705758442154e-08,-1.3003832535147957,-0.4111624291248385,0.4432733533027732,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
168,31,2.1318705758442154e-08,-1.2989740147818818,-0.4112571642135143,0.4429473252654698,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
169,31,2.1318705758442154e-08,-1.2955782558883198,-0.4113200997040346,0.44307114550721555,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
170,31,2.1318705758442154e-08,-1.292917119225961,-0.4113622106298128,0.4431778667622299,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
171,31,2.1318705758442154e-08,-1.291852602159657,-0.4113815662618275,0.4428772166713664,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
172,31,2.1318705758442154e-08,-1.2916432163080958,-0.4113633200912905,0.4423951508404398,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
173,31,2.1318705758442154e-08,-1.2926780154777044,-0.4113105817884182,0.44158684882123334,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
174,31,2.1318705758442154e-08,-1.2938240800468683,-0.4112498461771126,0.4408292866816929,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
175,31,2.1318705758442154e-08,-1.2941256864330226,-0.41119524778580724,0.44006237162141665,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
176,31,2.1318705758442154e-08,-1.2889505037014775,-0.4111404693496754,0.4404635548163432,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
177,31,2.1318705758442154e-08,-1.285780095787951,-0.41105874490146205,0.4408330662400371,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
178,31,2.1318705758442154e-08,-1.284494356120283,-0.41095606414246066,0.4406808565695732,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
179,31,2.1318705758442154e-08,-1.2845796098884177,-0.4108297196175843,0.44015303904926245,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
180,31,2.1318705758442154e-08,-1.2852275577173193,-0.4106836742978666,0.4393160259753823,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
181,31,2.1318705758442154e-08,-1.2931768651509554,-0.41055253420194915,0.4374046849488651,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
182,31,2.1318705758442154e-08,-1.2871215547480914,-0.41039784217493286,0.4372115745822604,1,0.03648901996430297,1,0.03648901996430297,0,0.0,1,0.03648901996430297
