case,minimum_eigenvalue_ainv,maximum_eigenvalue_ainv,nonpositive_eigenvalues,positive_definite_selected_state
50x5-free,0.029071474160854982,1.100881480297371,0,True
100x10-free,0.14545641648180518,0.9688897231505467,0,True
200x20-free,0.1506244113285228,0.9607640013759764,0,True
50x5-regularized,0.05264417038736122,0.9859451583309753,0,True
100x10-regularized,0.08437962493165925,0.43521795893751825,0,True
200x20-regularized,0.2781829150480985,0.5256538438909983,0,True
50x5-tied,0.029071474160854982,1.100881480297371,0,True
100x10-tied,0.14127646644027006,0.9508904672728897,0,True
200x20-tied,0.23021902861932472,0.9639304399135054,0,True
