state,coarse_partition,fine_solution,fine_activation_rms,subgrid_activation_rms,subgrid_activation_fraction
global_best,50x5-free,100x10-free,0.452080579144654,0.09530665329331954,0.21081784462770276
global_best,100x10-free,200x20-free,0.46420501335781655,0.08121520969370001,0.17495547733582542
admissible_prefix,50x5-free,100x10-free,0.4209045890158771,0.08617237226599563,0.20473136790329718
admissible_prefix,100x10-free,200x20-free,0.4034156999425348,0.06253329047570837,0.15500956081931375
