step,objective,mae,rmse,linf,grad_norm,learning_rate,worst_point_index,worst_point_ties,bump_highpass_rms,bump_laplacian_rms,bump_peak_to_valley,control_0,control_1,control_2,control_3,control_4,control_5,control_6,control_7,control_8
13,0.004578015639427905,0.004578015639427905,0.00632914008947656,0.01599653202028702,0.006906534760722281,0.05990047795181578,88,2,0.00468649297481659,4.074280270752498,0.017500907504868355,0.07363556277019545,0.4438693656201872,0.7219478371112769,0.7780947925574369,0.779599827792807,0.7780947925574367,0.721947837111277,0.44386936562018753,0.07363556277019624
14,0.004348962246047738,0.004348962246047738,0.005955130278063005,0.014298107204903026,0.005139188579033573,0.05988458823292369,88,2,0.004902205365464966,4.268775242034786,0.018459218983042577,0.06575048947865363,0.4263886692156798,0.7485969485566049,0.8328610736163666,0.8394498600682949,0.8328610736163665,0.748596948556605,0.4263886692156802,0.06575048947865447
15,0.004266540099069658,0.004266540099069658,0.005812425117703163,0.0134494844925271,0.004604951863201353,0.05986752464340193,113,2,0.005097228032821871,4.4364276552202035,0.019260951147114822,0.05457965576379598,0.40396474730215615,0.7682135858762975,0.8822871389887055,0.8954038710300211,0.8822871389887054,0.7682135858762976,0.4039647473021566,0.05457965576379688
16,0.004313643787590015,0.004313643787590015,0.005852498002738724,0.014078984128331987,0.005116200335584888,0.0598492878568918,113,2,0.005265975818891672,4.578602178267188,0.020331274268330084,0.0453128046998669,0.3785133644620503,0.7807275411464443,0.9257664041333151,0.9478217305828048,0.925766404133315,0.7807275411464444,0.37851336446205075,0.045312804699867856
17,0.004353359933552589,0.004353359933552589,0.006004782453358068,0.01438481398465262,0.005838181783362105,0.05982987859335041,113,2,0.005404550746845941,4.694325365904832,0.021275405252298152,0.041973007439095385,0.35038704927671194,0.7868337094817621,0.9629133166515466,0.9951605897986407,0.9629133166515464,0.7868337094817622,0.3503870492767124,0.041973007439096405
18,0.0043533355539019675,0.0043533355539019675,0.006147559654567215,0.014513902361324924,0.004404334367529669,0.05980929761902224,63,2,0.005481875647547089,4.747181219570618,0.022216943330461064,0.0486399415928882,0.32140715603658604,0.7873467503490618,0.9942653020758179,1.0,0.9942653020758178,0.7873467503490619,0.32140715603658654,0.048639941592889285
19,0.004308052363884345,0.004308052363884345,0.006128024282065042,0.01479721829356654,0.0043362632746167685,0.059787545746408925,97,2,0.00549059375979284,4.735177509242709,0.022423718992498405,0.05790391473028627,0.2927970997038729,0.7829320015175721,1.0,1.0,1.0,0.7829320015175723,0.2927970997038734,0.05790391473028743
20,0.0042876830052988955,0.0042876830052988955,0.006071591903273137,0.014792396536035472,0.004660691684340459,0.05976462383423716,63,2,0.005481786889872124,4.706444002438424,0.022482353271772795,0.06570128029932985,0.2666981618026807,0.7739845710628779,1.0,1.0,1.0,0.773984571062878,0.26669816180268124,0.06570128029933109
21,0.004307207130919107,0.004307207130919107,0.006012928284135369,0.014785399421526131,0.005511169575341261,0.05974053278742476,63,2,0.005465046858463386,4.674582802384486,0.022564008671010154,0.07020520661086602,0.2455360895627136,0.7610004571911138,1.0,1.0,1.0,0.7610004571911139,0.2455360895627142,0.07020520661086735
22,0.0043472128608655364,0.0043472128608655364,0.0059337486776625285,0.01477654086606256,0.00648507734666579,0.05971527355704503,97,2,0.005432847923147793,4.641781846776784,0.022664387618728143,0.07191845679478692,0.2333460558956672,0.7445621724638388,1.0,1.0,1.0,0.7445621724638389,0.23334605589566781,0.07191845679478834
23,0.004303166285378995,0.004303166285378995,0.005826618620030137,0.014766815579128692,0.00648507734666579,0.05968884714028912,97,2,0.0053863807263304685,4.611633286343839,0.02277205062098279,0.07115254300569455,0.23231456098058575,0.7265155384696413,1.0,1.0,1.0,0.7265155384696415,0.2323145609805864,0.07115254300569607
24,0.004177868596197965,0.004177868596197965,0.0056963589095453135,0.014756292356126514,0.00648507734666579,0.05966125458042672,97,2,0.0053317778247442965,4.5838209507597165,0.022886607733450366,0.06811616300182888,0.2406398764396995,0.7069882159249089,1.0,1.0,1.0,0.706988215924909,0.2406398764397002,0.0681161630018305
25,0.0040203218355380045,0.0040203218355380045,0.005543435183452458,0.01463389504126348,0.003858965439761058,0.05963249696676485,97,2,0.005271238403494125,4.553779294135993,0.022939744402109774,0.06299736493101883,0.2568723491318829,0.6860954038495697,0.9977691449930646,1.0,0.9977691449930646,0.6860954038495698,0.2568723491318836,0.06299736493102057
26,0.003899623652948794,0.003899623652948794,0.005393184426175139,0.014362611031451075,0.002819740825273094,0.05960257543460484,97,2,0.005212026657130006,4.518097354816155,0.02290953163213246,0.05800923896202015,0.2751398820362682,0.663918793597091,0.9925636049622796,1.0,0.9925636049622796,0.6639187935970912,0.27513988203626893,0.058009238962021994
27,0.0038398878895067644,0.0038398878895067644,0.005265888932073142,0.013959481921567547,0.0025927319093101042,0.05957149116519758,97,2,0.005158863149071233,4.477951001824449,0.02279987540179075,0.05300087248334312,0.29285709213191063,0.641578938936804,0.9847133311327771,1.0,0.9847133311327771,0.6415789389368041,0.2928570921319114,0.053000872483345084
28,0.003795544469421449,0.003795544469421449,0.005166239812499167,0.013436160969595969,0.0029905653172265906,0.05953924538569677,97,2,0.005110530931662351,4.434623500124192,0.022612729620655858,0.05006225159699085,0.3092890695835135,0.6199301887271391,0.9744430707317266,0.9999857583265577,0.9744430707317266,0.6199301887271392,0.30928906958351426,0.050062251596992936
29,0.0037523523082810453,0.0037523523082810453,0.005089581651410297,0.012802082251791025,0.0026514572738713296,0.05950583936911058,63,2,0.0050593737101399935,4.384611855443917,0.02236309880525067,0.051249912586672726,0.3231935135234673,0.598858911231764,0.9619560611084208,0.9975701515348594,0.9619560611084207,0.5988589112317642,0.32319351352346815,0.05124991258667494
30,0.00373617160973903,0.00373617160973903,0.005043290003874104,0.012112920235680703,0.002203686921695917,0.05947127443425135,63,2,0.005005082426663114,4.329831014007189,0.02208419118909582,0.05589321947996515,0.33395967426043915,0.5782991457472476,0.9483684800007333,0.9931456119892876,0.9483684800007331,0.5782991457472477,0.33395967426044004,0.05589321947996749
31,0.0037299783280370044,0.0037299783280370044,0.005024114208824598,0.011376327452366185,0.0026119825773982847,0.05943555194568351,63,2,0.004947930835927311,4.273443255862205,0.021765361747081203,0.061461433671896784,0.34195267031368404,0.5605879199094956,0.9338077941825772,0.986874719079341,0.9338077941825771,0.5605879199094959,0.3419526703136849,0.061461433671899254
32,0.0037300744727776737,0.0037300744727776737,0.005024902808180599,0.010927373485239002,0.0027525991325419935,0.059398673313669756,88,2,0.0048852310638226116,4.213698330331824,0.021410273983103432,0.06552057131526869,0.34611534027656166,0.5454164730283693,0.9183428443016163,0.9789054609400444,0.9183428443016162,0.5454164730283695,0.3461153402765626,0.0655205713152713
33,0.0037427944830688226,0.0037427944830688226,0.005036276832009071,0.011256826221938472,0.0031857771380943687,0.05936063999411533,88,2,0.004823152202810373,4.156916614403366,0.021037431784193893,0.06581116949507054,0.34676827963612317,0.534172777204678,0.9030913007026032,0.9714170812474874,0.9030913007026031,0.5341727772046783,0.3467682796361241,0.06581116949507329
34,0.003735848579702408,0.003735848579702408,0.005044140547955065,0.011576893744329277,0.0029423958844193372,0.05932145348851057,88,2,0.004760528127824352,4.10425354842298,0.02064022741372233,0.06266445135620216,0.34428072031865387,0.5278298177455246,0.8880240263363836,0.9643645865727901,0.8880240263363834,0.5278298177455248,0.34428072031865486,0.06266445135620505
35,0.003713446993396699,0.003713446993396699,0.005045607815370234,0.01188860251694595,0.002601504001457768,0.0592811153438716,88,2,0.004695533532333491,4.055598018889997,0.020439044613263395,0.0587685112973184,0.33893915590281415,0.5259425306673311,0.873113338353999,0.9577070035335695,0.8731133383539987,0.5259425306673314,0.33893915590281515,0.05876851129732143
36,0.0036899864730264662,0.0036899864730264662,0.005043400575021076,0.012192885282218357,0.0025131478156671136,0.05923962715267932,88,2,0.00463228417160132,4.011972865872217,0.02038294012602759,0.054182639304089855,0.33227574023461764,0.5281732749502106,0.858334180165101,0.9514070089340115,0.8583341801651007,0.5281732749502109,0.3322757402346187,0.05418263930409302
37,0.003661457312103401,0.003661457312103401,0.005035978742841584,0.012471954228077467,0.0028161948015368375,0.059196990552816464,88,2,0.004574570917420845,3.976236243656012,0.020333597974857617,0.051434339792453404,0.32440353044391185,0.5341501058083576,0.8448517561983377,0.9455646870330024,0.8448517561983374,0.534150105808358,0.32440353044391296,0.051434339792456714
38,0.003620693903542444,0.003620693903542444,0.005022434575959343,0.012728066652728427,0.0019049596944015097,0.059153207227503,88,2,0.004522614948829843,3.9482615923112974,0.020290384889757047,0.052783543267194026,0.315421467880555,0.5435344585259652,0.8325507092989218,0.9401384102347694,0.8325507092989215,0.5435344585259655,0.31542146788055614,0.05278354326719749
39,0.0035925846401034574,0.0035925846401034574,0.005015337426983958,0.01296330209506431,0.0012907533831882396,0.05910827890522964,88,2,0.004480847019108711,3.9257619151226435,0.02025126649988912,0.05545296113547842,0.30534219941829743,0.5547360943379028,0.8213243953590128,0.9350902184938877,0.8213243953590125,0.5547360943379033,0.30534219941829865,0.05545296113548204
40,0.0035883356619376525,0.0035883356619376525,0.005017351062145397,0.013163126763194852,0.0010494681817296773,0.059062207359689624,88,2,0.0044529033584608715,3.9097923496172893,0.020204963993172634,0.059665153745936464,0.29512439271654284,0.5661973167051153,0.8122532911893641,0.9303875967830952,0.8122532911893637,0.5661973167051157,0.2951243927165441,0.05966515374594023
41,0.003586760129050691,0.003586760129050691,0.005026281886218893,0.013330590166039262,0.0010494681817296773,0.05901499440970867,88,2,0.004440468992865137,3.900700676733843,0.02015209476178364,0.06274367678136254,0.28627348219401005,0.5779466673686522,0.8051540129939201,0.9259988073979588,0.8051540129939198,0.5779466673686526,0.2862734821940114,0.06274367678136647
42,0.003585323554906502,0.003585323554906502,0.005038961508037875,0.013468475020730876,0.0010323099903719836,0.0589666419191732,88,2,0.004440895230154671,3.8977872024058584,0.02009316219611626,0.06478353644843528,0.278671247503886,0.5899688734590265,0.7998592013230752,0.9218949083674036,0.7998592013230749,0.5899688734590269,0.27867124750388744,0.06478353644843936
43,0.0035960812732778423,0.0035960812732778423,0.005052985107210639,0.013579331386152735,0.002053027731694383,0.05891715179695677,88,2,0.004449315701411506,3.899268911580803,0.020027272388806985,0.06609920675144373,0.2732106910788622,0.6010550415717246,0.796215403262591,0.9180495092733773,0.7962154032625905,0.6010550415717251,0.2732106910788637,0.06609920675144797
44,0.0036056101605879075,0.0036056101605879075,0.005062494707392243,0.013665475391443624,0.0018820221175967324,0.058866525996844644,88,2,0.004463893453141018,3.905317434975749,0.019955000200207327,0.06413850748548384,0.2713541207241181,0.6113154122429468,0.7940832832402209,0.9144385489967525,0.7940832832402205,0.6113154122429473,0.27135412072411963,0.06413850748548823
45,0.0036099113429445824,0.0036099113429445824,0.005065836306329807,0.013729796108868264,0.0018820221175967324,0.058814766517456735,88,2,0.004477681099403199,3.9132617158538165,0.019875587002982018,0.06181938424710331,0.2727995748927421,0.6193559737924993,0.7932800440475819,0.9110400929469992,0.7932800440475815,0.6193559737924997,0.2727995748927437,0.06181938424710786
46,0.0036085296525543258,0.0036085296525543258,0.005062064623379104,0.013774156247250563,0.0012201744122916011,0.05876187540216865,88,2,0.004489807441876397,3.9228176429583415,0.01978957551103703,0.059169865930485704,0.27725588967393056,0.6253676689036749,0.7936943424591746,0.9078341489349319,0.793694342459174,0.6253676689036753,0.2772558896739323,0.059169865930490416
47,0.003606032027942605,0.003606032027942605,0.00505507089014599,0.013800255302042461,0.0011417345860513018,0.058707854739031076,88,2,0.0045002767579243675,3.9326471691599028,0.01969741684677412,0.05620575113860225,0.2827857047636582,0.6294986306433221,0.7952245681366532,0.904802498354026,0.7952245681366527,0.6294986306433226,0.28278570476366,0.05620575113860713
48,0.0036052542621665784,0.0036052542621665784,0.00504402487241543,0.013809643704162936,0.0011417345860513018,0.058652706660687275,88,2,0.0045079442738643425,3.942203702731944,0.01959955737491441,0.05544362435144893,0.2881644641053731,0.6319094402346513,0.7977779973787547,0.9019285422910545,0.7977779973787541,0.6319094402346518,0.288164464105375,0.05544362435145398
49,0.0036027795290019225,0.0036027795290019225,0.005028744369159138,0.01380373579780391,0.0015459143661557602,0.05859643334428896,88,2,0.004513045695382719,3.9514947282146027,0.019496415763792248,0.05669452334704427,0.2934084222636865,0.6327470388781199,0.8012700202476332,0.8991971609432124,0.8012700202476326,0.6327470388781204,0.29340842226368846,0.0566945233470495
50,0.0035968932075944424,0.0035968932075944424,0.0050034344346448845,0.013739381231227744,0.0014355508242268357,0.05853903701141031,88,2,0.00452031491391432,3.9639397376019607,0.019465680782880173,0.059786218239627806,0.2985323593031627,0.6321454167543894,0.8056890988746674,0.8993780492764057,0.8056890988746669,0.6321454167543901,0.29853235930316474,0.0597862182396332
51,0.0035917099013764928,0.0035917099013764928,0.00497225328731279,0.013621642779786964,0.0011769226991147415,0.058480519927960266,88,2,0.004531434437804151,3.97896752165082,0.019500938469286765,0.061773455240143466,0.30353900127103606,0.6302267429713947,0.810959161616495,0.9022151724249388,0.8109591616164943,0.6302267429713954,0.3035390012710382,0.061773455240149024
52,0.003586573400226973,0.003586573400226973,0.004943450696220942,0.0134999892786891,0.0011769226991147415,0.05842088440409308,88,2,0.004541506856295604,3.991687727312315,0.01951826422491407,0.06274581022765333,0.30677987486308694,0.6270564342575252,0.8169441442620905,0.9046661831801373,0.8169441442620898,0.6270564342575259,0.30677987486308916,0.06274581022765906
53,0.0035808035150007057,0.0035808035150007057,0.004917095587349227,0.013374686348898275,0.001027796874828561,0.058360132794117135,88,2,0.0045510402436412896,4.002354426195854,0.01951919599089344,0.06279022925089595,0.30840805096165264,0.6227400360133468,0.8235864877876576,0.9067653385413555,0.8235864877876569,0.6227400360133475,0.3084080509616549,0.06279022925090186
54,0.0035754940154234297,0.0035754940154234297,0.004897765008487619,0.013264935065604791,0.001027796874828561,0.05829826749640197,88,2,0.004557112670687853,4.008214842523087,0.019515772283601643,0.06198595902964138,0.30856299289756445,0.6172812750617357,0.8294747147493704,0.9085414652493282,0.8294747147493696,0.6172812750617364,0.3085629928975668,0.061985959029647465
55,0.0035674766180410935,0.0035674766180410935,0.004885592961923939,0.013169342273120919,0.001027796874828561,0.0582352909532836,88,2,0.004560142275436308,4.009735452104409,0.019508364491579257,0.06040522059361722,0.30737175163225966,0.6107759693034817,0.8346767243487836,0.9100231954528529,0.8346767243487828,0.6107759693034823,0.3073717516322621,0.060405220593623486
56,0.0035569812573559532,0.0035569812573559532,0.004881463018359537,0.013086639328649976,0.001027796874828561,0.05817120565096811,88,2,0.004560548380059428,4.007356494509365,0.01949731103623396,0.05811382513654088,0.3049500569773234,0.6033114358538977,0.8392543426479392,0.9112366064637264,0.8392543426479384,0.6033114358538983,0.30495005697732597,0.05811382513654732
57,0.0035556057057170728,0.0035556057057170728,0.004886787409986532,0.01301567117874785,0.0008932072961116904,0.05810601411943351,88,2,0.004558745186484465,4.001491973059311,0.01948292026751723,0.055171736994999665,0.3014033151694644,0.5949672410443981,0.8432638554099141,0.9122054448546497,0.8432638554099133,0.5949672410443988,0.301403315169467,0.05517173699500629
58,0.003557903858914645,0.003557903858914645,0.004896574818332314,0.012954523248401607,0.0009627834256913992,0.058039718932329835,88,2,0.004555572950728177,3.9953596978945556,0.019466834289449654,0.054584318540704405,0.2968411378740363,0.5874341858904166,0.8468184042576906,0.9129513316233261,0.8468184042576898,0.5874341858904174,0.296841137874039,0.05458431854071121
59,0.0035631643245263747,0.0035631643245263747,0.004904364930557047,0.012902300318421194,0.0009627834256913992,0.057972322706877556,88,2,0.004554261134159712,3.9924160260104293,0.019450828402648106,0.05614861783734108,0.2932237875916364,0.5820590267598224,0.849960111965295,0.9134939488499745,0.8499601119652942,0.5820590267598231,0.29322378759163914,0.05614861783734807
60,0.0035673710431045978,0.0035673710431045978,0.004908326714746592,0.012858200092826524,0.000772826614382104,0.057903828103764265,88,2,0.004554397373961873,3.992300743255958,0.01944078848561552,0.05967446048129697,0.2904672963209196,0.578649926723507,0.8527264919658757,0.9138512111650309,0.8527264919658748,0.5786499267235078,0.2904672963209224,0.05967446048130414
61,0.0035706034109582946,0.0035706034109582946,0.004910112979302489,0.012821492649119293,0.000772826614382104,0.0578342378270396,88,2,0.004557365336893207,3.9943538622299046,0.01952404800789765,0.06198864666163007,0.28848370614804353,0.5770323881770564,0.8551516680886115,0.9140394221356004,0.8551516680886107,0.5770323881770572,0.28848370614804636,0.06198864666163743
62,0.003571585593918083,0.003571585593918083,0.004908729134116587,0.012791514018500233,0.000772826614382104,0.05776355462400853,88,2,0.004562562200162071,3.99831957111547,0.019588506110822593,0.06319840544653221,0.28720451302766886,0.5770477063011876,0.8572666752711907,0.9140734171348481,0.8572666752711898,0.5770477063011884,0.2872045130276718,0.06319840544653976
63,0.0035705165076224256,0.0035705165076224256,0.00490405735121334,0.012767660322267796,0.000772826614382104,0.05769178128512289,88,2,0.0045696240667531685,4.004001690393916,0.01963584958454831,0.06340127222342334,0.2865674022473049,0.578551557325082,0.8590997342188441,0.9139666938347265,0.8590997342188432,0.5785515573250828,0.286567402247308,0.06340127222343107
64,0.003567577035166771,0.003567577035166771,0.004896625704080243,0.01274938241741887,0.000772826614382104,0.05761892064387119,88,2,0.004578369347907991,4.011251348986682,0.01966761208062986,0.06268595398582871,0.2865156966618594,0.581412710147285,0.860676502210615,0.9137315313674571,0.8606765022106141,0.5814127101472859,0.28651569666186255,0.06268595398583664
65,0.0035629316441855323,0.0035629316441855323,0.004887431056614426,0.012736181008371303,0.000772826614382104,0.057544975576666796,88,2,0.004588752814342959,4.019956873526832,0.019685187827039437,0.061133119136759506,0.2869978529926342,0.5855118508039224,0.8620203020709111,0.9133790991144182,0.8620203020709102,0.5855118508039233,0.28699785299263747,0.06113311913676762
66,0.003558900625298591,0.003558900625298591,0.00487780281013835,0.0127276021852968,0.00032378616377270173,0.05746994900273435,88,2,0.004600828670602777,4.030035551238282,0.019689844142475543,0.058816118221585785,0.28796700211354354,0.5907405101548893,0.8631523311572046,0.9129195560016722,0.8631523311572037,0.5907405101548903,0.2879670021135469,0.05881611822159409
67,0.00355919124722112,0.00355919124722112,0.004871470806998418,0.012723246350032975,0.0006587065449977958,0.057393843883994516,88,2,0.004612513880944495,4.03918940295216,0.01969128928354063,0.05580164031682344,0.2892454749473996,0.5955632798568173,0.8640909929634395,0.9123621411085193,0.8640909929634385,0.5955632798568183,0.2892454749474031,0.05580164031683194
68,0.0035590040591911903,0.0035590040591911903,0.004864748490028484,0.012722737361457223,0.0006587065449977958,0.05731666322494708,88,2,0.004621991520102029,4.04784370053908,0.019689805084432653,0.055294440362828254,0.29081855171752097,0.6000184250650882,0.8648538649780524,0.911715256329056,0.8648538649780514,0.6000184250650892,0.2908185517175246,0.05529444036283695
69,0.003558975429101424,0.003558975429101424,0.004857417261112894,0.012725733395605742,0.000986253281006451,0.0572384100725523,88,2,0.004629354250207902,4.056030849398189,0.019685650955804945,0.05706652449048264,0.2926607891410219,0.6041406879748659,0.8654569156748304,0.9109865417647562,0.8654569156748293,0.604140687974867,0.2926607891410256,0.05706652449049153
70,0.003561674139048598,0.003561674139048598,0.004851487686818315,0.012732859061866577,0.0008022783044492685,0.057159087516110645,88,2,0.004631887041591502,4.061024741183457,0.019687464184168516,0.06091095588879976,0.2947465010226197,0.6062075922964509,0.8658475700435844,0.9101829441535322,0.8658475700435833,0.606207592296452,0.2947465010226235,0.06091095588880885
71,0.003562225096142496,0.003562225096142496,0.004849047927513166,0.012743749112760449,0.0008022783044492685,0.057078698687140814,88,2,0.004631759256048168,4.06273773013465,0.019694703386537435,0.06345531592659512,0.29704258251323784,0.6064056728343642,0.8660449574340007,0.909310780201913,0.8660449574339996,0.6064056728343653,0.2970425825132418,0.06345531592660442
72,0.0035608332746012348,0.0035608332746012348,0.004849216505304131,0.012758071725585095,0.0013740547003267148,0.05699724675925614,88,2,0.0046292212406899656,4.061452299784583,0.0197068740559486,0.0648174199681305,0.2995312234967243,0.6049042527272303,0.866066451237698,0.9083757933542517,0.8660664512376969,0.6049042527272314,0.29953122349672834,0.06481741996813999
73,0.003557059177309722,0.003557059177309722,0.0048535583332342275,0.012775525466129516,0.0006931077585870219,0.05691473494803926,88,2,0.004626488335514487,4.0570377701275895,0.01972353301059888,0.06190088743614684,0.30217375686734715,0.6018570172287664,0.8659278284329431,0.9073832058362306,0.8659278284329419,0.6018570172287675,0.3021737568673513,0.061900887436156536
74,0.003556524302937192,0.003556524302937192,0.004860476013334548,0.012794879736110206,0.0006931077585870219,0.05683116651091519,88,2,0.0046236963460409815,4.051566679873586,0.019736432960376422,0.05830828393982678,0.3030595246551218,0.599136498389401,0.8657120451753227,0.9063377663883011,0.8657120451753215,0.5991364983894021,0.3030595246551261,0.058308283939836676
75,0.003558310274902991,0.003558310274902991,0.004869997011736563,0.012815971583676412,0.0008932072961116904,0.05674654474702274,88,2,0.004620662895758354,4.045127447786417,0.01974591747231348,0.05409926613452853,0.30234858912237117,0.5967121326930578,0.8654259574615211,0.905243792765001,0.8654259574615197,0.596712132693059,0.3023485891223755,0.05409926613453862
76,0.0035589353226570864,0.0035589353226570864,0.004878530222339445,0.012838652960906968,0.0006587065449977958,0.05666087299708426,88,2,0.004614947061380398,4.038127425822991,0.019752294917380824,0.05259447062534304,0.3001987918639932,0.5945561948893361,0.8650757901839391,0.9041052114047081,0.8650757901839378,0.5945561948893374,0.3001987918639976,0.052594470625353336
77,0.003558497480340897,0.003558497480340897,0.004884026866681943,0.012862789319897979,0.0006587065449977958,0.05657415464327375,88,2,0.004608200394981405,4.032116940221149,0.01975512694519648,0.053549594637202165,0.2986901968551596,0.5926974556298498,0.8646671949920194,0.9029255932170437,0.8646671949920179,0.5926974556298512,0.29869019685516407,0.053549594637212664
78,0.0035559051705538157,0.0035559051705538157,0.0048868830589381485,0.01288825845537633,0.0006587065449977958,0.05648639310908332,88,2,0.004600625556835899,4.027017088439154,0.019754735925307226,0.05673701868490754,0.2977640668287648,0.5911082455810092,0.8642053026885869,0.9017081861531525,0.8642053026885854,0.5911082455810107,0.2977640668287694,0.05673701868491825
79,0.003557191771951834,0.003557191771951834,0.004888410591668007,0.012914949331304017,0.00032378616377270173,0.056397591859188065,88,2,0.004592561230478099,4.022797635400265,0.01975141432655229,0.06195044757286501,0.29736712093446027,0.5897634723930844,0.863694771166122,0.9004559448414652,0.8636947711661206,0.5897634723930859,0.297367120934465,0.061950447572875926
80,0.0035599140072154777,0.0035599140072154777,0.004891526153352687,0.0129427610535565,0.0011615472656366383,0.05630775439930929,88,2,0.004586066673978973,4.018997244973886,0.019745430961761547,0.065692124285789,0.29743813568543037,0.5886403834026859,0.8631398289258468,0.8991715575474498,0.8631398289258454,0.5886403834026875,0.29743813568543515,0.06569212428580012
81,0.0035590773449482222,0.0035590773449482222,0.004896408113436835,0.012971601935582586,0.0015447095501328863,0.05621688427607608,88,2,0.004582466081245644,4.015068818084228,0.019737031840609064,0.0647805316425117,0.29791105317836075,0.5877183498182624,0.8625443146574241,0.8978574706937418,0.8625443146574227,0.5877183498182641,0.2979110531783656,0.06478053164252304
