cycles_per_unit_length,wavenumber,power
1.0204081632653061,6.41141357875468,3.5263299513082946e-05
2.0408163265306123,12.82282715750936,2.2736344944332515e-05
3.0612244897959187,19.23424073626404,1.2740443108448058e-05
4.081632653061225,25.64565431501872,5.282043814574705e-06
5.1020408163265305,32.0570678937734,1.650353635841319e-06
6.122448979591837,38.46848147252808,4.4701412520865276e-07
7.142857142857143,44.87989505128276,1.8070169395469324e-07
8.16326530612245,51.29130863003744,1.8698847224011224e-07
9.183673469387756,57.702722208792125,2.650277138394082e-07
10.204081632653061,64.1141357875468,2.764230858051007e-07
11.224489795918368,70.52554936630148,1.7270453801337696e-07
12.244897959183675,76.93696294505617,5.6159318078487094e-08
13.26530612244898,83.34837652381084,3.35073751535745e-08
14.285714285714286,89.75979010256552,9.040071066916158e-08
15.306122448979592,96.1712036813202,1.5063970115193254e-07
16.3265306122449,102.58261726007488,1.7686694962692722e-07
17.346938775510203,108.99403083882956,1.727491345285632e-07
18.367346938775512,115.40544441758425,1.4267054993332925e-07
19.387755102040817,121.81685799633892,9.168763557415183e-08
20.408163265306122,128.2282715750936,4.017459771989969e-08
21.42857142857143,134.6396851538483,9.425897900098842e-09
22.448979591836736,141.05109873260295,6.522417148883799e-10
23.46938775510204,147.46251231135764,7.205588706282345e-10
24.48979591836735,153.87392589011233,9.293680773218646e-10
