x,ux,uy,target_uy,smooth_uy,highpass_uy
0.02,-0.00022184451334335937,0.005903639237869391,0.1,0.007683101707738726,-0.0017794624698693343
0.04,0.00016650978041537958,0.010671336325617783,0.1,0.011106118741830696,-0.00043478241621291297
0.06,0.0008295575573400071,0.01644936126619146,0.1,0.01546146412440719,0.0009878971417842698
0.08,0.0017868384106016078,0.01804023243547699,0.1,0.020799443970863807,-0.0027592115353868157
0.1,0.002922445342286029,0.02572563242404873,0.1,0.030019827264721424,-0.004294194840672696
0.12,0.009522825202707318,0.04743076837299125,0.1,0.04130938548893877,0.006121382884052479
0.14,0.012317265309590925,0.05124562216326568,0.1,0.04728592250695625,0.0039596996563094344
0.16,0.03076725636560914,0.04633481431768302,0.1,0.04680708218608284,-0.0004722678683998227
0.18,0.04430885676764212,0.04692173371742894,0.1,0.042405379836800094,0.004516353880628848
0.2,0.057880090075193055,0.03275054766574786,0.1,0.035099389439597395,-0.0023488417738495374
0.22,0.06829587686481632,0.026976455858169938,0.1,0.0283167529510937,-0.0013402970929237631
0.24,0.07289435686045691,0.02504092431699773,0.1,0.022565460487595466,0.002475463829402263
0.26,0.06291509643432355,0.014463487488245488,0.1,0.016308890139291377,-0.0018454026510458885
0.28,0.05627962459088866,0.009733180443765246,0.1,0.011493950824785194,-0.0017607703810199483
0.3,0.05298673289827339,0.00885380485467173,0.1,0.00930243966926729,-0.00044863481459555925
0.32,0.050086135087202714,0.008439037696370657,0.1,0.00854623990570854,-0.00010720220933788278
0.34,0.04735855304541465,0.008171390237327148,0.1,0.008216062476977724,-4.4672239650576234e-05
0.36,0.04478361056651077,0.007986230194156682,0.1,0.008007920151172377,-2.1689957015694206e-05
0.38,0.042347353132593156,0.007842207433804944,0.1,0.007849285235518503,-7.077801713559553e-06
0.4,0.040035828520775536,0.007710542714817027,0.1,0.007708445586045892,2.097128771134764e-06
0.42,0.03783627481485715,0.007573287837034315,0.1,0.007566213310105805,7.074526928509649e-06
0.44,0.03573748267974293,0.007420863320689817,0.1,0.007411885400899593,8.97791979022431e-06
0.46,0.03372999646577173,0.007249794891813455,0.1,0.007240992294213497,8.802597599957829e-06
0.48,0.03180609861523719,0.0070607100996611495,0.1,0.007053332940612875,7.377159048274802e-06
0.5,0.02995960352272614,0.006856671994914045,0.1,0.0068513338632985,5.338131615545416e-06
0.52,0.028185548481645804,0.0066419065092208586,0.1,0.006638775342134651,3.131167086207684e-06
0.54,0.026479866564991614,0.006420919727549436,0.1,0.006419883966347469,1.0357612019668352e-06
0.56,0.024839097379099898,0.006197951476099564,0.1,0.0061987494286564635,-7.979525568999751e-07
0.58,0.023260161206122714,0.005976687979599199,0.1,0.005978998969641739,-2.3109900425402966e-06
0.6,0.021740200276975617,0.005760154992557848,0.1,0.005763657406601389,-3.502414043540618e-06
0.62,0.020276479080426787,0.005550724390457637,0.1,0.005555128291978821,-4.403901521184139e-06
0.64,0.01886633126002795,0.005350183418743113,0.1,0.005355245332155102,-5.061913411989055e-06
0.66,0.017507140722989967,0.0051598314267990745,0.1,0.0051653575087387184,-5.526081939643927e-06
0.68,0.01619634670382466,0.004980581486576648,0.1,0.0049864234610949385,-5.841974518290202e-06
0.7000000000000001,0.014931465195828721,0.004813053052437872,0.1,0.004819099403459085,-6.046351021212967e-06
0.72,0.013710121570324044,0.0046576467847479425,0.1,0.004663809857163474,-6.163072415531906e-06
0.74,0.012530090928999942,0.004514593990326655,0.1,0.004520791708478427,-6.197718151771878e-06
0.76,0.011389343514520795,0.004383970683568601,0.1,0.004390099234291633,-6.128550723031624e-06
0.78,0.010286092033276009,0.004265659265921572,0.1,0.004271549805606763,-5.8905396851912165e-06
0.8,0.009218835494194784,0.00415922748847323,0.1,0.004164574954169892,-5.347465696661953e-06
0.8200000000000001,0.008186389172604404,0.00406367146682193,0.1,0.004067915715726323,-4.244248904393226e-06
0.84,0.007187880836912464,0.003976931377389887,0.1,0.003979058466747454,-2.12708935756669e-06
0.86,0.006222676410166775,0.003895027367236948,0.1,0.003893238125134455,1.7892421024928717e-06
0.88,0.005290168351701655,0.0038105544784240337,0.1,0.003801725130771245,8.82934765278863e-06
0.9,0.004389308852600832,0.0037101763593917906,0.1,0.0036889797475750346,2.1196611816755914e-05
0.92,0.003517673164074781,0.003570036519607109,0.1,0.003527733742067515,4.2302777539594046e-05
0.9400000000000001,0.002669725663938658,0.0033510309388629887,0.1,0.0032686469370843615,8.238400177862717e-05
0.96,0.001833927586047834,0.002991051854075446,0.1,0.0028628074659291097,0.00012824438814633627
0.98,0.0009792164532001193,0.0021594967352070856,0.1,0.0024315004500352145,-0.0002720037148281288
