step,objective_total,objective_data,objective_regularizer,gradient_rms,equilibrium_residual_rms,forward_iterations,forward_converged,numerically_equilibrated,min_det_f,min_det_g,min_det_ainv,min_singular_ainv,orientation_preserving,verified_admissible,top_uy_mean,top_uy_range,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_l2_rms,activation_max_abs,activation_neighbor_jump_rms,activation_physical_h1_squared
0,0.003333333333333335,0.003333333333333335,0.0,1.055585360804346e-05,2.5905150680750266e-17,1,1,1,0.9999999999999964,0.9999999999999964,1.0,1.0,1,1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0033112690837386197,0.0033112690837386197,0.0,1.1572953860980541e-05,8.321976656482035e-12,7,1,1,0.9845866289152875,0.9845866289152875,0.9001435798150118,0.900716767221941,1,1,0.0003413881361614281,0.001003868807171301,0.09966848675090767,5.703016636922167e-05,0.005048633008776441,0.18240428314859555,0.04848088996597399,0.049965445042853995,0.00399343864926627,0.0015408318413051673
2,0.003286514871965361,0.003286514871965361,0.0,1.282185486035168e-05,2.476640391898327e-10,11,1,1,0.9660665818101758,0.9660665818101758,0.8011888700441239,0.8051074490287238,1,1,0.0007523783208849466,0.0021832443685108126,0.09929523964368123,0.0001239655863685626,0.010904066921207914,0.39869683353961993,0.09548203033157845,0.10000021850294825,0.004967094240495566,0.002343085938092137
3,0.003258523424299214,0.003258523424299214,0.0,1.4367406168236222e-05,3.947939136647854e-13,10,1,1,0.9445792602455759,0.9445792602455759,0.7029673676373134,0.7093676066903587,1,1,0.0012607559552252235,0.003627411562987195,0.09887148361837018,0.00020178668089265212,0.017850475626460083,0.6505802193699167,0.14324778595946047,0.15014906084570362,0.0057665996751048,0.0031656725682673546
4,0.0032268265981086914,0.0032268265981086914,0.0,1.6263810356898538e-05,1.9515121426881572e-11,7,1,1,0.9199480793400848,0.9199480793400848,0.6052345241712984,0.6135291428073034,1,1,0.0019072983906865812,0.005418188844598399,0.09838942928143284,0.00029032928502409876,0.025866920422475202,0.9314332478628484,0.19143114963187446,0.20045279016452522,0.0065567524985230595,0.004160883876857965
5,0.0031911335123902206,0.0031911335123902206,0.0,1.8491717630174933e-05,1.2298471554047248e-10,6,1,1,0.8929101998533155,0.8929101998533155,0.5077211104678323,0.5176749783343266,1,1,0.0027579665074779825,0.007705987789279799,0.09784375573929419,0.00038894788033068086,0.03503968943505345,1.2301439882679586,0.23990647919973954,0.2509506664189794,0.007538241786243662,0.005689210775364786
6,0.0031520326042271483,0.0031520326042271483,0.0,2.079016374597629e-05,1.249248115227729e-10,19,1,1,0.8593024174875666,0.8593024174875666,0.4100874645490362,0.41937044580580085,1,1,0.0039248613912231806,0.010797636976177848,0.09724246918235595,0.0004985936015366125,0.04593405079662949,1.5345390897289415,0.28848068406611266,0.30170036251338495,0.009049000843653478,0.008625611798174476
7,0.003112559433188631,0.003112559433188631,0.0,2.2706744693101427e-05,2.978031019702005e-13,6,1,1,0.8094023037242394,0.8094023037242394,0.3122322614014997,0.3200493903147714,1,1,0.005575908483075187,0.01535090258239207,0.09663166302804632,0.000652930825861818,0.06140306355743743,1.8786034436445378,0.3358275054757529,0.3527382558338078,0.011854015169426434,0.015108141160530192
8,0.003079119434672021,0.003079119434672021,0.0,2.7362983394854104e-05,5.969275465557128e-12,8,1,1,0.7626190200084956,0.7626190200084956,0.22331244562536023,0.2324039312735452,1,1,0.007887184982190359,0.02243046069641393,0.09611117679029876,0.0010585071848060285,0.09285086720905446,2.822783545832094,0.3788598130512548,0.4040801046936674,0.029947358663140345,0.1009020544658431
9,0.0030560623964184597,0.0030560623964184597,0.0,0.0001617043230516641,5.069161117912848e-11,11,1,1,0.7305981894646628,0.7305981894646628,0.13754463541332038,0.14570344885855283,1,1,0.010523353683079807,0.03438153914025657,0.09575065111661318,0.0015276383163996931,0.14137346821436292,4.161740768647586,0.41159731977362707,0.45569091305313525,0.055393396158465544,0.35391736175457655
