step,optimizer_phase,optimizer_iteration,optimizer_evaluation,learning_rate,evaluation_success,objective,gradient_rms,gradient_inf,activation_update_rms,forward_converged,forward_iterations,forward_failure,line_search_failures,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv,inverted_cell_fraction,inverted_rest_measure_fraction,negative_det_f_mean,ainv_negative_cell_fraction,ainv_negative_rest_measure_fraction,g_negative_cell_fraction,g_negative_rest_measure_fraction,double_inverted_cell_fraction,double_inverted_rest_measure_fraction,top_target_mae,top_target_rms,top_target_max,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_neighbor_jump_rms,activation_rms,detF/min,detG/min,detAinv/min,target/rms,target/mae,target/max,activation/rms,activation/neighbor_jump_rms
10,adam,10,11,0.02713146225026413,1,0.015566498032453331,5.0892373116900224e-05,0.00037098647652143994,0.026393925500900507,1,53,,0,4.6258485061101615e-09,0.6051193087242945,0.5381727349534909,0.419613610195328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11277011101309314,0.12476577268006371,0.17447609667993608,0.12411572629051985,0.002429630406899431,0.339865853889428,15.668930424304886,0.06206542383715262,0.27881029408945623,0.6051193087242945,0.5381727349534909,0.419613610195328,0.12476577268006371,0.11277011101309314,0.17447609667993608,0.27881029408945623,0.06206542383715262
11,adam,11,12,0.02686014762776149,1,0.014804349605263008,5.618400785838702e-05,0.0003508714319342479,0.025233729150904414,1,52,,0,2.0557416377277854e-09,0.5878379795795832,0.5016365910361861,0.36319419124277674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1097231356303563,0.12167312606020693,0.1721019606325683,0.1204635942020387,0.0027523714819051607,0.40819408133754675,16.950311923343925,0.06598429910537414,0.3030221538782002,0.5878379795795832,0.5016365910361861,0.36319419124277674,0.12167312606020693,0.1097231356303563,0.1721019606325683,0.3030221538782002,0.06598429910537414
12,adam,12,13,0.026591546151483875,1,0.01385085917073862,7.089520865583694e-05,0.00028981287593366845,0.024354894834252076,1,45,,0,8.0266991693771e-10,0.5708377836749597,0.4570986835380541,0.30713609367010636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10586691284526818,0.1176896731694783,0.17453901990576454,0.11583288278448547,0.0032819228128622277,0.486961411406137,20.712302664261564,0.07119766911417542,0.3258338051015353,0.5708377836749597,0.4570986835380541,0.30713609367010636,0.1176896731694783,0.10586691284526818,0.17453901990576454,0.3258338051015353,0.07119766911417542
13,adam,13,14,0.026325630689969032,1,0.012728567394160856,0.00011180735958251907,0.0004964413321349634,0.02352094402678192,1,71,,0,3.5605777170284756e-09,0.3495747010830529,0.3495747010830529,0.25129062764528565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10031156334920976,0.11282095281533859,0.16568942561833067,0.11072275541631386,0.004319908185983104,0.6110509241209424,28.020567140644516,0.07831190199426717,0.34717334106805836,0.3495747010830529,0.3495747010830529,0.25129062764528565,0.11282095281533859,0.10031156334920976,0.16568942561833067,0.34717334106805836,0.07831190199426717
14,adam,14,15,0.026062374383069346,1,0.010965109386046168,0.00011794349997042756,0.00040463384664710415,0.021597340263003077,1,59,,0,1.46865933190175e-10,0.13845196540819707,0.13845196540819707,0.19572957811313607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09237444175706544,0.10471441823381424,0.16661130292006263,0.10266542669044185,0.004573917329826509,0.6343950412596341,30.48317202530956,0.08691498625765384,0.36600468285831567,0.13845196540819707,0.13845196540819707,0.19572957811313607,0.10471441823381424,0.09237444175706544,0.16661130292006263,0.36600468285831567,0.08691498625765384
15,adam,15,16,0.025801750639238653,1,0.010731148746509241,0.00015200096602378758,0.0011302002131923703,0.019975052663490613,1,103,,0,1.1714690993723986e-09,0.1904856986829399,0.1872375161056278,0.1419465045894067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09137058807377782,0.10359125806026898,0.1688353942469667,0.10134494740828648,0.006449612223190489,0.9015943352276954,42.37438986092064,0.09669235045178243,0.3826977229761117,0.1904856986829399,0.1872375161056278,0.1419465045894067,0.10359125806026898,0.09137058807377782,0.1688353942469667,0.3826977229761117,0.09669235045178243
16,adam,16,17,0.025543733132846264,1,0.008691686024324427,0.0001775253284556453,0.000985962406412499,0.0190417611219339,1,73,,0,4.6087208150961285e-09,0.11219732355775074,0.07864379221732269,0.0966775710692624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08129752623075565,0.09322921229059283,0.16254756380976187,0.0902651074284863,0.007062560686786111,0.9808716877900785,46.059020371388335,0.10681583139466304,0.39850814671678686,0.11219732355775074,0.07864379221732269,0.0966775710692624,0.09322921229059283,0.08129752623075565,0.16254756380976187,0.39850814671678686,0.10681583139466304
17,adam,17,18,0.025288295801517802,1,0.006680083676038473,0.0002384793647101958,0.0022041299606019612,0.01863081852752292,1,105,,0,5.369174242962405e-09,0.001631383901145854,0.001631383901145854,0.051462310731349145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06879502343394059,0.08173177886256039,0.1892181969778011,0.07714861054727247,0.009217076062580749,1.249810297908938,58.409328604011094,0.1172138693006338,0.41357403929077463,0.001631383901145854,0.001631383901145854,0.051462310731349145,0.08173177886256039,0.06879502343394059,0.1892181969778011,0.41357403929077463,0.1172138693006338
18,adam,18,19,0.025035412843502625,1,0.005925245549638026,0.0012233901666039505,0.012813662982456906,0.01728433087098329,1,67,,0,5.7835207888217634e-09,-5.2124154026468466,-0.02780848170984217,0.0018288438951269451,0.003,0.0030000000000000005,0.00431906831544145,0.0,0.0,0.003,0.0030000000000000005,0.0,0.0,0.0640947797374088,0.07697561659147673,0.1992552812074903,0.06918658838280567,0.00950276469143455,1.2936788876089893,61.67360356203738,0.12734991571191803,0.4269175420947043,-5.2124154026468466,-0.02780848170984217,0.0018288438951269451,0.07697561659147673,0.0640947797374088,0.1992552812074903,0.4269175420947043,0.12734991571191803
19,adam,19,20,0.024785058715067598,1,0.012310567912954453,0.001542314662209527,0.019177401306354994,0.01432513880547568,1,219,,0,9.058845804350501e-09,-56.872795525448836,-0.41917919478481624,-0.02871402043491687,0.0215,0.021500000000000005,0.272386235847921,0.0165,0.016499999999999997,0.01,0.010000000000000004,0.014,0.013999999999999999,0.0967787279735367,0.1109529986658966,0.20084245302922926,0.10604267226527837,0.00950922667398583,1.2792483259196277,63.498873862162554,0.13549758722436706,0.43553834703087235,-56.872795525448836,-0.41917919478481624,-0.02871402043491687,0.1109529986658966,0.0967787279735367,0.20084245302922926,0.43553834703087235,0.13549758722436706
20,adam,20,21,0.02453720812791692,1,0.011905891427759966,0.0015808623957641204,0.02235324043692299,0.012526930836461074,1,160,,0,3.163056171485007e-09,-29.622608683008853,-0.5257491107701853,-0.06900210876221993,0.026,0.026000000000000006,0.3069720615539608,0.0235,0.02350000000000001,0.0095,0.009500000000000005,0.02,0.019999999999999997,0.09378512057108061,0.10911412111986224,0.20932900506509755,0.1047339702432768,0.009439763097289559,1.2663501484094413,60.30892131658578,0.14235057882037716,0.44159700268127,-29.622608683008853,-0.5257491107701853,-0.06900210876221993,0.10911412111986224,0.09378512057108061,0.20932900506509755,0.44159700268127,0.14235057882037716
21,adam,21,22,0.024291836046637753,1,0.0101947729400448,0.0010701129425874003,0.01251460109124864,0.011630576678204406,1,165,,0,2.937109278829709e-10,-38.034041275941036,-0.6582874545717051,-0.11350385733129638,0.031,0.03100000000000001,0.33352553337668855,0.0275,0.02750000000000001,0.0105,0.010499999999999999,0.024,0.024000000000000004,0.08823454580593618,0.10096916826459848,0.17475684782288714,0.0977355808599163,0.00877708754486637,1.1126237464787765,59.41365502007806,0.14805545450994145,0.446107106292446,-38.034041275941036,-0.6582874545717051,-0.11350385733129638,0.10096916826459848,0.08823454580593618,0.17475684782288714,0.446107106292446,0.14805545450994145
22,adam,22,23,0.024048917686171376,1,0.00883879078141707,0.004558232441005856,0.0954288051346248,0.010688909911847419,1,123,,0,9.881947841574832e-09,-21.169502907132415,-0.47802241065973733,-0.15979975583678113,0.0305,0.030500000000000013,0.27424148048949265,0.0295,0.02950000000000001,0.007,0.007000000000000001,0.0265,0.026500000000000003,0.08122352297885353,0.09401484341005452,0.16207342784536766,0.09181973496378931,0.008152435445540427,1.0376892161409694,55.40129790665003,0.15265521980826363,0.4491479329980874,-21.169502907132415,-0.47802241065973733,-0.15979975583678113,0.09401484341005452,0.08122352297885353,0.16207342784536766,0.4491479329980874,0.15265521980826363
23,adam,23,24,0.02380842850930966,1,0.008204922720538892,0.000697516373918957,0.011121189167138406,0.010133463697126895,1,102,,0,5.744055906914286e-10,-24.062820926915812,-0.27423507001429,-0.20684546596261322,0.0295,0.029500000000000012,0.2663745907432196,0.0295,0.029500000000000005,0.007,0.007000000000000005,0.026,0.026000000000000006,0.07670110005927773,0.09058102848024464,0.16633530392624343,0.08807771238911927,0.008544528991550863,1.0961543931844264,57.08128760309983,0.15651371476668713,0.4511952922320411,-24.062820926915812,-0.27423507001429,-0.20684546596261322,0.09058102848024464,0.07670110005927773,0.16633530392624343,0.4511952922320411,0.15651371476668713
24,adam,24,25,0.023570344224216562,1,0.007912710916829319,0.0005522316410878974,0.005917825895575489,0.009759125834006982,1,53,,0,4.5378103136147414e-10,-27.412412123820207,-0.2915764875002958,-0.25204618782769794,0.0305,0.030500000000000017,0.2543160342095208,0.0295,0.029500000000000005,0.006,0.006000000000000006,0.027,0.02700000000000001,0.07494041757836283,0.08895341992767518,0.17253045695391453,0.08646139567468886,0.008747324833712657,1.1150629949838697,58.8346369631236,0.16040814997866723,0.4535361287414193,-27.412412123820207,-0.2915764875002958,-0.25204618782769794,0.08895341992767518,0.07494041757836283,0.17253045695391453,0.4535361287414193,0.16040814997866723
25,adam,25,26,0.0233346407819744,1,0.008078961787138794,0.0011920668620184107,0.028145121561299755,0.00915930360857813,1,74,,0,8.112915734073302e-09,-21.810776747135673,-0.3525021111032308,-0.2962832218574085,0.031,0.03100000000000001,0.22861977433453723,0.029,0.029,0.007,0.007000000000000006,0.0265,0.026500000000000006,0.0759216611369189,0.08988304504821137,0.16668163283446547,0.08691526707715626,0.00895028319494677,1.0902172807491048,61.9434459407672,0.16429645944717483,0.45585491544528484,-21.810776747135673,-0.3525021111032308,-0.2962832218574085,0.08988304504821137,0.0759216611369189,0.16668163283446547,0.45585491544528484,0.16429645944717483
26,adam,26,27,0.023101294374154653,1,0.007693333926396469,0.0015761057090131264,0.04186159105314227,0.008527334314995364,1,78,,0,6.601695577181435e-09,-24.885736032031065,-0.3850071477854258,-0.33936544108744066,0.031,0.031000000000000014,0.22206414996907423,0.028,0.028000000000000004,0.005,0.005000000000000004,0.027,0.02700000000000001,0.07209273906700853,0.0877116521700308,0.1640937791972638,0.08492932331384218,0.009897086189511422,1.244567497723198,66.86282650986251,0.1679303826639598,0.45782202697018604,-24.885736032031065,-0.3850071477854258,-0.33936544108744066,0.0877116521700308,0.07209273906700853,0.1640937791972638,0.45782202697018604,0.1679303826639598
27,adam,27,28,0.022870281430413107,1,0.007479195957438106,0.0005310460393428087,0.005632109797768006,0.008099530445191575,1,49,,0,9.912255800921693e-09,-26.635114607313778,-0.3497979266053411,-0.38122545421946963,0.0305,0.030500000000000013,0.22680115577514562,0.028,0.028000000000000004,0.0035,0.0035000000000000027,0.0275,0.027500000000000007,0.07166089709002356,0.08648234477301195,0.1599885135572093,0.08401847006206609,0.009645945850515624,1.2006122570287965,66.34944951968102,0.17155837704029625,0.45985607365472625,-26.635114607313778,-0.3497979266053411,-0.38122545421946963,0.08648234477301195,0.07166089709002356,0.1599885135572093,0.45985607365472625,0.17155837704029625
28,adam,28,29,0.022641578616108975,1,0.00674501555975041,0.0005683850581866766,0.0081086650269396,0.007904307368493999,1,37,,0,3.751541286057178e-10,-26.376951712383157,-0.3618568895666616,-0.4215366896395968,0.0315,0.03150000000000001,0.21497471221426148,0.0295,0.029500000000000005,0.005,0.005000000000000005,0.028,0.028000000000000004,0.06876294060750046,0.08212804368637068,0.15918695394467114,0.07974727190787163,0.009147715785808181,1.1268964076554029,63.21383476938918,0.17522729171667836,0.46197833806912786,-26.376951712383157,-0.3618568895666616,-0.4215366896395968,0.08212804368637068,0.06876294060750046,0.15918695394467114,0.46197833806912786,0.17522729171667836
29,adam,29,30,0.022415162829947884,1,0.0061800676356847896,0.00040949617133637307,0.004368841807711508,0.00768804098307115,1,66,,0,3.431658694108155e-10,-26.074235995356464,-0.34122610976809575,-0.4593528298848148,0.0315,0.03150000000000001,0.20399241651388236,0.028,0.028000000000000004,0.0055,0.005500000000000005,0.027,0.027000000000000007,0.06452280744822439,0.07861340620838655,0.1575164015873032,0.07669172537229287,0.009313696984965257,1.141250122511005,65.20635840165464,0.17880453957107706,0.46389982300410804,-26.074235995356464,-0.34122610976809575,-0.4593528298848148,0.07861340620838655,0.06452280744822439,0.1575164015873032,0.46389982300410804,0.17880453957107706
30,adam,30,31,0.022191011201648406,1,0.005899859776569301,0.00038383376988673936,0.0028301006424747382,0.007377831270173446,1,50,,0,5.915843028187758e-11,-29.11985995070912,-0.29625966401053505,-0.49509449452823306,0.0325,0.03250000000000001,0.21778974955435199,0.029,0.02900000000000001,0.0055,0.005500000000000005,0.028,0.028000000000000008,0.06275263065651543,0.07681054469647576,0.15640755006163432,0.07504246831600941,0.009419685935592878,1.149910389198488,67.41697071279899,0.18233301752272255,0.4658351340670376,-29.11985995070912,-0.29625966401053505,-0.49509449452823306,0.07681054469647576,0.06275263065651543,0.15640755006163432,0.4658351340670376,0.18233301752272255
31,adam,31,32,0.021969101089631925,1,0.005893459193001734,0.0006044472077156308,0.00714690102665785,0.007189229814928137,1,53,,0,2.394728165618361e-10,-24.139864463022143,-0.2625978086837986,-0.5279148144533481,0.032,0.03200000000000001,0.1959953536200692,0.029,0.02900000000000001,0.004,0.0040000000000000036,0.0285,0.02850000000000001,0.0631032199094039,0.07676886864479464,0.15398390437212198,0.07494950837181706,0.009011387414043334,1.0965243843623766,62.57379049675006,0.18569104631519273,0.467844802832759,-24.139864463022143,-0.2625978086837986,-0.5279148144533481,0.07676886864479464,0.0631032199094039,0.15398390437212198,0.467844802832759,0.18569104631519273
32,adam,32,33,0.0217494100787356,1,0.005385243458676218,0.00039043283123658376,0.0036353613432768377,0.006747036280449705,1,23,,0,5.394767650680476e-09,-24.91551821607708,-0.27463284026052703,-0.5580355857092647,0.032,0.03200000000000001,0.18568580189118722,0.0285,0.028500000000000015,0.0045,0.004499999999999998,0.028,0.028000000000000014,0.06034039322524675,0.07338421804908886,0.14954767638542885,0.0715479530981361,0.009030126407758096,1.0959411719675969,62.46458991804968,0.18890378595833396,0.4697046758230508,-24.91551821607708,-0.27463284026052703,-0.5580355857092647,0.07338421804908886,0.06034039322524675,0.14954767638542885,0.4697046758230508,0.18890378595833396
33,adam,33,34,0.021531915977948245,1,0.0051610280134200565,0.00039353501739199836,0.003868385992788635,0.006531655688337513,1,19,,0,1.1916820403208829e-10,-25.548254058848787,-0.30399783998129587,-0.585546164619853,0.032,0.03200000000000001,0.1793867903084205,0.029,0.029000000000000012,0.005,0.0049999999999999975,0.028,0.028000000000000014,0.059655474844456824,0.07184029519301864,0.14448289742837728,0.06978454086609173,0.00913350364104638,1.1049735248914554,62.48430167002683,0.19201381152346558,0.4716266270111071,-25.548254058848787,-0.30399783998129587,-0.585546164619853,0.07184029519301864,0.059655474844456824,0.14448289742837728,0.4716266270111071,0.19201381152346558
34,adam,34,35,0.021316596818168762,1,0.004779598945261376,0.0002925818709206466,0.002986779918243378,0.006390656432125554,1,33,,0,3.469439350574604e-10,-26.318298381910974,-0.2822392924041384,-0.6106366109170469,0.032,0.03200000000000001,0.18485067326459015,0.029,0.029,0.004,0.004000000000000002,0.0285,0.028500000000000004,0.05717773503667374,0.06913464359683483,0.14052234205634062,0.06697855377226179,0.009303994269744131,1.1236079013256746,63.07478732187955,0.19478696547280358,0.4735132946475929,-26.318298381910974,-0.2822392924041384,-0.6106366109170469,0.06913464359683483,0.05717773503667374,0.14052234205634062,0.4735132946475929,0.19478696547280358
35,adam,35,36,0.021103430849987073,1,0.004541011875989043,0.00030330005457927594,0.0029507862459319458,0.006227110013089634,1,11,,0,1.9929073325346093e-10,-30.515755036846777,-0.2684816585925623,-0.6334515081241506,0.0325,0.03250000000000001,0.18456443109480603,0.029,0.029,0.0035,0.003500000000000001,0.029,0.029,0.05550192583761534,0.0673870304731485,0.13800346748204745,0.06527556786878602,0.009347708444927747,1.1277069624315263,63.43852071923434,0.19746768464016043,0.4755341668336199,-30.515755036846777,-0.2684816585925623,-0.6334515081241506,0.0673870304731485,0.05550192583761534,0.13800346748204745,0.4755341668336199,0.19746768464016043
36,adam,36,37,0.020892396541487203,1,0.004347020914904217,0.0002735149709320507,0.003948710562902548,0.006041439799668493,1,18,,0,2.6865820955708894e-09,-26.610500726214244,-0.2692940711788382,-0.6542833264642958,0.0325,0.03250000000000001,0.1796026635741373,0.029,0.029,0.0035,0.003500000000000001,0.029,0.029,0.05458852578999084,0.06593194153749923,0.1384037911169826,0.06374765804722772,0.009456956387922166,1.1428595875270005,64.625992841654,0.20005416127704298,0.4776860751486174,-26.610500726214244,-0.2692940711788382,-0.6542833264642958,0.06593194153749923,0.05458852578999084,0.1384037911169826,0.4776860751486174,0.20005416127704298
37,adam,37,38,0.02068347257607233,1,0.004136551161541831,0.0003709268889297876,0.007097954145935813,0.005759923851861811,1,13,,0,5.452376393489337e-10,-25.470251071110173,-0.28431359185764554,-0.6733711263263028,0.0325,0.03250000000000001,0.175497566699171,0.029,0.029,0.0035,0.003500000000000001,0.029,0.029,0.053278655712932894,0.06431602569765821,0.13280847395978992,0.062008258683272914,0.009391200768202313,1.1440140897794402,64.19328327353112,0.2024774659479285,0.47980727383985666,-25.470251071110173,-0.28431359185764554,-0.6733711263263028,0.06431602569765821,0.053278655712932894,0.13280847395978992,0.47980727383985666,0.2024774659479285
38,adam,38,39,0.020476637850311608,1,0.00395570496556706,0.0002595063431929673,0.003054325344840976,0.005491567489196044,1,22,,0,1.3600546919018636e-12,-26.698973880787435,-0.20742327385115028,-0.6907034414515286,0.032,0.03200000000000001,0.17412566861162873,0.0295,0.02950000000000001,0.0035,0.003500000000000001,0.029,0.029,0.05234162791478988,0.06289439534304357,0.12921301524921716,0.06031358180568185,0.009539262372495487,1.155298766869244,65.29951579637007,0.20471051557108458,0.4817942139334579,-26.698973880787435,-0.20742327385115028,-0.6907034414515286,0.06289439534304357,0.05234162791478988,0.12921301524921716,0.4817942139334579,0.20471051557108458
39,adam,39,40,0.020271871471808492,1,0.0037948828684012427,0.00038387981990352886,0.003999949784380518,0.005192027297119943,1,13,,0,7.581854020861113e-10,-29.1473095126853,-0.2105074320050226,-0.7065759142881649,0.032,0.03200000000000001,0.1759081196749581,0.0295,0.02950000000000001,0.0035,0.003500000000000001,0.029,0.029,0.051750776729315495,0.061602620629330716,0.11911061537785936,0.05895683308923285,0.009418368894799365,1.1291137420890585,64.76911588716906,0.20683969186207346,0.4835671498244764,-29.1473095126853,-0.2105074320050226,-0.7065759142881649,0.061602620629330716,0.051750776729315495,0.11911061537785936,0.4835671498244764,0.20683969186207346
40,adam,40,41,0.020069152757090408,1,0.0035481663661229273,0.0003079211038942154,0.0029449123800665486,0.005118831379377165,1,15,,0,2.067997679866103e-10,-29.475435259729455,-0.21043525495577844,-0.7211217073315174,0.0325,0.03250000000000001,0.18104848324416736,0.0295,0.02950000000000001,0.004,0.004000000000000002,0.029,0.029,0.04996082331364626,0.059566486937899295,0.11579956265977172,0.05693682469961875,0.009444015873587897,1.1317928712039633,64.97516787851363,0.20874019985345676,0.48516169075103,-29.475435259729455,-0.21043525495577844,-0.7211217073315174,0.059566486937899295,0.04996082331364626,0.11579956265977172,0.48516169075103,0.20874019985345676
41,adam,41,42,0.019868461229519505,1,0.003346213095675477,0.0007979354494033198,0.014271890177015679,0.004884917631850948,1,11,,0,2.5020761697910503e-09,-29.397975038901524,-0.20797903753364294,-0.7338594034298828,0.0315,0.031500000000000014,0.17653669481145995,0.0295,0.02950000000000001,0.003,0.003000000000000001,0.029,0.029,0.048560404764846285,0.05784646139285857,0.11600250622249317,0.05502905274109044,0.009329833910183136,1.1195532139943536,63.83068467269446,0.21013563790860068,0.48646338346745643,-29.397975038901524,-0.20797903753364294,-0.7338594034298828,0.05784646139285857,0.048560404764846285,0.11600250622249317,0.48646338346745643,0.21013563790860068
42,adam,42,43,0.019669776617224306,1,0.0032388039589427175,0.00021895807897237397,0.0019019670397161532,0.004883154308461436,1,16,,0,2.9087354420372717e-10,-34.20869021822938,-0.20706222899853238,-0.7450162788856899,0.032,0.03200000000000001,0.18419761936822487,0.03,0.03000000000000001,0.003,0.003000000000000001,0.0295,0.02950000000000001,0.0476021689298564,0.05691049076350262,0.1148328274709977,0.05404623444661027,0.00937643875838976,1.1174162442751134,63.842115277289246,0.21129779059830628,0.48766804652439205,-34.20869021822938,-0.20706222899853238,-0.7450162788856899,0.05691049076350262,0.0476021689298564,0.1148328274709977,0.48766804652439205,0.21129779059830628
