step,objective,mae,rmse,linf,grad_norm,learning_rate,worst_point_index,worst_point_ties,bump_highpass_rms,bump_laplacian_rms,bump_peak_to_valley,control_0,control_1,control_2,control_3,control_4,control_5,control_6,control_7,control_8,control_9,control_10,control_11,control_12,control_13,control_14,control_15,control_16,control_17,control_18,control_19,control_20,control_21,control_22,control_23,control_24
10,0.02739131638711955,0.0060845728901117715,0.009145288875829839,0.02739131638711955,0.005642284181909674,0.0599410978435839,960,1,0.00281004609046383,0.6413220937774581,0.019018456437613948,2.0282043231100403e-10,2.2439419941382652e-05,0.04272733952456655,0.011252670143572917,4.705499259819865e-07,3.135541910312632e-05,0.49224100057402903,0.44231618912445936,0.40807587401118006,0.011252670143572965,0.06099434659527937,0.43908140027264986,0.4806174733150257,0.44231618912445936,0.04272733952456677,0.017100347474634812,0.39467269267616106,0.43908140027264986,0.4922410005740291,2.2439419941382757e-05,7.182943546412147e-07,0.017100347474634875,0.060994346595279664,3.135541910312647e-05,2.0282043231100558e-10
11,0.027075238873771203,0.005814208946288358,0.008811852600099113,0.027075238873771203,0.005642284181909674,0.05992873331488256,960,1,0.0030602470681570498,0.6999568872044072,0.020533142515563572,2.1857512644455946e-10,2.5432405861368002e-05,0.05330785967835495,0.015119620471473128,6.411820302454958e-07,3.483552742971907e-05,0.5311067572650554,0.4874417750593276,0.45033895700727306,0.015119620471473194,0.07169454588553296,0.48044668664219303,0.5158094470308312,0.4874417750593276,0.05330785967835522,0.020806845920112282,0.43450275889444007,0.48044668664219303,0.5311067572650555,2.543240586136812e-05,8.802489420552666e-07,0.02080684592011236,0.07169454588553331,3.483552742971923e-05,2.185751264445611e-10
12,0.026749462058595706,0.005561070845923955,0.008497847733942715,0.026749462058595706,0.005642284181909674,0.05991519317277932,960,1,0.003309682554159494,0.7584480048448067,0.022011538639454167,2.337820828927787e-10,2.801496965866065e-05,0.06250826128638882,0.018460308510016628,7.880047254529985e-07,3.870288351701454e-05,0.5689701060959919,0.528008966154393,0.48833126528006043,0.018460308510016708,0.08439470766605017,0.5265614230058809,0.5499285709677473,0.528008966154393,0.06250826128638913,0.02543567253555561,0.47988584757365976,0.5265614230058809,0.568970106095992,2.801496965866078e-05,1.0855894728472205e-06,0.025435672535555703,0.08439470766605058,3.870288351701472e-05,2.3378208289278047e-10
13,0.026452015101693923,0.005326465211362138,0.008207057114021863,0.026452015101693923,0.005642284181909674,0.05990047795181578,720,1,0.0035578064312510134,0.8166257599943659,0.023459335397401807,2.4853484247838456e-10,3.0257686622524366e-05,0.07054827229225397,0.02136267016013586,9.151124656046508e-07,4.289054741626559e-05,0.6060102648004992,0.5645736700922578,0.5225736014404153,0.021362670160135953,0.09869991686227471,0.5762582938712666,0.583161019315154,0.5645736700922578,0.07054827229225431,0.03081692772625776,0.5293501982843747,0.5762582938712666,0.6060102648004995,3.0257686622524505e-05,1.3268288371712483e-06,0.030816927726257874,0.09869991686227518,4.289054741626579e-05,2.485348424783865e-10
14,0.02614586820083863,0.0051123993717787294,0.007936722552480601,0.02614586820083863,0.005642284181909674,0.05988458823292369,720,1,0.003808183049285985,0.8752971378878345,0.02488416063552551,2.6290661372122023e-10,3.302088242677413e-05,0.08093335761735163,0.02524231091664728,1.0870763963167675e-06,4.6541042867861855e-05,0.6423729822484947,0.6072735695802942,0.5638335408037315,0.025242310916647387,0.11128036673927287,0.6211455279627521,0.6156599097561217,0.6072735695802942,0.08093335761735203,0.03551809179223865,0.5740261458247321,0.621145527962752,0.6423729822484949,3.3020882426774276e-05,1.5367369362997442e-06,0.03551809179223878,0.1112803667392734,4.654104286786208e-05,2.6290661372122224e-10
15,0.02582813556944519,0.004936630801294193,0.007691481727093803,0.02582813556944519,0.005642284181909674,0.05986752464340193,720,1,0.00405875629555792,0.9339844843820178,0.026289040953875378,2.7695568389549334e-10,3.6223633227378704e-05,0.09322685022463262,0.02993521722656399,1.2969263555059176e-06,4.973750774300296e-05,0.6781783424139309,0.6545724138551906,0.6102347512487684,0.029935217226564115,0.12238036247810427,0.6617579264072095,0.6475528554851888,0.6545724138551906,0.09322685022463309,0.039641039706282216,0.6144461105393612,0.6617579264072094,0.6781783424139312,3.6223633227378866e-05,1.720163231169696e-06,0.03964103970628237,0.12238036247810485,4.9737507743003195e-05,2.7695568389549546e-10
16,0.02552438910112686,0.004798059265490244,0.00747532563895625,0.02552438910112686,0.005642284181909674,0.0598492878568918,960,1,0.0043088168536010675,0.9925047373293879,0.027676859883766104,2.9072914056910676e-10,3.980048023069804e-05,0.10709684989394438,0.03531208186747907,1.5390244123696192e-06,5.254716869529173e-05,0.7135263492780307,0.7054351134426234,0.6605654663481406,0.035312081867479216,0.13220136683857736,0.6985537463764,0.6789473830404279,0.7054351134426234,0.10709684989394493,0.04326877652363382,0.6510663095786023,0.6985537463763999,0.7135263492780309,3.980048023069822e-05,1.8810290621737697e-06,0.043268776523633985,0.13220136683857797,5.254716869529198e-05,2.90729140569109e-10
17,0.025227721186749947,0.004691941253714359,0.0072896821100588835,0.025227721186749947,0.005642284181909674,0.05982987859335041,960,1,0.004560156251162313,1.0512863969741282,0.029051718908824093,3.0426549992234965e-10,4.295329334518334e-05,0.1193998372182256,0.040057548016753305,1.7520021705630787e-06,5.576957613476305e-05,0.7485010220499109,0.7515697145717427,0.7062163092447772,0.04005754801675347,0.14388537452487718,0.7405696829300688,0.7099349153575082,0.7515697145717427,0.1193998372182262,0.04770156355699431,0.6933927133558151,0.7405696829300686,0.7485010220499112,4.295329334518353e-05,2.0792955541557633e-06,0.04770156355699449,0.14388537452487785,5.576957613476331e-05,3.04265499922352e-10
18,0.024919496019965987,0.004596635447463009,0.007137412404805494,0.024919496019965987,0.005642284181909674,0.05980929761902224,960,1,0.00481134472197717,1.1100117952008393,0.03041542713727765,3.1759660623660063e-10,4.574031976683894e-05,0.13033487763542503,0.04425577767660321,1.939860014693132e-06,5.934764393578559e-05,0.7831734625628833,0.7934543622046241,0.7476605319415803,0.04425577767660339,0.15713710260463845,0.7867422733950609,0.7405937635110434,0.7934543622046241,0.13033487763542567,0.052820923791165465,0.7401830463876689,0.7867422733950608,0.7831734625628837,4.5740319766839146e-05,2.3097957329603538e-06,0.052820923791165666,0.1571371026046392,5.934764393578588e-05,3.1759660623660306e-10
19,0.024617199133921686,0.004508687706834342,0.007021119590247195,0.024617199133921686,0.005642284181909674,0.059787545746408925,720,1,0.00506180362411767,1.1685417622886605,0.031782530087078396,3.3074903268297054e-10,4.821023458256632e-05,0.14007094539500242,0.04797754386198774,2.105940920818834e-06,6.323364740714789e-05,0.8176041963486529,0.8315090724960325,0.7853138523630115,0.04797754386198794,0.1717185072460716,0.8362779763396676,0.7709914170089024,0.8315090724960325,0.14007094539500312,0.058529461121219074,0.7905379480118602,0.8362779763396675,0.8176041963486533,4.8210234582566535e-05,2.5682102343066987e-06,0.058529461121219296,0.1717185072460724,6.32336474071482e-05,3.307490326829731e-10
20,0.024321015131564393,0.004439122183015879,0.0069410987882850455,0.024321015131564393,0.005642284181909674,0.05976462383423716,720,1,0.0053139208361097975,1.2274009809162134,0.033160712180739224,3.4374513298545887e-10,5.110953213374266e-05,0.15162483944875763,0.052453102973031095,2.306836375150578e-06,6.668189165518263e-05,0.8518449895108845,0.874736376439476,0.8284644234894671,0.05245310297303131,0.18473277490898316,0.8813108338490598,0.8011863271971624,0.874736376439476,0.15162483944875838,0.06360100995396958,0.8363144366961305,0.8813108338490597,0.8518449895108849,5.110953213374289e-05,2.797123491731844e-06,0.06360100995396983,0.18473277490898402,6.668189165518296e-05,3.437451329854615e-10
21,0.02401233593302743,0.004395298386769457,0.006898992465632288,0.02401233593302743,0.005642284181909674,0.05974053278742476,720,1,0.005566379899123519,1.2863012756208958,0.034502861716969195,3.566038436667206e-10,5.4383664553225665e-05,0.16472854782404006,0.05758057290996969,2.538125989640683e-06,6.974756529159837e-05,0.8859402801033328,0.9221324990398886,0.8760043801816169,0.05758057290996993,0.1963627630846137,0.9222699599321333,0.8312293174433084,0.9221324990398886,0.16472854782404087,0.06811355059948063,0.8779488154577351,0.9222699599321333,0.8859402801033333,5.438366455322591e-05,3.0002550549975644e-06,0.0681135505994809,0.1963627630846146,6.974756529159872e-05,3.5660384366672336e-10
22,0.02373503619320111,0.004378921784045176,0.006895977793516826,0.02373503619320111,0.005642284181909674,0.05971527355704503,960,1,0.005818581852223192,1.3451035802445805,0.03588088631725139,3.6934130485245493e-10,5.798602509364639e-05,0.1791612377153922,0.06327417728784779,2.7960329713692647e-06,7.247780498019056e-05,0.9199283211946856,0.9729319942672889,0.9271023493222342,0.06327417728784804,0.20676690015252233,0.9595381096474669,0.8611647138492236,0.9729319942672889,0.17916123771539308,0.07213406336091584,0.9158302515627348,0.9595381096474669,0.919928321194686,5.7986025093646647e-05,3.180781792739424e-06,0.07213406336091613,0.20676690015252328,7.247780498019092e-05,3.693413048524577e-10
23,0.02399964322819509,0.004391057546895351,0.006932278160447449,0.02399964322819509,0.0400005173875819,0.05968884714028912,520,1,0.006044330222184918,1.3974438996713086,0.03750691192250876,3.819713469166905e-10,6.119741654869325e-05,0.19208583218928468,0.06835351608942819,3.0255440934978714e-06,7.559224248169906e-05,0.9538421049844481,1.0,0.9736079688823464,0.06835351608942847,0.21880011302411426,1.0,0.891031263473291,1.0,0.19208583218928565,0.07684195954069632,0.9587420885519466,1.0,0.9538421049844485,6.119741654869352e-05,3.393200391943624e-06,0.07684195954069664,0.21880011302411526,7.559224248169945e-05,3.819713469166934e-10
24,0.024971090679673222,0.004425491994652848,0.006958848838483464,0.024971090679673222,0.0400005173875819,0.05966125458042672,1160,1,0.006124680235441572,1.4116831453802368,0.03834470314375511,3.932026026082826e-10,6.39483237898204e-05,0.17037426966414793,0.03677220534426,0.0,7.836701595828662e-05,0.9846387492379571,1.0,0.9432118694225047,0.036772205344260275,0.22958630388240286,1.0,0.9182195943733237,1.0,0.17037426966414884,0.08104622974276607,0.9978059071011733,1.0,0.9846387492379576,6.394832378982067e-05,3.582452104393262e-06,0.0810462297427664,0.22958630388240392,7.836701595828702e-05,3.9320260260828555e-10
25,0.02503641766795317,0.004463844549486948,0.00694438495446393,0.02503641766795317,0.0400005173875819,0.05963249696676485,1176,2,0.006133459412047641,1.4076811845846704,0.03881343948986923,4.031981059795079e-10,6.640173235161338e-05,0.15069090942997942,0.008018498122297622,0.0,8.07324643561171e-05,1.0,1.0,0.9155370541732815,0.008018498122297893,0.20722406169928193,1.0,0.942973793685966,1.0,0.15069090942998029,0.04911333953013716,0.9668725048814836,1.0,1.0,6.640173235161367e-05,0.0,0.049113339530137495,0.20722406169928295,8.073246435611752e-05,4.0319810597951094e-10
26,0.025036412427440972,0.004489742322932601,0.00689902820158514,0.025036412427440972,0.0400005173875819,0.05960257543460484,504,1,0.006085669264622053,1.3944462986841561,0.0388557661750009,4.121207134406381e-10,6.859180017691245e-05,0.1328426223749983,0.0,0.0,8.284401393952241e-05,1.0,1.0,0.8903372250250519,0.0,0.18694658767672706,1.0,0.96551416947264,1.0,0.11806519183582116,0.020036447895630534,0.9387055074194148,1.0,0.9676954618021161,0.0,0.0,0.02003644785596027,0.1727660560744563,0.0,0.0
27,0.02372959758474029,0.004510217447291555,0.006848228749222603,0.02372959758474029,0.0400005173875819,0.05957149116519758,504,1,0.00601494256500641,1.37727695904568,0.03779516269497959,0.0,0.0,0.10129960451880397,0.0,0.0,0.0,0.967330426662999,1.0,0.8673896434829894,0.0,0.15374117790262048,1.0,0.9860399562709479,1.0,0.08844700953865314,0.0,0.9130559497484894,1.0,0.9382781582238966,0.0,0.0,0.0,0.14148445727495956,0.0,0.0
28,0.022916048263548497,0.004535654398873368,0.006809431703191773,0.022916048263548497,0.005642284181909674,0.05953924538569677,720,1,0.005938536195555832,1.359133867680217,0.03635521125662047,0.0,0.0,0.06077015165241594,0.0,0.0,0.0,0.9229305343362512,1.0,0.8464925425878843,0.0,0.11194161267378125,1.0,1.0,1.0,0.061556801136189256,0.0,0.8896983077433154,1.0,0.9114894371758915,0.0,0.0,0.0,0.11308401052742265,0.0,0.0
29,0.02292306446902933,0.0045898187489911485,0.006803871311172286,0.02292306446902933,0.005642284181909674,0.05950583936911058,720,1,0.0058736644635068195,1.3417060683852036,0.036433847239727084,0.0,0.0,0.024498428871674104,0.0,0.0,0.0,0.882498431425951,1.0,0.8277773998010528,0.0,0.07397232508252452,1.0,1.0,1.0,0.03778626529671509,0.0,0.8684280041737273,1.0,0.8870947073600111,0.0,0.0,0.0,0.08729806450216618,0.0,0.0
30,0.022929334178454473,0.004648952016013503,0.006807913332906363,0.022929334178454473,0.005642284181909674,0.05947127443425135,720,1,0.005819557742815332,1.3267480091926314,0.03652998784555947,0.0,0.0,0.0,0.0,0.0,0.0,0.845680942579594,1.0,0.8110534691671432,0.0,0.03948202676335147,1.0,1.0,1.0,0.016852659098463167,0.0,0.8490592436024987,1.0,0.8648808783825035,0.0,0.0,0.0,0.06388548979835308,0.0,0.0
31,0.022934922323365855,0.00469095380034456,0.006809393007567141,0.022934922323365855,0.005642284181909674,0.05943555194568351,720,1,0.005769352778471426,1.3138185544284626,0.036565042008775236,0.0,0.0,0.0,0.0,0.0,0.0,0.8121569990957062,1.0,0.7961473049187208,0.0,0.008152493547338803,1.0,1.0,1.0,0.0,0.0,0.8314231209855703,1.0,0.8446542315820679,0.0,0.0,0.0,0.04262800295495622,0.0,0.0
32,0.02294036318434615,0.0047056771813191,0.006800055862181077,0.02294036318434615,0.005642284181909688,0.059398673313669756,714,1,0.005718172473782599,1.3025510155339188,0.03660102766584569,0.0,0.0,0.0,0.0,0.0,0.0,0.7816344798662802,1.0,0.7829010594332264,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8153659597818028,1.0,0.8262385139941788,0.0,0.0,0.0,0.023327821884951777,0.0,0.0
33,0.022950689622863292,0.0047146175604723325,0.0067921305201383885,0.022950689622863292,0.005642284181909688,0.05936063999411533,714,1,0.005671991604237317,1.2925796964525802,0.03663323794355022,0.0,0.0,0.0,0.0,0.0,0.0,0.7540800235870845,1.0,0.770841983478806,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8007478828453448,1.0,0.8094732161900194,0.0,0.0,0.0,0.005805603337319169,0.0,0.0
34,0.022960001397581233,0.004715641662624203,0.006783254152267454,0.022960001397581233,0.005642284181909688,0.05932145348851057,714,1,0.005629184352433411,1.283738870133366,0.03666535320577052,0.0,0.0,0.0,0.0,0.0,0.0,0.7292330628756,1.0,0.7598649286881565,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.7874414294745188,1.0,0.7942121588773926,0.0,0.0,0.0,0.0,0.0,0.0
35,0.022968387513234656,0.004712891891015975,0.006774933346684451,0.022968387513234656,0.005642284181909688,0.0592811153438716,714,1,0.005590209710588015,1.2758619426692976,0.03669579083465991,0.0,0.0,0.0,0.0,0.0,0.0,0.7068561006591151,1.0,0.7498740667736803,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.7753304367561334,1.0,0.7803221197261466,0.0,0.0,0.0,0.0,0.0,0.0
36,0.02297592912319253,0.004710682143649308,0.006769248002699576,0.02297592912319253,0.005642284181909688,0.05923962715267932,714,1,0.005555887182130894,1.268832308156003,0.03672297243865542,0.0,0.0,0.0,0.0,0.0,0.0,0.6867325901676181,1.0,0.7407820330814973,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.7643090013827594,1.0,0.7676816427196712,0.0,0.0,0.0,0.0,0.0,0.0
37,0.022982700242466285,0.004708694550037909,0.006765610745946216,0.022982700242466285,0.005642284181909688,0.059196990552816464,714,1,0.00552562921737851,1.2625558039542084,0.0367471817955974,0.0,0.0,0.0,0.0,0.0,0.0,0.6686650323680918,1.0,0.7325091579834684,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.7542805479471293,1.0,0.756179969620572,0.0,0.0,0.0,0.0,0.0,0.0
38,0.022988768389473092,0.004706896494269388,0.00676354550549543,0.022988768389473092,0.005642284181909688,0.059153207227503,714,1,0.005498926348572507,1.2569495090794998,0.03676867779331864,0.0,0.0,0.0,0.0,0.0,0.0,0.6524732635066287,1.0,0.7249827750647201,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.7451569903279449,1.0,0.7457160781990007,0.0,0.0,0.0,0.0,0.0,0.0
39,0.02299419516516874,0.004706215045700723,0.006762668383864018,0.02299419516516874,0.005642284181909688,0.05910827890522964,714,1,0.005475336911634229,1.2519403465004515,0.03678769664842582,0.0,0.0,0.0,0.0,0.0,0.0,0.6379929097711449,1.0,0.718136596820336,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.7368579749102108,1.0,0.7361978143135955,0.0,0.0,0.0,0.0,0.0,0.0
40,0.022999036776844776,0.00470575956291196,0.0067626714950406374,0.022999036776844776,0.005642284181909688,0.059062207359689624,714,1,0.005454477990384838,1.2474638563022413,0.036804453913068094,0.0,0.0,0.0,0.0,0.0,0.0,0.6250739896097594,1.0,0.7119101499980468,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.7293101961083698,1.0,0.7275411069134929,0.0,0.0,0.0,0.0,0.0,0.0
41,0.023003344512808485,0.004705990873449908,0.006763309392261161,0.023003344512808485,0.005642284181909688,0.05901499440970867,714,1,0.0054360174811208545,1.2434631212969105,0.03681914629351818,0.0,0.0,0.0,0.0,0.0,0.0,0.6135796471118802,1.0,0.7062482638841124,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.7224467760671092,1.0,0.7196692566430355,0.0,0.0,0.0,0.0,0.0,0.0
42,0.023007165173281004,0.004706651304321785,0.0067643877283382215,0.023007165173281004,0.005642284181909688,0.0589666419191732,714,1,0.005419667171144631,1.2398878278952965,0.03683195330100836,0.0,0.0,0.0,0.0,0.0,0.0,0.6033850022150181,1.0,0.7011006057814483,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.7162067015685432,1.0,0.7125122900540899,0.0,0.0,0.0,0.0,0.0,0.0
43,0.023010541462120504,0.004707364023021753,0.006765753822338003,0.023010541462120504,0.005642284181909688,0.05891715179695677,714,1,0.005405176725321516,1.2366934464136328,0.03684303875247205,0.0,0.0,0.0,0.0,0.0,0.0,0.5943761054447888,1.0,0.6964212587145996,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.7105343121267278,1.0,0.7060063725229846,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0230267269795724,0.004707987785707855,0.006767288841699513,0.0230267269795724,0.0033823886859729612,0.058866525996844644,672,1,0.005392328478613621,1.2338405164001753,0.036852552136523616,0.0,0.0,0.0,0.0,0.0,0.0,0.5864489865101378,1.0,0.6921683370484385,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.7053788340411411,1.0,0.7000932738758692,0.0,0.0,0.0,0.0,0.0,0.0
45,0.02303943278431709,0.004708544455829366,0.0067685532835933485,0.02303943278431709,0.0033823886859729612,0.058814766517456735,672,1,0.0053815003114564145,1.2314367457941677,0.03685775902795592,0.0,0.0,0.0,0.0,0.0,0.0,0.5808417414071653,1.0,0.6883036064507391,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.7006939260494074,1.0,0.6947198814688434,0.0,0.0,0.0,0.0,0.0,0.0
46,0.023047332219134742,0.0047072981702147715,0.006768478553220861,0.023047332219134742,0.0033823886859729612,0.05876187540216865,672,1,0.0053719391793817725,1.2294370274652138,0.03685581470601839,0.0,0.0,0.0013593417563078558,0.0,0.0,0.0,0.5773556084575006,1.0,0.6847922265357155,0.0,0.0006498287248385057,1.0,1.0,1.0,0.0,0.0,0.696437354174209,1.0,0.689837756182257,0.0,0.0,0.0,0.0,0.0,0.0
47,0.02305083598033495,0.004702586209601199,0.0067658832396009635,0.02305083598033495,0.0033823886859729612,0.058707854739031076,672,1,0.0053628564732618525,1.2278052521149836,0.036845142340114226,0.0,0.0,0.004882523744115765,0.0,0.0,0.0,0.5758093168156687,1.0,0.6816024269217609,0.0,0.0035317513780137874,1.0,1.0,1.0,0.0,0.0,0.6925706059382791,1.0,0.6854027271720771,0.0,0.0,0.0,0.0,0.0,0.0
48,0.023050318656290817,0.0046947176888355755,0.0067610367014277325,0.023050318656290817,0.0033823886859729612,0.058652706660687275,672,1,0.005354245622930421,1.2265141694621933,0.03682650557964015,0.0,0.0,0.01037558281781294,0.0,0.0,0.0,0.5760375582474008,1.0,0.6787052410815201,0.0,0.008445385368035407,1.0,1.0,1.0,0.0,0.0,0.689058567733903,1.0,0.6813745218373929,0.0,0.0,0.0,0.0,0.0,0.0
49,0.023046121825091078,0.00468397353863315,0.006754253574027846,0.023046121825091078,0.0033823886859729612,0.05859643334428896,672,1,0.005346144965318196,1.2255445694997047,0.03680059925336981,0.0,0.0,0.017662298854063094,0.0,0.0,0.0,0.5778895921538079,1.0,0.6760742631992873,0.0,0.015208687209629743,1.0,1.0,1.0,0.0,0.0,0.685869230082207,1.0,0.6777164277753713,0.0,0.0,0.0,0.0,0.0,0.0
