candidate,display_name,origin,young_min_scale,prestrain_gain,step,target/error_rms_fraction_of_target,target/error_rms_m,target/error_rms_mm,bumpiness/contraction_target_relative_dihedral_rms_rad,bumpiness/contraction_target_relative_dihedral_rms_deg,bumpiness/displacement_laplacian_rms_m,bumpiness/displacement_laplacian_rms_mm,warning/inverted_tets,warning/inverted_tet_fraction,warning/detF_min,warning/skin_folded_triangles,warning/skin_folded_triangle_fraction,warning/skin_signed_normal_ratio_min,warning/has_inversion_or_fold,warning/text,warning/policy
e100-p200,prestrain only,new-2026-08-18,1.0,2.0,38,0.5887795444132851,0.003126501257872058,3.126501257872058,0.07299716070781155,4.182429224995807,7.660258221093212e-05,0.07660258221093212,22,1.9188551063787104e-05,-0.7320522774896772,117,0.0009128358767905627,-0.6971499758477854,True,22 inverted tets; 117 folded triangles,visual-review-only; not an eligibility gate
e100-p200,prestrain only,new-2026-08-18,1.0,2.0,39,0.5863412120832948,0.0031135533741197085,3.1135533741197086,0.07316672945940134,4.1921447987992035,7.66236600590458e-05,0.0766236600590458,23,2.006075793032288e-05,-0.7278902146496369,118,0.0009206378928315077,-0.713353986610937,True,23 inverted tets; 118 folded triangles,visual-review-only; not an eligibility gate
e100-p200,prestrain only,new-2026-08-18,1.0,2.0,40,0.5836975224320865,0.00309951501443423,3.09951501443423,0.073535217760528,4.213257623253708,7.690135703813253e-05,0.07690135703813253,24,2.093296479685866e-05,-0.7122200819658656,120,0.0009362419249133976,-0.7309220237854083,True,24 inverted tets; 120 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,0,1.0,0.005310139062299789,5.310139062299789,0.05045580604700007,2.8909047384237616,3.363759835143948e-21,3.363759835143948e-18,0,0.0,1.0,0,0.0,0.9999999999999996,False,none,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,1,0.9780379671833549,0.005193517613952612,5.193517613952611,0.050407670345235,2.888146765868723,1.0117663237873147e-05,0.010117663237873147,0,0.0,0.8793781256065043,0,0.0,0.798459546628625,False,none,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,2,0.9556502039779685,0.005074635478038172,5.0746354780381715,0.05163386754012249,2.9584026899865563,1.995601616681632e-05,0.019956016166816318,0,0.0,0.7478215160441525,0,0.0,0.7036461867822872,False,none,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,3,0.9327301278099661,0.004952926686267576,4.952926686267576,0.05437096726175079,3.1152269521422906,2.99951042953131e-05,0.029995104295313102,0,0.0,0.4485578513980382,0,0.0,0.6120746142159402,False,none,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,4,0.909853226805829,0.004831447160621142,4.831447160621142,0.05857260638570862,3.3559631409821185,4.0542027713794136e-05,0.040542027713794136,0,0.0,0.2736042826212854,0,0.0,0.4520471860985052,False,none,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,5,0.8878055922887186,0.0047143711553405245,4.714371155340524,0.06346478370602135,3.636264254065659,5.0525742589080716e-05,0.05052574258908071,0,0.0,0.1760884265317104,0,0.0,0.2810318701149335,False,none,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,6,0.8667440610842074,0.004602531495779604,4.602531495779604,0.06851856363523381,3.925824514597457,5.931024427514275e-05,0.05931024427514275,3,2.6166205996073323e-06,-0.37416416782175677,1,7.80201604094498e-06,-0.08512354004124957,True,3 inverted tets; 1 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,7,0.8465232397661392,0.004495156122626746,4.495156122626746,0.07351599761407729,4.212156389980459,6.650490264025314e-05,0.06650490264025313,6,5.233241199214665e-06,-0.314117764784241,1,7.80201604094498e-06,-0.06568231488280783,True,6 inverted tets; 1 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,8,0.8277672237049785,0.0043955590690872536,4.395559069087254,0.0782592980619215,4.483927486604445,7.244267789862109e-05,0.07244267789862109,5,4.3610343326788875e-06,-0.36897577042249047,2,1.560403208188996e-05,-0.5711216822946911,True,5 inverted tets; 2 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,9,0.8100621488981208,0.004301542659754419,4.301542659754419,0.08294170717325476,4.752209766637443,7.788845898611279e-05,0.07788845898611278,4,3.48882746614311e-06,-0.3767840213870776,3,2.340604812283494e-05,-0.5592456270945646,True,4 inverted tets; 3 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,10,0.7931702581873875,0.004211844371055255,4.211844371055255,0.08723481637145944,4.998186804683364,8.190129557468227e-05,0.08190129557468227,4,3.48882746614311e-06,-0.34561339955602954,5,3.90100802047249e-05,-0.5071522141184858,True,4 inverted tets; 5 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,11,0.7780007234928065,0.0041312920323166484,4.131292032316648,0.09181010366181745,5.260331456480725,8.523903112292551e-05,0.08523903112292551,4,3.48882746614311e-06,-0.2755877268103431,12,9.362419249133976e-05,-0.40629522334121104,True,4 inverted tets; 12 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,12,0.7632029790362778,0.004052713951444105,4.0527139514441055,0.09678557264090736,5.545404830080841,8.853391471752005e-05,0.08853391471752005,4,3.48882746614311e-06,-0.2272580522840584,25,0.00019505040102362452,-0.3438506867056191,True,4 inverted tets; 25 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,13,0.7501236894905607,0.003983261105120264,3.983261105120264,0.10097896282432936,5.785668389442511,9.1076369163046e-05,0.09107636916304601,5,4.3610343326788875e-06,-0.11939185139814933,28,0.00021845644914645946,-0.23440347472946713,True,5 inverted tets; 28 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,14,0.7375306773118918,0.003916390459238297,3.916390459238297,0.10477717899047968,6.0032901454412855,9.335477820512229e-05,0.0933547782051223,4,3.48882746614311e-06,-0.15566602271493712,35,0.00027307056143307433,-0.27980252561757657,True,4 inverted tets; 35 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,15,0.7268203355412699,0.003859517055031537,3.859517055031537,0.1071033395647681,6.13656932881774,9.472451858125366e-05,0.09472451858125366,5,4.3610343326788875e-06,-0.17907709809685612,36,0.0002808725774740193,-0.4678636300828142,True,5 inverted tets; 36 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,16,0.7164204890132153,0.0038042924237409914,3.8042924237409914,0.10901626491931696,6.2461718781569555,9.585350013048273e-05,0.09585350013048273,3,2.6166205996073323e-06,-0.1949084832483835,41,0.0003198826576787442,-0.4855389971429374,True,3 inverted tets; 41 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,17,0.7065426642320388,0.0037518398005199132,3.7518398005199134,0.11238278805706503,6.43905944558306,9.723815154851955e-05,0.09723815154851954,4,3.48882746614311e-06,-0.1872058958995265,41,0.0003198826576787442,-0.5057832478336249,True,4 inverted tets; 41 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,18,0.696495243309515,0.003698486598203851,3.698486598203851,0.11465600719213341,6.569305307930857,9.831985284422287e-05,0.09831985284422287,5,4.3610343326788875e-06,-0.17285175521257184,42,0.00032768467371968916,-0.5255833772888681,True,5 inverted tets; 42 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,19,0.6866623986727672,0.0036462728258047318,3.646272825804732,0.117663914692173,6.741645712848872,9.979096626105105e-05,0.09979096626105105,6,5.233241199214665e-06,-0.17168829529368007,41,0.0003198826576787442,-0.5382284992623613,True,6 inverted tets; 41 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,20,0.6780726545152992,0.0036006600898189993,3.6006600898189993,0.12021498487542225,6.8878112675907195,0.0001011386218560237,0.1011386218560237,7,6.105448065750443e-06,-0.21388631520781948,44,0.00034328870580157915,-0.4378687846062974,True,7 inverted tets; 44 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,21,0.6696249829555643,0.003555801779084172,3.555801779084172,0.1225886152241196,7.023810268695243,0.00010239520147845507,0.10239520147845507,8,6.97765493228622e-06,-0.26162052500786004,45,0.0003510907218425241,-0.46815346962350346,True,8 inverted tets; 45 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,22,0.6635928368710673,0.003523770244531386,3.523770244531386,0.12458969900883861,7.138463924011708,0.00010357402623489207,0.10357402623489208,11,9.594275531893552e-06,-0.3027388589446729,44,0.00034328870580157915,-0.4995195539586473,True,11 inverted tets; 44 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,23,0.6570811326411768,0.003489192189538102,3.489192189538102,0.12656683114119538,7.251745250735452,0.00010481284151547017,0.10481284151547017,12,1.046648239842933e-05,-0.33898510954836353,45,0.0003510907218425241,-0.516297246758047,True,12 inverted tets; 45 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,24,0.650185807229156,0.0034525770527204618,3.4525770527204616,0.12839966255819332,7.356758755488416,0.00010582015885143823,0.10582015885143822,13,1.1338689264965108e-05,-0.3707034041170539,44,0.00034328870580157915,-0.5230240722815793,True,13 inverted tets; 44 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,25,0.6444459147563728,0.003422097425487335,3.4220974254873346,0.13044455248530404,7.473922317880675,0.00010740149972817099,0.107401499728171,15,1.3083102998036662e-05,-0.40262239876305933,46,0.0003588927378834691,-0.5371056754296211,True,15 inverted tets; 46 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,26,0.6405368871540359,0.0034013399453205577,3.4013399453205575,0.13201359751307448,7.563821975837908,0.00010774262094864327,0.10774262094864327,15,1.3083102998036662e-05,-0.44070726415111117,41,0.0003198826576787442,-0.5396657931912947,True,15 inverted tets; 41 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,27,0.6342682757279913,0.0033680527469207395,3.3680527469207395,0.1333584065472486,7.64087385774715,0.00010840866886145884,0.10840866886145883,16,1.395530986457244e-05,-0.5038459560360413,37,0.0002886745935149643,-0.5332252905819558,True,16 inverted tets; 37 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,28,0.6275979613710602,0.0033326324500961802,3.33263245009618,0.13495621174873976,7.732421352276643,0.00010932088526636644,0.10932088526636644,16,1.395530986457244e-05,-0.5290369454705364,39,0.0003042786255968542,-0.5283928544992704,True,16 inverted tets; 39 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,29,0.6223623898973241,0.003304830837500032,3.304830837500032,0.13661219184589357,7.827302022801221,0.00011059855427478219,0.11059855427478218,20,1.744413733071555e-05,-0.5445954774325309,38,0.0002964766095559093,-0.5489311837759567,True,20 inverted tets; 38 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,30,0.6157312049633725,0.003269618323352922,3.2696183233529217,0.13826989860196112,7.922281623594214,0.00011155786104895801,0.11155786104895801,23,2.006075793032288e-05,-0.5553562415101109,40,0.0003120806416377992,-0.4739198392377354,True,23 inverted tets; 40 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,31,0.6095593823362071,0.003236845086934825,3.2368450869348253,0.13963218444978717,8.000334853165048,0.00011217340366155656,0.11217340366155656,25,2.1805171663394436e-05,-0.5644419920044809,42,0.00032768467371968916,-0.48256006752684616,True,25 inverted tets; 42 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,32,0.6040403769745408,0.003207538400978799,3.207538400978799,0.14112847582923094,8.086066034128983,0.00011273059085284204,0.11273059085284204,31,2.7038412862609102e-05,-0.5736596142289134,43,0.00033548668976063415,-0.486263179505932,True,31 inverted tets; 43 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,33,0.5984768932507096,0.0031779955287344138,3.1779955287344137,0.1425264624894834,8.166164769577039,0.00011329042298768156,0.11329042298768156,39,3.401606779489532e-05,-0.5818665050978463,44,0.00034328870580157915,-0.4888955603679109,True,39 inverted tets; 44 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,34,0.5940364474358997,0.003154416143959166,3.154416143959166,0.14550393401161044,8.336761321415311,0.00011417827152601907,0.11417827152601906,38,3.3143860928359545e-05,-0.5866128331926317,51,0.000397902818088194,-0.4903927569667857,True,38 inverted tets; 51 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,35,0.5890409493995242,0.0031278893547005667,3.127889354700567,0.14708573073065384,8.427391597464139,0.00011454511361579377,0.11454511361579377,36,3.139944719528799e-05,-0.5986706552272141,51,0.000397902818088194,-0.4736485426278635,True,36 inverted tets; 51 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,36,0.5837289310419043,0.0030996817985201154,3.0996817985201153,0.14889536920436752,8.531076244452429,0.00011520427277282176,0.11520427277282176,35,3.0527240328752214e-05,-0.6391143430478609,49,0.00038229878600630403,-0.4630867565090608,True,35 inverted tets; 49 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,37,0.5781567749246302,0.003070092874660546,3.070092874660546,0.15034332284330373,8.614037876894084,0.00011595318300199295,0.11595318300199295,43,3.750489526103843e-05,-0.662618988981376,52,0.000405704834129139,-0.45554155828660653,True,43 inverted tets; 52 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,38,0.5740261080266511,0.0030481584590122384,3.0481584590122384,0.1516197916003497,8.687174149353128,0.0001169022701904931,0.1169022701904931,48,4.186592959371732e-05,-1.2394500907173638,54,0.0004213088662110289,-0.4491476366586487,True,48 inverted tets; 54 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,39,0.5690079916639985,0.0030215115632957514,3.021511563295751,0.15281486938979727,8.755647062878298,0.00011727635504483253,0.11727635504483253,50,4.361034332678887e-05,-1.4430374056983226,55,0.0004291108822519739,-0.4434312131604605,True,50 inverted tets; 55 folded triangles,visual-review-only; not an eligibility gate
e005-p000,softening only,new-2026-08-18,0.05,0.0,40,0.5640421078426604,0.002995142029637221,2.995142029637221,0.15438292732227687,8.845490164441388,0.00011801713676572679,0.11801713676572678,51,4.4482550193324655e-05,-1.6194852930877002,58,0.00045251693037480885,-0.43883455516201847,True,51 inverted tets; 58 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,0,0.8738256032442565,0.004640135469425003,4.640135469425004,0.066083920078516,3.7863297141788066,4.699510336754734e-05,0.046995103367547336,1,8.722068665357775e-07,-0.15353458338774026,2,1.560403208188996e-05,-0.010898491061188795,True,1 inverted tets; 2 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,1,0.8522088732227903,0.004525347626938827,4.525347626938827,0.06577820645917425,3.7688136140508552,4.720338310979796e-05,0.047203383109797964,1,8.722068665357775e-07,-0.09870508531683288,0,0.0,0.08419327828365873,True,1 inverted tets,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,2,0.8327392745136641,0.004421961350306195,4.421961350306195,0.06553611908139326,3.754943029030615,4.777827308179558e-05,0.04777827308179558,0,0.0,0.03629730169317063,0,0.0,0.1115047576622615,False,none,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,3,0.813581947224316,0.004320233278337766,4.320233278337766,0.06538412918087148,3.7462346492021044,4.867376514199448e-05,0.04867376514199448,0,0.0,0.010570719537281842,1,7.80201604094498e-06,-0.044972646459201085,True,1 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,4,0.7948074117642067,0.004220537884214506,4.220537884214506,0.06534967949673619,3.744260827695593,4.98897347445542e-05,0.0498897347445542,1,8.722068665357775e-07,-0.039244598408868854,0,0.0,0.00699619761948819,True,1 inverted tets,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,5,0.7768996506921366,0.004125445182627376,4.125445182627376,0.06545602343832235,3.750353886725266,5.15083795375674e-05,0.0515083795375674,2,1.744413733071555e-06,-0.06204735448995519,1,7.80201604094498e-06,-0.025009787112891795,True,2 inverted tets; 1 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,6,0.7600241769288153,0.004035834070201948,4.035834070201948,0.06555387362889209,3.755960289669463,5.345278491484386e-05,0.05345278491484386,1,8.722068665357775e-07,-0.014928628638638848,3,2.340604812283494e-05,-0.027536507560149158,True,1 inverted tets; 3 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,7,0.744428807042269,0.003953020487376385,3.9530204873763846,0.06566840938244783,3.7625227049515577,5.5357711514158266e-05,0.05535771151415827,3,2.6166205996073323e-06,-0.28112510948025454,6,4.681209624566988e-05,-0.1456183135970731,True,3 inverted tets; 6 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,8,0.7297265115159483,0.0038749492535965933,3.8749492535965935,0.06585421785007474,3.7731687459443726,5.70875989258601e-05,0.0570875989258601,3,2.6166205996073323e-06,-0.34968660909214483,7,5.4614112286614864e-05,-0.23428779979004902,True,3 inverted tets; 7 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,9,0.7159859632497416,0.003801985031510794,3.8019850315107937,0.06604095151351196,3.7838677967523413,5.869065868209993e-05,0.058690658682099925,3,2.6166205996073323e-06,-0.3727220863024489,12,9.362419249133976e-05,-0.3019795587353476,True,3 inverted tets; 12 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,10,0.7032015651712527,0.0037340980998862195,3.7340980998862197,0.06623518415010837,3.7949965070730145,6.030986118919076e-05,0.06030986118919076,3,2.6166205996073323e-06,-0.3662171631347058,16,0.00012483225665511967,-0.3515614271488299,True,3 inverted tets; 16 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,11,0.6913362327599148,0.0036710915347616026,3.6710915347616027,0.06645800895677514,3.807763428065839,6.172336887580689e-05,0.061723368875806886,3,2.6166205996073323e-06,-0.3216911900631044,21,0.00016384233685984458,-0.3852658337805682,True,3 inverted tets; 21 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,12,0.6802536130867427,0.003612241283122479,3.612241283122479,0.06670384233035864,3.821848642835636,6.293184275290466e-05,0.06293184275290466,3,2.6166205996073323e-06,-0.23012891885961656,26,0.0002028524170645695,-0.42870320974273346,True,3 inverted tets; 26 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,13,0.671547617391572,0.0035660112353053395,3.5660112353053393,0.06693226171645505,3.8349361096179297,6.402857757664813e-05,0.06402857757664814,3,2.6166205996073323e-06,-0.14865088315560565,19,0.00014823830477795464,-0.4579522530818694,True,3 inverted tets; 19 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,14,0.6622540670994939,0.0035166611908719276,3.5166611908719276,0.06714737906474798,3.84726142577516,6.50446875530324e-05,0.06504468755303239,1,8.722068665357775e-07,-0.08990334270899246,25,0.00019505040102362452,-0.49489544274832514,True,1 inverted tets; 25 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,15,0.6537116304086313,0.0034712996641125555,3.4712996641125553,0.06739775983458242,3.86160718715791,6.598740041147194e-05,0.06598740041147194,3,2.6166205996073323e-06,-0.033121485632480116,31,0.0002418624972692944,-0.5411904323837908,True,3 inverted tets; 31 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,16,0.6457715091905051,0.003429136516272788,3.4291365162727883,0.06759566461273434,3.8729462956914875,6.676074862733527e-05,0.06676074862733528,3,2.6166205996073323e-06,-0.3434164591476688,37,0.0002886745935149643,-0.571903770049058,True,3 inverted tets; 37 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,17,0.6385231661918024,0.0033906468069784296,3.3906468069784297,0.06791600058088776,3.8913001946929158,6.731314425767103e-05,0.06731314425767103,4,3.48882746614311e-06,-0.36926442622134437,47,0.0003666947539244141,-0.591173027364106,True,4 inverted tets; 47 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,18,0.632153694096119,0.003356824024396913,3.356824024396913,0.06835109284900702,3.916229145354924,6.834205584019852e-05,0.06834205584019852,6,5.233241199214665e-06,-0.4737057432010571,52,0.000405704834129139,-0.6137314725159473,True,6 inverted tets; 52 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,19,0.625770361836279,0.003322927642416298,3.322927642416298,0.06853753811423119,3.926911672162466,6.874575331422843e-05,0.06874575331422843,6,5.233241199214665e-06,-0.5332136992846693,61,0.0004759229784976438,-0.6316471891678702,True,6 inverted tets; 61 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,20,0.6193162077462048,0.003288655186668493,3.288655186668493,0.06897236365914758,3.9518253407106516,6.920187107123922e-05,0.06920187107123922,6,5.233241199214665e-06,-0.6402610122837163,62,0.0004837249945385888,-0.6450073895799507,True,6 inverted tets; 62 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,21,0.6150219461242105,0.0032658520602858064,3.2658520602858063,0.06905678271499806,3.9566621963213633,6.947798479657884e-05,0.06947798479657884,8,6.97765493228622e-06,-0.6760124306915332,74,0.0005773491870299285,-0.6537929968450926,True,8 inverted tets; 74 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,22,0.6119718824440767,0.0032496557979954264,3.2496557979954264,0.06944590333418012,3.9789571655220124,6.992926648818589e-05,0.06992926648818588,9,7.849861798821998e-06,-0.709299417270836,75,0.0005851512030708735,-0.6178196333814706,True,9 inverted tets; 75 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,23,0.6068102907649499,0.003222247028396453,3.222247028396453,0.06970324366463874,3.9937016803557936,7.035225424566987e-05,0.07035225424566986,9,7.849861798821998e-06,-0.7276265414826228,77,0.0006007552351527635,-0.6233743447500716,True,9 inverted tets; 77 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,24,0.6020158104951608,0.0031967876714324205,3.1967876714324204,0.06965744097931255,3.991077379796237,7.027940821371166e-05,0.07027940821371166,10,8.722068665357775e-06,-0.7307370237457519,80,0.0006241612832755984,-0.6124940745101698,True,10 inverted tets; 80 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,25,0.5968859704007352,0.0031695475071636596,3.1695475071636596,0.06999377216981845,4.010347737530836,7.0874210233158e-05,0.070874210233158,10,8.722068665357775e-06,-0.7212058478266894,84,0.0006553693474393783,-0.6376167861038184,True,10 inverted tets; 84 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,26,0.592420875465862,0.003145837232133112,3.145837232133112,0.07028300274070767,4.026919428548948,7.150124468467681e-05,0.0715012446846768,11,9.594275531893552e-06,-0.7075467884301835,83,0.0006475673313984334,-0.6427799184250893,True,11 inverted tets; 83 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,27,0.5878487308793038,0.003121558508565547,3.121558508565547,0.07055971317378541,4.042773768511539,7.173545876620043e-05,0.07173545876620044,12,1.046648239842933e-05,-0.7006273039053947,86,0.0006709733795212683,-0.6398380268520507,True,12 inverted tets; 86 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,28,0.5848649575518989,0.0031057142572666467,3.1057142572666465,0.07078905895718371,4.055914313949383,7.212148263193016e-05,0.07212148263193016,14,1.2210896131500885e-05,-0.7079278639909374,87,0.0006787753955622133,-0.6325715417660265,True,14 inverted tets; 87 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,29,0.5806372007236585,0.0030832642805871022,3.0832642805871022,0.07102719179276769,4.0695583203918275,7.242506325714134e-05,0.07242506325714135,16,1.395530986457244e-05,-0.70165113977837,90,0.0007021814436850482,-0.6386963207544565,True,16 inverted tets; 90 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,30,0.5765748105588517,0.0030616924238866593,3.0616924238866594,0.07148096026719897,4.09555733885283,7.268389400193721e-05,0.07268389400193721,16,1.395530986457244e-05,-0.6947817621005795,88,0.0006865774116031583,-0.6432607019229556,True,16 inverted tets; 88 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,31,0.5731489312154829,0.003043500528162711,3.0435005281627108,0.07168736446947238,4.107383428516862,7.276040154508809e-05,0.07276040154508809,17,1.4827516731108217e-05,-0.6866163691995154,89,0.0006943794276441032,-0.6365302321105234,True,17 inverted tets; 89 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,32,0.5711524614973528,0.003032898996325769,3.032898996325769,0.07191263801986696,4.120290652190398,7.279915525119412e-05,0.07279915525119413,19,1.6571930464179773e-05,-0.6759236603578713,88,0.0006865774116031583,-0.6366712020595703,True,19 inverted tets; 88 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,33,0.5676136716901595,0.0030141075303373238,3.014107530337324,0.07214338546422618,4.133511506885611,7.302411616197632e-05,0.07302411616197632,18,1.5699723597643995e-05,-0.6556551606378869,88,0.0006865774116031583,-0.6370839509809094,True,18 inverted tets; 88 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,34,0.5640832132569762,0.0029953603051034515,2.9953603051034516,0.07231462947551709,4.143323065999471,7.326882436509129e-05,0.07326882436509129,18,1.5699723597643995e-05,-0.659016008895375,93,0.0007255874918078831,-0.6407107029853576,True,18 inverted tets; 93 folded triangles,visual-review-only; not an eligibility gate
e005-p200,combined extreme,new-2026-08-18,0.05,2.0,35,0.5609797020555873,0.0029788802290426713,2.9788802290426712,0.07247463660369112,4.152490799135852,7.338454067074328e-05,0.07338454067074328,19,1.6571930464179773e-05,-0.5849936105821599,94,0.0007333895078488282,-0.641213668631146,True,19 inverted tets; 94 folded triangles,visual-review-only; not an eligibility gate
