step,evaluation_success,objective,gradient_rms,forward_converged,forward_iterations,forward_failure,line_search_failures,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv,min_singular_ainv,top_target_mae,top_target_rms,top_target_max,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_neighbor_jump_rms,activation_rms
0,1,0.0013468013333333404,3.3101436803361704e-06,1,1,,0,9.461119458572164e-18,0.9999999999999778,0.9999999999999778,1.0,1.0,0.03366666666666676,0.03669879198738482,0.050000000000000086,0.03669879198738482,3.239945264339065e-17,3.2381323224342745e-15,2.499144002924421e-13,0.0,0.0
1,1,0.0012587481388772461,3.09533702948121e-06,1,1,,0,1.8459703284359918e-17,0.9648065480062844,0.9544043860121423,0.9400448586520465,0.9401096508697769,0.032572324936975844,0.035478840720593534,0.048309600033767226,0.03546663016141462,8.253207900590631e-05,0.012708906958231559,0.5328549856645985,0.011161698954572979,0.0294434620901619
2,1,0.0011767860165906978,2.9058822153063193e-06,1,1,,0,1.7779066109187353e-17,0.9309010695498653,0.9068496835159674,0.8810250348916209,0.8813295393374754,0.03151750168866172,0.034304314839254516,0.04668845869043227,0.034256246054338226,0.00015713914604624624,0.024576160030533072,1.0179854613827384,0.02196518708708545,0.058086791798438404
3,1,0.0011005912084266706,2.744271867597852e-06,1,1,,0,1.5711732124428333e-17,0.8994293231601833,0.8586064649646327,0.8229840583733355,0.8240746171636476,0.03049804715781319,0.033175159508684667,0.045181846496508464,0.03307165857343643,0.00022301240565623137,0.035431062626725435,1.4585366198683982,0.03223771313314706,0.08556754368506975
4,1,0.001029625641016917,2.609390267986096e-06,1,1,,0,1.5152482203889214e-17,0.8728432974259321,0.7996404127795308,0.7657438940183363,0.7678487276466848,0.029505914884339797,0.03208778024446249,0.04388407410322303,0.031917455888416234,0.0002807190274327197,0.04526991119976508,1.86016234873583,0.041867183777411686,0.11157961135139483
5,1,0.0009632141464544197,2.4963024861334382e-06,1,1,,0,1.709238532882542e-17,0.8527296015557089,0.7309465012630927,0.7094434655583923,0.7130208128941944,0.02853080947801492,0.031035691493092588,0.04274988187870594,0.030797843832776315,0.0003300844053756447,0.054053202575970266,2.219443895035798,0.05082825374616994,0.1359798074318397
6,1,0.0009007130025705074,2.3981433187633154e-06,1,1,,0,1.8348326137209017e-17,0.8355576409712843,0.6579315254408914,0.6542797217375286,0.6598779020981296,0.027563465983766113,0.03001188102352979,0.04176177708261503,0.029715363802406313,0.00037043046218763846,0.06171080843417234,2.5274410671432603,0.05912904679972873,0.15888678723630978
7,1,0.0008416482055130273,2.308760751330009e-06,1,1,,0,1.668126162667303e-17,0.8101814130904843,0.5824870984221789,0.6003964983604513,0.6086376146259237,0.02659826860941433,0.029011173804467605,0.04086339772876523,0.02867060607762545,0.0004011554608358318,0.06819466277825298,2.7745442692428095,0.06677368200305984,0.18060409971924918
8,1,0.0007857285675014816,2.2240875549356343e-06,1,1,,0,1.5504170851115158e-17,0.7844022667219801,0.5063864601353819,0.5480723203704388,0.5589213028513037,0.02563336478544489,0.028030850281457423,0.0400417090448541,0.0276628435110675,0.0004220389884014124,0.07349936933731731,2.9532326112122664,0.07378746775328486,0.20145447953565151
9,1,0.0007327904914652593,2.14209688053671e-06,1,1,,0,1.9012257316139055e-17,0.7581578727282914,0.43108588126711034,0.49735854640924243,0.5099486549801071,0.02466954212558736,0.027070103277698432,0.03921619656525846,0.026690670994605186,0.00043344805875576546,0.07767342905200887,3.059780741421549,0.08023944130004422,0.22168992724366754
10,1,0.0006827419438802624,2.0622133086889172e-06,1,1,,0,1.7418140774365377e-17,0.7354149726875298,0.35763231194283124,0.44836314251846865,0.4613713498932856,0.0237091946328282,0.026129331102809777,0.038362563088805715,0.025752349105193847,0.0004364854736764104,0.08082737010981991,3.0952826548513936,0.08623696045088812,0.24148041890789648
11,1,0.0006355231553342386,1.9847008370578424e-06,1,1,,0,1.7497421412782283e-17,0.7165414196457367,0.28665472547135834,0.4012072064491136,0.4129075892565811,0.022755685814804655,0.025209584592655203,0.03747183386423204,0.024845954409479582,0.0004330115737312919,0.0831298574087723,3.0656751673600495,0.09190669638722837,0.26093032591883186
12,1,0.0005910805131439853,1.910159517250653e-06,1,1,,0,1.642941557732273e-17,0.7015646938966981,0.2184141573131316,0.35591565014855564,0.36473326847824283,0.02181298213245608,0.024312147439993558,0.03657216630681026,0.023969448322463286,0.000425520699681789,0.08479065011706435,2.9808268029740015,0.09737545648957908,0.28009610468998763
13,1,0.0005493493765840844,1.8391384178043143e-06,1,1,,0,1.7294621471790486e-17,0.6902314306872098,0.15288631656751023,0.312475583425817,0.31728535298426314,0.02088540717105316,0.02343820335657331,0.0356163309219834,0.02312071775933838,0.0004168800024744213,0.08603556586802706,2.8531226744251077,0.10275792357104473,0.29899988814205275
14,1,0.0005102441558039667,1.7718671873787404e-06,1,1,,0,1.569922065160958e-17,0.6820921847975503,0.08985535830038992,0.26923959115398305,0.2706914777032351,0.019977428526006053,0.022588584634809828,0.03460620449405853,0.02229761123135677,0.00040993392376374873,0.08707877069679718,2.6960241572573955,0.10815149207789747,0.3176394362664374
15,1,0.00047365529110884294,1.7081234782001247e-06,1,1,,0,1.669031701152082e-17,0.6713254911199066,0.029003815287789253,0.22536089019195513,0.22508846056025397,0.019093448679038703,0.021763623115392414,0.03358585670180609,0.021497988365464984,0.0004070178791980148,0.08809764488912332,2.5229031608378745,0.11363448535214937,0.33599550967333086
16,1,0.0004394527556284994,1.647252006851903e-06,1,1,,0,1.6094246402400155e-17,0.6583959905947294,-0.030010789471482557,0.1822981871975785,0.1806057471624583,0.01823760906982912,0.02096312847903431,0.032562542919519065,0.02071979821920681,0.000409512613102032,0.08921552941398463,2.346179507990537,0.11926563854720015,0.35403809646718504
17,1,0.0004074946997099862,1.5883217918746933e-06,1,1,,0,1.4649589207286845e-17,0.6466578984127823,-0.08749747693976948,0.13793016081104006,0.13356431992371653,0.017413616885960194,0.020186497955563917,0.03156146855960844,0.019961188010809604,0.00041762760130049356,0.09049562128338778,2.1766393566441686,0.1250844677143999,0.3717323288785946
18,1,0.0003776385477605219,1.5303669216794513e-06,1,1,,0,1.8903544303373568e-17,0.6358901948103921,-0.1436924231586321,0.08879112347031162,0.0855460421551664,0.016624579660118783,0.01943292432343938,0.030579370853942734,0.01922062519636248,0.00043053378553732424,0.09194635861599346,2.022914984109677,0.13111227624257357,0.38904390560186014
