step,objective,mae,rmse,linf,grad_norm,learning_rate,worst_point_index,worst_point_ties,control_0,control_1,control_2
36,0.013793132808468845,0.010493490431655718,0.013793132808468845,0.032510075441262234,0.005279029046271752,0.07929591821646541,50,1,0.4856732362257038,0.8356385034181644,0.40241799366189007
37,0.01375393546935591,0.01046307825418989,0.01375393546935591,0.03317074197907974,0.004662680568068617,0.07925638339369177,50,1,0.4927057314459574,0.8236035094115902,0.3955946887132064
38,0.013708236856178991,0.010449441779169294,0.013708236856178991,0.033947897422728725,0.003790044889161499,0.07921577919121348,50,1,0.4961262201296146,0.8101648248322082,0.3858513017564475
39,0.01366941039171376,0.010461321662181701,0.01366941039171376,0.03478653846469734,0.0028074709890339006,0.07917410672221523,50,1,0.49629815668007615,0.7961559000546339,0.37434800384671096
40,0.013647244385939145,0.010488289743380452,0.013647244385939145,0.035627328492168375,0.0019867059326717047,0.07913136712916882,50,1,0.4937601830440492,0.7824643659990828,0.3622948048233626
41,0.013644952105235454,0.010529896050266172,0.013644952105235454,0.036411400769217867,0.0017884021959255585,0.07908756158380179,50,1,0.48916612277188437,0.7699616497299785,0.3508565885137701
42,0.013658740705497883,0.0105861993022904,0.013658740705497883,0.03708538492923666,0.002266008697807437,0.07904269128706526,50,1,0.48322093359528373,0.7594291845557557,0.34105620238823015
43,0.013679912904950502,0.010637503542086956,0.013679912904950502,0.03760602055150745,0.002904841581750418,0.0789967574691011,50,1,0.476618147958053,0.7514908621292884,0.33368763265164775
44,0.013698452467761574,0.010679236257632075,0.013698452467761574,0.03794364976366834,0.0033991168018087914,0.07894976138920816,50,1,0.4699846974929098,0.746562343682682,0.3292540055883927
45,0.013706573998639953,0.010708905787626765,0.013706573998639953,0.0380841219394899,0.0036399388085140063,0.07890170433580769,50,1,0.46383795787276794,0.7448241350839454,0.3279400729864437
46,0.01370099582880184,0.010729326928891204,0.01370099582880184,0.03802904077180043,0.0035987741518939977,0.07885258762640808,50,1,0.45855771764496794,0.7462193456678288,0.32961965758724965
47,0.013683397941277512,0.010736117069682768,0.013683397941277512,0.03779460034720547,0.0032894056543557332,0.07880241260756873,50,1,0.454373579270192,0.7504723240263335,0.33389135645769297
48,0.013659216612052327,0.010730419988325293,0.013659216612052327,0.03740936987633834,0.00275546689686012,0.07875118065486313,50,1,0.45136679649702877,0.757122692688952,0.34013379462768606
49,0.01363538891327896,0.01071556033788595,0.01363538891327896,0.03691133689138588,0.002067134875918588,0.07869889317284115,50,1,0.4494847992068774,0.7655700802650336,0.3475736592868746
50,0.013617881003588012,0.01069568248441642,0.013617881003588012,0.036344427531245865,0.0013313587931002874,0.07864555159499051,50,1,0.44856623125401807,0.7751262761673751,0.35536228728600117
51,0.013609829479047115,0.010682881198856442,0.013609829479047115,0.03575469294618517,0.0007809004489753527,0.07859115738369751,50,1,0.44837378657558885,0.7850720750180537,0.3626570822729502
52,0.013610874899648412,0.010674608826007986,0.013610874899648412,0.035186410810207784,0.0008841067721810676,0.07853571203020696,50,1,0.44863137492350375,0.7947152855048325,0.3687020685316085
53,0.013617803771173382,0.010671429119504283,0.013617803771173382,0.03467844808105565,0.0013565746397920676,0.07847921705458119,50,1,0.4490614971326875,0.8034449731977307,0.3728992374852263
54,0.013626109800660273,0.010675330434169992,0.013626109800660273,0.034261275940881596,0.0017676161593683556,0.07842167400565853,50,1,0.4494186330620107,0.8107762795041566,0.3748616231849696
55,0.013631775095491658,0.01068729230041738,0.013631775095491658,0.033954962810518095,0.0020073896556530133,0.07836308446101072,50,1,0.44951516922648244,0.8163809852988011,0.37444157653302224
56,0.013632589025041964,0.010707677944994484,0.013632589025041964,0.033768313795519145,0.002051603666412473,0.07830345002689972,50,1,0.4492377061930503,0.8201011927200407,0.371732424266817
57,0.013628606027831286,0.010734096492806823,0.013628606027831286,0.03369914605382161,0.001910050054305491,0.07824277233823367,50,1,0.4485530243626925,0.8219461062460359,0.3670461543273086
58,0.013621719789239073,0.010765642929216543,0.013621719789239073,0.03373555492729759,0.001615834866444641,0.07818105305852205,50,1,0.44750418217538684,0.822073945903621,0.36087219882880056
59,0.013614642928590538,0.0107995652279258,0.013614642928590538,0.033857954892211314,0.0012233403360616712,0.0781182938798301,50,1,0.44619808283467965,0.820762174603588,0.3538227848709308
60,0.013609745177070868,0.010835602666660919,0.013609745177070868,0.034041651113732065,0.0008192873439833465,0.0780544965227324,50,1,0.4447864842291419,0.818369709944953,0.3465699194053091
61,0.013608194648253613,0.010873187843056869,0.013608194648253613,0.03425968109722128,0.0005786588384322786,0.07798966273626573,50,1,0.4434429511584665,0.8152950297627669,0.33977907388602646
62,0.013609683421617386,0.0109034602372384,0.013609683421617386,0.0344856495722036,0.0006863665783404823,0.07792379429788109,50,1,0.4423386299064305,0.8119342615240198,0.33404531948522403
63,0.013612763915363799,0.010923783683024905,0.013612763915363799,0.034696275562441495,0.0009427204536301689,0.07785689301339498,50,1,0.4416198130813558,0.8086433399474484,0.329838323589523
64,0.013615580812466832,0.01093249926341347,0.013615580812466832,0.03487339965458607,0.0011508638746137786,0.07778896071693993,50,1,0.4413899279565177,0.8057078678860944,0.32746223044982803
65,0.013616655900565112,0.010929064159631024,0.013616655900565112,0.03500527017633733,0.001247885367936224,0.07771999927091415,50,1,0.4416978466128818,0.803323316231231,0.32703456701459643
66,0.013615412036306023,0.01091406513329688,0.013615412036306023,0.03508702598072654,0.0012191413610213976,0.07765001056593053,50,1,0.4425334612226818,0.8015868166607828,0.32848544917392797
67,0.013612271933208471,0.01088911442208113,0.013612271933208471,0.03512039519270955,0.0010726869491817527,0.07757899652076475,50,1,0.44383051625170883,0.8005003634054232,0.33157555934756505
68,0.013608356412105919,0.01085664819679472,0.013608356412105919,0.03511271281909837,0.0008311254712659852,0.07750695908230275,50,1,0.4454758857433272,0.7999840212405815,0.33592942620850313
69,0.01360495608374923,0.010819654484632967,0.01360495608374923,0.03507541881459901,0.0005265906546586722,0.0774339002254873,50,1,0.4473238627631273,0.7998968418209469,0.34107958521687487
70,0.013603012259022221,0.010781360694283697,0.013603012259022221,0.03502223564566412,0.00019657237135188417,0.07735982195326382,50,1,0.4492135730126548,0.8000625976815121,0.34651684807054073
71,0.01360280721800862,0.010744912668112633,0.01360280721800862,0.034967244779471586,0.00012752422584611688,0.07728472629652564,50,1,0.45098734268236457,0.8002971211538816,0.3517417469322412
72,0.013603955381629704,0.010717069756196256,0.013603955381629704,0.03492308348315371,0.0004022567683870104,0.07720861531405805,50,1,0.45250779441303135,0.8004340123412389,0.3563121612629069
73,0.013605655221758989,0.01069695138577274,0.013605655221758989,0.03489946180921247,0.0006091393263385301,0.07713149109248213,50,1,0.4536716701846685,0.8003458153012988,0.3598824228961571
74,0.013607062995080863,0.01068315847314567,0.013607062995080863,0.0349021526721807,0.0007314129353220063,0.07705335574619736,50,1,0.45441888214962867,0.7999584607863998,0.3622301085652739
75,0.013607621028682617,0.010675994360390092,0.013607621028682617,0.03493254131960521,0.0007643648477655249,0.0769742114173237,50,1,0.4547359853807649,0.7992577386896715,0.36326828710844794
76,0.013607217676034818,0.010675229513578632,0.013607217676034818,0.03498774652115108,0.0007142499328114161,0.07689406027564295,50,1,0.4546540160350326,0.7982876193592993,0.363042882508879
77,0.013606143567840857,0.010680092495978713,0.013606143567840857,0.03506125726436685,0.0005975411030102939,0.07681290451853913,50,1,0.4542413224606163,0.7971412189653916,0.36171659968387304
78,0.013604896468962744,0.010689396715026042,0.013604896468962744,0.0351439740188021,0.0004411650723672323,0.0767307463709383,50,1,0.45359256142560056,0.7959459914969446,0.3595422141345034
79,0.013603939434346497,0.01070260559492553,0.013603939434346497,0.03522550591577989,0.00029020284121270213,0.0766475880852476,50,1,0.452815405500437,0.7948452837271922,0.35682885942864156
80,0.013603518614382006,0.010717410702233372,0.013603518614382006,0.035295555195532125,0.00023332212679389242,0.07656343194129343,50,1,0.4520166949968914,0.7939786908274239,0.3539053280632197
81,0.013603605021252027,0.010735130592389815,0.013603605021252027,0.035345218746679306,0.00030773883486630413,0.076478280246259,50,1,0.45128975321636744,0.7934636780765265,0.35108441582359623
82,0.013603962457803074,0.01075098305648364,0.013603962457803074,0.035368054315368325,0.0004081463472912881,0.07639213533462103,50,1,0.4507043604175099,0.7933806723214546,0.34863200546808626
83,0.013604290503044451,0.010763702803872543,0.013604290503044451,0.03536079486581242,0.00047457333610894346,0.07630499956808577,50,1,0.45030047206820867,0.793763295487778,0.3467438847492688
84,0.013604368306558505,0.010772627471066077,0.013604368306558505,0.03532364395100533,0.0004897849998242015,0.07621687533552432,50,1,0.4500862302865082,0.7945946867410111,0.34553225692499323
85,0.013604137292867389,0.010777624813423425,0.013604137292867389,0.035260140134334324,0.0004527623363689046,0.076127765052907,50,1,0.4500402381189203,0.7958100561924469,0.3450226558394241
86,0.013603697763175543,0.010779039553865931,0.013603697763175543,0.03517663122058615,0.0003718721886235151,0.07603767116323723,50,1,0.4501175284032219,0.7973048512336512,0.3451607168018291
87,0.013603235909583341,0.010777590212367003,0.013603235909583341,0.03508144277772162,0.0002630821583223073,0.0759465961364845,50,1,0.45025822723471765,0.7989472877824588,0.34582716670474356
88,0.01360292524708213,0.010774232579014673,0.01360292524708213,0.03498385618922529,0.00015491815369254194,0.0758545424695167,50,1,0.4503976279970152,0.8005935570708106,0.3468586055198401
89,0.013602850292527353,0.01077000904257581,0.013602850292527353,0.03489302727481412,0.00012095003886438029,0.07576151268603158,50,1,0.45047627861835976,0.8021037923257245,0.3480712071665305
90,0.013602982570394193,0.010765903136349828,0.013602982570394193,0.03481697653463574,0.00018932015402730684,0.07566750933648765,50,1,0.4504487499956312,0.803356882396109,0.34928437487882713
91,0.013603210875285827,0.010762716560806596,0.013603210875285827,0.03476176660957274,0.00026506658537517867,0.07557253499803425,50,1,0.4502899868293882,0.8042624487297025,0.35034162646261346
92,0.013603403267134863,0.01076098191638008,0.013603403267134863,0.034730953608112076,0.0003130557279969927,0.07547659227444081,50,1,0.44999851001758256,0.8047687295681254,0.35112652005466644
93,0.013603467853594816,0.01076091897933095,0.013603467853594816,0.034725360585553,0.0003252755257788012,0.0753796837960256,50,1,0.4495961878337995,0.8048656805833684,0.35157219172643805
94,0.013603385464321372,0.010762436326345598,0.013603385464321372,0.03474317927153688,0.0003027226814203579,0.07528181221958347,50,1,0.44912475621002484,0.8045832211303912,0.3516639587194336
95,0.013603204455787667,0.01076517428343741,0.013603204455787667,0.03478036602773645,0.00025218743419927274,0.07518298022831316,50,1,0.4486396842126998,0.8039851427480739,0.3514353239014636
96,0.013603006566011521,0.010768580281843096,0.013603006566011521,0.03483126495147669,0.00018556638497311832,0.0750831905317436,50,1,0.44820229954804214,0.8031596790340556,0.3509584838547504
97,0.0136028642701982,0.010772004289127892,0.0136028642701982,0.0348893684306752,0.00012262868862037896,0.07498244586565977,50,1,0.4478712771753381,0.8022080645658268,0.3503310096833146
98,0.013602810410192078,0.010774800351372923,0.013602810410192078,0.03494811511558119,9.953119842301542e-05,0.07488074899202755,50,1,0.44769463465561304,0.8012325593658898,0.34966068730952954
99,0.013602831662796163,0.010776420507207375,0.013602831662796163,0.03500162761021874,0.0001278799209333649,0.07477810269891813,50,1,0.44770327024117074,0.8003253788746846,0.3490505571066701
100,0.013602884448123671,0.010776489278029681,0.013602884448123671,0.03504530627213859,0.00016471211672923193,0.07467450980043146,50,1,0.44790684153588783,0.7995597610366804,0.3485859942649409
101,0.0136029217563625,0.01077485026183758,0.0136029217563625,0.03507621906376061,0.00018617342516279845,0.07456997313661919,50,1,0.4482924491770456,0.7989840551429266,0.3483252611456107
102,0.013602916325839027,0.0107715805539663,0.013602916325839027,0.0350932569467991,0.00018609671027197626,0.07446449557340677,50,1,0.44882620978675125,0.7986192823725253,0.3482944053711411
103,0.01360286989240617,0.01076697318365851,0.01360286989240617,0.03509705566515217,0.00016549426553794482,0.07435808000251488,50,1,0.44945742830144736,0.7984601569777767,0.3484867540797432
104,0.013602806624565714,0.010761491888635902,0.013602806624565714,0.035089713727632116,0.00012986455130647748,0.07425072934138015,50,1,0.45012476008084995,0.7984791313242249,0.3488666515705171
105,0.013602756723478602,0.010755705840489072,0.013602756723478602,0.035074359442647585,8.947089045321113e-05,0.07414244653307517,50,1,0.4507635254300007,0.7986326894090982,0.349376580682277
106,0.013602739864155163,0.010750214022696408,0.013602739864155163,0.03505463451072902,6.448251875510811e-05,0.07403323454622784,50,1,0.45131322703080445,0.7988688980646635,0.3499464538568835
107,0.01360275660451003,0.010745569667968483,0.01360275660451003,0.03503416672684959,7.552847743515491e-05,0.07392309637493996,50,1,0.4517243331684871,0.7991351505835956,0.3505036894516522
108,0.013602790682814505,0.010742214480829248,0.013602790682814505,0.03501609981426565,0.00010180587888984218,0.0738120350387051,50,1,0.45196352026701947,0.7993851033983005,0.35098270887976263
109,0.013602819349850274,0.010740430476143668,0.013602819349850274,0.035002735516241154,0.00012144789849090145,0.07370005358232594,50,1,0.4520167960109641,0.799583994872535,0.3513326833756521
110,0.013602825416175447,0.0107403144751221,0.013602825416175447,0.03499532402974033,0.0001272824669070388,0.07358715507583062,50,1,0.4518902156490212,0.799711813697563,0.35152268778989876
111,0.013602804848969793,0.010741777041035077,0.013602804848969793,0.034994016586049434,0.00011818252266857974,0.07347334261438876,50,1,0.45160821783763333,0.799764110227807,0.3515438296240671
112,0.013602766881248732,0.01074456436956033,0.013602766881248732,0.03499797162967525,9.62335962203094e-05,0.07335861931822646,50,1,0.45120990054888316,0.7997505710809439,0.35140835381302427
113,0.013602727712281906,0.01074829880366739,0.013602727712281906,0.035005586563574415,6.592499041931071e-05,0.07324298833254086,50,1,0.450743795456653,0.7996917623854337,0.351146118548334
114,0.013602701826402719,0.010752531561004704,0.013602701826402719,0.03501481275262393,3.551123078977694e-05,0.07312645282741384,50,1,0.45026185397998636,0.7996146559856318,0.3507991457596135
115,0.013602695486280588,0.010756800157948089,0.013602695486280588,0.035023503885606176,2.9321080681923944e-05,0.07300901599772514,50,1,0.44981341511337836,0.7995476640823723,0.3504151385697496
116,0.013602705186697067,0.01076068296283782,0.013602705186697067,0.03502974739387282,5.087527127171589e-05,0.07289068106306476,50,1,0.4494398825100012,0.7995159138122626,0.35004091246136787
117,0.013602721008619811,0.010763844245652139,0.013602721008619811,0.03503213494860658,7.061587507944353e-05,0.07277145126764471,50,1,0.4491707066912478,0.799537400973485,0.34971661106129986
118,0.013602732449023233,0.010766064822262326,0.013602732449023233,0.035029939786553055,8.093587115189142e-05,0.07265132988021006,50,1,0.4490210693052723,0.7996204908833593,0.3494713921971578
119,0.013602733498219928,0.010767255634214884,0.013602733498219928,0.03502318378396343,8.045735705427653e-05,0.07253032019394934,50,1,0.44899142945012877,0.7997630129586706,0.3493210091089599
120,0.013602724637642095,0.010767454024782913,0.013602724637642095,0.03501259351323182,7.01450094755206e-05,0.0724084255264042,50,1,0.4490688501075835,0.7999529576619187,0.34926741701187375
121,0.013602711321740806,0.010766804733452847,0.013602711321740806,0.034999459688969635,5.2723282355939034e-05,0.07228564921937854,50,1,0.44922980725919365,0.8001705633940075,0.3493002495724917
122,0.013602700300389972,0.010765529445396053,0.013602700300389972,0.03498542648007277,3.313685217138153e-05,0.07216199463884684,50,1,0.44944402121390764,0.800391405362937,0.34939977144155887
123,0.013602695967758337,0.010763889893675525,0.013602695967758337,0.03497224473873344,2.303133845610284e-05,0.0720374651748619,50,1,0.4496787563736733,0.8005899887443545,0.34954075020869474
124,0.0136026985387928,0.010762149916921135,0.0136026985387928,0.03496152558939562,3.281089407823855e-05,0.07191206424146185,50,1,0.44990301925101966,0.8007433145690928,0.3496966196654706
125,0.013602704644329883,0.010760541529344435,0.013602704644329883,0.03495452808744591,4.67478777350682e-05,0.07178579527657665,50,1,0.45009114185631294,0.8008339278302292,0.34984332794614387
126,0.01360270963504165,0.01075923906854014,0.01360270963504165,0.03495200754349508,5.582948269433091e-05,0.07165866174193374,50,1,0.45022535612310355,0.8008520623358247,0.3499623678828222
127,0.013602710153177442,0.010758344034122748,0.013602710153177442,0.034954140903699436,5.7788602354591786e-05,0.07153066712296322,50,1,0.45029712518676,0.8007966469065604,0.35004265122312733
128,0.01360270563880071,0.01075788155049067,0.01360270563880071,0.03496053390189822,5.2529637546860524e-05,0.07140181492870219,50,1,0.45030717524331754,0.80067510883028,0.3500810849658418
129,0.0136026981914333,0.01075780772682931,0.0136026981914333,0.034970303261293904,4.1189867110456606e-05,0.07127210869169866,50,1,0.45026434286062755,0.8005020780358044,0.3500819065075061
130,0.013602691125416391,0.010758025771688466,0.013602691125416391,0.034982217566639086,2.571420827491372e-05,0.07114155196791465,50,1,0.4501834951450827,0.8002972366218774,0.35005500638208165
131,0.013602687152813512,0.010758407721314655,0.013602687152813512,0.03499487373426738,8.529414520131926e-06,0.07101014833662868,50,1,0.4500828776665366,0.8000826558950709,0.35001359103924384
132,0.013602687157474544,0.01075881816229818,0.013602687157474544,0.03500688296289622,8.460080409217369e-06,0.07087790140033767,50,1,0.44998128828410383,0.7998800069295728,0.34997159997608834
133,0.013602690067784655,0.010759136392378363,0.013602690067784655,0.03501704078863144,2.233904737797571e-05,0.07074481478465822,50,1,0.4498954626193059,0.7997080189279917,0.34994128811377584
134,0.013602693703598746,0.010759274014375849,0.013602693703598746,0.035024460000712763,3.204679335322866e-05,0.07061089213822709,50,1,0.4498379949624012,0.7995804981400101,0.3499313216710315
135,0.01360269601104719,0.010759185879878137,0.01360269601104719,0.03502865187125886,3.669874504280707e-05,0.0704761371326013,50,1,0.4498160190570196,0.7995051209889775,0.3499456279793086
136,0.013602696009415384,0.010758873431951753,0.013602696009415384,0.0350295492924482,3.6249289644279737e-05,0.07034055346215738,50,1,0.4498307527188271,0.7994830948349458,0.3499831061141777
137,0.01360269403766265,0.010758380663589107,0.01360269403766265,0.03502747376445766,3.1398451712163523e-05,0.07020414484399018,50,1,0.44987788639320614,0.7995096565963896,0.3500381674347993
138,0.013602691310672125,0.01075778394408769,0.013602691310672125,0.03502305557142024,2.351134195597982e-05,0.07006691501781083,50,1,0.4499486853495506,0.7995752703863103,0.3501019535369767
139,0.013602689136732645,0.010757177734585652,0.013602689136732645,0.035017121981122314,1.4762543179726582e-05,0.06992886774584436,50,1,0.4500315918603284,0.7996673041914877,0.35016399013910127
140,0.013602688250740534,0.010756658630530158,0.013602688250740534,0.035010571306628484,9.717459739767012e-06,0.06979000681272648,50,1,0.45011406626234785,0.7997719212559948,0.3502139893859693
141,0.013602688573156347,0.010756310203559449,0.013602688573156347,0.03500425096900375,1.2962243090290714e-05,0.06965033602539979,50,1,0.4501843975134558,0.7998759172409974,0.35024351326201414
142,0.013602689430816918,0.01075619079498574,0.013602689430816918,0.0349988554860977,1.8194368156402393e-05,0.06950985921300949,50,1,0.45023324245241625,0.7999682666894753,0.3502472535560854
143,0.013602690034892392,0.010756325812626906,0.013602690034892392,0.03499485610397557,2.1364510444297816e-05,0.06936858022679836,50,1,0.4502547113625473,0.8000412041793705,0.35022375950138057
144,0.013602689920023244,0.010756705310641297,0.013602689920023244,0.034992468341330865,2.1600117881801627e-05,0.06922650294000116,50,1,0.45024689511194965,0.8000907456972766,0.3501755391432746
145,0.013602689125913644,0.010757286812308852,0.013602689125913644,0.03499165789950714,1.9040983644450472e-05,0.06908363124773848,50,1,0.4502118138606631,0.8001166414810221,0.35010855921881884
146,0.013602688077555481,0.010758002589011191,0.013602688077555481,0.03499218004678371,1.440031884666421e-05,0.06893996906690994,50,1,0.45015484696408486,0.8001218304416994,0.35003125605259094
147,0.01360268728471322,0.010758770035283543,0.01360268728471322,0.034993643421459504,8.953599406381393e-06,0.0687955203360868,50,1,0.4500837679089192,0.8001115278961313,0.3499532346255121
148,0.013602687052367723,0.010759503447052548,0.013602687052367723,0.034995586692790945,5.6087172561338135e-06,0.06865028901540397,50,1,0.4500075495796771,0.8000921156621255,0.34988386679952005
149,0.01360268735202168,0.010760125445493561,0.01360268735202168,0.034997555874969784,7.876263860990886e-06,0.0685042790864515,50,1,0.44993512033399796,0.8000700135777739,0.34983100002692374
150,0.013602687891719503,0.010760576479307712,0.013602687891719503,0.03499917122892129,1.1493112787811165e-05,0.0683574945521653,50,1,0.4498742406536328,0.8000506953133825,0.34979995718389995
151,0.013602688311658678,0.010760821235285028,0.013602688311658678,0.03500017528550379,1.3778670496495665e-05,0.06820993943671756,50,1,0.44983063744482116,0.8000379736744662,0.3497929532456491
152,0.013602688380077891,0.010760851316924055,0.013602688380077891,0.03500045707847554,1.417570986031021e-05,0.06806161778540631,50,1,0.4498074849590431,0.8000336288016558,0.3498089852046146
153,0.01360268808714668,0.010760684126938017,0.01360268808714668,0.035000051591398795,1.2765911955756668e-05,0.06791253366454453,50,1,0.44980526587248026,0.8000373954670924,0.34984417912740495
154,0.013602687606919508,0.01076035842570685,0.013602687606919508,0.034999117105953645,1.0016434003987635e-05,0.0677626911613487,50,1,0.44982199162361697,0.8000472717444027,0.3498925133750263
155,0.013602687172022848,0.010759927461154365,0.013602687172022848,0.03499789608295801,6.784422433515946e-06,0.06761209438382675,50,1,0.44985371504644434,0.8000600681292279,0.34994678866166723
156,0.013602686943012891,0.01075945082555975,0.013602686943012891,0.03499666705662908,4.731762359132778e-06,0.0674607474606654,50,1,0.4498952361516082,0.8000720889306342,0.3499996895973202
