evaluation,objective,gradient_rms,gradient_inf,forward_iterations,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv
1,2.6200818020536345e-06,4.672400071632661e-07,1.2288059336085604e-05,2,5.1006033662290435e-12,-10.838192825467202,-0.0943876434834891,-0.7562181430910316
2,5.065549535258041e-05,1.5803195959151376e-05,0.00029631835212076257,76,6.482449423967372e-11,-9.888721963798803,-0.09439135041451178,-1.401884035068247
3,4.442320420110572e-06,2.5061862815002445e-06,2.8233587263509285e-05,8,5.258689031787312e-16,-11.700662009042237,-0.0943854828887674,-0.7562799346334558
4,2.910825269112463e-06,1.6283009226139025e-06,4.17457382824912e-05,7,1.0485536872134168e-12,-10.909838226071685,-0.09439062861022424,-0.7562233507941796
5,2.6135442745615383e-06,4.100598469221301e-07,1.0886843110985934e-05,4,1.2108663481867225e-13,-10.843077897446378,-0.09438778488819086,-0.7562185088168728
6,2.7918298609270462e-06,1.4037880881524632e-06,3.675799785827847e-05,7,5.4156268761166554e-11,-10.86031929738324,-0.09438488672542363,-0.7562296777481436
7,2.61067173258907e-06,3.8632726221703124e-07,1.0309848836486615e-05,4,6.423680459784503e-12,-10.843939416796058,-0.09438757295557199,-0.756219138871015
8,2.7435093530413115e-06,1.3056681965468789e-06,3.44618699892662e-05,6,6.810378872463328e-11,-10.855919703404615,-0.09438557983236795,-0.7562260945225686
9,2.6093451391396453e-06,3.7551178270849315e-07,1.004955025364585e-05,4,3.241119681172921e-11,-10.84436394696792,-0.09438746257585327,-0.7562194408564215
10,2.7146848656459614e-06,1.236831738998726e-06,3.282927843399457e-05,7,4.2903292937392704e-14,-10.853086338977374,-0.09438596188150558,-0.7562238322731484
11,2.6087236762012745e-06,3.707742504321564e-07,9.937664781678253e-06,4,6.803093477127127e-11,-10.844570380336599,-0.09438740678624001,-0.7562195848674431
12,2.6970026633615283e-06,1.1931607827440684e-06,3.1807185596062874e-05,9,2.7223956835067727e-14,-10.851247335901743,-0.09438618137207898,-0.7562223881540147
13,2.6084338360933166e-06,3.687114632225618e-07,9.889861095578042e-06,4,9.605423161802037e-11,-10.844668610606904,-0.0943873796338325,-0.7562196526028706
14,2.685894773266835e-06,1.1676465515285778e-06,3.123174651533395e-05,9,5.400770497636167e-11,-10.850046639888143,-0.09438631199825655,-0.7562214580661303
15,2.608296576257203e-06,3.6785710196678136e-07,9.870872871378018e-06,5,5.920593357468549e-14,-10.844714713370598,-0.09438736652449252,-0.7562196839383027
