step,evaluation_success,objective,gradient_rms,forward_converged,forward_iterations,forward_failure,line_search_failures,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv,inverted_cell_fraction,inverted_rest_measure_fraction,negative_det_f_mean,top_target_mae,top_target_rms,top_target_max,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_neighbor_jump_rms,activation_rms,detF/min,detG/min,detAinv/min,target/rms,target/mae,target/max,activation/rms,activation/neighbor_jump_rms
0,1,0.0014813333333333334,0.0012308734169248115,1,1,,0,1.47607518564906e-18,1.0,1.0,1.0,0.0,0.0,0.0,0.03666666666666667,0.038488093396962825,0.05,0.038488093396962825,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.038488093396962825,0.03666666666666667,0.05,0.0,0.0
1,1,0.0013866695187935505,0.001296417310595821,1,5,,0,1.444509069235889e-09,0.989815129991316,0.9765200149430964,0.9400013288756743,0.0,0.0,0.0,0.03547405247010099,0.0372380117459774,0.04835764153877385,0.03723782542009392,0.00024690455921598455,0.03135830021186945,1.1495247167482774,0.0,0.02999463035584427,0.989815129991316,0.9765200149430964,0.9400013288756743,0.0372380117459774,0.03547405247010099,0.04835764153877385,0.02999463035584427,0.0
2,1,0.0012861699444487523,0.0013647090544609659,1,5,,0,1.1105821232945088e-09,0.9787060015424419,0.951709768076534,0.8810659255267449,0.0,0.0,0.0,0.034161897237791256,0.03586321157465896,0.0465508884146356,0.035862178692129446,0.0005176924704514011,0.0657064944068366,2.408617563855835,0.0,0.05824718973498767,0.9787060015424419,0.951709768076534,0.8810659255267449,0.03586321157465896,0.034161897237791256,0.0465508884146356,0.05824718973498767,0.0
3,1,0.0011791825409112403,0.0014356609553409013,1,5,,0,3.267982191297698e-09,0.9662764443482775,0.9245492321638417,0.8229835274427837,0.0,0.0,0.0,0.03270741227502708,0.034339227436144225,0.04454615780678312,0.034336119466672525,0.0008181138196952806,0.10380029403681212,3.805520399922538,0.0,0.0865495207873803,0.9662764443482775,0.9245492321638417,0.8229835274427837,0.034339227436144225,0.03270741227502708,0.04454615780678312,0.0865495207873803,0.0
4,1,0.0010653350156836993,0.0015085228924409284,1,6,,0,4.0083193777869735e-12,0.9517320652268488,0.8949300431758956,0.7656530309476288,0.0,0.0,0.0,0.031084597997034502,0.032639470211443374,0.042311509736032996,0.03263211032429969,0.0011522925317253602,0.14624258037974397,5.36406334476487,0.0,0.11478380028943021,0.9517320652268488,0.8949300431758956,0.7656530309476288,0.032639470211443374,0.031084597997034502,0.042311509736032996,0.11478380028943021,0.0
5,1,0.0009443798906580239,0.0015811750286265852,1,6,,0,4.792831760222589e-10,0.9339734260447572,0.8626406138051756,0.7089906365661287,0.0,0.0,0.0,0.02926037661039962,0.03073076456351231,0.03980946691136457,0.030715410408996772,0.0015243515153292471,0.19369637804812348,7.112079616191739,0.0,0.1429250829923249,0.9339734260447572,0.8626406138051756,0.7089906365661287,0.03073076456351231,0.02926037661039962,0.03980946691136457,0.1429250829923249,0.0
6,1,0.0008163627061939373,0.0016486501817072165,1,7,,0,1.4300389221136445e-09,0.9114866403913277,0.8273104786718212,0.6529220653554066,0.0,0.0,0.0,0.027193205329820183,0.028572061637094675,0.03699548846325871,0.02854228496476547,0.0019382139964450042,0.24687669906993878,9.0828503142813,0.0,0.17097106395428957,0.9114866403913277,0.8273104786718212,0.6529220653554066,0.028572061637094675,0.027193205329820183,0.03699548846325871,0.17097106395428957,0.0
7,1,0.0006819721697172158,0.0017012498754340889,1,10,,0,1.1971167773163384e-11,0.8823096333858889,0.7855830706151175,0.5973827042455923,0.0,0.0,0.0,0.024833870283057367,0.026114596870662504,0.03381504812131317,0.02605891797721731,0.002398145404394921,0.3066212282335585,11.321709376209819,0.0,0.198924868340403,0.8823096333858889,0.7855830706151175,0.5973827042455923,0.026114596870662504,0.024833870283057367,0.03381504812131317,0.198924868340403,0.0
8,1,0.0005430176235802373,0.0017240184247195353,1,11,,0,5.304729955530981e-12,0.8393109084666053,0.727604598512499,0.5423210193223128,0.0,0.0,0.0,0.0221303492192736,0.023302738542502623,0.03018916905774882,0.023199264503793678,0.0029128915198637223,0.3743391743371278,13.908701152375755,0.0,0.22678742641828858,0.8393109084666053,0.727604598512499,0.5423210193223128,0.023302738542502623,0.0221303492192736,0.03018916905774882,0.22678742641828858,0.0
9,1,0.0004027019153066656,0.0017046008861574871,1,9,,0,9.744247304978335e-10,0.7877595802400948,0.6519244473562031,0.4877082007403708,0.0,0.0,0.0,0.019032686840751614,0.02006743419838883,0.02628477036016205,0.01987398026631223,0.0035081096973131167,0.4536055219812206,17.051102229475923,0.0,0.25454836476230835,0.7877595802400948,0.6519244473562031,0.4877082007403708,0.02006743419838883,0.019032686840751614,0.02628477036016205,0.25454836476230835,0.0
10,1,0.0004444722176743481,0.0008111394880960943,1,26,,0,2.244186395019361e-09,0.5833617965905539,0.5833617965905539,0.43355663063613176,0.0,0.0,0.0,0.019413905116875206,0.02108250975748258,0.03060814468073717,0.018457702619948446,0.004523180744752242,0.5066776244719857,28.61062371477318,0.0,0.2821716373763079,0.5833617965905539,0.5833617965905539,0.43355663063613176,0.02108250975748258,0.019413905116875206,0.03060814468073717,0.2821716373763079,0.0
11,1,0.00040607138737473985,0.0006548537221364601,1,11,,0,1.3573418550770395e-09,0.5379011641176918,0.5379011641176918,0.38281800837972174,0.0,0.0,0.0,0.018255566225119185,0.020151213049708443,0.02958877620065299,0.015901631008160187,0.004981004088258367,0.57134859652676,30.437519684328038,0.0,0.30809558189227165,0.5379011641176918,0.5379011641176918,0.38281800837972174,0.020151213049708443,0.018255566225119185,0.02958877620065299,0.30809558189227165,0.0
12,1,0.00030818590219956537,0.0020702895566374925,1,15,,0,3.2337024411323886e-11,0.52907333771576,0.36942213181199524,0.3371191041021971,0.0,0.0,0.0,0.015666798571340717,0.017555224356286803,0.02491393475772455,0.011728473275428256,0.006320914239557432,0.7316553921480409,34.58207311969763,0.0,0.3315024529699699,0.52907333771576,0.36942213181199524,0.3371191041021971,0.017555224356286803,0.015666798571340717,0.02491393475772455,0.3315024529699699,0.0
13,1,0.00029496900263663723,0.0014431151554834926,1,7,,0,1.1806379067874724e-09,0.5022434226425596,0.3096496783758837,0.301002056325157,0.0,0.0,0.0,0.015717606552408083,0.01717466164547754,0.026739265861641243,0.009349425449734402,0.006812565021754306,0.818742122802037,34.469076986287774,0.0,0.35034931059326513,0.5022434226425596,0.3096496783758837,0.301002056325157,0.01717466164547754,0.015717606552408083,0.026739265861641243,0.35034931059326513,0.0
