step,objective_total,objective_data,objective_regularizer,gradient_rms,equilibrium_residual_rms,forward_iterations,forward_converged,numerically_equilibrated,min_det_f,min_det_g,min_det_ainv,min_singular_ainv,orientation_preserving,verified_admissible,top_uy_mean,top_uy_range,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_l2_rms,activation_max_abs,activation_neighbor_jump_rms,activation_physical_h1_squared
10,0.0029515721052660554,0.002944127837709932,7.444267556123069e-06,1.2070603670869856e-05,7.832676443272305e-10,15,1,1,0.7801660510595763,0.753627338112473,0.23776247594039315,0.41440457940169634,1,1,0.008201387874509558,0.03545291880790907,0.09398076139896823,0.0009656709497804993,0.16653277448123147,6.101957623345263,0.41317009759826584,0.50722482417606,0.01753767689247002,0.14888535112246137
11,0.0028822413469060007,0.002879812792059715,2.4285548462856083e-06,1.0471990310015236e-05,3.3651006872013744e-11,25,1,1,0.7594752876416008,0.7222625798483592,0.19000939663570807,0.36910715767709174,1,1,0.010335107522283712,0.047235208332535326,0.09294857920473634,0.0012565548365045139,0.22113650091608028,7.8204216232816615,0.45497377859745874,0.5597403028708452,0.010079365780290792,0.04857109692571217
12,0.0028187648588715165,0.002815223488184066,3.5413706874506814e-06,1.5359663939192273e-05,2.990077075932505e-11,22,1,1,0.7405254862696399,0.63072359167981,0.14520445850283054,0.31253054509369943,1,1,0.013023887921290783,0.0626669865957344,0.09190032896868323,0.001570356634851657,0.28921611116425683,9.402113336795834,0.4961002062572781,0.6127132301461149,0.012643136410693374,0.07082741374901362
13,0.002768315853385089,0.0027561212580596494,1.2194595325439604e-05,2.187275818029645e-05,3.833753814069468e-11,27,1,1,0.6610895461227494,0.536733284087671,0.10427563785432646,0.2447621222478753,1,1,0.016379720548275634,0.08225558705356702,0.09093054368131177,0.00191776327719709,0.36916080126442136,11.185851641732812,0.5333262982467839,0.666096161351793,0.02331800981047316,0.24389190650879208
14,0.0027435345935853273,0.002712057548052251,3.147704553307603e-05,2.6789398758046165e-05,2.3262895343486812e-10,26,1,1,0.6088681478577785,0.4794262857838749,0.07611982173006963,0.20051611104274011,1,1,0.02008856151137098,0.10330399764377124,0.09020073527503394,0.0023880782278298558,0.4604872948005606,13.886368272543073,0.563133978254901,0.719637493813296,0.03673138659459077,0.6295409106615206
15,0.002746072129844392,0.002678231031069362,6.784109877502996e-05,2.856719811092888e-05,7.668181024062557e-10,18,1,1,0.5479641259760417,0.2890251908045462,0.04855902089805617,0.14054190029171432,1,1,0.0233666165915656,0.1174864627240491,0.08963644957944332,0.0025176152184106346,0.5160077829367182,14.34133822504216,0.5844494581301528,0.7701341382200342,0.05331883145517369,1.356821975500599
16,0.002736934498293261,0.0026438019286944272,9.313256959883379e-05,2.7113355830893274e-05,1.1932545215126931e-12,12,1,1,0.3573108100086492,0.17526581660187265,0.030974928240783565,0.08437962493165921,1,1,0.025809000568568774,0.12484347678548481,0.08905844028548492,0.002706446648431921,0.5613547904956547,15.89390732268139,0.5964331265825572,0.809226323448241,0.061916634216564,1.8626513919766756
17,0.002898528017078712,0.00278096618808054,0.00011756182899817209,6.18479320668242e-05,5.267190407312183e-12,33,1,1,-10.144090588110885,-0.08505546015815815,0.008384729948867482,0.024537004902834284,0,0,0.026078240760817193,0.14328936884971835,0.09133946881957229,0.0035040320759687385,0.6373379506599461,22.639959107565897,0.601445870400363,0.8385955715041743,0.06931909560384943,2.351236579963442
18,0.002874726131544253,0.002753714532877848,0.00012101159866640493,0.0001964621380737718,6.201808451974853e-12,56,1,1,-78.67319318209573,-0.01586235259592508,-0.016210019692456307,0.005912711744088417,0,0,0.0180321339020735,0.09915304128861127,0.09089083341368119,0.00294775758148732,0.4751791071366427,18.74769315198784,0.5999090586412705,0.871649119988168,0.07098074086526229,2.4202319733280984
19,0.0027603015471834996,0.0026368381122816274,0.0001234634349018723,0.000165121052126898,5.405090877793122e-13,54,1,1,-40.905829065724085,-0.04120441852167408,-0.04156930140844015,0.017661495310939714,0,0,0.020147285334225384,0.11206289542680208,0.08894107227172876,0.0032554422063962914,0.5154882714664899,19.74756026265248,0.5994876301192078,0.9153286179025204,0.0726195351507147,2.469268698037446
20,0.002724394115005042,0.0025990124619741303,0.00012538165303091202,6.302091769871067e-05,5.294347842232648e-13,41,1,1,-29.223197058403308,-0.020780546750782468,-0.05721991556121727,0.002016437431239455,0,0,0.0205520874610278,0.1182462243956414,0.088300834570928,0.003605958927948082,0.5394378804051821,21.290902266738463,0.5997244033521442,0.9608133399482864,0.07351493390428356,2.50763306061824
21,0.00278516378233502,0.002655960366184976,0.0001292034161500436,0.000474708701338232,7.147584337086696e-10,66,1,1,-92.30850390609376,0.025429755649927832,-0.07725523450850258,0.008244531912449499,0,0,0.01743972092987562,0.09348939131549347,0.08926298840255645,0.0031365906568528853,0.4642525964963692,20.100086391381616,0.6004578559729742,0.9908680334976142,0.07489133259257275,2.5840683230008716
22,0.002858694887371364,0.0027241894733001353,0.0001345054140712286,6.709236961396026e-05,4.684209216041542e-10,55,1,1,-43.8389774845608,-0.04646686473921748,-0.09707926935607189,0.012408253444901976,0,0,0.01792506069225428,0.11097731497025784,0.09040225893140284,0.0037028782866550345,0.5292420909815709,23.270092052445587,0.6033396577305495,0.9981712264025158,0.07777263688215527,2.690108281424572
23,0.0029874555675682467,0.0028228724833541806,0.0001645830842140663,0.00023070544156683311,1.0169278923274736e-10,48,1,1,-23.11882439376684,-0.0652654435926854,-0.11598465584751533,0.0095012336215116,0,0,0.016928104737297892,0.10772166346157531,0.09202509141567065,0.003922499294797148,0.5549776291964448,26.73470782728134,0.6066648942246514,1.001512062990249,0.08676246788413534,3.2916616842813258
24,0.0030150989583433547,0.0028138346151675613,0.00020126434317579327,9.601414444549195e-05,2.353444382538369e-10,30,1,1,-91.3666159410822,-0.01103143122616664,-0.13458216176575227,0.005261497951144651,0,0,0.016332540911691878,0.09868357022287054,0.09187765694390929,0.0035033552169630323,0.5032985730386236,22.901386621443326,0.6095629091865766,1.009786774442563,0.09598228114691341,4.025286863515865
25,0.003012540461216558,0.0027787815014042165,0.00023375895981234178,0.00014409786039009536,1.1694490872896565e-06,80,0,0,-56.3630964703662,-0.20534201478271916,-0.15212382008564498,0.0026265388446474864,0,0,0.014110593681232762,0.08547417723122062,0.09130358429006306,0.0031463051464804635,0.4578398565197395,20.02747086891612,0.6128181901076202,1.0233471971514994,0.1038628053955283,4.675179196246836
26,0.0029943765623632393,0.002738423182179627,0.0002559533801836124,0.00011270595721822512,4.632184138178192e-12,43,1,1,-46.5286209349909,-0.17998394365708456,-0.16768167413906446,0.007827091958906652,0,0,0.015120495041452816,0.08840317132177077,0.09063812413404682,0.0031858434204465194,0.4723676546909039,20.47136027471831,0.6162323081641887,1.0344740993813313,0.10929252068323295,5.119067603672248
27,0.003100869740584174,0.002828176633581127,0.00027269310700304663,9.966725215076514e-05,4.038532852605552e-06,80,0,0,-59.177667834513294,-0.011990147443029515,-0.1814159683427393,0.01969080129096514,0,0,0.013958182619896968,0.08102808463485894,0.0921115079712811,0.0027922446618318737,0.4183052176329702,18.18763665171243,0.6199576564389436,1.0430982320524036,0.11299796812743174,5.453862140060933
28,0.0030340250339871136,0.00275200511459172,0.0002820199193953938,0.00010070037239017678,3.753990527584706e-11,44,1,1,-41.566404791726825,-0.010253576395756395,-0.19375125791057987,0.011045934436335949,0,0,0.015959449075959628,0.09140254874267627,0.09086261796676981,0.0027097691664528176,0.43951671165178324,16.84514974267782,0.6241014785595075,1.0497197270959802,0.11497922246010843,5.640398387907876
29,0.0030674476787927707,0.0027855519264497965,0.00028189575234297427,0.00015412144870235968,1.6896697025789965e-12,37,1,1,-52.70536455887908,-0.0011526125196381356,-0.20467106668746907,0.0042659174459210285,0,0,0.013742276839775972,0.09058897387895856,0.09141474596228658,0.0031901034859016793,0.46533424077992824,21.498686736693177,0.6274667808634075,1.0549960190667924,0.11509954757456412,5.637915046859485
30,0.003059364798175839,0.0027673610771129183,0.0002920037210629206,0.00014442934102258938,1.2923714932092908e-11,42,1,1,-59.98999447588322,-0.1309806703484021,-0.21469030179833842,0.0036605197297035845,0,0,0.014287413606835905,0.09549113732650243,0.09111576829143654,0.003260701405522659,0.4791756027379505,21.965319206995755,0.6298569349177077,1.0618632871774705,0.11702957460239526,5.840074421258413
31,0.0030242031656370527,0.002723261842973496,0.00030094132266355683,6.215548613836825e-05,9.639268478004554e-10,20,1,1,-68.13760944946445,0.0007407451780846118,-0.2239603092507083,6.68545450433981e-05,0,0,0.01609144208362978,0.10041798829479004,0.09038686590938137,0.00341080054371416,0.508569127036507,22.12959696941704,0.6318846261984694,1.0672014603973414,0.11825685628526429,6.018826453271137
32,0.0030392780451355315,0.002736102634395267,0.00030317541074026454,8.929986799261711e-05,8.127774595256045e-11,12,1,1,-64.51032143279552,-0.11540930306267369,-0.2318788601779586,0.0009660961670160849,0,0,0.01572496567793195,0.10106504582947137,0.09059971248953166,0.0032834891820653768,0.4969529176003873,21.533872948343554,0.6335300448386585,1.0712747346424343,0.11797826323249375,6.063508214805291
33,0.003026019091417115,0.002728496092845598,0.00029752299857151724,9.782427048631979e-05,2.487962632671382e-11,30,1,1,-94.45837230025187,-0.030810906058174804,-0.23853497872485346,0.009116909174758252,0,0,0.016746049242968707,0.10289698886375057,0.09047368832172586,0.003401865659726812,0.5154256491824477,21.907362987122603,0.6340256268674965,1.0741670102445438,0.11628734659436644,5.9504599714303446
34,0.003034488536009324,0.0027462442846645455,0.0002882442513447783,0.00013156991583140285,3.3118197952569747e-13,22,1,1,-67.63685018900374,-0.055651591710586944,-0.2438371576225005,0.005917299116249431,0,0,0.01610306000323773,0.10630350893592137,0.09076746583437062,0.0031487664249690186,0.4932505460574918,19.990931586613073,0.6341539860167406,1.0759491084632375,0.11411521453278439,5.764885026895566
35,0.0029941238194417636,0.0027147618027118813,0.0002793620167298821,6.909492792399071e-05,3.0757293940392164e-11,16,1,1,-88.93189455235479,-0.08455069156497842,-0.24773873442203026,0.007052170764435619,0,0,0.017116778712458446,0.10794877180158825,0.09024569467922358,0.003224766596565949,0.5140648641030674,20.661114260032672,0.6339872394504739,1.076671241155366,0.11241426134708365,5.587240334597642
36,0.0029611575584449854,0.002688031490022661,0.0002731260684223245,5.685574305190696e-05,6.425615361448345e-10,37,1,1,-89.46735186702242,-0.1007416842084054,-0.25045235521487424,0.0006355399025080944,0,0,0.016302449024378152,0.09326073954037928,0.08980030328494432,0.0032174649915994754,0.4871518579494308,21.70104045398284,0.6337943116081407,1.0776585624734347,0.11134196703798278,5.46252136844649
37,0.0029542038213657153,0.002685369213633857,0.0002688346077318584,4.587976919547046e-05,1.7102815953243255e-11,15,1,1,-87.13227514663807,-0.10828417966147903,-0.2521461974424008,0.011575215824170136,0,0,0.016179693177439336,0.09809275030573386,0.08975582232313162,0.003459369717541174,0.5013576759970656,23.38174408042218,0.6351137477523722,1.0786038637192075,0.11065639927016269,5.376692154637167
38,0.0029413874473306484,0.002677107138173193,0.0002642803091574552,6.602923992086196e-05,1.7026006811524968e-10,24,1,1,-90.84941533452356,-0.08979180979325932,-0.2529708709142602,0.008573001202926454,0,0,0.016757906042746087,0.10217779913344502,0.0896176400856415,0.003123925227810155,0.4907725788803603,20.72560299633439,0.6374074106101699,1.0784844184761324,0.11005647123348294,5.285606183149104
39,0.0029750835359776124,0.0027197888427931906,0.00025529469318442196,8.478491847734414e-05,3.716453246537273e-11,64,1,1,-96.60958584171524,-0.018522043467355837,-0.25293749125540943,0.00830378189657937,0,0,0.015286910881818643,0.08492618937892403,0.09032921193268306,0.0026271769952607616,0.4167620812019222,16.969470223461702,0.63965646460609,1.0773797111548369,0.1085464235608213,5.105893863688439
40,0.0029630563947178412,0.002714395859957498,0.00024866053476034294,6.583916985744304e-05,7.453868762121642e-10,28,1,1,-84.19139112206432,-0.04417041655512514,-0.2621231486620041,0.003087675792968835,0,0,0.01564776651104014,0.08543543415840302,0.090239612033034,0.0025761113151702175,0.41857859957148597,15.677010171425739,0.641438144089558,1.0754894527749173,0.10695730053694025,4.973210695206858
