step,objective,mae,rmse,linf,grad_norm,learning_rate,worst_point_index,worst_point_ties,bump_highpass_rms,bump_laplacian_rms,bump_peak_to_valley,control_0,control_1,control_2,control_3,control_4,control_5,control_6,control_7,control_8,control_9,control_10,control_11,control_12,control_13,control_14,control_15,control_16,control_17,control_18,control_19,control_20,control_21,control_22,control_23,control_24
10,0.007864965151740646,0.004962887510019094,0.007864965151740646,0.026255375470550187,0.00258710204054911,0.0599410978435839,960,4,0.0036363951874489515,0.9176618738544009,0.02185741487117846,0.04202684894689568,0.16852472379527217,0.32191521252679467,0.1685247237952721,0.042026848946895665,0.1685247237952722,0.580001079410265,0.5943427311828215,0.5800010794102649,0.16852472379527217,0.32191521252679484,0.5943427311828214,0.6005954023999012,0.5943427311828214,0.3219152125267946,0.16852472379527225,0.5800010794102649,0.5943427311828214,0.5800010794102649,0.16852472379527217,0.04202684894689563,0.1685247237952722,0.321915212526795,0.16852472379527214,0.04202684894689559
11,0.007507043918568422,0.00467534102787589,0.007507043918568422,0.025760710378699425,0.002391479602066652,0.05992873331488256,720,4,0.003921123020592716,0.9761362098971875,0.024005930687655812,0.04537879911452187,0.13962147793025675,0.3010153892386827,0.13962147793025673,0.04537879911452183,0.1396214779302568,0.6309079433788061,0.6516346069534448,0.630907943378806,0.13962147793025675,0.3010153892386829,0.6516346069534446,0.6604323789578175,0.6516346069534446,0.30101538923868265,0.13962147793025687,0.630907943378806,0.6516346069534446,0.630907943378806,0.13962147793025678,0.04537879911452188,0.1396214779302568,0.30101538923868315,0.13962147793025675,0.045378799114521834
12,0.0072106666550899486,0.004478652614433418,0.0072106666550899486,0.025270969783856678,0.002190480764520366,0.05991519317277932,720,4,0.004220390962233635,1.0357135848889463,0.026037810864484093,0.040751406042115634,0.11410602455202042,0.27581192811319805,0.1141060245520204,0.040751406042115586,0.11410602455202049,0.6786776124623277,0.7079635776885834,0.6786776124623276,0.1141060245520204,0.2758119281131982,0.7079635776885832,0.7200688667584683,0.7079635776885832,0.275811928113198,0.11410602455202051,0.6786776124623276,0.7079635776885832,0.6786776124623276,0.11410602455202044,0.0407514060421157,0.11410602455202047,0.27581192811319855,0.11410602455202043,0.040751406042115655
13,0.0069753077708777644,0.004332729149007834,0.0069753077708777644,0.02478779727627405,0.0019951420364028843,0.05990047795181578,960,4,0.004519280973322356,1.0959992194209984,0.027905008133980856,0.03245721575892316,0.09562548765956672,0.24870348612380597,0.09562548765956673,0.03245721575892312,0.0956254876595668,0.722500596111704,0.7630475224677781,0.7225005961117039,0.09562548765956669,0.24870348612380613,0.7630475224677779,0.779400231196295,0.7630475224677779,0.24870348612380588,0.0956254876595668,0.7225005961117039,0.7630475224677779,0.7225005961117039,0.09562548765956674,0.03245721575892322,0.09562548765956676,0.24870348612380647,0.09562548765956673,0.0324572157589232
14,0.006792750192344719,0.004209535276907939,0.006792750192344719,0.024313207509476572,0.0018135292113700494,0.05988458823292369,720,4,0.004803490193399569,1.1559391738910874,0.0295612408664706,0.02613728823272747,0.08651006903887562,0.22213721538616873,0.08651006903887566,0.026137288232727464,0.08651006903887569,0.7614993492963124,0.8165426624659324,0.7614993492963122,0.08651006903887556,0.2221372153861689,0.8165426624659322,0.8382889833650125,0.8165426624659322,0.22213721538616865,0.08651006903887566,0.7614993492963122,0.8165426624659322,0.7614993492963122,0.08651006903887562,0.02613728823272749,0.08651006903887562,0.2221372153861692,0.0865100690388756,0.02613728823272749
15,0.006652408807806717,0.004110845865237148,0.006652408807806717,0.023849519464345718,0.0016503015648725466,0.05986752464340193,720,4,0.005063174923842306,1.2142228625238904,0.031131526958347932,0.025701170130861564,0.08693647098741342,0.19854944519434833,0.08693647098741347,0.025701170130861584,0.08693647098741347,0.79481612543354,0.8680503266225175,0.7948161254335399,0.08693647098741333,0.1985494451943485,0.8680503266225172,0.8965676063576622,0.8680503266225172,0.19854944519434825,0.0869364709874134,0.7948161254335399,0.8680503266225172,0.79481612543354,0.08693647098741338,0.025701170130861522,0.08693647098741336,0.19854944519434875,0.08693647098741338,0.025701170130861532
16,0.006546421074868701,0.00403696460182314,0.006546421074868701,0.023399250471471924,0.0015103894327514172,0.0598492878568918,960,4,0.005293765692408025,1.2696567084656383,0.0329715840556347,0.030753400100643567,0.09539556425002058,0.18005726628274799,0.09539556425002063,0.030753400100643605,0.09539556425002062,0.8217255888622373,0.9171299088944797,0.8217255888622373,0.09539556425002048,0.18005726628274815,0.9171299088944794,0.9540437815338224,0.9171299088944794,0.1800572662827479,0.09539556425002052,0.8217255888622373,0.9171299088944794,0.8217255888622375,0.09539556425002049,0.03075340010064348,0.09539556425002048,0.18005726628274832,0.09539556425002049,0.030753400100643487
17,0.006481355624197809,0.0040130655880393894,0.006481355624197809,0.02302038031217646,0.0014164025993029764,0.05982987859335041,720,4,0.005490017630120189,1.3195061819861882,0.034689145177562664,0.037460621105430685,0.10956200322830746,0.16803178295017124,0.1095620032283075,0.03746062110543072,0.10956200322830748,0.8417428819108271,0.9633160543844306,0.8417428819108271,0.10956200322830734,0.16803178295017138,0.9633160543844304,1.0,0.9633160543844304,0.16803178295017113,0.10956200322830738,0.8417428819108271,0.9633160543844304,0.8417428819108272,0.10956200322830734,0.0374606211054306,0.10956200322830732,0.16803178295017143,0.10956200322830734,0.037460621105430594
18,0.006486282286964856,0.004028988950895653,0.006486282286964856,0.02291297534680248,0.0014222261239591105,0.05980929761902224,960,4,0.005622138829105947,1.3532674888916676,0.03601119754599884,0.040959312383043706,0.12676436748131065,0.16284026455580367,0.1267643674813107,0.040959312383043706,0.12676436748131065,0.8547031750177075,1.0,0.8547031750177075,0.12676436748131054,0.16284026455580378,1.0,1.0,1.0,0.16284026455580353,0.12676436748131056,0.8547031750177077,1.0,0.8547031750177078,0.1267643674813105,0.04095931238304368,0.12676436748131048,0.1628402645558037,0.1267643674813105,0.04095931238304364
19,0.006495057180797169,0.004045835378656202,0.006495057180797169,0.022910682834049366,0.0014381895647084405,0.059787545746408925,960,4,0.005631039433826568,1.3599018077631662,0.035988866229370205,0.038607152053997805,0.1441763150120547,0.1639352459522201,0.14417631501205472,0.03860715205399777,0.14417631501205466,0.8608194179614345,1.0,0.8608194179614346,0.14417631501205458,0.16393524595222014,1.0,1.0,1.0,0.16393524595221992,0.1441763150120546,0.8608194179614347,1.0,0.8608194179614348,0.14417631501205452,0.03860715205399787,0.14417631501205452,0.16393524595221995,0.14417631501205452,0.03860715205399781
20,0.006495439118653152,0.004062166477927053,0.006495439118653152,0.022910752084900936,0.0014416371679813235,0.05976462383423716,720,4,0.005623654317704843,1.3632035375884208,0.03596772970030379,0.031586579757742136,0.15911241866876943,0.17032063814977258,0.15911241866876946,0.03158657975774209,0.1591124186687694,0.8606342914927888,1.0,0.8606342914927889,0.15911241866876932,0.17032063814977258,1.0,1.0,1.0,0.17032063814977239,0.15911241866876938,0.860634291492789,1.0,0.8606342914927891,0.1591124186687693,0.031586579757742254,0.15911241866876927,0.1703206381497723,0.15911241866876927,0.031586579757742206
21,0.006487020112477649,0.004071088967129385,0.006487020112477649,0.022912928173983296,0.0014314002982836168,0.05974053278742476,720,4,0.005602025697471308,1.36301010704309,0.035950695259849334,0.02371470075624519,0.16942573296505636,0.18063866640894172,0.16942573296505636,0.023714700756245148,0.16942573296505634,0.8548280072502044,1.0,0.8548280072502045,0.16942573296505625,0.18063866640894166,1.0,1.0,1.0,0.1806386664089415,0.16942573296505634,0.8548280072502046,1.0,0.8548280072502047,0.16942573296505622,0.02371470075624529,0.1694257329650562,0.18063866640894133,0.1694257329650562,0.023714700756245263
22,0.006469515464102032,0.004072379892081334,0.006469515464102032,0.0229169256710777,0.0014064888262239827,0.05971527355704503,960,4,0.005567364704003626,1.3593213789157967,0.0359401966682747,0.019311062623187818,0.17392509752842197,0.19335756199876275,0.17392509752842195,0.019311062623187804,0.17392509752842195,0.844162159938637,1.0,0.8441621599386371,0.17392509752842186,0.19335756199876267,1.0,1.0,1.0,0.19335756199876253,0.17392509752842197,0.8441621599386372,1.0,0.8441621599386373,0.17392509752842186,0.01931106262318783,0.17392509752842183,0.1933575619987623,0.1739250975284218,0.019311062623187828
23,0.006444338315872593,0.004069543687871033,0.006444338315872593,0.022922443876251065,0.0013680900077888678,0.05968884714028912,960,4,0.005521815502741673,1.3523902654158804,0.03593793524317922,0.02052983246139933,0.17251422332858962,0.20689612585729125,0.17251422332858957,0.020529832461399347,0.1725142233285896,0.8294390742492407,1.0,0.8294390742492408,0.1725142233285895,0.20689612585729117,1.0,1.0,1.0,0.20689612585729103,0.17251422332858965,0.8294390742492409,1.0,0.829439074249241,0.17251422332858954,0.02052983246139925,0.1725142233285895,0.20689612585729078,0.17251422332858946,0.02052983246139926
24,0.00641550737559215,0.004061596653096949,0.00641550737559215,0.02292917621327775,0.0013212112440550094,0.05966125458042672,720,4,0.005469564094602005,1.3427504440984053,0.03594483993676606,0.026172085478759856,0.1660180256746806,0.21973576231145975,0.16601802567468052,0.02617208547875989,0.16601802567468057,0.8114767412340639,1.0,0.811476741234064,0.1660180256746805,0.21973576231145966,1.0,1.0,1.0,0.21973576231145953,0.16601802567468063,0.8114767412340641,1.0,0.8114767412340642,0.16601802567468052,0.026172085478759738,0.16601802567468052,0.21973576231145933,0.16601802567468044,0.026172085478759745
25,0.006388002359060555,0.004051624739391099,0.006388002359060555,0.022936815227659016,0.0012733892408437835,0.05963249696676485,960,4,0.005415405221900373,1.331092357787938,0.03596105512917404,0.03279689026944392,0.15590260699791433,0.23055142634552944,0.15590260699791425,0.03279689026944395,0.1559026069979143,0.7910954821830324,1.0,0.7910954821830325,0.15590260699791422,0.2305514263455294,1.0,1.0,1.0,0.23055142634552922,0.15590260699791436,0.7910954821830326,1.0,0.7910954821830327,0.15590260699791425,0.03279689026944383,0.15590260699791428,0.2305514263455291,0.1559026069979142,0.032796890269443824
26,0.006365449237068695,0.004038372899669928,0.006365449237068695,0.022945055680816756,0.0012317463267865368,0.05960257543460484,720,4,0.005362590138462391,1.3181201960182738,0.035985877060340926,0.03674328350273087,0.1440362894887268,0.23835240363731844,0.1440362894887267,0.036743283502730865,0.14403628948872677,0.7691096911886036,1.0,0.7691096911886037,0.14403628948872668,0.2383524036373184,1.0,1.0,1.0,0.23835240363731824,0.14403628948872682,0.7691096911886038,1.0,0.769109691188604,0.1440362894887267,0.03674328350273086,0.14403628948872677,0.23835240363731824,0.14403628948872668,0.03674328350273083
27,0.006349395477462476,0.004021942276366029,0.006349395477462476,0.022953597968194437,0.001201073124089536,0.05957149116519758,960,4,0.005312170302224114,1.304536459463634,0.03601773296446037,0.036377575486404204,0.13247649016793556,0.24258878499843473,0.1324764901679355,0.03637757548640417,0.13247649016793553,0.7463187143659449,1.0,0.746318714365945,0.13247649016793545,0.24258878499843473,1.0,1.0,1.0,0.24258878499843456,0.13247649016793558,0.7463187143659451,1.0,0.7463187143659452,0.13247649016793547,0.036377575486404266,0.13247649016793553,0.24258878499843467,0.13247649016793547,0.036377575486404225
28,0.006339658403723584,0.004008518581505858,0.006339658403723584,0.022962153028069303,0.0011828843851038459,0.05953924538569677,720,4,0.005263933836720465,1.2910604338223604,0.03605433863121785,0.032931305256071096,0.12319398811809948,0.24318194045401892,0.12319398811809947,0.03293130525607106,0.12319398811809948,0.7234937549591219,1.0,0.723493754959122,0.12319398811809938,0.24318194045401897,1.0,1.0,1.0,0.2431819404540188,0.1231939881180995,0.7234937549591222,1.0,0.7234937549591223,0.12319398811809942,0.032931305256071186,0.12319398811809947,0.24318194045401903,0.12319398811809942,0.03293130525607115
29,0.006334645427943939,0.00399771039652491,0.006334645427943939,0.022970448960551674,0.001174892110450128,0.05950583936911058,720,4,0.00521753222268142,1.2783612060237992,0.03609305407482681,0.02936489250644085,0.11771613927137442,0.2404750978512834,0.11771613927137445,0.029364892506440837,0.11771613927137445,0.7013602190884003,1.0,0.7013602190884004,0.11771613927137435,0.2404750978512835,1.0,1.0,1.0,0.24047509785128332,0.11771613927137445,0.7013602190884005,1.0,0.7013602190884006,0.11771613927137438,0.029364892506440907,0.1177161392713744,0.24047509785128365,0.11771613927137439,0.029364892506440893
30,0.006332301933078057,0.003988616916610606,0.006332301933078057,0.02297823880595258,0.00117281843037719,0.05947127443425135,960,4,0.0051732717307449464,1.2669808187317813,0.036131297315136736,0.028322390968376337,0.11681483935997791,0.2351341082012685,0.11681483935997797,0.02832239096837634,0.11681483935997795,0.680576969435748,1.0,0.6805769694357481,0.11681483935997786,0.23513410820126865,1.0,1.0,1.0,0.23513410820126845,0.11681483935997793,0.6805769694357482,1.0,0.6805769694357483,0.11681483935997788,0.02832239096837631,0.11681483935997788,0.23513410820126887,0.11681483935997788,0.028322390968376313
31,0.006331584134291971,0.0039808537102419056,0.006331584134291971,0.022985308330685676,0.0011739135145084712,0.05943555194568351,960,4,0.005132543725811485,1.2573159163490033,0.03616684342727189,0.03034722298631068,0.12039818624044817,0.22803298539157782,0.12039818624044825,0.030347222986310686,0.12039818624044824,0.6617155571908833,1.0,0.6617155571908834,0.12039818624044812,0.22803298539157799,1.0,1.0,1.0,0.2280329853915778,0.12039818624044818,0.6617155571908835,1.0,0.6617155571908836,0.12039818624044815,0.030347222986310585,0.12039818624044814,0.22803298539157826,0.12039818624044815,0.030347222986310596
32,0.00633274156128831,0.003979201972531985,0.00633274156128831,0.022991482677799477,0.0011780396062245643,0.059398673313669756,720,4,0.00509746216965813,1.2496045714396773,0.03619796205678029,0.03367968569538915,0.12762386148818114,0.2201425467691842,0.12762386148818122,0.03367968569538916,0.1276238614881812,0.6452424807588532,1.0,0.6452424807588532,0.12762386148818108,0.22014254676918438,1.0,1.0,1.0,0.22014254676918418,0.12762386148818114,0.6452424807588533,1.0,0.6452424807588534,0.1276238614881811,0.03367968569538905,0.12762386148818108,0.22014254676918465,0.12762386148818108,0.03367968569538905
33,0.006336159336414166,0.0039871942215308955,0.006336159336414166,0.022996631121975,0.0011855879459908526,0.05936063999411533,720,4,0.005069878412999228,1.2438893904539325,0.03622346050962966,0.03561383496846748,0.1371265777349014,0.21242492676312197,0.13712657773490144,0.03561383496846747,0.13712657773490144,0.6315065003985805,1.0,0.6315065003985805,0.13712657773490133,0.21242492676312213,1.0,1.0,1.0,0.21242492676312194,0.1371265777349014,0.6315065003985806,1.0,0.6315065003985806,0.13712657773490133,0.035613834968467435,0.1371265777349013,0.21242492676312238,0.1371265777349013,0.03561383496846741
34,0.006341459608664292,0.003996416475861411,0.006341459608664292,0.0230006693636821,0.0011957219166413976,0.05932145348851057,960,4,0.005050615337401274,1.240028396601358,0.03624268955217845,0.034450953598995214,0.14727194217046813,0.20573426990898996,0.14727194217046816,0.03445095359899519,0.14727194217046816,0.620732517947815,1.0,0.6207325179478149,0.14727194217046807,0.2057342699089901,1.0,1.0,1.0,0.2057342699089899,0.14727194217046813,0.620732517947815,1.0,0.620732517947815,0.14727194217046805,0.03445095359899525,0.14727194217046802,0.2057342699089903,0.14727194217046802,0.0344509535989952
35,0.00634751492314637,0.00400738273563755,0.00634751492314637,0.02300355904159164,0.0012064550520345357,0.0592811153438716,720,4,0.005039188776316287,1.2377598219568007,0.03625550915321826,0.030693972573856323,0.1564184000833696,0.20073101534325274,0.1564184000833696,0.030693972573856296,0.1564184000833696,0.6130228777597818,1.0,0.6130228777597817,0.15641840008336955,0.20073101534325286,1.0,1.0,1.0,0.20073101534325266,0.1564184000833696,0.6130228777597818,1.0,0.6130228777597818,0.15641840008336952,0.030693972573856403,0.15641840008336946,0.20073101534325297,0.15641840008336946,0.030693972573856355
36,0.006352663385316914,0.004016258358695367,0.006352663385316914,0.02300530467611875,0.0012151484172582305,0.05923962715267932,720,4,0.005033873066681694,1.2367580811074854,0.03626219574236805,0.02661776289884928,0.16318196402770774,0.1978224637396399,0.1631819640277077,0.026617762898849248,0.1631819640277077,0.6083655205398197,1.0,0.6083655205398196,0.16318196402770765,0.19782246373964,1.0,1.0,1.0,0.1978224637396398,0.1631819640277077,0.6083655205398197,1.0,0.6083655205398197,0.16318196402770763,0.026617762898849342,0.1631819640277076,0.19782246373964,0.16318196402770757,0.02661776289884931
37,0.006355168160085229,0.004021348226946339,0.006355168160085229,0.02300594873456032,0.001219208012842658,0.059196990552816464,960,4,0.00503243605699057,1.2366965123694318,0.0362633070204126,0.02469112429048774,0.16666111052579263,0.1971392392026524,0.1666611105257926,0.024691124290487726,0.16666111052579263,0.6066471480486634,1.0,0.6066471480486633,0.16666111052579255,0.19713923920265244,1.0,1.0,1.0,0.19713923920265225,0.16666111052579263,0.6066471480486634,1.0,0.6066471480486634,0.16666111052579255,0.024691124290487736,0.16666111052579252,0.19713923920265233,0.1666611105257925,0.02469112429048773
38,0.00635417421204472,0.004022429742550032,0.00635417421204472,0.02300556574367061,0.0012174140636182493,0.059153207227503,720,4,0.005033480945521827,1.2373374179145125,0.036259551393766055,0.025880357301373332,0.1665595766118642,0.19854803246321218,0.16655957661186419,0.02588035730137334,0.1665595766118642,0.6076689291453695,1.0,0.6076689291453694,0.16655957661186413,0.1985480324632122,1.0,1.0,1.0,0.198548032463212,0.1665595766118642,0.6076689291453695,1.0,0.6076689291453695,0.16655957661186416,0.025880357301373263,0.16655957661186413,0.198548032463212,0.1665595766118641,0.025880357301373273
39,0.00635024239682033,0.0040193175984123315,0.00635024239682033,0.02300425635803268,0.0012106396552818298,0.05910827890522964,720,4,0.005037140324816868,1.2385828398542225,0.03625169722678326,0.02909226979938484,0.163183141461349,0.20169258708431548,0.16318314146134896,0.02909226979938485,0.163183141461349,0.6111623241685897,1.0,0.6111623241685896,0.1631831414613489,0.2016925870843155,1.0,1.0,1.0,0.2016925870843153,0.163183141461349,0.6111623241685896,1.0,0.6111623241685896,0.16318314146134894,0.02909226979938474,0.1631831414613489,0.20169258708431526,0.16318314146134888,0.02909226979938475
40,0.006344792241252286,0.004012622189860792,0.006344792241252286,0.023002141936230958,0.0012010531051319588,0.059062207359689624,720,4,0.005044397712547081,1.2404389154234792,0.03624052271115273,0.03207817588990704,0.1573386037039295,0.20605249953331006,0.15733860370392944,0.03207817588990704,0.1573386037039295,0.6168035549406371,1.0,0.616803554940637,0.1573386037039294,0.2060524995333101,1.0,1.0,1.0,0.2060524995333099,0.1573386037039295,0.616803554940637,1.0,0.616803554940637,0.15733860370392944,0.03207817588990697,0.1573386037039294,0.2060524995333098,0.15733860370392938,0.03207817588990696
41,0.006339255295526553,0.004001633385240995,0.006339255295526553,0.022999359691053115,0.0011909456292089188,0.05901499440970867,960,4,0.005055951631068007,1.2429554985352778,0.036226791459307954,0.03304847907613019,0.15017553409196382,0.2110117974454418,0.15017553409196377,0.03304847907613016,0.15017553409196382,0.6242265435333016,1.0,0.6242265435333015,0.15017553409196374,0.21101179744544182,1.0,1.0,1.0,0.21101179744544163,0.15017553409196382,0.6242265435333014,1.0,0.6242265435333014,0.15017553409196377,0.03304847907613019,0.15017553409196377,0.21101179744544157,0.1501755340919637,0.03304847907613016
42,0.006334638494781314,0.003991196319923296,0.006334638494781314,0.022996058240289156,0.0011820723335771869,0.0589666419191732,960,4,0.005071637344538371,1.2461878181887411,0.03621124762319999,0.03188322649824804,0.14299084204794174,0.21593173627483028,0.14299084204794169,0.031883226498248,0.14299084204794174,0.6330347824861057,1.0,0.6330347824861056,0.14299084204794169,0.21593173627483028,1.0,1.0,1.0,0.2159317362748301,0.14299084204794174,0.6330347824861055,1.0,0.6330347824861055,0.14299084204794169,0.031883226498248096,0.1429908420479417,0.2159317362748301,0.14299084204794166,0.03188322649824805
43,0.006331278308699134,0.003982963041284779,0.006331278308699134,0.02299239335030531,0.0011751152100852088,0.05891715179695677,960,4,0.005090434310634231,1.2501481790127866,0.036194632203557765,0.030030250040309174,0.1370041568160922,0.22022259950875256,0.13700415681609215,0.03003025004030915,0.1370041568160922,0.6428126910366283,1.0,0.6428126910366282,0.13700415681609215,0.22022259950875256,1.0,1.0,1.0,0.22022259950875236,0.1370041568160922,0.6428126910366281,1.0,0.6428126910366281,0.13700415681609215,0.03003025004030924,0.13700415681609218,0.22022259950875242,0.13700415681609213,0.0300302500403092
44,0.0063288519082284325,0.003979740967910026,0.0063288519082284325,0.02298852363515505,0.0011696012508134906,0.058866525996844644,720,4,0.005110809012648195,1.2547528504883028,0.036177710875474695,0.029266407945993993,0.133132750786834,0.2234081718099417,0.13313275078683398,0.029266407945994,0.133132750786834,0.6531370902217856,1.0,0.6531370902217855,0.13313275078683398,0.22340817180994174,1.0,1.0,1.0,0.22340817180994155,0.133132750786834,0.6531370902217853,1.0,0.6531370902217853,0.13313275078683395,0.029266407945994007,0.13313275078683398,0.22340817180994166,0.13313275078683395,0.029266407945994
45,0.006326912423346656,0.003982823456548363,0.006326912423346656,0.022984606010262247,0.0011648803557570001,0.058814766517456735,960,4,0.005131288172796425,1.2598108655583717,0.03616128523454415,0.03029509823246611,0.13182496861903167,0.22517567127908084,0.13182496861903167,0.030295098232466136,0.13182496861903167,0.6635893326449593,1.0,0.6635893326449592,0.13182496861903165,0.22517567127908086,1.0,1.0,1.0,0.22517567127908067,0.13182496861903167,0.6635893326449591,1.0,0.6635893326449591,0.13182496861903162,0.030295098232466056,0.13182496861903165,0.22517567127908086,0.13182496861903165,0.030295098232466074
