case_id,display_name,step,target/error_rms_m,target/error_rms_mm,target/error_rms_fraction_of_target,bumpiness/contraction_target_relative_dihedral_rms_deg,bumpiness/residual_normal_laplacian_rms_m,area/deformed_to_target_ratio_rms_error,area/deformed_to_target_log_ratio_rms,area/deformed_to_target_ratio_mean,activation/rms,activation/max_abs,activation/I_plus_Ainv_min_eigenvalue,activation/I_plus_Ainv_min_determinant,activation/I_plus_Ainv_max_condition_number,quality/I_plus_Ainv_non_spd_active_tets,quality/I_plus_Ainv_nonpositive_det_active_tets,quality/inverted_tets,quality/detF_min,quality/detF_q001,quality/skin_folded_triangles,quality/skin_signed_ratio_q001,fixed/displacement_exact_zero,fixed/displacement_max_abs_m
H0P0,"homogeneous E, no prestrain",10,0.004110036237792864,4.110036237792864,0.7739978538363987,6.267749608583458,0.00020713136184640228,0.13508489291684042,0.12125678232065946,1.0224011154064117,0.025584430500368672,0.8898744205201993,0.27904312520746627,0.1115286407579567,3.0134490678715693,0,0,6,-1.1732994917402877,0.6675149272937516,7,0.26482651631299614,True,0.0
H0P0,"homogeneous E, no prestrain",11,0.00402766450755238,4.02766450755238,0.7584856931803257,6.698397172799113,0.00020749357409626453,0.13528108722784124,0.1212948394816293,1.0229314454976943,0.02747005776804138,0.9746908735913177,0.23092479942068872,0.08528960306011435,3.574889502583197,0,0,7,-1.2435597610128386,0.6470853278342794,8,0.21431449776631306,True,0.0
H0P0,"homogeneous E, no prestrain",12,0.003949873616523311,3.9498736165233113,0.7438361915163565,7.112913168781508,0.0002079687767479071,0.13549784304524473,0.12136134299227165,1.0234628005836979,0.029283639891416663,1.0528337272477826,0.1870109175319219,0.0642704719910828,4.092556751086899,0,0,8,-1.2864959685948292,0.622319068816831,8,0.19145480844758103,True,0.0
H0P0,"homogeneous E, no prestrain",13,0.0038778213444970702,3.8778213444970704,0.7302673807600077,7.512860564356629,0.00020916074499114517,0.13574624278530337,0.12147321029715678,1.023990649056541,0.031028670762712297,1.1244859934391647,0.1458429763521266,0.046924807012466534,5.116863150075142,0,0,8,-1.3026415593798664,0.6030856227935538,8,0.17079340178783528,True,0.0
H0P0,"homogeneous E, no prestrain",14,0.00380865230197847,3.80865230197847,0.7172415368589172,7.904956755648316,0.0002094685627412846,0.1359782701761123,0.12157796835530128,1.0244917072791295,0.03271065432842181,1.1906234124006752,0.11630498578654545,0.03531962334691278,6.357871381706696,0,0,7,-1.307764963154638,0.5861613799369906,8,0.17989692132321958,True,0.0
H0P0,"homogeneous E, no prestrain",15,0.0037444533880443263,3.7444533880443265,0.7051516625296488,8.242932189546801,0.00021079068504215983,0.13625535293614294,0.12171869242381066,1.0249599482703513,0.034331779971897104,1.2519888476480578,0.09746546001814424,0.02812250856075138,7.528337694019536,0,0,8,-1.2917313548225176,0.5699647262772888,9,0.17409965054109014,True,0.0
H0P0,"homogeneous E, no prestrain",16,0.003682756233874717,3.6827562338747173,0.6935329170606952,8.560678561448743,0.00021115306196906877,0.13649515316522623,0.12181548315861501,1.0254682732005487,0.03589262291611236,1.3089358147696386,0.08263650911433207,0.022774113573417215,8.825212274524937,0,0,7,-1.3594139620464358,0.5553827697198559,11,0.16761442232145823,True,0.0
H0P0,"homogeneous E, no prestrain",17,0.003625973238054084,3.625973238054084,0.6828396009056111,8.832274535160376,0.0002108226869264033,0.1367256793101795,0.12191922609798374,1.0259224368892732,0.037397763725938914,1.3618512884457379,0.07093415159828009,0.018758036680530964,10.233718586784619,0,0,9,-1.3386877862525945,0.5404301549002615,12,0.21740481055203117,True,0.0
H0P0,"homogeneous E, no prestrain",18,0.0035666317563815154,3.566631756381515,0.6716644732909931,9.133364147829363,0.00021049206097322143,0.13694627087979716,0.12200877797498438,1.0263968533425007,0.038848507091597304,1.4111964853145438,0.06251751579086555,0.01591998520669015,11.565230368892712,0,0,11,-1.3153471572252764,0.5252283580710169,12,0.21449822885563793,True,0.0
H0P0,"homogeneous E, no prestrain",19,0.0035105487548305237,3.5105487548305234,0.6611029793464819,9.420772543126743,0.00021101914984379255,0.13714837514840675,0.12209751660023249,1.026784920807728,0.04024794749505334,1.457210254905621,0.05623172007877447,0.013837896666176061,12.82059907169882,0,0,10,-1.300704424351478,0.5115405558321263,15,0.2058756246006744,True,0.0
H0P0,"homogeneous E, no prestrain",20,0.0034558436712305482,3.4558436712305483,0.650800973512329,9.693328582329212,0.00021163882467046405,0.13731144287544977,0.12216616530044562,1.0272263159010053,0.04159718798439429,1.499365062977432,0.05183472588471717,0.012365980939394354,13.87970848424944,0,0,11,-1.299746142824909,0.498243296751014,18,0.1928217495373949,True,0.0
H0P0,"homogeneous E, no prestrain",21,0.003404823819228478,3.4048238192284783,0.6411929667532793,9.933821492431376,0.00021190482176845166,0.1375423966299951,0.12227272025349055,1.0276383917630576,0.04289859349725317,1.5389847621882058,0.04928068405964263,0.01142881114413363,14.57839069278053,0,0,15,-1.303827016510772,0.48678389150598567,18,0.1888443860214518,True,0.0
H0P0,"homogeneous E, no prestrain",22,0.0033548606783853022,3.354860678385302,0.6317839587674249,10.166702481008423,0.0002125326637950224,0.1377759774721324,0.12238309788579686,1.0281087848003503,0.044154567737227673,1.5764721927060774,0.04856733823252095,0.010975476567574085,14.778067864138377,0,0,15,-1.3119812053963484,0.47588921408553386,18,0.18032747564997598,True,0.0
H0P0,"homogeneous E, no prestrain",23,0.0033090345901655243,3.309034590165524,0.6231540363337306,10.369603652318137,0.0002121293989829212,0.13798058930905835,0.1224888609989783,1.02848868093654,0.04536706716661637,1.6121149572454125,0.049551882557632945,0.010935305754764275,14.475414276653359,0,0,15,-1.309530922019941,0.46628430056675507,17,0.18285996615191372,True,0.0
H0P0,"homogeneous E, no prestrain",24,0.0032616601532347686,3.2616601532347684,0.6142325304418984,10.61639828073965,0.00021267500424802764,0.1381605492763752,0.12255415549271224,1.0289243920373337,0.04653756510200974,1.6460929099302997,0.051854296061785564,0.011197444180153704,13.828202040733947,0,0,17,-1.3000718694822027,0.45569173329992846,18,0.1925041912956785,True,0.0
H0P0,"homogeneous E, no prestrain",25,0.003218096822110296,3.218096822110296,0.6060287281283662,10.82412597135743,0.00021344890159442413,0.1383823990724223,0.12266391817046536,1.0293429062693797,0.04766841627015468,1.6785336810607039,0.055598098717950815,0.011768496428583615,12.89394105908164,0,0,18,-1.3109313236275963,0.447257764772864,22,0.12476907588613527,True,0.0
H0P0,"homogeneous E, no prestrain",26,0.003173162374216171,3.173162374216171,0.5975667184960489,11.048426837137821,0.0002138350348537494,0.13856623247760594,0.12273951570356363,1.0297654865934887,0.048761092977339285,1.7095624489782604,0.06016417973953958,0.012505326888274066,11.914675152403104,0,0,23,-1.319831098341952,0.438940821902101,22,0.12787458577556307,True,0.0
H0P0,"homogeneous E, no prestrain",27,0.0031307346365384257,3.1307346365384254,0.5895767699881147,11.267405195211794,0.00021435830479982486,0.1387715975717935,0.12284212641888055,1.030170068921246,0.049818280942984544,1.7389988005579324,0.06537113324689206,0.013364924473745063,10.96620238302674,0,0,24,-1.3205751877904113,0.43047195934524424,22,0.12708888037452779,True,0.0
H0P0,"homogeneous E, no prestrain",28,0.0030917919905846954,3.0917919905846953,0.5822431304173151,11.442606123664818,0.00021457705296868806,0.13896586171209344,0.12294452168688925,1.0305116469174147,0.05084107916181687,1.7667904961698524,0.07107626219884947,0.01431633530469032,14.285655501625145,0,0,28,-1.3209222750235947,0.42253022951685976,19,0.1433159782446794,True,0.0
H0P0,"homogeneous E, no prestrain",29,0.003051633018211476,3.0516330182114757,0.574680433489407,11.65029703457431,0.00021465039281111644,0.13915787015781447,0.12304270488723713,1.0309026376277672,0.05183127292799184,1.7929978323871818,0.044614574158925585,0.015207146564310275,23.11538386992138,0,0,31,-1.3223345709932517,0.4149612788952662,19,0.15816435115648494,True,0.0
H0P0,"homogeneous E, no prestrain",30,0.0030124882405640394,3.0124882405640396,0.5673087286831523,11.824136445580894,0.00021475027532168785,0.1393756966887592,0.12316753909638385,1.0312527637342839,0.05278991857895599,1.8177114197930362,0.028049968380201875,0.01597581139320563,37.146459718534594,0,0,32,-1.346261865350221,0.40670279967525075,19,0.16879996735473318,True,0.0
H0P0,"homogeneous E, no prestrain",31,0.002987782387967839,2.9877823879678385,0.5626561475913304,11.986327255528355,0.00021504197074277893,0.1397194224597031,0.12335824955099309,1.0314882989020149,0.053719557198944945,1.8410467264060577,-0.007661118752896561,-0.006952735595623889,136.23076851612763,1,1,32,-1.3340613667691132,0.40175786222533216,18,0.16447757996627752,True,0.0
H0P0,"homogeneous E, no prestrain",32,0.002948759929123071,2.9487599291230713,0.555307477737877,12.154826931298336,0.00021542279142217787,0.13984727047205253,0.12341542253987228,1.0318052326227043,0.05462155789736357,1.8631147575309182,-0.027489064210064033,-0.024770991951908673,37.919364784431764,1,1,32,-1.3159312294397196,0.39535168029425716,18,0.16793894879236906,True,0.0
H0P0,"homogeneous E, no prestrain",33,0.0029151870920302186,2.9151870920302185,0.5489850751229985,12.293479387791542,0.00021501830733116026,0.13994395695596823,0.12348864261069492,1.0320868602117548,0.055497100529906036,1.8840204057995644,-0.029017491882700322,-0.025812159310206164,35.74695124266033,1,1,34,-1.2992121663598237,0.3911333015143061,20,0.15360066841280257,True,0.0
H0P0,"homogeneous E, no prestrain",34,0.0028774535072077505,2.8774535072077505,0.5418791247176007,12.467402591158747,0.00021508564512659356,0.14010037420711335,0.12358695321243031,1.0324260247281631,0.05634714877515343,1.9039120707262283,-0.011905128275331257,-0.010385475861071657,86.37868726098742,1,1,33,-1.2833273377836614,0.38357657844213716,19,0.13950770046630656,True,0.0
H0P0,"homogeneous E, no prestrain",35,0.0028420362118231376,2.842036211823138,0.5352093755887947,12.638810365849352,0.00021521432741386073,0.1402367447228486,0.12366300264639928,1.0327279180850837,0.057173591857723256,1.922753371211928,0.021331532576466066,0.018157747689710516,47.65040201908443,0,0,39,-1.3076154728216325,0.378264463227124,19,0.11915877433254067,True,0.0
H0P0,"homogeneous E, no prestrain",36,0.0028167884090993327,2.816788409099333,0.5304547349988606,12.778528857365885,0.00021526960194713287,0.14035607849474588,0.12374654530830266,1.0328934185123344,0.05797631980246186,1.9406408319237636,0.05106630148713245,0.02505751401888992,18.58860364768706,0,0,43,-1.3090149436864302,0.3750517161673021,19,0.11752588108304637,True,0.0
H0P0,"homogeneous E, no prestrain",37,0.002784368853967755,2.784368853967755,0.5243495172726912,12.932232025843927,0.0002153800787881579,0.14047162698569518,0.12381824200529135,1.0331440842138757,0.05875575251702552,1.9576261873749923,0.04974399658655611,0.024468539501228265,16.648313377000548,0,0,43,-1.3096044559188196,0.36949900212917147,19,0.1001447226006986,True,0.0
H0P0,"homogeneous E, no prestrain",38,0.0027634207746844454,2.7634207746844455,0.5204045962381303,13.05532846529193,0.0002152865597372018,0.14062501725863527,0.12392545042042266,1.0333228127801124,0.05951144850387133,1.9737592361351552,0.054965062542932326,0.02703034163496867,17.40898599496832,0,0,44,-1.3043083991988484,0.36477799592106236,22,0.07577924645773841,True,0.0
H0P0,"homogeneous E, no prestrain",39,0.0027411019145089075,2.7411019145089077,0.51620153113688,13.204099932275064,0.00021617831643027088,0.14079131899742642,0.12411513264797573,1.0335317536098687,0.060245386616716336,1.9891376562257417,0.053874769099734696,0.024730218893272357,19.810271122311036,0,0,45,-1.2921660910841821,0.35861798314368243,23,0.059642278483468876,True,0.0
H0P0,"homogeneous E, no prestrain",40,0.0027209482247538275,2.7209482247538275,0.5124062087322062,13.327644941251366,0.0002170610984016332,0.14085987437741324,0.12411694519033081,1.0338476093039715,0.06095803933140022,2.0037860355450605,0.016778285466576864,0.009108174239870813,47.46478661025615,0,0,47,-1.2139762125178772,0.35221040842433876,25,0.03537846261566925,True,0.0
H0P1,homogeneous E + c020 prestrain,0,0.004913859336054866,4.913859336054865,0.9253730040596533,3.49988801069634,0.00023528945407714214,0.07175514614101913,0.08146771394003909,0.9877338283844821,0.0,0.0,1.0,1.0,1.0,0,0,0,0.24186834903330834,0.8974814733038132,0,0.553698020843808,True,0.0
H0P1,homogeneous E + c020 prestrain,1,0.004779558653423563,4.779558653423563,0.9000816357817879,3.4925035396977213,0.00022811154763521322,0.07187838964617281,0.08164184855735807,0.9879142032744653,0.0026833747843111296,0.07614220353070801,0.928928285980264,0.8256641848118884,1.0643750664711573,0,0,0,0.3887160902602507,0.8965055025430656,0,0.5552159979249922,True,0.0
H0P1,homogeneous E + c020 prestrain,2,0.004652095694041416,4.6520956940414155,0.8760779406079474,3.4860545040311512,0.000221706046329634,0.07201046388749041,0.08182075185564668,0.988108478217688,0.00530351052464896,0.1541434666576516,0.8653654298857245,0.6918471942911448,1.1277531240428822,0,0,0,0.11160180548229774,0.8881216797837612,0,0.543146423456152,True,0.0
H0P1,homogeneous E + c020 prestrain,3,0.004530506474349958,4.530506474349958,0.8531803821325582,3.509644962380614,0.0002155619062912003,0.07216326750507583,0.08201067755836769,0.9883098209961199,0.00785696327729338,0.23199890608076482,0.8089824756666668,0.5954957519994892,1.1899826238076976,0,0,1,-0.23415295619192208,0.8722446290647509,0,0.5440849804305596,True,0.0
H0P1,homogeneous E + c020 prestrain,4,0.004415627399193018,4.415627399193018,0.8315464712671078,3.54798442082099,0.00021005544991313188,0.07232609997488883,0.08220445918555228,0.9885128903090088,0.010336432070853496,0.30786453150055154,0.7493854318418565,0.5164749108206949,1.2682593414875025,0,0,3,-0.5088440445707305,0.8489892585013582,0,0.5450765522917349,True,0.0
H0P1,homogeneous E + c020 prestrain,5,0.004310276307454602,4.310276307454602,0.8117068605709635,3.608183805415793,0.0002053623948055337,0.07247671243336101,0.08237022102014253,0.9887296505587398,0.01273173853704323,0.3891118594517759,0.6936711095094026,0.4407900692711255,1.377046705383141,0,0,3,-0.6274642196479049,0.8246433587091652,0,0.5228057698262835,True,0.0
H0P1,homogeneous E + c020 prestrain,6,0.004215933009081744,4.215933009081745,0.793940226351784,3.68090331524138,0.0002017453841429271,0.0725979516069591,0.08248931564509641,0.9889533472538545,0.015024722520463468,0.45428572617325147,0.6435627247497596,0.3811653688650634,1.502772550618389,0,0,2,-0.6932352805515959,0.7984342408080727,0,0.49787526840406815,True,0.0
H0P1,homogeneous E + c020 prestrain,7,0.0041314280044372174,4.131428004437217,0.7780263296245807,3.751341231302355,0.00019893190871671305,0.07270217881305172,0.08257746939204932,0.9891883754128823,0.017209126679698608,0.5085677472585503,0.6001086877547787,0.3355208571582731,1.6475106086017195,0,0,2,-0.7572887306364019,0.7741886418985086,0,0.43944556521639444,True,0.0
H0P1,homogeneous E + c020 prestrain,8,0.004055237470342274,4.055237470342274,0.7636782055545596,3.841550912295159,0.00019633935055501667,0.0728006129129567,0.08264962692761213,0.9894278053072446,0.019278000713297404,0.5765158274468252,0.5632247106977313,0.30102100321526354,1.8095961107681637,0,0,2,-0.8364202778277822,0.7484805221820405,0,0.4422699879161224,True,0.0
H0P1,homogeneous E + c020 prestrain,9,0.003984904693695262,3.984904693695262,0.7504332084232506,3.925130807409782,0.00019450718570912696,0.07288945904563499,0.08270732632614143,0.9896543202863906,0.02123293652596108,0.6467560400004246,0.5159915377427883,0.275115263958843,1.9830608407846357,0,0,2,-0.9401540782847044,0.7232404767040641,0,0.41729851834027354,True,0.0
H0P1,homogeneous E + c020 prestrain,10,0.0039190702370562125,3.919070237056212,0.7380353303513839,4.018768883878237,0.00019326165314074932,0.07293617154252219,0.08269404547754287,0.989903118918788,0.02308168459961474,0.7221689262150055,0.46880823770971647,0.2510772987129872,2.159245396468003,0,0,4,-1.074624678179247,0.7001661356124892,0,0.4172012332160302,True,0.0
H0P1,homogeneous E + c020 prestrain,11,0.0038561661264110295,3.8561661264110296,0.7261892920636522,4.080469327608822,0.00019293766710097753,0.07296786758893409,0.08265337822222611,0.9901526093136831,0.024832840038291715,0.7943796271666563,0.41836865852396377,0.2275421615811098,2.3311317067774295,0,0,11,-1.1748930504648045,0.6786536605622908,3,0.2926569838428341,True,0.0
H0P1,homogeneous E + c020 prestrain,12,0.0037956857940465646,3.7956857940465643,0.7147996972423311,4.168689020548635,0.0001921801825282062,0.07300002940271122,0.08261312740170994,0.9903837257563843,0.026495052172363774,0.8626817193642213,0.3735134921399596,0.20786918384362804,2.4944619415676454,0,0,11,-1.229421487911817,0.6592608032355004,3,0.282816086473945,True,0.0
H0P1,homogeneous E + c020 prestrain,13,0.0037379624388815522,3.737962438881552,0.7039292935696987,4.261837451994394,0.0001917995696008812,0.0730311498452097,0.08257278684642812,0.9906150135672962,0.0280786767805125,0.9265388205546361,0.3336630695530461,0.18683577196825307,2.660855598765378,0,0,12,-1.2666419833920244,0.6397682388160362,6,0.2677362151567044,True,0.0
H0P1,homogeneous E + c020 prestrain,14,0.0036824168560502823,3.6824168560502817,0.6934690057731652,4.326427456558289,0.00019123074317759688,0.07305518015117217,0.08251152832451349,0.9908324772921829,0.029592116042925703,0.9894064830372545,0.29822006685274666,0.16077973783639213,2.9623149990211273,0,0,11,-1.3002083023386912,0.6232377502141376,7,0.2622946845510855,True,0.0
H0P1,homogeneous E + c020 prestrain,15,0.0036293804639286453,3.629380463928645,0.6834812462249873,4.389474488736521,0.00019122168761852087,0.07312051272695988,0.08252422677342319,0.9910280072283874,0.031042668339714086,1.049417530156501,0.26639237867462173,0.13888096200401337,3.3025677843421475,0,0,11,-1.3111857278510006,0.6090616529380778,7,0.26655958913028105,True,0.0
H0P1,homogeneous E + c020 prestrain,16,0.0035793385415358618,3.5793385415358623,0.6740574021776508,4.441238602010768,0.0001910166509445934,0.0731300152282726,0.0824508713809245,0.9912348790331791,0.03243519747258453,1.1057293515719555,0.23778789473695428,0.12037067300423683,3.6894139971508406,0,0,13,-1.3204369640480167,0.5956284297558605,6,0.2668183118961427,True,0.0
H0P1,homogeneous E + c020 prestrain,17,0.003532625694046286,3.5326256940462857,0.665260486138065,4.499041101820916,0.0001910981581391447,0.07310846639097973,0.08233162810745785,0.9914457599363721,0.03377309396520155,1.1585727662485836,0.2120473437821705,0.1046054762361015,4.130246488515964,0,0,14,-1.3164286604858848,0.5804039187899696,6,0.23482466016083556,True,0.0
H0P1,homogeneous E + c020 prestrain,18,0.003488040980299449,3.488040980299449,0.6568643380854888,4.5496032122257875,0.00019084657087700674,0.07310314984608936,0.08223742819990129,0.9916224582510752,0.03505968960679299,1.2081185575538094,0.188232333616036,0.09077262789277107,4.650218638441443,0,0,14,-1.324000471579832,0.566908704658179,8,0.2124542815322211,True,0.0
H0P1,homogeneous E + c020 prestrain,19,0.0034455777514847724,3.4455777514847723,0.6488677059226606,4.591632671202021,0.00019030613626642377,0.0731085257215074,0.08215868807526687,0.9917915187614595,0.03629714525566604,1.2544823751950125,0.16597198930679036,0.07845008356974428,5.275866032928251,0,0,16,-1.3292924254977854,0.5535727652114422,10,0.2010700283290745,True,0.0
H0P1,homogeneous E + c020 prestrain,20,0.0034054027032011003,3.4054027032011,0.6413019815956084,4.653569461634423,0.00019034882513575092,0.07308404973666963,0.08205215804786171,0.991998694045189,0.03748791583016983,1.297716056346064,0.14634680130937727,0.06797487271934037,5.988706620695285,0,0,18,-1.3224960021132408,0.5422559955503573,8,0.1914061559603548,True,0.0
H0P1,homogeneous E + c020 prestrain,21,0.0033697205710915045,3.3697205710915044,0.6345823586834841,4.718452225580142,0.00019031749171625657,0.07308522958243978,0.08198339611698995,0.9921888187711441,0.038641534532843545,1.338059187294992,0.13090421305645034,0.05988810438729621,6.701633503896627,0,0,16,-1.3101734031432302,0.532415898624328,8,0.17566733776015117,True,0.0
H0P1,homogeneous E + c020 prestrain,22,0.003333627399746877,3.3336273997468773,0.6277853292797013,4.778685286147475,0.00019007087480717259,0.07307392916030848,0.08190418143826195,0.9923696505016576,0.03975700429481446,1.3756895854809708,0.12047105658961199,0.0543939883280193,7.287309357059114,0,0,18,-1.2973653378344716,0.5216151203510414,9,0.17887840436811256,True,0.0
H0P1,homogeneous E + c020 prestrain,23,0.0032984185277594113,3.298418527759411,0.6211548302335582,4.843381409648637,0.00018979507302133738,0.07303449935727847,0.08177932868825448,0.9925288404196165,0.04083511008238923,1.4109962843945012,0.11511518908084536,0.05137976216037959,7.629130248490723,0,0,18,-1.2651501878679394,0.5115593860823928,9,0.1787491983086119,True,0.0
H0P1,homogeneous E + c020 prestrain,24,0.0032653423906377635,3.2653423906377634,0.6149259656532542,4.902759846634879,0.00018932121288380368,0.07302919342118319,0.08171939042620938,0.9926794965153237,0.041877916707915644,1.4441460646201976,0.1141444056141402,0.050436506938840504,7.694688801080272,0,0,19,-1.2189442309177847,0.5017952220710855,11,0.1778123786585949,True,0.0
H0P1,homogeneous E + c020 prestrain,25,0.0032306897261899503,3.2306897261899503,0.6084002110465933,4.963812466867959,0.00018858797644086159,0.07302782903571008,0.08166689253108819,0.9928148278594019,0.04288315197070675,1.473740010816818,0.1169777751664119,0.05123931406052009,7.507323488313181,0,0,17,-1.1470295357042477,0.49211196273087787,11,0.1673470950476189,True,0.0
H0P1,homogeneous E + c020 prestrain,26,0.003198702710225073,3.1987027102250734,0.6023764486573981,5.028412560627237,0.00018785246296520325,0.07304778495037266,0.08163293874972193,0.9929726307945893,0.04385546247947878,1.501580844846949,0.12310497279887636,0.05243370906407072,7.448671528749855,0,0,19,-1.046285852096189,0.4829575487138225,11,0.15925729665300606,True,0.0
H0P1,homogeneous E + c020 prestrain,27,0.0031671597264482138,3.167159726448214,0.59643630595929,5.08437264162202,0.0001871552820241934,0.07306960863806689,0.0816064279085833,0.9930980009641193,0.04479669985566825,1.5279389089509956,0.11140263618978666,0.04549401318704432,9.726021238733507,0,0,18,-0.9730017040036865,0.47345940318593244,12,0.16212505363311708,True,0.0
H0P1,homogeneous E + c020 prestrain,28,0.003146783041380289,3.146783041380289,0.5925989893035751,5.137505930882868,0.000186313605991271,0.07318595868532957,0.08172555428156722,0.9932052346068909,0.045707230741476236,1.5529578341385406,0.08698221634494395,0.03420030534990477,13.982884772235991,0,0,19,-1.0525606285448168,0.4653807717111208,9,0.2014773594556877,True,0.0
H0P1,homogeneous E + c020 prestrain,29,0.0031151326478895116,3.115132647889512,0.5866386193171308,5.183977924684356,0.0001853068460692186,0.07318303046318593,0.0816720212979843,0.9933203365062315,0.04658919657312754,1.5767603848472762,0.050939507249580296,0.01922619601798598,24.13885148516644,0,0,22,-1.0017849021197667,0.45854499163908174,10,0.14336499109108328,True,0.0
H0P1,homogeneous E + c020 prestrain,30,0.00308511549628278,3.08511549628278,0.580985819785035,5.23082127262524,0.00018476639960874597,0.07317033976723052,0.081634652870487,0.9934295882669726,0.04744447359914813,1.5994657209911138,0.016551761393189948,0.006007563748781647,75.06963224809259,0,0,18,-0.9652964623127467,0.45249549959523677,10,0.11670354289644984,True,0.0
H0P1,homogeneous E + c020 prestrain,31,0.003055176658919592,3.0551766589195917,0.5753477683118177,5.280979994335262,0.00018411420332675255,0.07316223025511075,0.08157980397387023,0.9935430429158549,0.04827431280601337,1.6211833936584026,-0.015635815038324046,-0.005469714802806566,80.25559935490354,1,1,19,-1.060799362242479,0.4457019974269952,15,0.13402568751515204,True,0.0
H0P1,homogeneous E + c020 prestrain,32,0.0030289087124763755,3.0289087124763756,0.5704010152917867,5.3121777858934776,0.0001842563538211184,0.07320678696609424,0.08161071103804894,0.9936435590959737,0.04908079426705923,1.6419991425578588,-0.04344237573762759,-0.014661257588061645,29.142579327968498,1,1,22,-1.0475356679525982,0.439418534084266,10,0.15026004421211905,True,0.0
