step,evaluation_success,objective,gradient_rms,forward_converged,forward_iterations,forward_failure,line_search_failures,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv,inverted_cell_fraction,inverted_rest_measure_fraction,negative_det_f_mean,top_target_mae,top_target_rms,top_target_max,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_neighbor_jump_rms,activation_rms
0,1,0.0014813333333333334,0.0026550311238706706,1,1,,0,2.5619580689048994e-19,1.0,1.0,1.0,0.0,0.0,0.0,0.03666666666666667,0.038488093396962825,0.05,0.038488093396962825,0.0,0.0,0.0,0.0,0.0
1,1,0.0013048771552364156,0.0025495191945892675,1,3,,0,6.217352747113105e-10,0.9497154316639933,0.8927330579853023,0.9400005814595932,0.0,0.0,0.0,0.034376369411774514,0.03612308341263818,0.04704779149135772,0.03610393062216025,0.00039740514562662966,0.051651518295742715,1.9119614896056767,0.0,0.029998012923928622
2,1,0.0011378875083695055,0.0024389304480287384,1,3,,0,7.273996606823757e-10,0.9248624083557299,0.8166311477357772,0.882975824682536,0.0,0.0,0.0,0.03207501444924157,0.03373258822517931,0.04402544593843276,0.03369242789589966,0.0008208960561081971,0.10656449982432536,3.9309254425459303,0.0,0.05281790237250432
3,1,0.00097859777065428,0.0023205484057112597,1,3,,0,1.0903436157892193e-09,0.9162826946093738,0.759989319789848,0.8294266870486336,0.0,0.0,0.0,0.02973379074555786,0.031282547381156156,0.04088206482372505,0.0312343014704898,0.0012776553175659084,0.16569441654615738,6.095668904021246,0.0,0.07384520729330919
