step,objective,mae,rmse,linf,grad_norm,learning_rate,worst_point_index,worst_point_ties,bump_highpass_rms,bump_laplacian_rms,bump_peak_to_valley,control_0,control_1,control_2,control_3,control_4,control_5,control_6,control_7,control_8,control_9,control_10,control_11,control_12,control_13,control_14,control_15,control_16,control_17,control_18,control_19,control_20,control_21,control_22,control_23,control_24
10,0.004828326626548958,0.004828326626548958,0.00780789184833119,0.02624045063948908,0.0018207490922465376,0.0599410978435839,720,4,0.0036330317488013427,0.9057592729263115,0.022373195680502937,0.032438956391217535,0.1422593553996529,0.274640497854971,0.14225935539965306,0.03243895639121765,0.1422593553996528,0.5906563191351716,0.5997082460954891,0.5906563191351717,0.14225935539965337,0.2746404978549709,0.5997082460954892,0.5998238758032067,0.5997082460954892,0.27464049785497135,0.14225935539965323,0.5906563191351716,0.5997082460954892,0.5906563191351716,0.1422593553996536,0.032438956391217744,0.14225935539965356,0.2746404978549714,0.14225935539965356,0.03243895639121788
11,0.004586138596435294,0.004586138596435294,0.007465609247623081,0.02573867632116556,0.0013681470194762447,0.05992873331488256,720,4,0.0039527760088705725,0.9718802416264845,0.02450516431284644,0.029236030893008212,0.118783587466574,0.26106288487524626,0.11878358746657419,0.029236030893008365,0.11878358746657386,0.64153667799456,0.659353936265604,0.6415366779945602,0.11878358746657454,0.26106288487524615,0.6593539362656041,0.659763125782656,0.6593539362656041,0.26106288487524665,0.11878358746657439,0.64153667799456,0.6593539362656041,0.64153667799456,0.1187835874665748,0.029236030893008493,0.11878358746657475,0.2610628848752467,0.11878358746657476,0.029236030893008674
12,0.004421347337855017,0.004421347337855017,0.007185970506062644,0.02524246035456961,0.001094773298881971,0.05991519317277932,720,4,0.004271866989315292,1.0367898773849393,0.026475174655204353,0.023120233970274913,0.09703685918383592,0.2438687251878323,0.09703685918383614,0.0231202339702751,0.09703685918383576,0.6879050311286652,0.7176528567559444,0.6879050311286653,0.09703685918383653,0.2438687251878322,0.7176528567559445,0.7196829559818742,0.7176528567559445,0.24386872518783276,0.09703685918383635,0.6879050311286652,0.7176528567559446,0.6879050311286652,0.09703685918383684,0.023120233970275267,0.09703685918383675,0.24386872518783284,0.09703685918383678,0.023120233970275492
13,0.0043181765134440876,0.0043181765134440876,0.006968706095533607,0.024755079926182574,0.0012872211825988556,0.05990047795181578,720,4,0.004579377714191265,1.099327658997454,0.028255875361515886,0.015651633170888496,0.07857310841470366,0.22382134628578976,0.07857310841470391,0.015651633170888725,0.07857310841470347,0.7292648912687462,0.7735150579066247,0.7292648912687463,0.07857310841470436,0.22382134628578965,0.7735150579066248,0.7795749744392713,0.7735150579066248,0.22382134628579026,0.07857310841470413,0.7292648912687462,0.7735150579066249,0.7292648912687462,0.0785731084147047,0.015651633170888926,0.07857310841470459,0.22382134628579037,0.07857310841470462,0.015651633170889197
14,0.004228266438190502,0.004228266438190502,0.006798699571975966,0.024275296521785283,0.0014209819086661419,0.05988458823292369,720,4,0.004866515629954403,1.1604300386694986,0.029840997782026493,0.011309838118509847,0.0690268732803766,0.20299524219852713,0.06902687328037688,0.01130983811851012,0.06902687328037638,0.7661996967436766,0.8273023984243976,0.7661996967436768,0.06902687328037738,0.20299524219852702,0.8273023984243977,0.8394407439647897,0.8273023984243977,0.20299524219852771,0.06902687328037713,0.7661996967436767,0.8273023984243978,0.7661996967436767,0.06902687328037778,0.01130983811851035,0.06902687328037763,0.20299524219852783,0.06902687328037767,0.011309838118510673
15,0.00414123080302551,0.00414123080302551,0.006666290321385931,0.023802794049536176,0.001338881062014092,0.05986752464340193,960,4,0.005130977980402322,1.2198516306756622,0.031571837938988774,0.012396071163706656,0.06837648847880404,0.1824249706141376,0.06837648847880433,0.012396071163706975,0.06837648847880377,0.7991917164279602,0.8790614569669083,0.7991917164279604,0.06837648847880488,0.18242497061413748,0.8790614569669084,0.8992812344363807,0.8790614569669084,0.18242497061413826,0.0683764884788046,0.7991917164279603,0.8790614569669085,0.7991917164279603,0.06837648847880536,0.01239607116370724,0.06837648847880515,0.1824249706141384,0.06837648847880522,0.012396071163707615
16,0.004060611064407281,0.004060611064407281,0.0065675996906452835,0.02333989357778319,0.0010872326321302412,0.0598492878568918,960,4,0.005372825023228837,1.2773122017197485,0.03342165525687013,0.018283040029895854,0.0752895508140862,0.16468590042117778,0.07528955081408652,0.018283040029896225,0.07528955081408589,0.828404659648309,0.928446395967345,0.8284046596483092,0.07528955081408713,0.16468590042117767,0.9284463959673451,0.9588278895602542,0.9284463959673451,0.16468590042117853,0.07528955081408682,0.8284046596483091,0.9284463959673452,0.8284046596483091,0.07528955081408767,0.01828304002989653,0.0752895508140874,0.1646859004211787,0.0752895508140875,0.018283040029896957
17,0.004020417874531563,0.004020417874531563,0.006522451298195233,0.022985122594351683,0.0007879081878026671,0.05982987859335041,960,4,0.005585343371631932,1.3289845462515668,0.035118842091651864,0.024757692249056138,0.08810853637026106,0.1499786341123411,0.08810853637026139,0.024757692249056558,0.0881085363702607,0.8541727276888096,0.9742622111906823,0.8541727276888098,0.08810853637026206,0.149978634112341,0.9742622111906825,1.0,0.9742622111906825,0.14997863411234194,0.08810853637026174,0.8541727276888097,0.9742622111906826,0.8541727276888097,0.08810853637026267,0.024757692249056898,0.08810853637026236,0.14997863411234214,0.08810853637026249,0.024757692249057384
18,0.004030497642978807,0.004030497642978807,0.006548049238917064,0.0229050824875264,0.0007237675869962288,0.05980929761902224,960,4,0.005715258559099498,1.359494879617705,0.03604126847911997,0.028685656775220093,0.10384457785406769,0.13794332263301992,0.10384457785406803,0.028685656775220565,0.10384457785406728,0.8757625002448268,1.0,0.875762500244827,0.10384457785406875,0.13794332263301984,1.0,1.0,1.0,0.13794332263302087,0.1038445778540684,0.8757625002448269,1.0,0.875762500244827,0.10384457785406943,0.028685656775220933,0.10384457785406907,0.1379433226330211,0.10384457785406923,0.02868565677522148
19,0.004042732677043305,0.004042732677043305,0.006580010202353605,0.022898415977893143,0.0007950848283854645,0.059787545746408925,720,4,0.005763677997515694,1.3716083523268272,0.03601913062264384,0.029070350622626515,0.11894467906227157,0.1306152478331686,0.11894467906227194,0.029070350622627042,0.11894467906227113,0.8935489353600112,1.0,0.8935489353600115,0.11894467906227273,0.13061524783316852,1.0,1.0,1.0,0.13061524783316966,0.11894467906227234,0.8935489353600113,1.0,0.8935489353600115,0.11894467906227346,0.029070350622627434,0.11894467906227305,0.1306152478331699,0.11894467906227324,0.029070350622628048
20,0.004056828163111823,0.004056828163111823,0.0066073283923744905,0.022893173520037117,0.0009387052885671086,0.05976462383423716,720,4,0.005801588341984565,1.3819443813959797,0.03599360228260638,0.026143618060256873,0.13229233730869533,0.12896347517665468,0.1322923373086957,0.026143618060257456,0.13229233730869486,0.9075358111717499,1.0,0.9075358111717501,0.13229233730869655,0.1289634751766546,1.0,1.0,1.0,0.12896347517665585,0.13229233730869613,0.90753581117175,1.0,0.9075358111717501,0.13229233730869736,0.02614361806025787,0.13229233730869688,0.12896347517665613,0.1322923373086971,0.02614361806025855
21,0.004068611677881087,0.004068611677881087,0.006625673879471495,0.02288967106548561,0.0009082453036717249,0.05974053278742476,720,4,0.005826427907074226,1.389341166301418,0.03596890689762234,0.019960818732325976,0.1414982401276124,0.1321687562813137,0.14149824012761275,0.01996081873232662,0.1414982401276119,0.9168802155897832,1.0,0.9168802155897834,0.1414982401276137,0.1321687562813136,1.0,1.0,1.0,0.13216875628131497,0.14149824012761322,0.9168802155897833,1.0,0.9168802155897835,0.14149824012761456,0.019960818732327048,0.14149824012761406,0.13216875628131527,0.1414982401276143,0.01996081873232779
22,0.004075690719625784,0.004075690719625784,0.006633403449862189,0.022887752009955634,0.0009541395028556759,0.05971527355704503,720,4,0.005838291405469919,1.393832539318182,0.03594565755898896,0.013044857505645924,0.1460874815946696,0.13973748331616032,0.14608748159467,0.013044857505646632,0.14608748159466908,0.9219999923860082,1.0,0.9219999923860084,0.14608748159467103,0.13973748331616023,1.0,1.0,1.0,0.1397374833161617,0.1460874815946705,0.9219999923860083,1.0,0.9219999923860085,0.14608748159467194,0.013044857505647073,0.1460874815946714,0.13973748331616204,0.14608748159467166,0.013044857505647881
23,0.004077689019663523,0.004077689019663523,0.006629868539057205,0.022887423536134058,0.0010550348707674569,0.05968884714028912,960,4,0.005836387120228029,1.3952904619960873,0.03592695810374399,0.009850668936356203,0.14632099574365434,0.14978410441141035,0.14632099574365473,0.009850668936356975,0.1463209957436538,0.9228760366277885,1.0,0.9228760366277887,0.14632099574365584,0.14978410441141027,1.0,1.0,1.0,0.14978410441141185,0.14632099574365526,0.9228760366277887,1.0,0.9228760366277889,0.1463209957436568,0.009850668936357426,0.14632099574365623,0.1497841044114122,0.14632099574365653,0.009850668936358298
24,0.0040663044016675046,0.0040663044016675046,0.0066172769988593885,0.02288853833331306,0.0009521863313608767,0.05966125458042672,960,4,0.005823449327834625,1.393624793634071,0.03591805475392485,0.01206267302769746,0.14196429934245802,0.15905245380019511,0.14196429934245844,0.012062673027698294,0.14196429934245744,0.9199014840096699,1.0,0.9199014840096701,0.14196429934245963,0.15905245380019503,1.0,1.0,1.0,0.15905245380019672,0.141964299342459,0.9199014840096701,1.0,0.9199014840096704,0.14196429934246066,0.012062673027698754,0.14196429934246005,0.1590524538001971,0.14196429934246035,0.012062673027699693
25,0.004049760500576234,0.004049760500576234,0.006597880898002911,0.022890964098136287,0.0007629822953628034,0.05963249696676485,960,4,0.005801496563834593,1.3893080983528177,0.03591739022507269,0.01782246148567556,0.13401079068047494,0.1677648192659637,0.1340107906804754,0.01782246148567646,0.13401079068047433,0.9134293043820982,1.0,0.9134293043820985,0.13401079068047667,0.1677648192659636,1.0,1.0,1.0,0.16776481926596543,0.13401079068047597,0.9134293043820985,1.0,0.9134293043820989,0.13401079068047772,0.01782246148567692,0.1340107906804771,0.16776481926596584,0.13401079068047742,0.017822461485677926
26,0.0040365800165504465,0.0040365800165504465,0.006575652711757769,0.022894428602096784,0.0007370959684678388,0.05960257543460484,720,4,0.005774205722620153,1.3830725596618856,0.035922937959139395,0.023216510616400614,0.12380497691114967,0.17597726577071202,0.12380497691115012,0.023216510616401575,0.12380497691114903,0.9041857918772379,1.0,0.9041857918772382,0.12380497691115148,0.1759772657707119,1.0,1.0,1.0,0.17597726577071388,0.12380497691115074,0.9041857918772382,1.0,0.9041857918772387,0.1238049769111526,0.02321651061640204,0.12380497691115196,0.17597726577071432,0.12380497691115228,0.02321651061640312
27,0.004028447325141996,0.004028447325141996,0.0065519776633889,0.022898834814201192,0.0006363313469122276,0.05957149116519758,960,4,0.005741558359611862,1.3754853221832175,0.03593240375940801,0.025491901398857802,0.11388983051578602,0.18379004558166853,0.11388983051578648,0.025491901398858825,0.11388983051578536,0.8924297968561159,1.0,0.8924297968561163,0.11388983051578794,0.18379004558166842,1.0,1.0,1.0,0.18379004558167053,0.11388983051578712,0.8924297968561163,1.0,0.8924297968561168,0.1138898305157891,0.025491901398859294,0.11388983051578844,0.18379004558167103,0.11388983051578877,0.025491901398860446
28,0.004021585995091306,0.004021585995091306,0.006529485058916975,0.02290367655282098,0.0006151800733443726,0.05953924538569677,720,4,0.005706942594435142,1.3674504246885613,0.03594340874536192,0.025012088126066062,0.10493368351999424,0.19124372280359872,0.10493368351999471,0.02501208812606715,0.10493368351999355,0.8795118117255457,1.0,0.8795118117255462,0.10493368351999627,0.19124372280359858,1.0,1.0,1.0,0.19124372280360083,0.10493368351999538,0.8795118117255463,1.0,0.8795118117255467,0.10493368351999748,0.025012088126067623,0.10493368351999678,0.19124372280360138,0.10493368351999713,0.025012088126068848
29,0.004016104020876912,0.004016104020876912,0.006508838050936857,0.022908793675908777,0.000612065140254308,0.05950583936911058,960,4,0.00567128463811347,1.3592211201630333,0.03595525676108347,0.022012429213259365,0.09700892093950035,0.19837440214452381,0.09700892093950085,0.022012429213260524,0.09700892093949964,0.865859096110899,1.0,0.8658590961108994,0.0970089209395025,0.19837440214452365,1.0,1.0,1.0,0.19837440214452604,0.09700892093950153,0.8658590961108995,1.0,0.8658590961109,0.09700892093950375,0.022012429213260996,0.09700892093950303,0.19837440214452667,0.09700892093950339,0.022012429213262297
30,0.00401347357892638,0.00401347357892638,0.006489663333303377,0.022914168280075323,0.0006449821119148814,0.05947127443425135,720,4,0.0056340057390520904,1.3506892498216325,0.035970222281272356,0.017159782528270454,0.09075943049533615,0.2035677047758122,0.09075943049533668,0.017159782528271685,0.09075943049533543,0.8515194623050828,1.0,0.8515194623050832,0.09075943049533844,0.20356770477581204,1.0,1.0,1.0,0.20356770477581457,0.09075943049533737,0.8515194623050834,1.0,0.8515194623050839,0.09075943049533972,0.017159782528272154,0.09075943049533898,0.20356770477581526,0.09075943049533934,0.017159782528273534
31,0.004012256681782606,0.004012256681782606,0.006469926052763991,0.022919782508195707,0.0007912445401377233,0.05943555194568351,720,4,0.005593229505776078,1.341897308610564,0.035989152608145523,0.013746647317005995,0.08742715242859986,0.2057976797595128,0.08742715242860041,0.013746647317007296,0.08742715242859912,0.8365405737659682,1.0,0.8365405737659688,0.08742715242860227,0.2057976797595126,1.0,1.0,1.0,0.20579767975951527,0.08742715242860111,0.8365405737659689,1.0,0.8365405737659695,0.08742715242860359,0.013746647317007763,0.08742715242860283,0.20579767975951602,0.0874271524286032,0.013746647317009227
32,0.004005126121720066,0.004005126121720066,0.006446910734736806,0.022925619970526306,0.0009069368015833957,0.059398673313669756,720,4,0.005546740149677103,1.3330944566756986,0.036010183201159326,0.012917919384983274,0.0888711009766924,0.20536352727114393,0.08887110097669297,0.012917919384984647,0.08887110097669165,0.8209661293944782,1.0,0.8209661293944788,0.08887110097669496,0.2053635272711437,1.0,1.0,1.0,0.2053635272711465,0.08887110097669368,0.8209661293944789,1.0,0.8209661293944794,0.0888711009766963,0.01291791938498511,0.08887110097669551,0.20536352727114734,0.08887110097669589,0.012917919384986664
33,0.003993142454714107,0.003993142454714107,0.006422041999034436,0.022931261010996275,0.0005620583145961179,0.05936063999411533,960,4,0.005498054626347684,1.3250080604428467,0.036031529779383904,0.01733323237449147,0.09490022642559648,0.20249109037215043,0.09490022642559706,0.017333232374492913,0.09490022642559572,0.8059157729910398,1.0,0.8059157729910403,0.09490022642559917,0.20249109037215018,1.0,1.0,1.0,0.20249109037215313,0.09490022642559777,0.8059157729910406,1.0,0.8059157729910411,0.09490022642560053,0.017333232374493374,0.09490022642559971,0.20249109037215401,0.0949002264256001,0.01733323237449502
34,0.003986326608119008,0.003986326608119008,0.006400399232792678,0.022936729435684367,0.000574052019046843,0.05932145348851057,720,4,0.005452077304874649,1.3171694763477086,0.03605570840788492,0.02237487260376875,0.10165891041220564,0.19731977059825215,0.10165891041220623,0.022374872603770267,0.10165891041220486,0.7913260253973433,1.0,0.7913260253973439,0.10165891041220848,0.19731977059825187,1.0,1.0,1.0,0.19731977059825495,0.10165891041220694,0.7913260253973442,1.0,0.7913260253973448,0.10165891041220984,0.022374872603770725,0.101658910412209,0.1973197705982559,0.1016589104122094,0.022374872603772463
35,0.003981648682724204,0.003981648682724204,0.006382539165981495,0.022942043827658624,0.0005714405589540148,0.0592811153438716,720,4,0.005409475372992405,1.3096443050640767,0.03608059392425872,0.024534136931878975,0.10878588905149299,0.1912633617788722,0.10878588905149361,0.024534136931880564,0.10878588905149221,0.7771472644912917,1.0,0.7771472644912923,0.10878588905149598,0.1912633617788719,1.0,1.0,1.0,0.19126336177887512,0.1087858890514943,0.7771472644912927,1.0,0.7771472644912932,0.10878588905149736,0.02453413693188102,0.10878588905149647,0.19126336177887612,0.10878588905149689,0.02453413693188285
36,0.003977313051991294,0.003977313051991294,0.006368086797121107,0.022947221034485744,0.0005714405589540148,0.05923962715267932,720,4,0.005370205195761977,1.3025543687788714,0.036103495983116636,0.023775189586790965,0.11576738790622326,0.18612311427947228,0.1157673879062239,0.023775189586792627,0.11576738790622247,0.7633344874911465,1.0,0.7633344874911472,0.11576738790622641,0.18612311427947195,1.0,1.0,1.0,0.1861231142794753,0.1157673879062246,0.7633344874911475,1.0,0.7633344874911481,0.1157673879062278,0.023775189586793078,0.11576738790622687,0.1861231142794764,0.1157673879062273,0.023775189586795004
37,0.003972872446556921,0.003972872446556921,0.006356731266947724,0.022952276418859968,0.0005085299378942172,0.059196990552816464,960,4,0.005334086126513953,1.2958638114748275,0.03612459278869658,0.020346051934166817,0.12262100925239074,0.18182130180738365,0.1226210092523914,0.020346051934168555,0.12262100925238995,0.74984670882517,1.0,0.7498467088251707,0.12262100925239405,0.1818213018073833,1.0,1.0,1.0,0.18182130180738681,0.1226210092523921,0.749846708825171,1.0,0.7498467088251717,0.12262100925239545,0.020346051934169006,0.12262100925239448,0.18182130180738795,0.12262100925239493,0.020346051934171026
38,0.003971085181572714,0.003971085181572714,0.006348496286248414,0.022957135072742454,0.0004981984033150638,0.059153207227503,960,4,0.005301595054903762,1.289574770977056,0.03614422026579912,0.01608420837864824,0.12864851759560053,0.17828690913488407,0.12864851759560123,0.01608420837865006,0.12864851759559973,0.7368837939666941,1.0,0.7368837939666948,0.128648517595604,0.17828690913488365,1.0,1.0,1.0,0.17828690913488734,0.12864851759560192,0.7368837939666951,1.0,0.7368837939666958,0.12864851759560542,0.01608420837865051,0.12864851759560442,0.17828690913488857,0.12864851759560486,0.016084208378652626
39,0.003973285571481965,0.003973285571481965,0.0063427568511068766,0.0229630843184293,0.000680635468751821,0.05910827890522964,960,4,0.005270386669625629,1.28334263368082,0.0361458989015412,0.012675031537815993,0.13394946499993957,0.17545519203268262,0.1339494649999403,0.012675031537817887,0.13394946499993876,0.7243928442642873,0.999546582785889,0.724392844264288,0.1339494649999432,0.17545519203268214,0.999546582785889,1.0,0.9995465827858891,0.175455192032686,0.13394946499994098,0.7243928442642884,0.9995465827858891,0.7243928442642891,0.13394946499994465,0.012675031537818338,0.1339494649999436,0.1754551920326873,0.13394946499994406,0.012675031537820554
40,0.003972146440550171,0.003972146440550171,0.0063389383848970636,0.02297066182133499,0.0005949135908861009,0.059062207359689624,960,4,0.005239093183780777,1.2764811102726945,0.03612506500004757,0.013424764674016366,0.1358981557745628,0.17320765505919522,0.13589815577456352,0.013424764674018335,0.13589815577456196,0.71230272851262,0.9984569523599837,0.7123027285126207,0.13589815577456657,0.17320765505919472,0.9984569523599837,1.0,0.9984569523599838,0.17320765505919875,0.1358981557745642,0.7123027285126212,0.9984569523599838,0.7123027285126219,0.13589815577456804,0.013424764674018784,0.13589815577456696,0.1732076550592001,0.13589815577456743,0.0134247646740211
41,0.003968231287587687,0.003968231287587687,0.006337056638367008,0.02297974095874853,0.0005949135908861009,0.05901499440970867,720,4,0.0052077241524113044,1.268949834627238,0.03608357300105651,0.015605997524331708,0.1347092374432456,0.17149511992682623,0.1347092374432463,0.015605997524333753,0.13470923744324473,0.7005714331321317,0.9967820381752821,0.7005714331321323,0.1347092374432495,0.17149511992682567,0.9967820381752821,1.0,0.9967820381752822,0.17149511992682986,0.134709237443247,0.7005714331321329,0.9967820381752822,0.7005714331321335,0.134709237443251,0.015605997524334198,0.1347092374432499,0.1714951199268313,0.13470923744325036,0.01560599752433662
42,0.003962539677824482,0.003962539677824482,0.006337319054030516,0.02299020597891732,0.0005255231971674525,0.0589666419191732,720,4,0.0051762214676602004,1.2608036381329557,0.03602306692088448,0.01910172225903687,0.1306548741352808,0.1702726865415127,0.13065487413528154,0.019101722259038997,0.13065487413527993,0.6891607272667629,0.9945683735627281,0.6891607272667637,0.13065487413528487,0.17027268654151212,0.9945683735627281,1.0,0.9945683735627282,0.17027268654151648,0.13065487413528223,0.6891607272667643,0.9945683735627282,0.6891607272667649,0.1306548741352864,0.01910172225903943,0.13065487413528526,0.170272686541518,0.13065487413528576,0.019101722259041963
43,0.003960205697105775,0.003960205697105775,0.006339967080832063,0.023001943452027593,0.0005692005661382672,0.05891715179695677,720,4,0.005144829249700882,1.2523803075502822,0.03594388963587182,0.021082313828320133,0.12560492503315968,0.16950202150296956,0.12560492503316043,0.021082313828322343,0.12560492503315882,0.678055930176173,0.9918585013665002,0.6780559301761738,0.12560492503316392,0.16950202150296892,0.9918585013665002,1.0,0.9918585013665003,0.16950202150297344,0.12560492503316115,0.6780559301761744,0.9918585013665003,0.678055930176175,0.12560492503316545,0.021082313828322766,0.12560492503316428,0.16950202150297508,0.1256049250331648,0.02108231382832541
44,0.003957126298432597,0.003957126298432597,0.006344715428589131,0.023014855633838288,0.0005085299378942172,0.058866525996844644,720,4,0.005113384829517108,1.2438807852516935,0.03584662146268519,0.019853485642644622,0.12078007235832713,0.16920457897978985,0.1207800723583279,0.019853485642646915,0.12078007235832627,0.667227334275427,0.988691368724196,0.6672273342754278,0.12078007235833155,0.16920457897978916,0.988691368724196,1.0,0.9886913687241962,0.16920457897979385,0.12078007235832863,0.6672273342754285,0.9886913687241962,0.6672273342754291,0.1207800723583331,0.019853485642647335,0.12078007235833191,0.1692045789797956,0.12078007235833245,0.019853485642650087
45,0.0039553179637547625,0.0039553179637547625,0.0063512753088912485,0.023028854734340506,0.0005071886417332262,0.058814766517456735,720,4,0.005081506870950735,1.2353384220401673,0.035732677445200506,0.01752275187724037,0.11617490446392922,0.16934114682816306,0.11617490446393,0.017522751877242754,0.11617490446392836,0.6566443811912483,0.9851024779348697,0.6566443811912492,0.1161749044639338,0.16934114682816234,0.9851024779348697,1.0,0.9851024779348698,0.1693411468281672,0.11617490446393075,0.6566443811912499,0.9851024779348698,0.6566443811912506,0.11617490446393539,0.017522751877243163,0.11617490446393416,0.16934114682816906,0.11617490446393472,0.017522751877246025
