name,disp_rms,disp_max,area_isface_total_ratio,area_isface_ratio_q01,area_isface_ratio_median,area_isface_ratio_q99,area_isface_frac_abs_log_gt_10pct,area_isface_frac_abs_log_gt_25pct,area_isface_frac_abs_log_gt_2x,area_isface_frac_stretch_gt_10pct,area_isface_frac_shrink_gt_10pct,area_all_total_ratio
Expression000,0.0028843184351174506,0.009619686099679222,0.9966841861941401,0.6774567256602887,1.0027875607363335,1.4462269841854183,0.23194755677447407,0.08398274189772233,0.001438175189805679,0.08425030937489549,0.14769724739957857,1.0051017628852037
Smile,0.005310139062299789,0.015394709686976251,0.9959036301993714,0.6322311816123309,1.0033631793814313,1.725150161605689,0.23301782668316667,0.09940131776982508,0.007692564968728051,0.10505368072510786,0.1279641459580588,1.0025940368778232
