activation/local_xx,activation/local_xy,activation/local_xz,activation/local_yy,activation/local_yz,activation/local_zz,activation_inv/local_xx,activation_inv/max_abs,active_point/displacement_max,active_point/displacement_rms,case,displacement/max,displacement/mean,displacement/rms,elapsed_s,forward/grad_norm,forward/grad_norm_first,forward/line_search_ok,forward/line_search_steps,forward/relative_grad_norm,forward/result,forward/stagnation_count,forward/steps,forward/success,forward/surface_area/deformed,forward/surface_area/rel_change,forward/surface_area/rest,forward/target_area/deformed,forward/target_area/rel_change,forward/target_area/rest,forward/volume/abs_rel_change,forward/volume/deformed,forward/volume/inverted_fraction,forward/volume/inverted_tets,forward/volume/rel_change,forward/volume/rest,forward/volume/signed_deformed,forward/volume/signed_rest,n_active_tets,n_points,n_target_points,n_tets,resolution,top/displacement_rms,top/displacement_y_max,top/displacement_y_mean,top/displacement_y_min,top_y/edge_max,top_y/edge_rms,top_y/max,top_y/mean,top_y/min,top_y/range,top_y/std,x_segments,z_segments
-0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.10919032765319248,0.06657927355103818,40-toy-forward-activation-coarse,0.10919032765319248,0.013846448098158484,0.02665227335044233,1.4811456560855731,0.07154457708442927,159.66970270595752,True,0,0.00044807860146256685,primary_success,0,109,True,2.402690309635018,0.001120962347924026,2.4000000000000004,0.5576393065807868,-0.008641232745267957,0.5625,-0.017708370826158837,0.09822916291738412,0.0,0.0,-0.017708370826158837,0.1,0.09822916291738412,0.1,96,567,49,2304,coarse,0.03511402246665476,0.028703486745667618,-0.0016747820210502623,-0.009619487059934846,0.028486598799382323,0.007586234484665959,0.028703486745667618,-0.0016747820210502623,-0.009619487059934846,0.03832297380560246,0.0077868912102413744,8,8
-0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.10709849439572477,0.053892280642120836,40-toy-forward-activation-medium,0.10709849439572477,0.011532562431931957,0.021394908765488704,1.0018154609715566,0.04452965832320044,91.26366934450576,True,0,0.00048792316420138775,primary_success,0,250,True,2.407987452907927,0.003328105378302748,2.4000000000000004,0.7398760218208722,0.007053474145076066,0.7346938775510203,-0.01048770806553967,0.09895122919344604,0.0,0.0,-0.01048770806553967,0.1,0.09895122919344604,0.1,224,2475,169,11760,medium,0.02756549683888204,0.038515189525801116,-0.0008627360288573863,-0.017312423470037246,0.03690314228372116,0.006925017029528555,0.038515189525801116,-0.0008627360288573863,-0.017312423470037246,0.05582761299583836,0.007235776981543567,14,14
-0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.10268029990544314,0.05525628010175893,40-toy-forward-activation-fine,0.10268029990544314,0.012426441708100767,0.02153969053805111,1.1694015820976347,0.03237123741036294,66.16674434785949,True,0,0.0004892372706170507,primary_success,0,175,True,2.403573766499349,0.001489069374728702,2.4000000000000004,0.8109312635083439,0.0011497080349922584,0.8100000000000002,-0.012809208659660398,0.09871907913403397,0.0,0.0,-0.012809208659660398,0.1,0.09871907913403397,0.1,480,4851,361,24000,fine,0.026888936956801807,0.02366088349357095,-0.0009094838732967214,-0.00880334986641411,0.02126764054057949,0.003360722043465585,0.02366088349357095,-0.0009094838732967214,-0.00880334986641411,0.03246423335998506,0.0062353872405294984,20,20
