case,deformed_mask_area,deformed_surface_area,mask_area_rel_change,mask_triangle_area_rel_change/max,mask_triangle_area_rel_change/min,mask_triangle_area_rel_change/p05,mask_triangle_area_rel_change/p50,mask_triangle_area_rel_change/p95,n_mask_triangles,n_triangles,physical,rest_mask_area,rest_surface_area,state,surface_area_rel_change,surface_path,triangle_area_rel_change/max,triangle_area_rel_change/min,triangle_area_rel_change/p05,triangle_area_rel_change/p50,triangle_area_rel_change/p95
30-toy-stretch-coarse-dy-p0p005-nu-0p49,0.5625,2.4003498501358322,0.0,0.0,0.0,0.0,0.0,0.0,72,640,True,0.5625,2.4000000000000004,target-raw,0.00014577088992995257,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p005-nu-0p49-area-change.vtp,0.0015987220439130923,0.0,0.0,0.0,0.0007996802557443949
30-toy-stretch-coarse-dy-p0p005-nu-0p49,0.5625,2.4003498501358322,0.0,0.0,0.0,0.0,0.0,0.0,72,640,False,0.5625,2.4000000000000004,target-masked-diagnostic,0.00014577088992995257,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p005-nu-0p49-area-change.vtp,0.0015987220439130923,0.0,0.0,0.0,0.0007996802557443949
30-toy-stretch-coarse-dy-p0p005-nu-0p49,0.5634484219718512,2.4001256998921376,0.0016860835055132473,0.01699739017758839,-0.007412670211150774,-0.005966706692417073,0.001390236197482464,0.01195191884645284,72,640,True,0.5625,2.4000000000000004,solution,5.237495505716616e-05,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p005-nu-0p49-area-change.vtp,0.01699739017758839,-0.011835293021057791,-0.003982420067811371,0.0,0.0032886957459812394
30-toy-stretch-coarse-dy-p0p01-nu-0p3,0.5625,2.4013976086612567,0.0,0.0,0.0,0.0,0.0,0.0,72,640,True,0.5625,2.4000000000000004,target-raw,0.0005823369421902314,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p01-nu-0p3-area-change.vtp,0.00637965003273,0.0,0.0,0.0,0.0031948963187562462
30-toy-stretch-coarse-dy-p0p01-nu-0p3,0.5625,2.4013976086612567,0.0,0.0,0.0,0.0,0.0,0.0,72,640,False,0.5625,2.4000000000000004,target-masked-diagnostic,0.0005823369421902314,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p01-nu-0p3-area-change.vtp,0.00637965003273,0.0,0.0,0.0,0.0031948963187562462
30-toy-stretch-coarse-dy-p0p01-nu-0p3,0.5650230997018747,2.400572667340255,0.0044855105811105744,0.0406750588193967,-0.03035150405197984,-0.015510714121304496,0.004321280108117054,0.02217407068207541,72,640,True,0.5625,2.4000000000000004,solution,0.00023861139177272506,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p01-nu-0p3-area-change.vtp,0.0406750588193967,-0.03035150405197984,-0.005880747713357065,0.0,0.00755432613693574
30-toy-stretch-coarse-dy-p0p01-nu-0p49,0.5625,2.4013976086612567,0.0,0.0,0.0,0.0,0.0,0.0,72,640,True,0.5625,2.4000000000000004,target-raw,0.0005823369421902314,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p01-nu-0p49-area-change.vtp,0.00637965003273,0.0,0.0,0.0,0.0031948963187562462
30-toy-stretch-coarse-dy-p0p01-nu-0p49,0.5625,2.4013976086612567,0.0,0.0,0.0,0.0,0.0,0.0,72,640,False,0.5625,2.4000000000000004,target-masked-diagnostic,0.0005823369421902314,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p01-nu-0p49-area-change.vtp,0.00637965003273,0.0,0.0,0.0,0.0031948963187562462
30-toy-stretch-coarse-dy-p0p01-nu-0p49,0.5648144339031367,2.400567793213752,0.004114549161131853,0.0252005893702556,-0.016897208675255015,-0.010286624620658108,0.003985840067068258,0.019834767423358293,72,640,True,0.5625,2.4000000000000004,solution,0.00023658050572983313,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p01-nu-0p49-area-change.vtp,0.0252005893702556,-0.019220034163549338,-0.006430831736672426,0.0,0.006706760424394475
30-toy-stretch-coarse-dy-p0p02-nu-0p3,0.5625,2.405562146310566,0.0,0.0,0.0,0.0,0.0,0.0,72,640,True,0.5625,2.4000000000000004,target-raw,0.0023175609627357208,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p02-nu-0p3-area-change.vtp,0.025280449438103814,0.0,0.0,0.0,0.012719112093773077
30-toy-stretch-coarse-dy-p0p02-nu-0p3,0.5625,2.405562146310566,0.0,0.0,0.0,0.0,0.0,0.0,72,640,False,0.5625,2.4000000000000004,target-masked-diagnostic,0.0023175609627357208,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p02-nu-0p3-area-change.vtp,0.025280449438103814,0.0,0.0,0.0,0.012719112093773077
30-toy-stretch-coarse-dy-p0p02-nu-0p3,0.565873364692566,2.401664768148061,0.005997092786784064,0.06891235680321439,-0.050039318735666694,-0.027563589112406316,0.002806191878152231,0.03961206042791123,72,640,True,0.5625,2.4000000000000004,solution,0.000693653395025251,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p02-nu-0p3-area-change.vtp,0.06891235680321439,-0.050039318735666694,-0.0043541391035985515,0.0,0.006347301798060142
30-toy-stretch-coarse-dy-p0p02-nu-0p49,0.5625,2.405562146310566,0.0,0.0,0.0,0.0,0.0,0.0,72,640,True,0.5625,2.4000000000000004,target-raw,0.0023175609627357208,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p02-nu-0p49-area-change.vtp,0.025280449438103814,0.0,0.0,0.0,0.012719112093773077
30-toy-stretch-coarse-dy-p0p02-nu-0p49,0.5625,2.405562146310566,0.0,0.0,0.0,0.0,0.0,0.0,72,640,False,0.5625,2.4000000000000004,target-masked-diagnostic,0.0023175609627357208,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p02-nu-0p49-area-change.vtp,0.025280449438103814,0.0,0.0,0.0,0.012719112093773077
30-toy-stretch-coarse-dy-p0p02-nu-0p49,0.5679143914090133,2.4019141094708885,0.009625584727134928,0.05574930495390329,-0.02240341512943278,-0.020279257115554755,0.005379230662356793,0.04948813911852448,72,640,True,0.5625,2.4000000000000004,solution,0.0007975456128699321,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p02-nu-0p49-area-change.vtp,0.05574930495390329,-0.05048408010826366,-0.011518276321600584,0.0,0.013659776528982329
30-toy-stretch-coarse-dy-p0p04-nu-0p3,0.5625,2.4218186827407324,0.0,0.0,0.0,0.0,0.0,0.0,72,640,True,0.5625,2.4000000000000004,target-raw,0.00909111780863836,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p04-nu-0p3-area-change.vtp,0.09763381872097954,0.0,0.0,0.0,0.04995237987253498
30-toy-stretch-coarse-dy-p0p04-nu-0p3,0.5625,2.4218186827407324,0.0,0.0,0.0,0.0,0.0,0.0,72,640,False,0.5625,2.4000000000000004,target-masked-diagnostic,0.00909111780863836,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p04-nu-0p3-area-change.vtp,0.09763381872097954,0.0,0.0,0.0,0.04995237987253498
30-toy-stretch-coarse-dy-p0p04-nu-0p3,0.5662135839779159,2.4041625611671846,0.0066019270718504774,0.09893688569405001,-0.05165170076521863,-0.02924861525402738,0.004003532909554908,0.05132621250573368,72,640,True,0.5625,2.4000000000000004,solution,0.0017344004863266704,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p04-nu-0p3-area-change.vtp,0.09991452703821246,-0.05165170076521863,-0.009222932122650476,0.0,0.01066248647352185
30-toy-stretch-coarse-dy-p0p04-nu-0p49,0.5625,2.4218186827407324,0.0,0.0,0.0,0.0,0.0,0.0,72,640,True,0.5625,2.4000000000000004,target-raw,0.00909111780863836,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p04-nu-0p49-area-change.vtp,0.09763381872097954,0.0,0.0,0.0,0.04995237987253498
30-toy-stretch-coarse-dy-p0p04-nu-0p49,0.5625,2.4218186827407324,0.0,0.0,0.0,0.0,0.0,0.0,72,640,False,0.5625,2.4000000000000004,target-masked-diagnostic,0.00909111780863836,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p04-nu-0p49-area-change.vtp,0.09763381872097954,0.0,0.0,0.0,0.04995237987253498
30-toy-stretch-coarse-dy-p0p04-nu-0p49,0.574771190234195,2.4062622470270156,0.0218154493052356,0.26331801002731337,-0.04884016011697345,-0.039661122883805355,-0.0006617050037387995,0.1535797988200859,72,640,True,0.5625,2.4000000000000004,solution,0.002609269594589625,/home/liblaf/github/liblaf/apple/exp/2026/06/10/unreachable-inverse-physics/data/41-area-change-surfaces/30-toy-stretch-coarse-dy-p0p04-nu-0p49-area-change.vtp,0.26331801002731337,-0.08751027926511279,-0.021942680200121675,0.0,0.016074771199224683
