evaluation,objective,gradient_rms,gradient_inf,forward_iterations,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv
1,4.718203521102479e-05,1.0592096833659693e-06,4.911352907318483e-06,2,1.3008004442827198e-14,-16.162633613544827,0.1708780652784226,-0.20000401299944937
2,5.7260065461034004e-05,2.4777022726999885e-05,8.018449932657388e-05,5,1.0931304093692517e-15,-15.395487664620841,0.06202021189450917,-0.26610634592916643
3,4.4571873374059635e-05,3.5977529186123004e-06,1.3837571479256314e-05,4,9.778350730019293e-14,-16.12703030730011,0.21161902933488683,-0.22179313548026058
4,4.217192261005504e-05,4.6711437662375874e-06,1.93024573855064e-05,4,4.376930267813158e-11,-16.040002910990776,0.12306726083734128,-0.2223824888310374
5,4.330997716067457e-05,1.594312819928131e-05,0.00013200759729817033,4,3.459360803164118e-11,-16.02491047258808,0.014389255282741875,-0.2035422351091092
6,4.128012878551297e-05,4.033952240561613e-06,2.8007224891200024e-05,4,3.874702612284333e-11,-16.116046476606822,0.07876596274487373,-0.21479279686252198
7,4.0724869654905026e-05,1.7639618425124965e-06,5.712609599506584e-06,4,2.285389889215199e-11,-16.137515417203385,0.1014884436223361,-0.20480683772506914
8,4.027644283219092e-05,1.7185716899247963e-06,5.707411795804051e-06,4,4.521752072295421e-11,-16.107409336843606,0.02693629248938467,-0.20601832767353925
9,3.969172407041231e-05,1.6029574117781195e-06,5.779267064017917e-06,4,5.671913061859969e-11,-15.996811073285787,-0.05811455024653369,-0.21215765914829865
10,3.9328260773397925e-05,3.940934027383019e-06,2.5753209637334533e-05,4,5.4128233916297755e-11,-15.717759976816483,-0.19988713880956632,-0.23149498960064416
11,3.864673202454547e-05,1.4912673588799275e-06,5.5901922621301555e-06,4,3.7938193070335785e-11,-15.753749816891858,-0.19351013785275467,-0.23723192760744718
12,3.825526801344122e-05,1.4734997185606054e-06,4.382161814831457e-06,4,3.2799832873031925e-11,-15.648458347755371,-0.23716495816793529,-0.24514305837655925
13,3.675769967505338e-05,3.81568060283923e-06,2.088354535643923e-05,4,6.747128408135888e-11,-15.177095284574703,-0.395532850175035,-0.43431215594331585
14,6.713942314551834e-05,3.681799971360222e-05,0.00016664339040972596,10,1.7724636604366917e-14,-13.471659083732073,-0.8146601831478694,-1.3296369003154143
15,3.586794772240182e-05,5.891598411044897e-06,3.0015831407896423e-05,5,2.8682328451931293e-15,-15.107691018872828,-0.48016284991881,-0.5599702396684862
16,0.0003203629622829414,0.00019506698131436007,0.0010014408137026956,15,3.571408173853572e-14,-7.249960803258868,-0.9069266943963981,-2.3775295345398684
17,3.569174189609444e-05,7.337566527675579e-06,3.7796090846051854e-05,5,2.56295698544962e-12,-15.102886772659,-0.5617281306091284,-0.6987849664031648
18,3.444195786308054e-05,4.943844836567142e-06,2.9074269319680394e-05,5,1.4283677019805505e-12,-15.151569250246181,-0.5431604155362986,-0.6800712456580121
19,3.325301231880074e-05,3.036618401324796e-06,1.3004584855822856e-05,5,7.0075064845486316e-12,-15.179443279920479,-0.5584539667426948,-0.7162020664501719
20,3.231633055116888e-05,2.450010843246757e-06,9.907675407752223e-06,6,8.038435819835002e-14,-15.237457377389426,-0.5808448952610568,-0.773853903667834
21,3.167436625352267e-05,1.5756882192652132e-06,4.937979891732246e-06,6,3.2481296131963386e-12,-15.40636682024644,-0.5706728658975971,-0.7576020555780504
22,3.130703030510849e-05,1.5625985549212948e-06,6.194547323500929e-06,7,8.549047421737646e-15,-15.465845582521187,-0.5840944006568121,-0.7873494770583882
23,3.079834392989244e-05,1.7747420093927647e-06,8.958476304736088e-06,10,2.3621170255792267e-12,-15.663563448913678,-0.5846014006526931,-0.7896133672325996
24,3.036614944913637e-05,1.8550650474621856e-06,9.807477848628941e-06,6,3.6988299774465293e-13,-15.774984814392951,-0.608037391758783,-0.848694259030783
25,2.966404103907332e-05,1.944338013756182e-06,7.428871261876099e-06,7,8.250132223775651e-11,-16.081146901545974,-0.6136955440368334,-0.8862107814157604
26,2.9481601840925293e-05,9.551184221108505e-06,4.446992146847836e-05,6,2.169941540728395e-11,-16.93575649085397,-0.6352491154842884,-1.0935620612939367
