step,objective_total,objective_data,objective_regularizer,gradient_rms,equilibrium_residual_rms,forward_iterations,forward_converged,numerically_equilibrated,min_det_f,min_det_g,min_det_ainv,min_singular_ainv,orientation_preserving,verified_admissible,top_uy_mean,top_uy_range,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_l2_rms,activation_max_abs,activation_neighbor_jump_rms,activation_physical_h1_squared
12,0.0028227686971975282,0.0028139065436501593,8.8621535473691e-06,4.3561734553896935e-06,1.9929271994266565e-11,42,1,1,0.7270132472409572,0.602215811124848,0.1508920260027901,0.33985338857869063,1,1,0.012533982745001728,0.05655190452707853,0.09187883124501789,0.0011220458908994496,0.24765268458176792,6.993994545933402,0.4910041663989538,0.608631335021951,0.009584370753593514,0.177243070947382
13,0.0028001556936425175,0.0027711567528937078,2.8998940748809557e-05,8.669075007588681e-06,2.5026050273584226e-10,42,1,1,0.5470252249267326,0.5164332136953438,0.11188755777991827,0.2781829150480985,1,1,0.015607418298892907,0.07420149548607412,0.09117823346984259,0.001487530480650827,0.33112151220607866,9.920747430346713,0.5298299457341464,0.6617603103671352,0.017146886700321304,0.5799788149761911
14,0.002834819747081008,0.002744451389786262,9.036835729474561e-05,1.4217636868902351e-05,2.167512162037453e-10,50,1,1,0.3244855771780194,0.3244855771780194,0.07897244197513822,0.2202077651946152,1,1,0.018746436940910837,0.09512273000305321,0.09073783207328014,0.0019125370243401473,0.42700768840358755,19.12477352039243,0.5602562896140226,0.7140780988416249,0.029895946133231568,1.807367145894912
15,0.002814777238872482,0.0027442467762061403,7.053046266634206e-05,1.5146652501297799e-05,9.21522877944044e-13,31,1,1,0.22333203872847665,0.22333203872847665,0.057016255037791286,0.17718573238553215,1,1,0.02140418424480974,0.11316397959794108,0.09073444951405404,0.0023721878679302264,0.5072187223759301,21.371815290554323,0.5796262661991121,0.7672854197260593,0.026773320201098707,1.4106092533268413
16,0.0028197627232105834,0.0027585440994197367,6.12186237908469e-05,1.4357651193215045e-05,1.3081167801781864e-12,37,1,1,0.16573973782629742,0.16573973782629742,0.037865166941355485,0.16230871230949448,1,1,0.02278832624169396,0.12289855643098246,0.09097050235246153,0.00275372747671218,0.5604763781364069,24.214302456698093,0.589271548798539,0.806848137494171,0.025219258475342524,1.2243724758169379
17,0.002832283999979487,0.0027566298045420077,7.565419543747933e-05,2.1777646020604326e-05,4.258887181934216e-11,39,1,1,0.15951561739457037,0.05091109408952623,0.028757794775602332,0.13729882543944444,1,1,0.0232469042319996,0.12701155706658182,0.09093893233168082,0.002929615385013978,0.5750975388036811,26.504290471815853,0.5906844170528959,0.8491150597928854,0.02792192459284002,1.5130839087495864
18,0.0027936797170414907,0.0026719630450674956,0.00012171667197399522,1.821285561887078e-05,3.0424407526395584e-11,39,1,1,-4.217341458132069,-0.08384215253747525,0.017259461278999442,0.10230662330806924,0,0,0.02378435619061849,0.12055123793112317,0.08953149800602292,0.002934434831515414,0.5577369601702351,27.376259711886277,0.5874023361831939,0.8976551509265268,0.03527462492848713,2.434333439479904
19,0.0027680608023229903,0.002643095645287293,0.00012496515703569745,1.5120858540273807e-05,1.2653576153418278e-10,17,1,1,-6.659632697595297,-0.09124265628664797,0.013700854150649243,0.07966792439549782,0,0,0.023251019558143536,0.11572936199455684,0.08904654364916069,0.0029502843389160975,0.5442760546858036,25.616401724058967,0.5816559010562405,0.8915807039284586,0.03557114450172525,2.499303140713949
20,0.002738266333191971,0.002625761142762445,0.00011250519042952592,1.3643152531515816e-05,3.3213467122833657e-10,28,1,1,-8.564899846051759,-0.09284091631030113,0.010839696666517224,0.06628354269328467,0,0,0.022482559546363877,0.1093450104431634,0.08875406147488314,0.0028823543095644263,0.5231655735606032,24.340393101811525,0.5745104485784921,0.9075682158175316,0.03360432602728152,2.2501038085905183
21,0.00271850643823336,0.002622456786678588,9.604965155477175e-05,1.2500160066681256e-05,1.119951817488825e-11,22,1,1,-8.706908665597163,-0.08977393730211583,0.01031065568160048,0.06394457413505968,0,0,0.02159672014868994,0.10310696366494718,0.08869819817806766,0.002818919570094936,0.5043627010560813,23.66930678377745,0.5667263278053297,0.9141081675739792,0.031261250822544044,1.920993031095435
22,0.002722832275162812,0.0026401951553692168,8.263711979359529e-05,1.2372978082681723e-05,5.214903473004503e-12,49,1,1,-7.735717476583709,-0.08659698859133136,0.011194435274228087,0.07281742774963662,0,0,0.020826569642533946,0.10057569400288827,0.08899767112743821,0.002826621461048781,0.4923487729357539,22.469930085170695,0.5591651705169739,0.914242894095203,0.029671778569050018,1.6527423958719059
23,0.002706603955498471,0.002628236992896363,7.836696260210774e-05,1.3680127456273649e-05,1.4912789983163923e-10,14,1,1,-7.171581594846124,-0.09342932744099176,0.013027715881826545,0.06155754505026921,0,0,0.02033814558103493,0.0979319510009724,0.08879589505539706,0.002819456104983907,0.4820025145206039,22.499760464103833,0.5525747013051645,0.91814208895178,0.029311185353127534,1.5673392520421547
24,0.002704494908799348,0.0026235109971962517,8.098391160309609e-05,1.3465527078464947e-05,5.199510270121802e-10,9,1,1,-5.884208016698105,-0.09279663979441326,0.012580025224034607,0.06106430870825348,0,0,0.019833846935360867,0.09458019251662872,0.08871602443520987,0.00280296668524072,0.47272424971500143,21.9944585570151,0.5471160329403497,0.9234656285328166,0.02975055931294856,1.6196782320619216
25,0.002697438701016198,0.002613725525534753,8.371317548144477e-05,1.2257098509314522e-05,5.117880142253386e-12,24,1,1,-4.854780438515991,-0.08817979401087586,0.00806498075070774,0.05198399068008726,0,0,0.019453703760860714,0.09373212210395737,0.0885504182745867,0.0028090836320484357,0.4691930707116061,23.037502173261935,0.5425651554744314,0.9318006759968583,0.03009885793962911,1.6742635096288954
26,0.002685953261191888,0.002603461079089184,8.24921821027041e-05,9.86423993026384e-06,1.7871783359906873e-11,7,1,1,-4.164803834110786,-0.0839009869069734,0.008480537558779071,0.06365375990405846,0,0,0.01939848202691295,0.0933489519594285,0.08837637261885979,0.0027640325599762286,0.46424178463311816,22.71665022647059,0.5389056058785469,0.9336244479983697,0.029949990109880933,1.6498436420540818
27,0.0026785811298688225,0.0025975622136541554,8.101891621466694e-05,8.950235431413559e-06,2.1831748021476208e-11,14,1,1,-3.6241051172933783,-0.07882267296388092,0.010365266731821214,0.07119446158219964,0,0,0.01943430589533697,0.09409697279068906,0.08827619521118063,0.0027540882322577695,0.46373560108136685,22.31762477911063,0.5363693744596124,0.9266209390067953,0.02975993039158666,1.6203783242933387
28,0.0026743189344261035,0.002592787426748658,8.153150767744555e-05,9.8568091361281e-06,1.6027507370716103e-10,14,1,1,-3.2095107633184714,-0.07409000702033969,0.012736293841590605,0.056699010655144655,0,0,0.0195981164333377,0.09600880745163995,0.08819502412407387,0.0027754938443182607,0.46782672802722247,21.580294201839795,0.534941930830748,0.9132649033827926,0.029860538865040785,1.630630153548911
29,0.0026710426421030393,0.0025902608081441445,8.078183395889464e-05,1.4597568379989686e-05,1.9491766998075507e-11,9,1,1,-2.825579122087098,-0.06879408072695271,0.013764309702231699,0.03671102497185582,0,0,0.01979149239787448,0.09874603139129717,0.08815204152163711,0.0028390520074439685,0.4767339987625169,21.909503876546346,0.5344517678600232,0.9125015856801282,0.02970714977741692,1.6156366791778929
30,0.002666477355274836,0.0025858638173314992,8.061353794333679e-05,8.601326205157517e-06,7.781293782907156e-12,15,1,1,-2.3602208111193486,-0.06044620044143059,0.014212384024781482,0.03872714431011069,0,0,0.02016890949159504,0.1019031089040047,0.08807719030483714,0.002897488621988822,0.4894972625234182,23.806992718653984,0.534437019220239,0.9120105767282454,0.029565270045307384,1.6122707588667358
31,0.002662314601350641,0.002582585400574527,7.972920077611375e-05,8.529546465676869e-06,1.7816683721109088e-10,12,1,1,-2.0167552212397934,-0.05422374645945732,0.011854920318281751,0.0283389409173357,0,0,0.020569836019003494,0.10512557177883851,0.08802133946790165,0.0029732220414501274,0.5038456891831349,25.00058248417508,0.5348282640069073,0.9206738894184893,0.029488811117598573,1.5945840155222748
32,0.0026559351981273785,0.002579626971276638,7.630822685074072e-05,8.10363516042202e-06,5.388513281595273e-11,8,1,1,-1.6243498535392937,-0.04613214023304758,0.01114443537647712,0.02581785124157907,0,0,0.02100320987318736,0.10863918440710167,0.08797090947483671,0.0030518792284245483,0.5182404295041482,25.820693683522315,0.5354940724446882,0.9186670256279691,0.0291553931285287,1.5261645370148145
33,0.002649267605934916,0.0025754388578078297,7.382874812708617e-05,7.33248082270556e-06,9.39180693648551e-10,19,1,1,-1.3958023228822771,-0.03228818577940492,0.009748603406864906,0.020080823480200124,0,0,0.021412399212341664,0.11161754176153367,0.08789946856166703,0.003136922096180685,0.5320861645635433,26.28684347644215,0.5362675819379294,0.9222028446552868,0.029025986800116137,1.4765749625417233
34,0.002649747123182175,0.0025756114004988175,7.413572268335769e-05,1.3081595462851769e-05,9.61468717837373e-10,9,1,1,-1.4104852650047497,-0.027327296545235958,-0.0011726078003008304,0.0024005125264922452,0,0,0.02124062789383614,0.11217080924653508,0.08790241294467661,0.003123730835232307,0.5293804163259186,25.537998583658222,0.536922643377916,0.9378865695186269,0.029213424582153882,1.4827144536671537
35,0.002666795551895061,0.002595994573461923,7.080097843313795e-05,4.6089539261834066e-05,1.1658247597503968e-12,72,1,1,-286.19064146120337,-0.023414124693736667,-0.01787095844466958,0.009713958383585302,0,0,0.01898476088666103,0.09598763523394963,0.08824955365544784,0.002855476639464936,0.48695791454168375,28.437400871266828,0.5373736294602277,0.9628051185516139,0.028495209135561184,1.416019568662759
36,0.002664101226810911,0.002592746409598503,7.135481721240805e-05,0.00045719802418919434,4.732369241572113e-06,80,0,0,-41.24210238472759,-0.24292576614043407,-0.04656148921209153,0.018270890134198612,0,0,0.020752827579452925,0.10397320037337263,0.08819432651137776,0.0027432047430269945,0.5059742719762724,36.59154905095696,0.5390160966233238,1.0001650935999662,0.028263482694796525,1.427096344248161
37,0.0028741065835031325,0.002570981903841375,0.0003031246796617576,4.867893315951577e-05,1.5544922348913805e-06,80,0,0,-111.42030702763648,-0.1482862465211491,-0.0851944776894853,0.0009479499236440058,0,0,0.019325184340168257,0.09924716430067189,0.08782337793278124,0.0028460794970397406,0.47974715054361156,27.444174096625105,0.5369200015309259,1.0451717369540485,0.05491078109266833,6.062493593235152
38,0.0032478969773932624,0.0025980123022576263,0.000649884675135636,5.3126962440524615e-05,8.011464288584145e-10,68,1,1,-57.949020792819276,-0.11658557951307023,-0.1115463988415381,0.009667467657339408,0,0,0.01836144760069878,0.08903310577753304,0.08828384284099146,0.0023542508795361644,0.4187085159310528,25.978410161450302,0.5349754660098889,1.0677162652999899,0.07989423684302716,12.99769350271272
39,0.003428475197632927,0.002581804626303033,0.0008466705713298938,4.658816088004227e-05,1.8562365059493788e-12,33,1,1,-44.994381729546525,-0.12234312714752357,-0.1245861050947539,0.0017152881138836405,0,0,0.0184625099408047,0.0876360131963169,0.08800803303624675,0.002438918691738156,0.42749574122301504,25.725894766200792,0.5325798238119124,1.0713165693491369,0.0911918437359201,16.933411426597875
40,0.0034260221131472957,0.002600663263509547,0.0008253588496377486,4.807301472921604e-05,2.3019413718134605e-12,16,1,1,-26.17355006666754,-0.12126267270581588,-0.14272233288354363,0.0032743665430134527,0,0,0.017401688773954642,0.08570322971023027,0.08832887291553448,0.0023972143453051186,0.4093757443584653,25.467904521430146,0.5296146655593751,1.092485727203983,0.09025913359753007,16.50717699275497
41,0.0032938245707144972,0.0026113733689973316,0.0006824512017171658,4.360205434278247e-05,5.840942752868678e-11,54,1,1,-24.64958694652937,-0.12275458223738352,-0.16492983887650803,0.0018440046003257993,0,0,0.017372623714285797,0.08828758688962529,0.08851056494561535,0.0024813313781558975,0.41754572719686583,25.534021159431532,0.5264018215811723,1.111033808302436,0.0825704605987183,13.649024034343315
42,0.0031630937179161914,0.002621785271962913,0.0005413084459532786,3.8587412517085556e-05,2.0543109422062015e-11,48,1,1,-22.312995427881113,-0.12014872883879203,-0.1834460697556034,0.0014136894204368653,0,0,0.017216339091359664,0.08909980511024092,0.08868684127811034,0.0026752833706161086,0.43372337447687587,25.698688696419854,0.5235526442334946,1.1243601129977365,0.07440680447352414,10.826168919065573
43,0.003110654759001662,0.0026511442255700837,0.0004595105334315781,3.42561868091799e-05,7.284428593910104e-10,19,1,1,-43.88686117492495,-0.12445471056246346,-0.19778141661026463,0.007003532325539596,0,0,0.016658412012030097,0.09148220791283276,0.08918201991831229,0.00286577876406801,0.4487528027241881,27.01433833726109,0.5212425670857708,1.1328268687981817,0.06965353652022636,9.190210668631561
44,0.003096138664514647,0.0026665204605888144,0.0004296182039258323,3.0473330882167285e-05,1.2576337852217962e-10,32,1,1,-58.19905029284798,-0.12151080686553112,-0.20771346912643496,0.0015193598778427088,0,0,0.01677857894144041,0.09159920088820188,0.08944026711591621,0.003089622169804298,0.4780728348661536,29.24323969537002,0.5195796162491837,1.1369099899349342,0.06820886142166742,8.592364078516646
45,0.0030896126792265667,0.0026755393888679506,0.0004140732903586163,4.120463434000566e-05,6.34169837859036e-10,44,1,1,-39.918702483247664,-0.14272156609574072,-0.21320827331040063,0.00011723608934103427,0,0,0.016439753474541127,0.08910610608010712,0.08959139560584964,0.0031138645010074036,0.4784257203970116,29.383063136591797,0.5185051837515461,1.137103174442104,0.0674410843288913,8.281465807172326
46,0.0031974334340270547,0.002804240233438265,0.0003931932005887897,3.551903500850602e-05,1.0580453237796708e-06,80,0,0,-56.14507328660902,-0.19240593594826472,-0.21414360454623674,0.011752711807931481,0,0,0.014071457806576787,0.08603598600189309,0.09172088475540778,0.0025409874373488314,0.43147403955288804,32.57112303669731,0.5176175150994844,1.1337275109137748,0.0658465067510769,7.863864011775793
47,0.003168455709612621,0.0027944505788007204,0.00037400513081190065,5.278834837765376e-05,2.144900137281096e-10,59,1,1,-62.996202050886,-0.1379060863479086,-0.21127501924591158,0.012363230919098456,0,0,0.01479749427692576,0.09170350049174827,0.09156064512880062,0.002519578677418503,0.44183631726410905,30.820540011537556,0.5164153655479847,1.1276376331876634,0.06401394437707102,7.480102616238013
48,0.003122831000698032,0.0027618803237006453,0.00036095067699738655,3.0070655977684822e-05,5.228753118220175e-10,42,1,1,-75.40240476274538,-0.12099534884554483,-0.22753145449822654,0.008039736440202162,0,0,0.014858716762275284,0.0890248348346085,0.09102549626946252,0.0025975532792702725,0.44021997259642043,30.795803213344985,0.5154882307942047,1.1369020518287767,0.06253898102723665,7.21901353994773
49,0.003103136336046878,0.0027552169888402037,0.00034791934720667414,2.6302821804941812e-05,7.522849693918271e-10,21,1,1,-43.9393610663446,-0.1230808836881557,-0.24376432836568415,0.017985106577479194,0,0,0.015014157362910825,0.0883479991779011,0.09091562553555142,0.002669066655809905,0.44093540872442355,29.644100382187116,0.5147048152383712,1.143671231637096,0.0610452704947395,6.9583869441334825
50,0.0030638850222690943,0.0027254672160162818,0.00033841780625281243,2.7638620999425126e-05,1.2798184400592713e-11,35,1,1,-32.48891975739949,-0.11998109846204438,-0.2552085601694124,0.012560572234963482,0,0,0.01569241328618117,0.08890594736485306,0.0904234573993322,0.0028760538741273278,0.4551162953907789,28.046469783497546,0.5141376060904695,1.1468961849789738,0.06002067365350509,6.768356125056249
51,0.0030466749005468516,0.002712169796649912,0.00033450510389694,2.335976681319257e-05,7.883009874218155e-11,30,1,1,-32.119160432300006,-0.11495570368096576,-0.2608734624990734,0.007874105186188413,0,0,0.015724034015939217,0.08790130504094479,0.09020260190232726,0.002966315085847524,0.462359244185481,28.25462183314095,0.5137332894832336,1.1464814027047037,0.05955472137880368,6.6901020779388
52,0.0030344835051130292,0.0027007647475403474,0.00033371875757268193,2.3758824979826354e-05,9.21779151639359e-11,17,1,1,-17.440149767825286,-0.1411410362132921,-0.26041653324365716,0.006443463317581057,0,0,0.01582357444189776,0.08862768791499999,0.0900127448899379,0.003029608193672537,0.4692181607182881,28.635551283556282,0.5135149027969292,1.1425453580626326,0.05953116575912923,6.6743751514536385
53,0.0030267052098432003,0.0027009244448406274,0.00032578076500257297,2.201363026195008e-05,8.169113649063708e-11,22,1,1,-44.43363721882597,-0.28191502214355396,-0.2540692769684445,0.01107597124356393,0,0,0.015682343119141108,0.08695488300552173,0.09001540609541171,0.002976769589386793,0.4627256766748912,28.291567794986204,0.5134319350875376,1.1354063637635827,0.05906467670466993,6.515615300051459
