cycles_per_unit_length,wavenumber,power
1.0050251256281406,6.314759102693051,0.00012024856209921942
2.0100502512562812,12.629518205386102,7.721553545257769e-05
3.015075376884422,18.94427730807915,4.2286427045690884e-05
4.0201005025125625,25.259036410772204,1.6716442959957756e-05
5.025125628140703,31.573795513465253,3.7102403072553337e-06
6.030150753768844,37.8885546161583,1.264190211960878e-07
7.035175879396984,44.203313718851355,2.8624342005721625e-07
8.040201005025125,50.51807282154441,6.592846724360759e-07
9.045226130653266,56.83283192423746,5.176480972461556e-07
10.050251256281406,63.147591026930506,2.530507567678756e-07
11.055276381909547,69.46235012962356,1.143036693902428e-07
12.060301507537687,75.7771092323166,6.95039329644934e-08
13.065326633165828,82.09186833500966,4.41984031676453e-08
14.070351758793969,88.40662743770271,1.891011976656587e-08
15.07537688442211,94.72138654039577,5.009228006439518e-09
16.08040201005025,101.03614564308882,9.597414544490319e-09
17.08542713567839,107.35090474578186,2.1972466106241833e-08
18.09045226130653,113.66566384847492,2.53112470839788e-08
19.09547738693467,119.98042295116797,1.632391154401074e-08
20.100502512562812,126.29518205386101,5.479337403709317e-09
21.105527638190953,132.60994115655407,7.802055869598407e-10
22.110552763819094,138.92470025924712,6.3525601629368e-10
23.115577889447234,145.23945936194016,1.0545394941010731e-09
24.120603015075375,151.5542184646332,1.195551668799789e-09
25.125628140703515,157.86897756732628,1.2705376680248757e-09
26.130653266331656,164.18373667001933,8.432282588610021e-10
27.135678391959797,170.49849577271237,3.173357222639507e-10
28.140703517587937,176.81325487540542,7.756606693532255e-10
29.145728643216078,183.12801397809847,1.8581720912527522e-09
30.15075376884422,189.44277308079154,2.022319789932115e-09
31.15577889447236,195.75753218348459,9.860231622252028e-10
32.1608040201005,202.07229128617763,1.3619575092137508e-10
33.16582914572864,208.38705038887065,4.0570709081131756e-10
34.17085427135678,214.70180949156372,1.127171601481286e-09
35.175879396984925,221.0165685942568,1.2409260260256119e-09
36.18090452261306,227.33132769694984,6.677365337820737e-10
37.1859296482412,233.64608679964286,1.238997357668644e-10
38.19095477386934,239.96084590233593,1.1857808873635654e-10
39.19597989949749,246.275605005029,4.761524604772988e-10
40.201005025125625,252.59036410772202,6.750718845822919e-10
41.20603015075376,258.90512321041507,4.696128129511773e-10
42.211055276381906,265.21988231310814,1.3420340366319986e-10
43.21608040201005,271.5346414158012,7.703634019120438e-11
44.22110552763819,277.84940051849424,3.068496085844094e-10
45.226130653266324,284.16415962118725,4.6074295863358175e-10
46.23115577889447,290.4789187238803,3.2710103257769313e-10
47.23618090452261,296.7936778265734,9.85369951778614e-11
48.24120603015075,303.1084369292664,4.816193545347538e-11
49.24623115577889,309.4231960319595,1.7113402441573956e-10
50.25125628140703,315.73795513465257,2.636073284524184e-10
51.256281407035175,322.05271423734564,2.127352973272245e-10
52.26130653266331,328.36747334003866,8.878384271030862e-11
53.26633165829145,334.6822324427317,2.4308018157167368e-11
54.27135678391959,340.99699154542475,8.073686986079845e-11
55.27638190954774,347.3117506481178,1.9528822565728553e-10
56.281407035175874,353.62650975081084,2.3419628257223873e-10
57.28643216080401,359.94126885350386,1.4139546394813915e-10
58.291457286432156,366.25602795619693,2.4991337064554508e-11
59.2964824120603,372.57078705889,2.955025165094019e-11
60.30150753768844,378.8855461615831,1.3934515944799874e-10
61.306532663316574,385.2003052642761,1.986033195426847e-10
62.31155778894472,391.51506436696917,1.276567837412222e-10
63.31658291457286,397.82982346966224,2.2200176879045874e-11
64.321608040201,404.14458257235526,9.402311690783836e-12
65.32663316582914,410.4593416750483,8.51180302295623e-11
66.33165829145727,416.7741007777413,1.4207923301173498e-10
67.33668341708542,423.0888598804344,1.1272755081973515e-10
68.34170854271356,429.40361898312744,3.6427976202773076e-11
69.3467336683417,435.7183780858205,1.6323448553204995e-13
70.35175879396985,442.0331371885136,4.125305455212033e-11
71.35678391959799,448.34789629120667,1.1036638062932658e-10
72.36180904522612,454.6626553938997,1.2717551072289899e-10
73.36683417085426,460.9774144965927,7.242624158415414e-11
74.3718592964824,467.2921735992857,1.0704754162883686e-11
75.37688442211055,473.60693270197885,9.964278081430651e-12
76.38190954773869,479.92169180467187,5.7895084337314664e-11
77.38693467336682,486.2364509073649,8.449536721858068e-11
78.39195979899498,492.551210010058,5.6033426150457555e-11
79.39698492462311,498.86596911275103,1.2502911705672982e-11
80.40201005025125,505.18072821544405,7.54924521367379e-12
81.40703517587939,511.4954873181371,4.018532882906588e-11
82.41206030150752,517.8102464208301,6.359508935185683e-11
83.41708542713567,524.1250055235232,4.798714284109415e-11
84.42211055276381,530.4397646262163,1.4666549813208273e-11
85.42713567839195,536.7545237289094,5.170983741372296e-12
86.4321608040201,543.0692828316024,2.888733947485351e-11
87.43718592964824,549.3840419342954,5.377887316254072e-11
88.44221105527637,555.6988010369885,4.934996907943381e-11
89.44723618090451,562.0135601396815,2.4951287182374583e-11
90.45226130653265,568.3283192423745,1.3664637291894442e-11
91.4572864321608,574.6430783450677,2.6584241865507628e-11
92.46231155778894,580.9578374477607,4.161637242443813e-11
93.46733668341707,587.2725965504537,3.812308833177228e-11
94.47236180904522,593.5873556531468,2.383514064125473e-11
95.47738693467336,599.9021147558399,1.8760361598114032e-11
96.4824120603015,606.2168738585328,2.6099389419369338e-11
97.48743718592964,612.5316329612259,3.185472000160465e-11
98.49246231155777,618.846392063919,2.7126163051134618e-11
99.49748743718592,625.1611511666121,1.903850104275715e-11
