step,optimizer_phase,optimizer_iteration,optimizer_evaluation,learning_rate,evaluation_success,objective,gradient_rms,gradient_inf,activation_update_rms,forward_converged,forward_iterations,forward_failure,line_search_failures,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv,min_singular_ainv,top_target_mae,top_target_rms,top_target_max,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_neighbor_jump_rms,activation_rms
0,adam,0,1,0.03,1,0.0013468013333333333,3.3006071133163826e-06,1.5533369413942387e-05,0.0,1,1,,0,6.225748016032108e-18,0.9999999999999929,0.9999999999999929,1.0,1.0,0.033666666666666664,0.036698791987384724,0.05,0.036698791987384724,0.0,0.0,0.0,0.0,0.0
1,adam,1,2,0.029699999999999997,1,0.0012547801645650541,3.297863890323255e-06,1.261947617436049e-05,0.02944345190369687,1,12,,0,3.4379978694571716e-09,0.9566104171846977,0.9540098411395043,0.940045238754939,0.9401102130488129,0.03250627986665738,0.03542287628870719,0.048218168526622605,0.03541123607911193,8.610325368399792e-05,0.012899008732132391,0.5641533618244128,0.011176419145044312,0.029443451903696877
2,adam,2,3,0.029403,1,0.0011600210461563004,3.379021047131526e-06,1.0577793960716248e-05,0.028959021447282688,1,12,,0,5.286465687656363e-10,0.9227132411589007,0.9108450265349829,0.8808877358051248,0.881236002957146,0.03122489073838635,0.03405908169866446,0.04642041999064873,0.0340140736509549,0.00017473892864640678,0.025813558967754557,1.2033453355904207,0.020062226548489624,0.05831809332232226
3,adam,3,4,,1,0.0010614101193140877,3.5231766767798815e-06,9.466225409186812e-06,0.02857407117967431,1,15,,0,1.5759579267079964e-09,0.8964334377620382,0.8664151578860453,0.8222430436406679,0.8227305946301181,0.029800232583449472,0.03257928973004304,0.04454262435811921,0.032480196527465886,0.0002623878544763974,0.03866519168948201,1.8718483281997222,0.027323429794162926,0.0867661820149067
4,lbfgs_unbounded,0,0,,1,0.0010614101009541832,3.523174473657768e-06,9.466260734777685e-06,0.0,1,2,,0,2.7113325542596793e-14,0.8964334256715806,0.8664151505775924,0.8222430436406679,0.8227305946301181,0.029800238564023245,0.032579289448270404,0.04454261581207254,0.032480191577907325,0.00026238817257768544,0.038665219545951056,1.8718513328949171,0.027323429794162926,0.0867661820149067
5,lbfgs_unbounded,1,6,,1,0.0004130917026305705,4.952902521144911e-06,1.5063848804916473e-05,0.14433756729740643,1,63,,0,2.1595024296982983e-11,0.6417801720514217,0.25389851132774177,0.20504507311693956,0.25980295935909564,0.01844971206681031,0.020324657503401393,0.029655424030657334,0.02001861760876449,0.0014080578666544638,0.16286964173165677,10.343602915711989,0.07397442437031336,0.22185883168608847
6,lbfgs_unbounded,2,13,,1,0.0004066520789978141,4.744461846972537e-06,1.3825435500158963e-05,1.8737389265051734e-17,1,57,,0,1.3313597790583094e-13,0.8082833270399256,0.25659615330710916,0.20504507311693956,0.25980295935909564,0.018434182515113057,0.020165616256336283,0.029778286880372623,0.019821442699820755,0.0010578783175901627,0.1305716062746119,7.113174282620887,0.07397442437031335,0.22185883168608847
