step,cells,rest_volume,min_det_f,min_det_ainv,min_det_g,f_negative_cells,f_negative_rest_volume_fraction,ainv_negative_cells,ainv_negative_rest_volume_fraction,g_negative_cells,g_negative_rest_volume_fraction,double_inverted_cells,double_inverted_rest_volume_fraction
162,1078,2.504114119679756e-07,-2.901223915025622,-0.8540467707219114,-0.06791229133691568,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
163,1078,2.504114119679756e-07,-2.925012135121568,-0.8555899980546059,-0.06738665077902538,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
164,1078,2.504114119679756e-07,-2.9539100346958254,-0.8549635664673004,-0.06664798536965487,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
165,1078,2.504114119679756e-07,-2.971576274789226,-0.855521984423941,-0.06670910718093225,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
166,1078,2.504114119679756e-07,-2.9859992567635927,-0.8572635136749682,-0.06675094069550297,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
167,1078,2.504114119679756e-07,-2.989255870447537,-0.8581225113338818,-0.06683718255029843,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
168,1078,2.504114119679756e-07,-2.9885091200361984,-0.858729067346038,-0.06712206853627604,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
169,1078,2.504114119679756e-07,-2.9758863474101944,-0.8621460569639501,-0.06775121433275258,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
170,1078,2.504114119679756e-07,-2.982513766911092,-0.867675100693964,-0.0679195938422335,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
171,1078,2.504114119679756e-07,-2.988489187579818,-0.8735323517758633,-0.0680250171854039,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
172,1078,2.504114119679756e-07,-2.9893230450535717,-0.8777291500112459,-0.06823500096133456,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
173,1078,2.504114119679756e-07,-2.9950208326323144,-0.8818865402753752,-0.06849961998167314,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
174,1078,2.504114119679756e-07,-2.999721681919736,-0.8864156553876793,-0.06867384795615458,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
175,1078,2.504114119679756e-07,-2.996882807986049,-0.8900012828286891,-0.06885865291787024,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
176,1078,2.504114119679756e-07,-2.998724884365364,-0.8928910221033849,-0.06930733503268749,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
177,1078,2.504114119679756e-07,-3.0004585509364423,-0.8949593453571614,-0.0700592940533375,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
178,1078,2.504114119679756e-07,-3.0007416005020624,-0.8974394294575226,-0.0707111592158967,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
179,1078,2.504114119679756e-07,-2.9980205467435836,-0.8998664816259315,-0.07126350157448555,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
180,1078,2.504114119679756e-07,-3.003064616177649,-0.9005208545704865,-0.07206541835792601,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
181,1078,2.504114119679756e-07,-2.952886509726131,-0.8929117485384229,-0.07306710063868767,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
182,1078,2.504114119679756e-07,-2.9455179141210897,-0.8913058667466481,-0.0740013179589318,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
183,1078,2.504114119679756e-07,-2.987515965593786,-0.8978450633202065,-0.07452833263104122,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
184,1078,2.504114119679756e-07,-3.0004646042876786,-0.9022692829686848,-0.074708335375175,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
185,1078,2.504114119679756e-07,-2.9966053236377683,-0.9033908209114572,-0.07500665348355898,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
186,1078,2.504114119679756e-07,-3.003636056381772,-0.9053959239870171,-0.07562108346102779,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
187,1078,2.504114119679756e-07,-3.0188886498481087,-0.909170458406107,-0.07611683899654074,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
188,1078,2.504114119679756e-07,-3.0162243002060003,-0.9105113517997966,-0.07652119044163438,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
189,1078,2.504114119679756e-07,-3.0108212948746425,-0.9106939453395667,-0.07714047494261832,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
190,1078,2.504114119679756e-07,-3.0132982012998766,-0.9119578115625149,-0.07804575833097661,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
191,1078,2.504114119679756e-07,-3.016028532849255,-0.9130442921411839,-0.07882959230028022,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
192,1078,2.504114119679756e-07,-3.006693301517099,-0.9126023677465209,-0.07944579103997615,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
193,1078,2.504114119679756e-07,-2.9923640661937583,-0.9121113561412825,-0.08009109589684182,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
194,1078,2.504114119679756e-07,-3.0130919656376407,-0.9175119569847481,-0.08072695719450307,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
195,1078,2.504114119679756e-07,-3.017025503412537,-0.9205841935254803,-0.0811364569313166,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
196,1078,2.504114119679756e-07,-3.001057254371927,-0.9201830879776844,-0.08149606810848743,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
197,1078,2.504114119679756e-07,-3.0133779550498576,-0.9242578751073338,-0.08222430344445758,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
198,1078,2.504114119679756e-07,-3.0345595069710067,-0.9299078608648298,-0.08280343484510909,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
199,1078,2.504114119679756e-07,-3.030884353646679,-0.9313904471551233,-0.08302768537883258,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
200,1078,2.504114119679756e-07,-3.01183040204691,-0.9297645048280353,-0.0832358365133708,4,0.017314885633048026,6,0.02591658478570254,2,0.008601699152654515,4,0.017314885633048026
