accepted,alpha,controls_sha256,displacement_sha256,forward_iterations,gradient_inf,min_det_f,objective,trial
False,1.0,f9f787d562769160834345ffaa1a41bc9a5ceb794e21b78ec4e1e67fe21c6deb,c957dcf43943ba9d9ea3a32dbf41d14df7afae2b3727e3fa3de91042ce266999,47,0.0019629721895163053,-0.1081416486520565,0.011541438031126117,0
False,0.5,9a6b110afbe5283e5d45263e8031e6a0d3726fbb24c553af1104827ed9a541b5,025a2a673002725ded5c7213e5c537b1568c82bbedab05b34461352e6d302e21,73,0.0021713526439622005,-0.11337046768033851,0.011348281279852096,1
False,0.25,66865dda00ba54b721b9da3834f086f4f185af488f92e7fda87b2c226d1279c1,f874606b2005d609d75ff9d0d786c80d7d41b647306ed9a5be08bd3df8d4f1dd,29,0.0012032215756637254,-0.11544826588232518,0.010604511442182806,2
False,0.125,c98a291029179e6a1bb04c3b0a415001a949503bdefb28187ca493d5bef5d4db,fdfc2496c821ad9e41971efe7380bdb209c19178d006cd6cfbfa59ec395dfb7e,63,0.0032834481973319824,-0.11723028389655836,0.011347303053032559,3
True,0.0625,f6f7292791c8f7aeb8772202663a15f17202297bf3d2861e691b59a5f0483c1e,006bd895b88fcaf78c9d41117f33f9c2b384d96a4142416871b74c78026b39dc,5,0.01963493467122346,-0.11684972489368829,0.010190012885889256,4
False,1.0,709b513e0c47d96bb458594da9c1a26de11e10dfc869b15ebaee351935e8a982,b19d1d1410c6c3dcdcf881764be2892a974c2aa8eff3e85377d5499cdf280d32,54,0.011339460065393193,-0.0744154544216149,0.010997838870213736,5
False,0.5,e8718441c952908d8c6257245898af902a7e8c340ac407ba9f8d167ed26369be,654b06a810d9208ac64566a6cefcc6c544998b1ad006bd8a0897f015c54cd785,58,0.002845299260974414,-0.09633366911556153,0.011557212067073318,6
False,0.25,4cc492587c4d8fc5765887215d2b031014ede5cf5b5bfd697c7bdd0609108e72,575041d5eb495869d03cb642bf5253db83dbf8ac80c6f249cf6d91d735a7c0a0,29,0.0006617208325413777,-0.1067752894366035,0.01066990165133052,7
False,0.125,e49daf3402c7af45fc910c5fcba421d279c7fcd685c17cecb91a9962384cc5e7,c5982e011b188606e35c938e5df38e59669ee855ad9cdf167b514e3056b6e5ce,33,0.0022915523076533152,-0.11252060191299065,0.011014701808751972,8
False,0.0625,766a4440362b6820434158016bca9ff573cd4f056457dcceab719460a3e7a01b,9dc11bd9e52d40d6f030064a26dbe7831b3c83bd13ca42e78750c451b50ac57e,42,0.002722686433808438,-0.12453130237597405,0.010807263041339967,9
False,0.03125,538280c01b4e38c030cebb9a28561777f06ef40f1ccbe89093ba5c1b3c381dd8,76dea4f19ef5c825b03623094cb510a2080a290e429b635005cd8df0a3184c02,53,0.002230723439030225,-0.11635601190026337,0.011080617095160748,10
False,0.015625,d901800a755944dedba5729011e1eabd0462ee8c0bd63776619e5e3c250764d0,d11d244028adaa81c384612df228bcef01741c9023d3034815cdb0281d6bc646,72,0.004309774949929764,-0.11720971765287123,0.011412031203543456,11
False,0.0078125,2b04204288d1dd6ca899b8bd9e1aa6e5eedf66c791a21393efac024d68a6eca5,22baa1d188cca964f8ede8392c0bc95ae019f0d458e7536c8ede2f930f001d6f,58,0.004715745502440341,-0.11742299781468078,0.011403603563152282,12
False,0.00390625,cb2b9b77586740cb935d9de878ecbd14261c23ccfa42cd80eb0a6797e53836c0,6584b1c3c45f235d34884ea92a058ee349f114439d468dfc0b37541a5a548e49,71,0.004004399889363843,-0.11748636514780784,0.011103652491799088,13
False,0.001953125,0b757d45839c520e886722153a308de57eb870c6992188f4c164f1ad78be394c,81191aca317bcff9b486e6e09badcd47909e1a3428e02a3c2249c5caa5d0cf91,65,0.004956660673471751,-0.11772455182436235,0.011539899487719846,14
True,0.0009765625,1ad72fe5ab8819bb7cc429138de0483bd8317aff03f121d02ed2eeb61898e744,4172cc47ddb7ef31dd12aa2de0dc361023024ad46973fdb0fa8bc1236700d956,3,0.03138491693555727,-0.11680849137767257,0.010189136452736119,15
False,1.0,331105169510ccc069715928fdd582c90feaf7c2f32981cc4ff08a72bd430210,5187e877e0747593bff2aa17a451eb18fc2ed60a4a89b41290d586f465932e30,66,0.015850854716471473,-0.04588104923681366,0.010424905084757505,16
False,0.5,b14bdfc50395f4eccabb92d9626743bf77df9030985f50d67224f7d01ca0b514,6b63c83a48f2273d8af9fac6b268aa38731093432f5e3fb3b96736a090445224,32,0.007877998777002116,-0.0818612791294493,0.010742236307920197,17
False,0.25,24eb4fcc7065ba62b0f036265f2c1e1237461035045a18165c6b23bd3291b643,8414f02ffe33c3a66ea8b53de3043c7ab99c94dc3cf4d2dc83b90aa79aacf496,31,0.005898405412431005,-0.09986188638853856,0.010712622334070807,18
False,0.125,5805b0b909bbfbe175f1bd798466af9d24f52dc14a92d3514cbfcdfb5cd9dc98,3d548758405011dc95e6df776835a6fd44f58968992cac60c14d38739d521ab7,51,0.0025014061042336147,-0.10858776317321919,0.010934627464843624,19
False,0.0625,1ae1730b99555250b16621c3671fbc6c21424b15940d21411b38f5432bbba7ce,f910c7137b29387c6d20c75e4016cf4d79f6e6709fb03c348e7c252fb42d70fb,54,0.002070965924607029,-0.11349749491760903,0.011346832412680776,20
False,0.03125,6c3eb7ca8e8a34844b4faf61ce46b9d8ef241b8d25ef2b6a64aca58d808b881a,8e2adf5ffca3172ecff101adf47891cad81ea987cad42ea23ec3e835613b45e7,41,0.002333244254772494,-0.11508770013343689,0.010827730997247197,21
False,0.015625,705ff11cdcc0eb9dc5b139f837db0f1351dd02768b2f6828121df435ee77b8aa,479e87aa3a368d8ca6b95bc8fbc7367e9d979f23ef5189d9b7251aa9849a9054,25,0.011727004382741909,-0.11624880779129364,0.011057318088189815,22
False,0.0078125,2f7b15a633e53e113d32f82590955fd18bd01edbff15c4f151eb21429c6a03e9,cc45948a34df664a2c2678ecd6055ba18bfef785689238e21f53a23efb93c9e1,60,0.002922121735644852,-0.11711300333373545,0.011144730951576145,23
False,0.00390625,24a24a47e89e75edb6773e791e383e347a05ada058ccc0025223d86ee45e3d74,d4405f8d982d772d4858e3016da0f3c6cc6f44af0d191bcbf67efef75e067323,44,0.004871386040077159,-0.11749631722090531,0.011539644291780398,24
False,0.001953125,e3846b3dafea00d29e2bb9986010807ad3de41d971b3c2e4dea87b8148f14db3,82e721a50b7460103d8235c5d3f4e773a62e4c4603b68e32be781720b4927d66,38,0.0016620390796505827,-0.11702718063447942,0.010739270542349206,25
False,0.0009765625,b2e8d7992a988f12809eca33edbe9cd44dfae01e90347bdad1e71bdb04b19da8,be169e6f623dff9b63783776c00d6ccd51bb56933f9bdfc36f257ac1d4697cd8,50,0.004946673854081003,-0.11769832588703263,0.011539867328771642,26
False,0.00048828125,c4723ae73756df229abed1bb0b91c70ea68c2286a96fc3fa0c3b65053f712f74,787735b0d809e579257c12083b5bdfef977eb15a3c86da8afff260da20184820,51,0.0049593039011021686,-0.11773198707793954,0.011539907417164279,27
True,0.000244140625,07e54501b2ecbe70f7c16cef51f74bd1deac7840ca28a67efe26e09869e48920,4774f4d4139c94c56fdf9f68f1e79955407a0cebe6d327b37ba5af561dde9dff,3,0.049768859581344194,-0.11679141684588439,0.010188550516027264,28
False,1.0,f700d227df82a0039698b18b48a8f2c348a80d49c2756d184c612b6fe87447ca,f5db2f3a9d384893e4b2f35937a6983ad2636ad09df2254beb634c3808ea3999,82,0.0230100248223812,-0.053355799855190386,0.011785156769031867,29
False,0.5,b9bb29cdaf29cd8ea9dd0dc14972b3c553b819e0929bae4960a37b8838ce92a0,0f974d0c6963ccd05b04d24626dd3ca01b0b2195bf9a0f964ac83377560e9d32,39,0.013624422696046901,-0.05977341016022324,0.011243674510015405,30
False,0.25,a056162e359924da0ab600971a128f8f6621ea0d53bc73df0ae6c6aabd1e6472,78245996bdfebb2ba4f2b9b58ae484167ffbe1c841161202c3ba34a8c3f5c804,53,0.008970137400021682,-0.08886939706070286,0.010660212093257454,31
False,0.125,bb4dbc2e7d83bbd35e2dc8a1788507fb27853202f082ecafbd72e4a8d6299a0e,512c32928e5c3abd1d34b7df0ae96efa5b463fa3fe57b54b47ef2403df3a0cc8,26,0.002178069547368209,-0.10332674837888367,0.010745694547505052,32
False,0.0625,d09a59bc81412859af76e25ce3db5585d3f8f63ee8f6d255863ab417da29df43,1d8c5bdc0bd5dae18ba3ac781c4fcd6f6b248ec3dc49e9bd6488de583091812e,36,0.004330814670457105,-0.10989163604216168,0.010518013690409958,33
False,0.03125,bdd50234b6401df81678c9b46fca636bad1aa19515477b676e0f1c496cfdf472,7ba0b629ea0e8edbc3deb199366aa6de9e53dcbd128f9217789ace288000c716,55,0.0017952994477692446,-0.11413823177740556,0.01108211444065689,34
False,0.015625,5d64f43cd11eedbe8d5d5e303a47ab4a241e1283f19a43ea813e6338e173ad0d,f64a767a075f55722c2097a4a2efd2d784cc6583de8d4aa820a1cb93f269b1b7,28,0.0046264971581941195,-0.11552619237290536,0.010992126594139137,35
False,0.0078125,c2b46d9f6f8d0a383adb54a01f674d446aec02e24fff8943972661c70c73f568,65119ec739d43b1027c5975dc61dc1c54b58bcfec9e61d0b619ac5fc4386e49a,55,0.0031674110753060086,-0.11694577868261365,0.011346937805769617,36
False,0.00390625,b5e90c823d395b91c480d334f2b4a369be18862207e1d16b1ea057137ddad794,ebce05bc131a6f4e79e3a3fc5d81547762a8de3df3c8ad65facd3cda97924a67,24,0.003913131340156224,-0.11672869797537778,0.010817686726335235,37
False,0.001953125,21ad8fa9505e0d6ba8e80c2e13c2e7bc0a703d0465e811727469b6f94b601fdd,0abaeba84a5973ff75c6f2c6eb5b5866a1216d215524d6f0768328bfced0e293,66,0.0033827687500234877,-0.11759731342276525,0.011347224787053226,38
False,0.0009765625,7303398ada2910ad26ca6d428b7ac24832bb29cd9ff3ee610ca1514c71d575a7,e466c727d3f4359f67d3a3d46ed2f684b7821c362bd221e6b77adbdb0271c3a1,76,0.0034188118624814572,-0.11770579687936523,0.011347280726668076,39
False,0.00048828125,847bfec27132c01008aa7665f941f9ed6d9fdae4b3d512431709be1c148a68fd,7e24675101619d348f43beb3b9d8f47e33a6cfb5e87c58f21ec14f4feef0bc3a,32,0.0060824642805610936,-0.11726023038699361,0.010724575528025667,40
False,0.000244140625,4f998ac3d9b7b0e233fafa0bc5ec9777ea50f10cae121077d59f249350ed173c,62004967d33833b13ba503d2aa916d58ee29a6ba2779ea53bebeecd3fb3d3d2a,39,0.0021254100443952786,-0.14194600569246982,0.011104372263115907,41
True,0.0001220703125,04db2f8482ba45173cb1431d252c22d6cb4366f5bfbbd2dc36647c3fc2456aa3,2a97f663a1b07d9d89316fc3283e9fdadf4155d030d2de33eb1ee529d0cea709,3,0.8044184597535584,-0.11677718906839976,0.01018752729972033,42
False,1.0,e0a5e72555c466aef8fec19fda9edf190f38d576b6c1d4127d06f9b0d534961f,b7484b70dd5be8d92afe30a8bb93429ef2109cc158f9d5a70c71812a55e10f41,463,0.025016193360132475,-0.1968157324148128,0.018918677799242407,43
False,0.5,35a985293cd521b6ec6cabf16befc9d105c2d6882207ed53e9570542c1002860,907d0047552810083a2af26e9e4e95a07a19a6692b68e9eef03cde9872b99846,408,0.026304868432175426,-0.21484708971765912,0.018712234403042254,44
False,0.25,625aaf73a02a62227f24ebe6c74d8cb4e3c71293c29ba0991068048a1a58260d,95db0eeea2d532863ac9a55d54011f17a03158596d798c17eb0842682508501d,345,0.026886350754992495,-0.2085643844020374,0.01462696063346711,45
False,0.125,19946eda45efc158c3d166c9229aa4aad8bc5cd3d2ac4961911f714a515865ce,3548f11170df4b86af3578055286c617e0d28fb7e71a22fa39e0cba33fe8f549,195,0.03269302699186849,-0.3408727256889917,0.012092874621013668,46
False,0.0625,b74e586f066fa2683d35d5947c55a278ca2677a74055c457e17c5a661dc80f2e,3e9126041ff9df2b58e296691ace5e1b122983cd130674f86885960d123a85e8,81,0.021517582841236938,-0.1412556343278768,0.010968358550356225,47
False,0.03125,d88d0e14a82b0b5a3ba7d6cbc158863265aeb09cbe88b5b39c4e8c78f3a69151,fc2f8b31478965b622e1b5531120be37ca4c30556bc9b2a97ad024617937df12,56,0.01403904057083943,-0.09938491203778793,0.011260089724382893,48
False,0.015625,7b8fc4e5b86945ee4382fddee0bec312e021cadd61466234b607a557a6c0634c,3d1624f0562a8217226bdd9280e4d620396815cc8f9145382af9bc2805816a44,23,0.006298767193493707,-0.08779330173828617,0.010720504830075868,49
False,0.0078125,09652117a2f285e4b6ce84793461d688cdd6a139adb139aac3f2330bece2be0e,79e365a85d77c03802c158581846dca95bcaa6083d2c799190e27be86339a880,70,0.002046476056873175,-0.10311848359764485,0.0116100803859251,50
False,0.00390625,15719a95c9cb38a580f0d968dbc4e3581b8f0480818e4468e99aaf7e9ae08f04,72fba01bc9d9662d04b0df8d2f0fb2b77c4def44cef0696ebfd7d432e59c5ba9,51,0.002500528532486985,-0.11043755686633569,0.011336995678499462,51
False,0.001953125,d33a22d83999f79264d313cde5a173aa4bd5872e947f549350ed44eeee04497f,6e8781742380a92be9b7cde69836b2db1e1652ab838d31a39605784afc290303,35,0.0015565395586274768,-0.11356973352700828,0.010781429575854904,52
False,0.0009765625,46db26650c4cd7d9058c3943bdaed3ad7d82d6b7e23d8d706d1e50593f2e60d4,4ff531938dae06d4230d35cfebbebc373ba4ae3ffe31c7c87eea8ffec51a49a9,52,0.0042849120560957445,-0.11593783111682807,0.01153804899025806,53
False,0.00048828125,f62ef3143fb038259161da4e228e60d59250ad74011472c840abdce48be30417,6caeedb25c0a9944af51c821141c2f2864bec31ea63223c27d0a58ed3da25407,35,0.0048450287128462225,-0.1164521374946888,0.010764641624110453,54
False,0.000244140625,0f09bfcdea10dd14d5798209afa9004b7fa1d0c52ae7ca4df3637a7ac008bc6c,79ab8688c19c3a0755bd41b533a38b15b3f0f4160cb7821d26b76cbafebb28a2,29,0.003075894824275718,-0.11686493329197584,0.011069492358019514,55
False,0.0001220703125,c16b0c94e4bf2b3d00c355d6d206b6b418714299f3593b7098242c402164d130,cd36dcf8ebf047d972aaaa7d1367bf32d41850f510dbfc519714b954fe235b62,61,0.003703125010962876,-0.1175766478953234,0.011359080752377782,56
False,6.103515625e-05,954f2ec362bd054153facc0e2a611464a721140311af528a48687bc42309b659,f864818ab061d508f9d9069068cea6014d5f21d67fd6f56f56045d84c7fe12ca,21,0.00301312283072902,-0.11666820538835401,0.010587039481024222,57
False,3.0517578125e-05,d1bad77d6c3b5bbde71c15153f9edf1fcc23f265efaa4155115b0c8e22ece04f,de27d76b5e337076f4ba676db8ed99633e1457563858f7a4edeeab883bcc7f8f,27,0.00201136499195642,-0.11720147232916986,0.010600758778014065,58
False,1.52587890625e-05,c52efd53d9f394c54d56cbfdca4b28f6b5a657fb8598ede73c1a524893bd7541,b26820d51e409f1a64a76ccec8dcd3a871c055baae232e1faddad0492adfefc7,44,0.0025061435626584825,-0.11727802200026735,0.010703758400026304,59
False,7.62939453125e-06,78d0a1d455991cb03e0ace7af129f206f4ebc57a470a3e1f4a45ee40d457336f,851e775110df976ee271e082db5bd3f938885c803b783cdb04de2e3514c93d59,81,0.003863167118864527,-0.11740739111836773,0.011421485871858076,60
False,3.814697265625e-06,5f757aa5fe26f4e1b63c64728cdc6532133e3430ae3b21450257c438882d82b3,493685d957dfa9006e99486a32668ce765696c1003a9e7163632b09f2c2dddc4,74,0.006049346982853012,-0.11772350051245498,0.011613082309412154,61
False,1.9073486328125e-06,83eb964dc655959d8460d13dc6bf2755b525ab2bb48cf1b72e2db4323da275fd,11a7540f6aa09d8fc3425c44efd0aac7f3d68ee8e5cf292bb15297d050309ea6,54,0.0016046913635083052,-0.11754851514221229,0.010810429413262008,62
False,9.5367431640625e-07,d441b726463fa129a3cd43018b64d0f4c5a663f98ad3dbebfe1247d88c14cceb,d22461c9fdbcc406f16cdf7b18df24ce448f0d6be2cddd1f0934a22be8b0536a,40,0.004362358178321013,-0.11712705447281974,0.010857210359670995,63
False,4.76837158203125e-07,4f3b7038ed6775e434c08d597a24397f67eeaceb9d9fbf10c9e32027319fb6b7,6d97c08af84f976f6d92ce3694f2d1a328ec0da9160bba454d128576d6f651b6,51,0.0030457473040908386,-0.11730748725312484,0.011068435845091418,64
True,2.384185791015625e-07,3b78469f0755000ea3af757e7d3707069c4a036802542eb1643dc1dc63a9e65a,4b958378efa0edcd5d94f64d4ff2b15edeac6eaff962ca0e634937ae33ce7140,3,0.03590006251661136,-0.11677531973913963,0.010185803365372803,65
True,1.0,6ef225572fba6f4a7f197e53d6655d1667ed9f335f2fc41d908fdc4f3424d057,28cc4a2c971d33c9ecd6e9382d6db8309a58bbe97b1834a2d071f25a29a8f279,4,0.12861566574303002,-0.11725739296558244,0.010184752376036624,66
True,1.0,a96995017e402ddc3996e7cc68f33758d3a3cea6accc9a44c9d77b4ad9c5c9f2,1c4bfd99babc9add5f8f5b9f13bb84dbe126519fba5b86161e2dab54f7f37c36,7,0.15980483020188088,-0.1169503682299574,0.010182473126481215,67
True,1.0,6ff5b1e893214f4078787c8650e0b4728c6db529c780e95d94a075b58a8957ad,a38b3b3dcba16058041457587ea51c6a8bdc01c4421acb4e063ac5d3e21ffc68,9,0.12104115015030097,-0.11717299547379066,0.010181810966330258,68
True,1.0,bf2dddb0275d812b028ecb1cf78bb5ec43c6ee8224f4f647b8d3e68f50f28de0,ca8c10e2bebbca03ea3d8060b40fcdcb9fb8c15f0b9b90d950f979cd8d370b4d,3,0.19637709832184533,-0.11694010481196894,0.010181642272831628,69
False,1.0,9c12707f541e5da7d0c0f6f1258c935be99ddc0f577534f9bbae00082151fdac,4fc557c303ae3161b84c71d429ac719a29128395fc2de781a8043376d204ab60,873,0.47019722808846726,-18.136348546047543,0.12252573128618274,70
False,0.5,cf085925f76e1bf587ece1f3e0da894a2c487614cefd6e92449124a65ae9973e,f52083b5954b12475cf5261cc05bef2f142defd51ca4f27c0cc45d0725dbf879,374,0.08260555845308096,-0.2879210027468472,0.07947923241368159,71
False,0.25,c3e515737a23a4a88b2f07180b7ce258fb4bd41e8d47f506cce152fe71ee3bd2,b1c262ebc75c40cda7dc40308705b28c0ef523d291b5d786ad78b788501f7c74,195,0.15337476820063214,-0.21838833399672675,0.03360556618283025,72
False,0.125,b7468a34316892a67bee33b31e432362c66c863652f7c1759617827e7c2c39e5,2ad4d1fc7a1d9dc9484ef59de048c8cfce5bd6b000c7ceb0d0c8245e21f47d1f,62,0.04320748850794297,-0.1774256434787131,0.011465166528991013,73
False,0.0625,b997550ebd837055446cbb1424f5f47dbf7b6a928a180d1a6dc3b045fdeec1f6,1455c3afadb6806c172428764929a17ad1e0ca049847e72936eedeb0106f3bd5,31,0.014472851826564857,-0.14180860049257804,0.010418439669051828,74
False,0.03125,596e5c829e97e6b74fc8bd074879c454a978c0bf9b6f3690d6eb2a060ccb4de5,9948340940e8935c0258cecdfd15ab9cdbe0feabe192caa0cd5b74d740a1d136,13,0.004944267695743232,-0.12969217846499742,0.01023135556029288,75
False,0.015625,dbf09daee99c41b68859a378ec9be71a61cb55a521e4a0ce4d4873b59b119f6c,d037c197444dc3fea5ff1a6dcd712e76401dd6bd48a3352eea68eb8279652726,24,0.005667403224698131,-0.1236439161117478,0.01038783677022122,76
False,0.0078125,7b4aeb5955fd3856a5a760cd179e1211cf4ad9933f0574d4b88df7b36014d243,aa1102ae67bab87dd5563f501fbd7df23ea1f16d380389538446fe18198b4721,33,0.0044558689708947725,-0.1208074517436468,0.010512384509775268,77
False,0.00390625,68dfbd4011c3ac4bc9366f2128ec5b6d87179d6abeefaecb9ebf598ede7d3260,f07da6e634399c5df9adabaafe1683933c7a3d73c21e52636efed1d26ea7ae2f,66,0.006391785365198043,-0.12005324312274956,0.011257259253869634,78
False,0.001953125,dfa95a5d96b0cff14096cd414f0f241196316aa34c79728f5f3da5e3b9d7fc73,60571086ec3ea260a05679e6679799d1a3b521b04b1a4933ed05f9db164f44ae,50,0.0054952839980559574,-0.1185500939257855,0.01061769554170047,79
False,0.0009765625,db93d3fc85a2e68824382a900fc5cd5b8b0680d27891cb6867393769593d591d,18e4e0785e6440acc0a15eb71aba471b2485c411e768f45f1636bfef4a39ccda,82,0.0059391274579974835,-0.11879437059827246,0.01125475094559663,80
False,0.00048828125,22a96e306e557936aba21bb31f8984ecf403dbd4fb7b4104e9bb426df2d7ca2c,7b19389a7b7bb77192002d9dbf36f26a671789ff770e75d0f8142bd68b74ffdc,46,0.005208578145346916,-0.11814849773727572,0.011382872718659072,81
False,0.000244140625,422e3c1c521aded90357647f1b613331e1113e8c9723e9ce02306bb6693c728c,95d051ba30ba219b69791d7ff408237b94483569572aba7bf1417862f00f703f,23,0.002834775267623793,-0.11761638780105758,0.010500124594481184,82
False,0.0001220703125,d01b796e515e07cf5fabcad676390022ee352701da332a5f1b321eefb93adce3,01e62c45f59f5ea16eb93d4fc25d190172c17fb9935aba5e88e15784f8d5abb1,52,0.007651105601174643,-0.11840015216878975,0.01156960608736475,83
False,6.103515625e-05,42c2134e550521c3c020ed2c30091a8c9c266db9a30242e69b50d909e55d64f3,9a00ea998fcb72f61a9b319e406ccdec2aff9ad2f2c745a559eeb54988805cf3,67,0.007544340094509209,-0.11830141507216531,0.011432934150996952,84
False,3.0517578125e-05,d0e089ba4fea4ca8eb8fc8888106b1b36e6baf449cb66638ed026026f10db227,c9042917b9621357c07e17a26567719924f092b801da176b5b89897173f75e50,53,0.0023195355922622156,-0.11824098909209707,0.010926565646305784,85
True,1.52587890625e-05,49c097972754d9f79b39e265b967071e1e5bd2a133a76e35e98091e3ddef3efa,089c448d522c80fe7f23ba9ba3885c7779252e2ff1d9d2f9452a597bff7fda93,3,0.035878231765855924,-0.11694503939643816,0.010180333979077347,86
True,1.0,ef786d426eec88248b1f64845b4548b083a7b980e7a7ce0ec33c4d42db78cc14,2177841a7a3fe688b730ff0cf4590e1724e5d885be4178123e0f93e7a253e8a3,3,0.07236376906749739,-0.1162468935052794,0.01018029770358606,87
True,1.0,5f8692113ffa67c5d5a476f8fb9718250885c3539ce00aa5aad45b80387f773b,2c09d98037156d621120f1a149f758862ba9654891c32990f6b5a1e62a276a3f,4,0.0660614081640064,-0.1152833299960456,0.010179250586805097,88
True,1.0,e48ec9fab8dab040276b18ca73375577551e8a7b9d340de546423298d27f984c,9af8dc06ef00e1852562dd48d6d28dc3fd0c32cec57ca964ae2e2346cce6e805,4,0.06418904502073154,-0.11357854506703698,0.010177589410925236,89
False,1.0,bc2dea2366abd5027b16f24f075de5eec889369a78891a1e2783de2e8e7b3648,feebf0c0c522d2a941e16197a44666ec8d49b118de5b30799ee720b0a77aed24,524,0.4873038313489814,-0.28586494046488,0.09301566094489866,90
False,0.5,1456e1e2514ee4dd21385fb740a12ba2bd92e2c431ab26da14859784551fc63a,40ef7cd3e2bbd502f1a5b447039cc945741b982bec3f6045e85229b4dd92bf9c,135,0.010623018457109563,-0.11459080618023815,0.014233829420434198,91
False,0.25,4c7171f6e69682c834bbb24ee72349cccb030c4807ef53c9cbfedade619b541f,6bc946d53b7295fef2a2124603b0632e6ce8008732f41dcbf3604909bc0dfd36,65,0.006885710531818037,-0.04781496619789429,0.01086319393214526,92
False,0.125,825fe35273463994b5faeea55484306d1a9f4762d08fbc8945fba3728181b8c9,ccd337541ae18f63e3b230f70c2014a279bbe734f6c08d2ded4b31a7aa2e42b0,45,0.0037360247668731038,-0.06815393126542255,0.010332243767670899,93
False,0.0625,8055bc9031e6cd5796be9f8e1d70922ca81d1fe5a2e777906ae529e89854edd3,e994a8362d82bc575eed9b2ff23d985ec30e5d5e744caba278ed2ddd565c018d,10,0.0022600034321604372,-0.09826276097526544,0.010272734216390404,94
False,0.03125,b926e3a28e6ecbf5276654a03517ee5ee999fe6cb718e688fce6573208a04234,8f30e3f05ea865e6ee2a695cb66e3bc4d15a203e97b87237dea780233ea99625,29,0.004505647564604325,-0.10627357624194016,0.010280350660871058,95
True,0.015625,4daf3b6f2134b4a1516179a3fc0d9b99b059c5b66c4815c0bdb72378879b3e72,3b4a210804a9e88a592bafc10c1f88c9d6934b975e902b30c631b91bac37dc76,4,0.02178057506185763,-0.10997440665253863,0.010173140228329294,96
False,1.0,3297ab5dd5c05f7be7c26889757a64122bddf2ec0a15033cd7f0edcace0a877b,42faaf3f15c364b6db1173c1d2be8fe19408c1eff25dfffa28a0dbb0e095b041,74,0.03454810976032919,-0.1581725949642196,0.011465278823244782,97
False,0.5,0d3cca8a236d675915fd7ee1eeef39c46422cb23d6119892b45e0cf0eda038de,fe99cce7e8272750334f667df1859eda15350dd507d87cea8297fc253ed266a3,50,0.011243277055452305,-0.13372237848290047,0.010375500752567483,98
False,0.25,f9f7ee31b70e745d2d163cebab1f52f670dd264e2d1120a3e8dff7f7d9c2c7d6,3a81680daabb31c0c7185ca4736ad65daeacb91d0a67e1af69bb224c7381cc82,18,0.0027568272496730755,-0.12197111387189027,0.010216571448650144,99
False,0.125,e9c6ac3cf49fef2020a3ef6bbc179932979a2ea8cd7a7f0a8883db3b7498605d,b25e75b54b4bf082f6e9bdc898959e60d6817c9dbdfadb1aba3e307585f1ed96,15,0.002727826134435682,-0.1161898332732307,0.010256428881048864,100
True,0.0625,12a135bac5d808e51d74aa14a77474a0c8db2921694120de96a39226237eb1b6,ea9622f31e3af817f1448689d3684a7b33f730a78079bc1d8d65b879819336c3,20,0.00325472307135548,-0.112949527382644,0.010157016682631897,101
True,1.0,f15613ca92d805ee17c3560350b36b4fd03980bf1034e71c66b1674a2ca0f956,771f131a75f159fcd0261b12de6114f29928aed130ce8a59406c21345b6df123,5,0.0020515507674801737,-0.11247929724718503,0.010154832049708398,102
True,1.0,ef4d10de5f0bc1f5236d0011574fbf88826faeb9780c8d1f562b679fd96137f0,07861cc6874df87895d4d00fb2635384b2f3ef56eb241cc1df7fc24d8b55887d,5,0.0026405569348486274,-0.11313747293505665,0.01015458852134564,103
True,1.0,6ded04056e78e5e4b121d710fc9d01d3a2685f0c95b0713074f29e963077995f,1bfe4ba1820c27fa9ec1e550cfbc3f43d52ed410dca8220933351fd9281dcd98,3,0.002535652770928896,-0.11392230400556957,0.01015353430466678,104
True,1.0,6a9485946b8b7446fd5eeb28e7d337de942a2986101cdfc9e828267827057cda,63abeb70e47406f637d96996ff6f02e60b6fc1d16a3ca9302876315650e6abcb,6,0.002767284868786012,-0.15070220228067183,0.010148480117567516,105
True,1.0,2b2e376a20fcd688c6e83e4d5a3c6385cb5e7637717ff585267cb642ffe6b23c,c5249eb0b5e3077d91fb3b6f717d2ea33b803a2815460bbad04961c1593f6746,4,0.0023907000623851343,-0.1435618803912034,0.010144514172195715,106
True,1.0,182bf9faaed7d97d8dd9e89b642900cb867f98caaf059388cf52f511e9e303d2,69b844cca8f5d219b364fc5816fed3f5649046794c4f6307e2bdb2718a9978c4,4,0.002702161732615582,-0.143806807395861,0.010141755854837332,107
True,1.0,8a20df01b710d4affa8e9382b2335eb757a38e6785168ab3cca8461c7acb38bd,23111a967c5c37848f9b289ba027c9ebf426e298c61fc746a0edcfc80400f430,5,0.0035633223215065153,-0.15398615688895437,0.0101317005983841,108
False,1.0,12c7401c11ef4358b0f782bae93fb44312d43ad22eacf1d3bd8268798785fc88,870a220fe2c6f80505a80f7c419224a8ea6860b06ac4dfecca43e6179dadecf8,255,0.4342347448925463,-1.722657220764055,0.030897548790410602,109
False,0.5,ea33b0505e2b10cee17d959aa01673654d5523dc2133ddc4f83d5bf5e83e5022,ba28d7f6f6bd9d12184c0425b3c40b7a4ca1446d69b6d043e8c78590a6636f2a,101,0.02811488879537566,-0.32404253768788355,0.010718571682280877,110
