step,evaluation_success,objective,gradient_rms,forward_converged,forward_iterations,forward_failure,line_search_failures,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv,inverted_cell_fraction,inverted_rest_measure_fraction,negative_det_f_mean,top_target_mae,top_target_rms,top_target_max,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_neighbor_jump_rms,activation_rms,detF/min,detG/min,detAinv/min,target/rms,target/mae,target/max,activation/rms,activation/neighbor_jump_rms
0,1,0.0014813333333333334,0.0026550311238706706,1,1,,0,2.5619580689048994e-19,1.0,1.0,1.0,0.0,0.0,0.0,0.03666666666666667,0.038488093396962825,0.05,0.038488093396962825,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.038488093396962825,0.03666666666666667,0.05,0.0,0.0
1,1,0.0013048771552364156,0.0025495191945892675,1,3,,0,6.217352747113105e-10,0.9497154316639933,0.8927330579853023,0.9400005814595932,0.0,0.0,0.0,0.034376369411774514,0.03612308341263818,0.04704779149135772,0.03610393062216025,0.00039740514562662966,0.051651518295742715,1.9119614896056767,0.0,0.029998012923928622,0.9497154316639933,0.8927330579853023,0.9400005814595932,0.03612308341263818,0.034376369411774514,0.04704779149135772,0.029998012923928622,0.0
2,1,0.0011378875083695055,0.0024389304480287384,1,3,,0,7.273996606823757e-10,0.9248624083557299,0.8166311477357772,0.882975824682536,0.0,0.0,0.0,0.03207501444924157,0.03373258822517931,0.04402544593843276,0.03369242789589966,0.0008208960561081971,0.10656449982432536,3.9309254425459303,0.0,0.05281790237250432,0.9248624083557299,0.8166311477357772,0.882975824682536,0.03373258822517931,0.03207501444924157,0.04402544593843276,0.05281790237250432,0.0
3,1,0.00097859777065428,0.0023205484057112597,1,3,,0,1.0903436157892193e-09,0.9162826946093738,0.759989319789848,0.8294266870486336,0.0,0.0,0.0,0.02973379074555786,0.031282547381156156,0.04088206482372505,0.0312343014704898,0.0012776553175659084,0.16569441654615738,6.095668904021246,0.0,0.07384520729330919,0.9162826946093738,0.759989319789848,0.8294266870486336,0.031282547381156156,0.02973379074555786,0.04088206482372505,0.07384520729330919,0.0
4,1,0.0008291119571529486,0.002182694490087554,1,3,,0,1.6118604628282894e-09,0.8074633073175954,0.6282290457363959,0.7780279797770401,0.0,0.0,0.0,0.0273820654105439,0.028794304248461165,0.03762269511321566,0.028717854638432128,0.001778868896979371,0.2305844389757844,8.468553980867787,0.0,0.09632854416494298,0.8074633073175954,0.6282290457363959,0.7780279797770401,0.028794304248461165,0.0273820654105439,0.03762269511321566,0.09632854416494298,0.0
5,1,0.0006921227672230441,0.002016392622937238,1,3,,0,2.2656103517360326e-09,0.6786245514882913,0.49429278675180055,0.7283744533966052,0.0,0.0,0.0,0.025068320613397824,0.0263082262272287,0.0342618250208317,0.026146913332209813,0.0023349457235337947,0.3026611379054826,11.100491890049119,0.0,0.11979803440716978,0.6786245514882913,0.49429278675180055,0.7283744533966052,0.0263082262272287,0.025068320613397824,0.0342618250208317,0.11979803440716978,0.0
6,1,0.0005688243757673902,0.0018181936936149073,1,3,,0,2.9573969454146426e-09,0.5605243722310849,0.3817532136256003,0.6810644327669245,0.0,0.0,0.0,0.022822495511666634,0.023850039324231527,0.03079583684475449,0.023527383191990544,0.0029417483810699314,0.3812722559778544,13.967439178369693,0.0,0.14289875161030063,0.5605243722310849,0.3817532136256003,0.6810644327669245,0.023850039324231527,0.022822495511666634,0.03079583684475449,0.14289875161030063,0.0
7,1,0.00045996692147361905,0.0015905780216678102,1,3,,0,3.7019022664500806e-09,0.464498155521903,0.29569238564439176,0.6365846282256092,0.0,0.0,0.0,0.020674169145628557,0.02144683942854096,0.027216862933205906,0.02086964470076638,0.0035871892111460787,0.46460485487371994,17.002213932436074,0.0,0.16513011477383954,0.464498155521903,0.29569238564439176,0.6365846282256092,0.02144683942854096,0.020674169145628557,0.027216862933205906,0.16513011477383954,0.0
8,1,0.0003683880005488307,0.0013339075364801128,1,3,,0,4.329473669860801e-09,0.3820692294444118,0.2272106674172203,0.5946845490478782,0.0,0.0,0.0,0.01870209717555248,0.019193436392392862,0.02356369439523689,0.01819848360798203,0.0042683905499106695,0.5521605940423686,20.177119307595365,0.0,0.18685108097883235,0.3820692294444118,0.2272106674172203,0.5946845490478782,0.019193436392392862,0.01870209717555248,0.02356369439523689,0.18685108097883235,0.0
9,1,0.0002973193956321483,0.0010498608437144905,1,3,,0,4.793812387267069e-09,0.3016983415561385,0.16751890475815573,0.5552529851311253,0.0,0.0,0.0,0.017002232400816216,0.017242952056772304,0.01990722770427983,0.015553467036868497,0.00498746017520607,0.644178976962083,23.486854211508263,0.0,0.20811161615185872,0.3016983415561385,0.16751890475815573,0.5552529851311253,0.017242952056772304,0.017002232400816216,0.01990722770427983,0.20811161615185872,0.0
