step,objective,mae,rmse,linf,grad_norm,learning_rate,worst_point_index,worst_point_ties,control_0,control_1,control_2,control_3,control_4,control_5,control_6,control_7,control_8
15,0.04042019519355379,0.022779135292795995,0.02485859693016258,0.04042019519355379,0.05416128074209785,0.07987746401589185,382,1,0.7061171778088142,0.7951338476215043,0.6104714530876447,0.8578651144786941,0.9766851018876196,0.7442305543569075,0.5587303208511845,0.7301705816320292,0.6945635903591233
16,0.03800761695812338,0.02101612073593495,0.02302159584090288,0.03800761695812338,0.05416128074209785,0.07986059115516782,382,1,0.6632048851367622,0.7726247650168692,0.5913950890395351,0.8321262679610728,0.9815708454230907,0.718141742683143,0.5400218364108016,0.699509276371933,0.6520570592449063
17,0.0346933312094047,0.01901957574914506,0.020903985880248735,0.0346933312094047,0.05551009305328604,0.07984263235007812,413,1,0.6119866690514291,0.7410190194804545,0.57349990477312,0.7943103523334841,0.9795675977403416,0.6935004670195951,0.5209019460957153,0.6704861202280855,0.6134394102648314
18,0.031204870045833374,0.01684123414042112,0.018572744184106416,0.031204870045833374,0.054161280742097855,0.07982358809297245,568,1,0.5559114184444284,0.7037858368634616,0.5567844066734148,0.746326597589844,0.9707295914585898,0.6700333958568052,0.5001533707214387,0.6422191013099882,0.5782820326337068
19,0.0277427512332519,0.014501958181190383,0.016063689570906342,0.0277427512332519,0.05447703579540449,0.07980345890595877,390,1,0.5032044572385791,0.6685185894521154,0.5415213268776057,0.6912818621147092,0.9564880679754689,0.647716340373388,0.4663680675318952,0.6073751065997973,0.5458482831559176
20,0.023976841435985136,0.011929169380473418,0.013322124758224016,0.023976841435985136,0.05447703579540449,0.07978224534088889,390,1,0.4540373930083612,0.6231996653447187,0.5150069955638048,0.6400465695581558,0.9350729015223735,0.6097677085981315,0.43547776567149676,0.5740131469966934,0.5149779657750089
21,0.019729041487086235,0.00920740801583563,0.010465653513021936,0.019729041487086235,0.06040747391594502,0.07975994797934342,479,1,0.40805242586245377,0.5699305238090232,0.4792422493012705,0.5922380985869952,0.9073692396192158,0.5605281359085147,0.40720397952921217,0.5419658882083016,0.4855004504904878
22,0.022493618574574298,0.007235776227623578,0.008461550921729084,0.022493618574574298,0.06040747391594502,0.07973656743261578,479,1,0.3689326610890847,0.529615428491897,0.44831051188906434,0.5565681626824155,0.8953408739173333,0.522722564293146,0.384474271529876,0.5203487565802672,0.46013559689656097
23,0.02393729533316552,0.0058978217129508955,0.007185565665553576,0.02393729533316552,0.06040747391594502,0.0797121043416955,479,1,0.3360609978972309,0.5008371577749524,0.4217818875593433,0.5317267156150169,0.8965566109337115,0.495169026866014,0.3667963033540052,0.5080434062299343,0.43851948737278124
24,0.02422976216747999,0.005121379889500184,0.0064990406282956995,0.02422976216747999,0.06040747391594502,0.07968655937725054,479,1,0.30888354040945215,0.4823510959285743,0.3992701776167877,0.516561007165906,0.9090394193114057,0.47682132478039785,0.3537281390113717,0.5040650655319372,0.42032514409448113
25,0.02351460519323631,0.004835930120271124,0.006271989608437065,0.02351460519323631,0.06040747391594502,0.079659933239609,479,1,0.28690178212591233,0.4730607581949275,0.38042749336708587,0.5100535929094118,0.9311616145829447,0.4667508298232386,0.34487200931637313,0.5075439479850897,0.40525797682686127
26,0.021914355670066804,0.004930288439246438,0.006419652005795922,0.021914355670066804,0.06040747391594502,0.07963222665873992,479,1,0.2696660266836299,0.4719974573176601,0.3649397233365936,0.5113040221256336,0.9615691740995277,0.464131238471156,0.3398690614114308,0.5177097612366613,0.39305195273664034
27,0.01953432043253299,0.0052545846543542414,0.006912842275689564,0.01953432043253299,0.06040747391594502,0.0796034403942332,479,1,0.2567698004717368,0.4783032831330695,0.3525226852791354,0.519513473833927,0.9991257990755766,0.46822570115017986,0.33839489893525593,0.5338787008096584,0.38346634492883624
28,0.018818058923858898,0.005511909714603016,0.0072926688240330375,0.018818058923858898,0.055134668924575476,0.07957357523527883,606,1,0.2478450692248788,0.4912167569805671,0.3429188327611046,0.533971777704618,1.0,0.4783758812193548,0.34015576336252207,0.5554424550211223,0.37628294963767184
29,0.018629772294800583,0.005459704049421313,0.007256792389258175,0.018629772294800583,0.054161280742097855,0.07954263200064521,632,1,0.2395527599956151,0.5017756133028988,0.3333636821390572,0.5454749981177642,1.0,0.4751926337657264,0.3387855791644119,0.5555991749015334,0.35817033499249656
30,0.018813618696498294,0.0051110426638236945,0.0068279195181409754,0.018813618696498294,0.06040747391594502,0.07951061153865677,479,1,0.23150301543049612,0.5107560779666316,0.324585577669772,0.5486696334567188,1.0,0.4707359839891282,0.3205129780331852,0.538173198251747,0.33952931599512665
31,0.01866106326244593,0.004967510202241677,0.006690420638828369,0.01866106326244593,0.06040747391594502,0.07947751472717063,479,1,0.22707963763540762,0.5262345423395947,0.31835427810230055,0.5586911768390543,1.0,0.47309579014168057,0.306867130472705,0.5285383292560766,0.3241006556776847
32,0.018141274054722045,0.005023889517705423,0.006815173414194997,0.018141274054722045,0.06040747391594502,0.07944334247355261,479,1,0.22598080713251695,0.547546839950661,0.31446053794485934,0.5748528228826225,1.0,0.4816161214503869,0.2974556177041794,0.5259526830607169,0.31161421884760676
33,0.01814574350995435,0.005287060556492926,0.007193452253056404,0.01814574350995435,0.053795391908312104,0.07940809571465231,569,1,0.22793182231269324,0.5740998335355489,0.31271372483926835,0.5965399949863656,1.0,0.4957069953826378,0.29192144410542026,0.5297480135698555,0.30182396699065284
34,0.018648566607305746,0.005264188363481971,0.0072328656481291794,0.018648566607305746,0.055833807581904905,0.0793717754167774,421,1,0.22791599275424754,0.5967038849750759,0.3109882837219982,0.6035575680419826,1.0,0.5071765700456331,0.2726757633112468,0.5226791317354361,0.291954921118818
35,0.01830701726881586,0.005033605063141381,0.007010961304036262,0.01830701726881586,0.055833807581904905,0.07933438257566723,421,1,0.22674317499409805,0.6051751363180191,0.29804388115436214,0.6086073420475647,1.0,0.49766204035931283,0.25487670657561495,0.5139149010168352,0.280469457825857
36,0.01759935990748286,0.0046781697529292695,0.006609787539554765,0.01759935990748286,0.06040747391594502,0.07929591821646541,479,1,0.22450472326407048,0.6013636094548791,0.27535281544357415,0.6118511852496638,1.0,0.47169767349188674,0.23839348621956916,0.5035864484960952,0.2674908069298398
37,0.017824350876495434,0.004617250962383747,0.006534310541368662,0.017824350876495434,0.056776557359303884,0.07925638339369177,506,1,0.22554808984135835,0.6051472901622689,0.2564889789491284,0.6219162121367877,1.0,0.45389220729179625,0.22642121343333807,0.5004527910007094,0.2573257421850436
38,0.018217349557281534,0.004358728236973997,0.006233202728995745,0.018217349557281534,0.06040747391594502,0.07921577919121348,479,1,0.22127167759392694,0.6055850812416713,0.23913871605110779,0.6141330824998574,1.0,0.43686518963092325,0.20561388919715645,0.49243015341758783,0.24773322222159772
39,0.018334747512359473,0.004301854462527479,0.006189658411828641,0.018334747512359473,0.06040747391594502,0.07917410672221523,479,1,0.22050929114353277,0.6132605403228701,0.22517504141732528,0.613939504439379,1.0,0.4272277933323733,0.18971300721978895,0.49143104331963733,0.2406860262952212
40,0.018066691072105456,0.004399185865115636,0.006335704166760548,0.018066691072105456,0.06040747391594502,0.07913136712916882,479,1,0.22296536358396962,0.6274518352706289,0.2143108299904398,0.6205958548681478,1.0,0.42429300738492337,0.17829707261618313,0.49679011893554603,0.23597142810930352
41,0.018036862486637953,0.004635182973575057,0.006648932326260432,0.018036862486637953,0.05728596419143204,0.07908756158380179,475,1,0.22837039288903413,0.6475102408118865,0.20628407787644362,0.6334356727253982,1.0,0.42743873756412987,0.1709818812994569,0.5079060968355215,0.23339525797655852
42,0.017790528676121672,0.00464276275161238,0.006678602832200355,0.017790528676121672,0.05728596419143204,0.07904269128706526,475,1,0.2254496846813851,0.6612970476004228,0.19870628275203658,0.6283601331647071,1.0,0.42943527532577874,0.15692281713498313,0.514201577504462,0.2307950765086157
43,0.0177836837370743,0.004513842321466202,0.006484417395761322,0.0177836837370743,0.05677655735930384,0.0789967574691011,326,1,0.21505334092776646,0.6693705041987549,0.19153501631545017,0.6083865213346482,1.0,0.43037781719796203,0.13679749027480118,0.5160957417596747,0.22817079397210302
44,0.018519080472477134,0.004368644653089636,0.006128241634791923,0.018519080472477134,0.06040747391594502,0.07894976138920816,479,1,0.20027917061916523,0.652975195181913,0.17246012827030902,0.5883930010682532,1.0,0.4242040858535323,0.11834418624294392,0.5171642704957364,0.22542066035197833
45,0.0188641013017343,0.004367533430068066,0.005999188217503345,0.0188641013017343,0.06040747391594502,0.07890170433580769,479,1,0.19008375786783105,0.6449038881451494,0.15699822415863154,0.5767519218414678,1.0,0.4245718118544845,0.10470359611729688,0.5245828739874739,0.22470167222463555
46,0.0188100376773655,0.00442887779094972,0.006013233680944423,0.0188100376773655,0.06040747391594502,0.07885258762640808,479,1,0.1840695435622295,0.6443495846581242,0.1448377412002424,0.5726635381891197,1.0,0.43086835251785144,0.09545702759327147,0.5377450088812474,0.2258444075631753
47,0.01839463086174295,0.004533740162565351,0.006143596779069572,0.01839463086174295,0.06040747391594502,0.07880241260756873,479,1,0.1818743236333363,0.6505838790964322,0.13569452830607345,0.5754050499641855,1.0,0.44253895371523516,0.0902230025905927,0.5561024887155894,0.22869426649927005
48,0.017652021216964922,0.004690575573899272,0.006408298231547115,0.017652021216964922,0.06040747391594502,0.07875118065486313,479,1,0.18316812417425715,0.662949230677119,0.12930945757102924,0.5843231508428365,1.0,0.45908125672430244,0.08865397253803635,0.579159820939937,0.23311018159825914
49,0.01781596206729296,0.004926500395533353,0.0068485551292983725,0.01781596206729296,0.055134668924575476,0.07869889317284115,606,1,0.1876503525424012,0.6808520109076204,0.12544624356968218,0.5988273100171808,1.0,0.4800403321623975,0.09043332330437003,0.6064691028967352,0.2389634402485172
50,0.018523835805433625,0.005091716930807122,0.007091779595298812,0.018523835805433625,0.057285964191432004,0.07864555159499051,325,1,0.1915280068445919,0.6959946912482199,0.12101839434868131,0.6104879290061733,1.0,0.48724899105391356,0.08898529321871308,0.6129381338931632,0.2299899477110115
51,0.018143404090250108,0.005132136411108252,0.007083850296622586,0.018143404090250108,0.055134668924575476,0.07859115738369751,606,1,0.18683607361470753,0.6864816963731126,0.1074573368167803,0.618303948853792,1.0,0.48868008183114653,0.08743003668966597,0.6181587480176695,0.2215706864993176
52,0.01733011056541811,0.005127294524284169,0.006931494865291962,0.01733011056541811,0.057285964191432004,0.07853571203020696,325,1,0.182381427768758,0.6768052338096133,0.09422415047380485,0.6238656341908698,1.0,0.47861806529837814,0.08290841805713427,0.6060473050196579,0.20024614808919158
53,0.01718096459823719,0.005103802604098507,0.006724946975046496,0.01718096459823719,0.06040747391594502,0.07847921705458119,479,1,0.1701495577506321,0.6477157419765731,0.07275953859091756,0.626104371755538,1.0,0.46446922523182144,0.07855947008931355,0.5944178426849265,0.18062078858639566
54,0.01749789360859147,0.005188261292600141,0.006747689779100597,0.01749789360859147,0.06040747391594502,0.07842167400565853,479,1,0.1624447102756019,0.6274428968558597,0.05524737246127784,0.6348050680771319,1.0,0.4576469305635201,0.07794904054291286,0.5900677502392335,0.1646203301995112
55,0.017456171041182397,0.0053345050803837125,0.0068956101383266105,0.017456171041182397,0.05728596419143204,0.07836308446101072,475,1,0.15886516244853688,0.6151476916257596,0.04133828298280461,0.6493407589024208,1.0,0.457456780663553,0.08074854639501028,0.5923029629641515,0.15192486395066512
56,0.01782110999397088,0.005413402627608556,0.006900578292520356,0.01782110999397088,0.06040747391594502,0.07830345002689972,479,1,0.1473274927529141,0.6003979366012336,0.028420388979410755,0.6460433824739678,1.0,0.45639698137337,0.07505578867952588,0.590618164330802,0.14013166771516689
57,0.017820685313916146,0.005514488424499029,0.0069806928256418346,0.017820685313916146,0.06040747391594502,0.07824277233823367,479,1,0.1402923345155014,0.5931446368747539,0.018712949501300966,0.649569297235615,1.0,0.46147344256265416,0.07326707350724317,0.5953115471633131,0.13128457660149725
58,0.017603264081726286,0.005620653164234148,0.0071060061755838675,0.017603264081726286,0.056776557359303884,0.07818105305852205,506,1,0.13735745124652793,0.5926723811625716,0.011932609038397202,0.6592588374448259,1.0,0.47210295256452983,0.07503596056267803,0.605772954454558,0.12512401432794445
59,0.017590592466170007,0.005647386350329039,0.007079220149120287,0.017590592466170007,0.06040747391594502,0.0781182938798301,479,1,0.1288914472869451,0.589725932045347,0.0055727687083215694,0.6524683011151529,1.0,0.48086325803197616,0.06515887932756582,0.6100150315235393,0.11914852858370716
60,0.017349109949888808,0.00568178824836549,0.007107973136839235,0.017349109949888808,0.06040747391594502,0.0780544965227324,479,1,0.12469351134552102,0.5931968465422431,0.0018592521242739293,0.6526971851601748,1.0,0.494876373653997,0.05958693806010437,0.6201063543829904,0.11562113334473066
61,0.01767524396907018,0.005722384834345834,0.007201958921003031,0.01767524396907018,0.056776557359303884,0.07798966273626573,506,1,0.12438060774770782,0.602470769178336,0.0005590191157695936,0.659267998701402,1.0,0.5136414387904922,0.057933864931765285,0.6354852973176456,0.11432656837951317
62,0.01783828474962887,0.005700184282452738,0.007157338077332537,0.01783828474962887,0.057285964191432004,0.07792379429788109,635,1,0.1181969533206669,0.6083250638025878,0.0,0.6500650429142151,1.0,0.5297628237035122,0.044997794482659684,0.6441256787479707,0.1127566516574771
63,0.017050947896585678,0.005651045427859583,0.007004189848138465,0.017050947896585678,0.06040747391594502,0.07785689301339498,479,1,0.11233117051886615,0.6129865582236763,0.0,0.6391021119990816,1.0,0.5390526385945617,0.025163981007422433,0.6305779010600254,0.10190687648350492
64,0.017226419390796346,0.005631935608601118,0.006958430174214476,0.017226419390796346,0.055833807581904905,0.07778896071693993,545,1,0.1105642903129627,0.6234299692620654,0.000682246143990537,0.6354806446126605,1.0,0.5536332348966438,0.010580228777923905,0.6243323246845488,0.09399687710050338
65,0.01734450717374117,0.005703803116753475,0.006960727799059629,0.01734450717374117,0.06040747391594502,0.07771999927091415,479,1,0.10862434533169674,0.6304863584288715,0.0,0.6310061825424839,1.0,0.5473161952589395,0.0,0.6094103435625755,0.07483552538607342
66,0.01726122896243179,0.005761702433812447,0.007033077903541827,0.01726122896243179,0.06040747391594502,0.07765001056593053,479,1,0.11045409214335647,0.6431383244036611,0.0,0.6332899468160907,1.0,0.5475787512946211,0.0,0.6019130653265786,0.05938721809967436
67,0.016844507436178283,0.005825847084791386,0.007154073082302334,0.016844507436178283,0.06040747391594502,0.07757899652076475,479,1,0.11571254278715012,0.6608449111155874,0.001865784148248981,0.6416767030281756,1.0,0.5537895452734762,0.0,0.6011268805853792,0.047315902616717705
68,0.01757677052024098,0.005918230298681837,0.007345216109574458,0.01757677052024098,0.05710774472130659,0.07750695908230275,452,1,0.1240901899619104,0.6831173608170876,0.005716113452662491,0.6555745557293662,1.0,0.5653777620288268,0.0,0.6064066604977413,0.03831628689413326
69,0.01790767873920522,0.006099415832290031,0.007569894010039066,0.01790767873920522,0.05728596419143204,0.0774339002254873,475,1,0.13062733394248513,0.6957501808570171,0.0,0.6668761546547446,1.0,0.5559315021660746,0.0,0.6076929351980125,0.025588724610253175
70,0.017680595683530045,0.0061813638506898,0.007643994657369834,0.017680595683530045,0.057285964191432004,0.07735982195326382,325,1,0.12758179970950342,0.7033803487688829,0.0,0.6614667839744107,1.0,0.546524572941633,0.0,0.6052372638207082,0.013769197802336992
71,0.017061610075361056,0.006199763652750559,0.007606700575281445,0.017061610075361056,0.05728596419143204,0.07728472629652564,475,1,0.11597113131238694,0.6887885241166334,0.0,0.6539386083305749,1.0,0.5330993647754941,0.0,0.6023824422471068,0.0027714952186801214
72,0.017413286262733252,0.006186883314154995,0.007495385015731916,0.017413286262733252,0.06040747391594502,0.07720861531405805,479,1,0.09670621458812767,0.6719745847332381,0.0,0.6322163168844372,1.0,0.5200830947041868,0.0,0.5961427325163605,0.0
73,0.017869808380185648,0.006205563729566885,0.007460766737601039,0.017869808380185648,0.06040747391594502,0.07713149109248213,479,1,0.08291318946528808,0.6628766739029204,0.0,0.6187732099974074,1.0,0.5141832159690393,0.0,0.5966420883178303,0.0
74,0.017952551689169774,0.006227139448103411,0.007460751046966149,0.017952551689169774,0.06040747391594502,0.07705335574619736,479,1,0.07408471803109438,0.6607457780014804,0.0,0.6128036714811583,1.0,0.514713067016311,0.0,0.6032260594711618,0.0
75,0.017697720955470272,0.006242325446876931,0.007479247686691039,0.017697720955470272,0.06040747391594502,0.0769742114173237,479,1,0.0697609211290273,0.6649053586004744,0.0,0.6135801772892002,1.0,0.521052131297331,0.0,0.6153035574673387,0.0
76,0.01713438687435391,0.0062618991163084295,0.007530237828613682,0.01713438687435391,0.06040747391594502,0.07689406027564295,479,1,0.06952497853527603,0.674744374862316,0.0,0.6204457637420466,1.0,0.5326396995143055,0.0008373559675260728,0.6323407474090991,7.159785364561206e-05
77,0.017155420482933365,0.006293704301938519,0.007642856553978789,0.017155420482933365,0.05710774472130659,0.07681290451853913,452,1,0.07299913034249246,0.6897109709391984,0.0,0.6328072150941528,1.0,0.5489691324321819,0.005143907617315129,0.6538555230596126,0.00216756744935952
78,0.017588767906201758,0.006391702376787517,0.007798583788960359,0.017588767906201758,0.057285964191432004,0.0767307463709383,635,1,0.07507366933409848,0.6960206835011815,0.0,0.642741585805325,1.0,0.5439238498144323,0.008529838001830898,0.6697133792273062,0.0
79,0.017203755242448077,0.006425979367139391,0.007832243428941397,0.017203755242448077,0.057285964191432004,0.0766475880852476,635,1,0.07667587906171187,0.701095199138995,0.0,0.6491036811992013,1.0,0.5345334885008324,0.0028390895924634953,0.6626209492186658,0.0
80,0.01702337742712369,0.006411442650051352,0.007799897825214542,0.01702337742712369,0.057285964191432004,0.07656343194129343,325,1,0.0778490105505331,0.7050480737510546,0.0,0.6522226103950358,1.0,0.521208170830644,0.0,0.6365765240416232,0.0
81,0.01690322719251898,0.006380400964946134,0.007726753413104455,0.01690322719251898,0.06040747391594502,0.076478280246259,479,1,0.06974245631710203,0.687766977891628,0.0,0.6523967030481933,1.0,0.504318979020699,0.0,0.6124200668790608,0.0
82,0.017208646452812087,0.006387593734461633,0.007727662935827637,0.017208646452812087,0.06040747391594502,0.07639213533462103,479,1,0.06616703345620459,0.6780993966824257,0.0,0.6588546817176452,1.0,0.4948150504757409,0.0,0.5963616931999204,0.0
83,0.017159827532727517,0.006408853046858407,0.007762404910427594,0.017159827532727517,0.06040747391594502,0.07630499956808577,479,1,0.06669882848056607,0.6753027274369255,0.0,0.6709786282399076,1.0,0.4919789779102966,0.0,0.5876142238787959,0.0
84,0.017857483968459167,0.0064441314218087525,0.007826153263550193,0.017857483968459167,0.05728596419143204,0.07621687533552432,475,1,0.07095401563941947,0.6787065410925823,0.0,0.688211033657071,1.0,0.49516286854084307,0.000370317373550994,0.5854667800058992,0.0
85,0.017755576733989614,0.006442425908915671,0.007806983854354458,0.017755576733989614,0.05728596419143204,0.076127765052907,475,1,0.06554667787621515,0.6782234493610264,0.0,0.6881753239386569,1.0,0.4971917942649738,0.0,0.5800808112181114,0.0
86,0.01734116486669024,0.006416058143673074,0.007726908854920488,0.01734116486669024,0.06040747391594502,0.07603767116323723,479,1,0.05151461006660142,0.6742165677938429,0.0,0.6731949786339096,1.0,0.4981718397695188,0.0,0.5717569652138537,0.0
87,0.01744354487035775,0.006401962622739897,0.007684930385077209,0.01744354487035775,0.06040747391594502,0.0759465961364845,479,1,0.042600367883719056,0.6765802858427429,0.0,0.6657748442053621,1.0,0.5048594697721616,0.0,0.570043490959475,0.0
88,0.017213248335251896,0.006387363790950341,0.0076664904486198355,0.017213248335251896,0.06040747391594502,0.0758545424695167,479,1,0.03832074455396915,0.6846902501726334,0.0,0.6651717555906368,1.0,0.5166978171210134,0.0,0.5742949763125471,0.0
89,0.0169340690051121,0.006375253744851263,0.00768281726611047,0.0169340690051121,0.05728596419143204,0.07576151268603158,475,1,0.038238497970540554,0.6979830256765942,0.0007753452138114639,0.6707152233264208,1.0,0.5331841814410845,0.0,0.5839288168074537,0.0
90,0.016973053963970954,0.00635695667710162,0.00765636961497345,0.016973053963970954,0.055833807581904905,0.07566750933648765,421,1,0.028926662244474627,0.7063922044732127,0.001133755964186862,0.6608899495619059,1.0,0.5472272514831729,0.0,0.5891447333076687,0.0
91,0.016864934155765315,0.00638789470999438,0.007658053217121215,0.016864934155765315,0.06040747391594502,0.07557253499803425,479,1,0.01905642745233095,0.7045534825644044,0.0,0.6508723856316496,1.0,0.5414624697329754,0.0,0.5916220064707489,0.0
92,0.0168498719853504,0.006416703146511098,0.007689663168145875,0.0168498719853504,0.05513466892457545,0.07547659227444081,358,1,0.013940438235416727,0.7088824398564657,0.0,0.6478595873057886,1.0,0.5419516477261255,0.0,0.5997058081628519,0.0
93,0.017052980959875855,0.006450884142682919,0.00770306925319088,0.017052980959875855,0.06040747391594502,0.0753796837960256,479,1,0.005710467878554691,0.6966552936369231,0.0,0.6437401181398295,1.0,0.5315579119571597,0.0,0.6060520169351467,0.0
94,0.01697799685645726,0.0064818587708728535,0.007742989855393915,0.01697799685645726,0.06040747391594502,0.07528181221958347,479,1,0.00209895319794503,0.6915028605323396,0.0,0.6460701595782178,1.0,0.5278414864522796,0.0,0.6176512460344883,0.0002436781634509472
95,0.016574225838921652,0.006503723007509155,0.007797018107401941,0.016574225838921652,0.06040747391594502,0.07518298022831316,479,1,0.0026670166695011393,0.6927290002450347,0.0,0.6542129225797609,1.0,0.5301482050584431,0.0027130889044182983,0.6339869998768486,0.0026157574484112454
96,0.017194927452463885,0.006536623389987468,0.007895985285590039,0.017194927452463885,0.056776557359303884,0.0750831905317436,506,1,0.007017792301162984,0.6997057262698363,0.0,0.6675940970734723,1.0,0.5378877496391055,0.008846706067795512,0.6545932996529158,0.006918544851081881
97,0.017718837171611795,0.006568577977398756,0.007930111044735086,0.017718837171611795,0.057285964191432004,0.07498244586565977,635,1,0.004455482550577821,0.7035797579185896,0.0,0.6650984025182131,1.0,0.5440608939598474,0.0018524136610466096,0.668252954950031,0.010358559383165664
98,0.01733561984036107,0.006577444312533336,0.007919623086448106,0.01733561984036107,0.05710774472130659,0.07488074899202755,452,1,0.0018556150686422353,0.7064671257038682,0.0,0.6603344431949889,1.0,0.5447786090062191,0.0,0.6601420983293141,0.002768209275289938
99,0.016619540702168714,0.00659681337218668,0.007908396118749649,0.016619540702168714,0.05710774472130659,0.07477810269891813,452,1,0.0,0.7021228705384622,0.0,0.6548216091940081,1.0,0.5266825122085218,0.0,0.6495084291134288,0.0
100,0.017017029837386996,0.006643814813132327,0.007940009897029103,0.017017029837386996,0.06040747391594502,0.07467450980043146,479,1,0.0,0.6912786186856897,0.0,0.6486279641140449,1.0,0.49264740602649565,0.0,0.636588666563624,0.0
101,0.01735344666545051,0.006713873061014813,0.008032402977953131,0.01735344666545051,0.06040747391594502,0.07456997313661919,479,1,5.834602701094359e-05,0.6874259791057129,0.0,0.6490718112305279,1.0,0.4673576795261681,0.0,0.6306864909320432,0.0
102,0.017339700617092807,0.00678040121475696,0.008135934013746831,0.017339700617092807,0.06040747391594502,0.07446449557340677,479,1,0.004013023329626427,0.6898726199883516,0.0,0.6554944894804888,1.0,0.449954752596924,0.0,0.6311093257707211,0.0
103,0.017009706309740122,0.006844649664300754,0.008245341118312365,0.017009706309740122,0.06040747391594502,0.07435808000251488,479,1,0.011491487390677003,0.6979943143014661,0.0,0.667302212214123,1.0,0.43966401462534316,0.00015932747670578754,0.6372325693953116,0.0
