step,objective_total,objective_data,objective_regularizer,gradient_rms,equilibrium_residual_rms,forward_iterations,forward_converged,numerically_equilibrated,min_det_f,min_det_g,min_det_ainv,min_singular_ainv,orientation_preserving,verified_admissible,top_uy_mean,top_uy_range,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_l2_rms,activation_max_abs,activation_neighbor_jump_rms,activation_physical_h1_squared
0,0.003333333333333335,0.003333333333333335,0.0,1.055585360804346e-05,2.5905150680750266e-17,1,1,1,0.9999999999999964,0.9999999999999964,1.0,1.0,1,1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.003311346125330685,0.0033112690837386197,7.704159206525837e-08,1.1668568022880248e-05,8.321976656482035e-12,7,1,1,0.9845866289152875,0.9845866289152875,0.9001435798150118,0.900716767221941,1,1,0.0003413881361614281,0.001003868807171301,0.09966848675090767,5.703016636922167e-05,0.005048633008776441,0.18240428314859555,0.04848088996597399,0.049965445042853995,0.00399343864926627,0.0015408318413051673
2,0.003288677756866791,0.003286704936668557,1.9728201982336885e-06,1.4958258314776248e-05,2.5292418317131706e-11,8,1,1,0.9645286907130054,0.9645286907130054,0.8011148374902457,0.805053033323483,1,1,0.0007466351312730648,0.0026184825074367147,0.09929811080783799,0.0001369897886192733,0.012882221478474482,0.46246521060618273,0.09343580287208376,0.10000021716444972,0.01901039494098615,0.03945640396467377
3,0.003261764383293899,0.00326003784795561,1.7265353382889051e-06,1.5873227892174992e-05,1.6932582192680325e-11,10,1,1,0.9426517826393128,0.9426517826393128,0.7027455756578862,0.708988066534003,1,1,0.0012182156820542854,0.004061690402241651,0.0988944565881568,0.00020513873294698297,0.02004706607121872,0.6952490299695251,0.13464972733072847,0.1501496980729071,0.018248150136937705,0.0345307067657781
4,0.0032319458568047838,0.0032303909118425313,1.5549449622525045e-06,1.7037939626317417e-05,8.708981023814744e-13,10,1,1,0.9195016591512012,0.9195016591512012,0.604854994109979,0.6124609137506019,1,1,0.0017857935044242705,0.006242288913749879,0.09844375417225612,0.00029206057488343515,0.029594799192708455,1.0084581486244193,0.17679094769201803,0.20045541079976392,0.019602166379415798,0.03109889924505009
5,0.0031998577425601388,0.003197636620599682,2.221121960456524e-06,1.9228367730000845e-05,4.4502673615269625e-11,8,1,1,0.894559905244126,0.894559905244126,0.5073477621690059,0.5156934985815173,1,1,0.0024727856070011003,0.008841252516604003,0.09794340131830755,0.0003942970402836732,0.03997017903678019,1.31452617659156,0.2186212520145473,0.25096378090450194,0.022060630656294156,0.04442243920913048
6,0.003162891040840951,0.0031611527683653175,1.7382724756334484e-06,2.061981442898162e-05,4.631839278046804e-13,7,1,1,0.8579307896415879,0.8579307896415879,0.41020097274980416,0.4186631490618157,1,1,0.0033245037482104367,0.012291109491983448,0.09738304937254715,0.0005191590770805418,0.05405556120601821,1.719784193059084,0.26090736451251273,0.3017171077798548,0.01985768216251979,0.03476544951266897
7,0.0031224093720469814,0.003120811185394226,1.5981866527556157e-06,2.246693764256167e-05,7.635637646901333e-13,9,1,1,0.8070519107025252,0.8070519107025252,0.31275763431099557,0.3208894524000246,1,1,0.004406141335802471,0.016732567279621677,0.09675966905783978,0.0006676136227177048,0.0722771601736827,2.2074238037126506,0.3034224714525964,0.35275378071492164,0.02013779029786328,0.03196373305511231
8,0.003080582906390861,0.00307810470657408,2.478199816780971e-06,2.46045988900682e-05,7.129377472839807e-10,9,1,1,0.7435345968106327,0.7435345968106327,0.21526606733056555,0.22143146621755855,1,1,0.005843412261691053,0.0227426713244343,0.09609533869924305,0.0008419500275188306,0.09712783142518623,2.797609085000424,0.34607179652751824,0.40410717918133726,0.02534185223729498,0.04956399633561942
9,0.0030426642772231668,0.0030395709284491037,3.093348774063086e-06,3.153482599752566e-05,3.825756986797132e-12,12,1,1,0.6695474031955563,0.6283921133096532,0.12942077422905593,0.13437442392592097,1,1,0.007782047856402959,0.031147978695972564,0.09549195141658438,0.0011288821467168955,0.1348110065029186,3.727234766563503,0.3876678324352897,0.4558326400560119,0.028236239510089318,0.061866975481261716
10,0.0030085915689826593,0.0030029736862796012,5.617882703058051e-06,4.942236223268334e-05,1.717879791862203e-13,7,1,1,0.6834995990668338,0.2129756045137541,0.051883998696087445,0.05224388710789227,1,1,0.00945516811646232,0.04131973779270695,0.09491533626784876,0.0015242667426280231,0.18180122511562347,5.036333638118214,0.4242835000715532,0.5079511032521842,0.03403696106579131,0.11235765406116101
11,0.002992181611754515,0.0029803096831055908,1.187192864892427e-05,7.306542872530899e-05,1.603693248455641e-10,7,1,1,0.6369548864455769,0.3819596901128323,0.04579516599149657,0.05264417038736119,1,1,0.011440326076837898,0.05086627611506907,0.09455648602458096,0.001636567949468058,0.21370883172845273,5.625009577801958,0.4536579734338997,0.5604485124080829,0.04874880777152895,0.23743857297848536
12,0.00292571527741038,0.0029094098408061248,1.6305436604255175e-05,0.00017966312186759337,1.1740932948304385e-11,29,1,1,-12.459521598331964,0.16252245012369743,-0.013044036148663604,0.015361671174607329,0,0,0.009549457388154091,0.07424878697010985,0.09342499409910807,0.003908489366381775,0.3103682042056659,12.334749343982987,0.47899274788721696,0.613427550095222,0.05726055605498092,0.3261087320851035
13,0.0028872944640409163,0.002864065476013972,2.3228988026944058e-05,4.216628498978821e-05,7.658124360224809e-10,11,1,1,-12.483914104911598,0.49132759595512765,-0.07429269835508516,0.07301923853487237,0,0,0.011804059764728519,0.08207780308766295,0.09269410136595488,0.003993052545127018,0.3483242026971519,13.147858604060882,0.5052098585864491,0.6658094665138181,0.0669530061106293,0.46457976053888117
14,0.0028917490909263887,0.002860708032706702,3.1041058219686616e-05,0.00012697882120790512,1.455709594043873e-10,12,1,1,-8.821290740126413,0.6266261399089808,-0.11513579446111787,0.08937619060258672,0,0,0.014180147561620306,0.08137986311904088,0.09263975441526227,0.003528246359360456,0.3693076220172257,12.445485616570755,0.5307884485900889,0.7190297803007365,0.07637748164172603,0.6208211643937322
15,0.0028525286940839652,0.0028176918971291836,3.483679695478137e-05,8.833172289413907e-05,3.833546119245408e-11,16,1,1,-7.653154980789709,0.5900992397436132,-0.1353380969196444,0.08015887397861086,0,0,0.016583558289638912,0.09406414930652934,0.09194060958786139,0.0035655777725950885,0.4341410798472134,13.868379165582896,0.5501460196570398,0.7608212067703003,0.0807799527479349,0.6967359390956275
16,0.002778511369485446,0.0027360404507522085,4.247091873323771e-05,8.411466459671372e-05,9.801632366873087e-12,13,1,1,-7.321134932433213,0.5509182775446122,-0.14351253563516275,0.09074170339585833,0,0,0.020244903221821868,0.11647511032153259,0.09059868294990069,0.0032682802527731632,0.4874924752794884,13.416475418134016,0.5663681039515505,0.8083243708370774,0.09005956317247636,0.8494183746647542
17,0.0027466156506874943,0.002693584313814426,5.303133687306833e-05,0.00012148275390021163,3.3437301275897477e-13,12,1,1,-7.496706354320326,0.5313927207393667,-0.14211486024632147,0.05085712701618292,0,0,0.024051514761839667,0.14310497450149037,0.08989300830122039,0.0035529487657705878,0.5581461579868393,14.335247614408164,0.5777729766231592,0.848967209773942,0.10221434861867404,1.0606267374613665
18,0.00273702595653619,0.0026731327096827847,6.38932468534053e-05,0.00027165136417797264,4.102115470854094e-13,32,1,1,-8.028376697844212,-0.010549166770213553,-0.13442624299463085,0.00619692939722401,0,0,0.02139116992078501,0.11941713488625426,0.08955109228283233,0.004607138535492297,0.532121356216188,15.032439635419523,0.5830715627483299,0.8779729935175438,0.113870454130333,1.2778649370681059
19,0.002882829987231748,0.0028108467611565667,7.198322607518152e-05,0.0008218963723603331,6.164377090493858e-10,25,1,1,-41.82273569211213,0.009989527574725224,-0.11830998873430035,0.037436252949195635,0,0,0.01479622109176549,0.07968817988966015,0.09182886410856719,0.0038682798334242837,0.3703825972141453,12.000726027037452,0.5871484276621081,0.9119184943173563,0.12235146194815001,1.4396645215036303
20,0.0027453529953424633,0.002677470093531609,6.788290181085437e-05,0.00031247525894577074,4.26988502443188e-11,27,1,1,-25.24077557596594,0.17387017172724473,-0.07726730560143075,0.03873900711478554,0,0,0.017488175405371884,0.0969892744134197,0.08962371494529128,0.004948942534907092,0.48465059698906054,15.189116663358877,0.5891343078091831,0.951809875198143,0.11924590068578848,1.3576580362170874
21,0.00277782767014568,0.0026997144257854444,7.811324436023553e-05,0.00015312735055647605,3.898812510308581e-10,10,1,1,-21.09776271855936,0.01895356647686034,-0.054275997692914815,0.03056143281751577,0,0,0.016261985387338973,0.1199583486916618,0.08999524030389792,0.00526391017580956,0.5493429868585582,18.807535903589663,0.5921912672399517,0.9846390597843379,0.12643566501513526,1.5622648872047105
22,0.002804813411257012,0.002711873824808604,9.293958644840825e-05,0.00022162733017915535,1.2751232290084665e-10,13,1,1,-17.059665436268237,-0.04283376218711428,-0.06680284680798064,0.011466432083430131,0,0,0.01624925671606826,0.11979873395987405,0.09019767998361052,0.005177244070909358,0.5435465323601841,19.044075283096976,0.5959276343503501,1.0132746247260107,0.13736285085488104,1.858791728968165
