step,optimizer_phase,optimizer_iteration,optimizer_evaluation,learning_rate,evaluation_success,objective,gradient_rms,gradient_inf,activation_update_rms,forward_converged,forward_iterations,forward_failure,line_search_failures,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv,inverted_cell_fraction,inverted_rest_measure_fraction,negative_det_f_mean,ainv_negative_cell_fraction,ainv_negative_rest_measure_fraction,g_negative_cell_fraction,g_negative_rest_measure_fraction,double_inverted_cell_fraction,double_inverted_rest_measure_fraction,top_target_mae,top_target_rms,top_target_max,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_neighbor_jump_rms,activation_rms,detF/min,detG/min,detAinv/min,target/rms,target/mae,target/max,activation/rms,activation/neighbor_jump_rms
10,adam,10,11,0.02713146225026413,1,0.003211130371798953,0.00027670849201424886,0.004077512256125909,0.01094581483634586,1,33,,0,1.9671613434984486e-09,-113.00152758720718,-0.18639826185156824,-0.11466511196246931,0.0125,0.0125,0.1782631739974079,0.0085,0.00849999999999999,0.007,0.007,0.007,0.006999999999999993,0.04980668804529051,0.05666683661365749,0.12956585041354196,0.04920385000223187,0.009393522875065376,1.0440643504812146,66.19698158262167,0.13126063951245576,0.5178432989381057,-113.00152758720718,-0.18639826185156824,-0.11466511196246931,0.05666683661365749,0.04980668804529051,0.12956585041354196,0.5178432989381057,0.13126063951245576
11,adam,11,12,0.02686014762776149,1,0.0028858100641844815,0.00014408405306895336,0.0017822327950872735,0.010584647622872492,1,53,,0,1.2610208246224978e-10,-95.0733862813919,-0.1856887379714756,-0.1356149626934762,0.012,0.011999999999999997,0.18865718186803904,0.009,0.008999999999999989,0.005,0.005000000000000002,0.008,0.007999999999999993,0.04567843409751401,0.053719736263169435,0.11953211284159783,0.047271872300314384,0.00967295595323157,1.0946375072423675,68.59710738127676,0.1386831671074955,0.5187092338646073,-95.0733862813919,-0.1856887379714756,-0.1356149626934762,0.053719736263169435,0.04567843409751401,0.11953211284159783,0.5187092338646073,0.1386831671074955
12,adam,12,13,0.026591546151483875,1,0.0024882174226808196,0.00013082360930436805,0.0015436772431576319,0.010332825638618075,1,74,,0,3.619585944253241e-10,-45.79407438677515,-0.1990949526979459,-0.1547569284757493,0.0115,0.0115,0.16313409346969707,0.0105,0.01049999999999999,0.005,0.005000000000000002,0.0085,0.008499999999999994,0.041551095736619796,0.04988203506956006,0.11511484919260302,0.044631743317233664,0.009783840128462227,1.1121036365571475,71.08858381534978,0.14593793037647254,0.5201918968386856,-45.79407438677515,-0.1990949526979459,-0.1547569284757493,0.04988203506956006,0.041551095736619796,0.11511484919260302,0.5201918968386856,0.14593793037647254
13,adam,13,14,0.026325630689969032,1,0.0022790606196286096,0.00021551830467124214,0.002844701337406236,0.009983747647634312,1,50,,0,4.5474106878795255e-10,-34.60404747367092,-0.18139531850824883,-0.17212985596076155,0.0115,0.0115,0.1550947764694129,0.01,0.009999999999999986,0.0045,0.004499999999999999,0.0085,0.008499999999999994,0.03904997212335812,0.04773950795335672,0.11492592887374177,0.043207178184272776,0.009904958119171673,1.113407084942327,70.03277270352211,0.15272002419036526,0.5220246560480385,-34.60404747367092,-0.18139531850824883,-0.17212985596076155,0.04773950795335672,0.03904997212335812,0.11492592887374177,0.5220246560480385,0.15272002419036526
14,adam,14,15,0.026062374383069346,1,0.0020389207126566794,0.0001185949679722102,0.001028419746061959,0.009472828561950874,1,14,,0,7.610325044999128e-09,-39.16246986789687,-0.18657593600296363,-0.1880448634606852,0.0115,0.0115,0.14065312292923726,0.009,0.008999999999999989,0.0035,0.0035,0.0085,0.008499999999999994,0.036953632749410006,0.045154409670116157,0.11478927577405373,0.040150060346427735,0.010130825557075115,1.1469463876621087,71.74807307456014,0.15874699391118893,0.5239816018120775,-39.16246986789687,-0.18657593600296363,-0.1880448634606852,0.045154409670116157,0.036953632749410006,0.11478927577405373,0.5239816018120775,0.15874699391118893
15,adam,15,16,0.025801750639238653,1,0.0018683750467616725,9.527705961229595e-05,0.0009138011210120153,0.009014878297527349,1,26,,0,6.17452404451853e-09,-53.885047749127985,-0.18123272861839787,-0.20254811689060864,0.0115,0.0115,0.13726410270400752,0.0095,0.00949999999999999,0.004,0.004000000000000002,0.0085,0.008499999999999994,0.03587058111543912,0.043224704125785204,0.10914769538256967,0.03731466781778833,0.010301687328231767,1.1677349539647528,74.2750434061181,0.1644625969958264,0.5260676743461415,-53.885047749127985,-0.18123272861839787,-0.20254811689060864,0.043224704125785204,0.03587058111543912,0.10914769538256967,0.5260676743461415,0.1644625969958264
16,adam,16,17,0.025543733132846264,1,0.0017237640077639746,0.00016319700072966382,0.0032209642242336995,0.008647182431179791,1,14,,0,9.67613395920107e-09,-57.95937383448986,-0.18099939588379793,-0.21592248936345726,0.0115,0.0115,0.13213897602190997,0.0095,0.00949999999999999,0.004,0.004000000000000002,0.0085,0.008499999999999994,0.03459302236254553,0.041518237050288814,0.11054350232371643,0.03500306876671727,0.010200124797004235,1.1617030294718544,73.6652352081491,0.1699080856737404,0.528242094735761,-57.95937383448986,-0.18099939588379793,-0.21592248936345726,0.041518237050288814,0.03459302236254553,0.11054350232371643,0.528242094735761,0.1699080856737404
17,adam,17,18,0.025288295801517802,1,0.0021731665483970854,0.0006700631440460702,0.015751204008276475,0.008089977459013312,1,93,,0,1.6898683680992786e-10,-70.38307731259201,-0.1828853562595458,-0.22823984881203607,0.0135,0.013500000000000003,0.1478979824829776,0.01,0.00999999999999999,0.0045,0.0045000000000000005,0.0095,0.009499999999999996,0.04098213711620972,0.04661723445676594,0.10829267873059246,0.03884376969246322,0.010595677840608123,1.223618904072158,76.91507822459411,0.17495819764578824,0.5302717164056086,-70.38307731259201,-0.1828853562595458,-0.22823984881203607,0.04661723445676594,0.04098213711620972,0.10829267873059246,0.5302717164056086,0.17495819764578824
18,adam,18,19,0.025035412843502625,1,0.0021141681522860536,0.00025521285847617626,0.004672135560287664,0.0077733109436137204,1,60,,0,3.871398902533546e-11,-50.82206150599963,-0.2094684633544511,-0.2395028085523353,0.0145,0.014499999999999999,0.1899500335789218,0.012,0.011999999999999986,0.0045,0.0045000000000000005,0.011,0.010999999999999989,0.04019921402569601,0.04598008430055401,0.10955865616788081,0.03899949445255066,0.009960227165505346,1.1512163720673974,69.84849869700015,0.17967851193653014,0.5323388962559762,-50.82206150599963,-0.2094684633544511,-0.2395028085523353,0.04598008430055401,0.04019921402569601,0.10955865616788081,0.5323388962559762,0.17967851193653014
19,adam,19,20,0.024785058715067598,1,0.00869353095922268,0.0005387266294628902,0.010081893410018264,0.007556310015429657,1,209,,0,1.501521383487213e-10,-134.64948092637687,-0.23367847737540273,-0.24942886523457009,0.015,0.015000000000000001,0.2253884650788491,0.013,0.01299999999999999,0.005,0.004999999999999998,0.0115,0.011499999999999993,0.0723758495668468,0.09323910638365578,0.216907223147079,0.07426600289257002,0.011403098404825987,1.3685830156014394,78.93759349102791,0.18378954993791102,0.5342330430272918,-134.64948092637687,-0.23367847737540273,-0.24942886523457009,0.09323910638365578,0.0723758495668468,0.216907223147079,0.5342330430272918,0.18378954993791102
20,adam,20,21,0.02453720812791692,1,0.007934116100175597,0.000577032823850369,0.00820443353979006,0.007268073471087713,1,129,,0,1.9110828777891096e-09,-153.32998722553444,-0.19592387944158296,-0.2573078973790813,0.0195,0.0195,0.3482159529406731,0.015,0.01499999999999999,0.0075,0.007499999999999998,0.0135,0.013499999999999996,0.07231925874564926,0.08907365547778757,0.20672644010418123,0.07413236894770835,0.010919320072278985,1.2979991101375854,76.74180173821526,0.18737079964911046,0.5355316099222981,-153.32998722553444,-0.19592387944158296,-0.2573078973790813,0.08907365547778757,0.07231925874564926,0.20672644010418123,0.5355316099222981,0.18737079964911046
21,adam,21,22,0.024291836046637753,1,0.007723392598881487,0.0005077923707062053,0.010174320167346899,0.007722627174521717,1,141,,0,9.054925638038447e-09,-124.94007736526333,-0.15639583232491902,-0.26337307549846867,0.0195,0.019499999999999997,0.4265429078204123,0.0195,0.01949999999999999,0.006,0.006,0.0165,0.016499999999999994,0.07232697977161211,0.08788283449503372,0.2022076793743714,0.07427745342196634,0.009993978525792223,1.2048146046842756,69.90382705997504,0.19081496285006558,0.5367234660002485,-124.94007736526333,-0.15639583232491902,-0.26337307549846867,0.08788283449503372,0.07232697977161211,0.2022076793743714,0.5367234660002485,0.19081496285006558
22,adam,22,23,0.024048917686171376,1,0.00628321576355296,0.0011265928038480982,0.016102604948914676,0.008008902870783163,1,73,,0,7.752871622743757e-09,-117.65016599627204,-0.18661692043689307,-0.2694439557071774,0.022,0.022000000000000006,0.5102072072563469,0.0215,0.0215,0.0075,0.0075,0.018,0.017999999999999995,0.06787578733499708,0.07926673806555282,0.17003970475145386,0.07209025506490131,0.009630080039693326,1.0927596547938117,68.44215170089188,0.1938312113227028,0.5378711164193261,-117.65016599627204,-0.18661692043689307,-0.2694439557071774,0.07926673806555282,0.06787578733499708,0.17003970475145386,0.5378711164193261,0.1938312113227028
23,adam,23,24,0.02380842850930966,1,0.005692828819178611,0.0007154441494240647,0.0087051447864372,0.008435190859289149,1,58,,0,6.25194053440357e-09,-135.80357750292583,-0.17198124617320293,-0.2749149585303952,0.0255,0.02550000000000001,0.4795793951369428,0.0235,0.023500000000000004,0.01,0.010000000000000004,0.0195,0.019499999999999993,0.064606263878545,0.07545083710058233,0.16440873904132894,0.06961335086374398,0.009811309518504185,1.114664986151645,70.11232268137212,0.19688784984513544,0.5393075178591216,-135.80357750292583,-0.17198124617320293,-0.2749149585303952,0.07545083710058233,0.064606263878545,0.16440873904132894,0.5393075178591216,0.19688784984513544
24,adam,24,25,0.023570344224216562,1,0.004557653764169828,0.0003844536505753177,0.00384857226859504,0.008464824090944898,1,41,,0,9.796408266471306e-09,-130.88965368521366,-0.21561583793402364,-0.28014592363196006,0.0245,0.0245,0.47082977115754865,0.0245,0.024499999999999997,0.01,0.010000000000000002,0.0195,0.019499999999999993,0.057340314590128276,0.06751039745231714,0.14608201030161383,0.06133522441068694,0.009821909354018079,1.076345579025505,71.2547979311997,0.1999604000947206,0.5408532121795853,-130.88965368521366,-0.21561583793402364,-0.28014592363196006,0.06751039745231714,0.057340314590128276,0.14608201030161383,0.5408532121795853,0.1999604000947206
25,adam,25,26,0.0233346407819744,1,0.004333851985066125,0.0005932865189296626,0.012624932801570472,0.008330374020690336,1,72,,0,6.832781536985859e-09,-144.65371743465937,-0.27320410371201254,-0.28525823232333614,0.025,0.02500000000000001,0.4508523464027955,0.024,0.023999999999999994,0.007,0.007000000000000004,0.021,0.021,0.05515934683141464,0.06583199818527556,0.13843272383109306,0.056915007255586576,0.01006741251450901,1.1001056198924366,72.07773197041038,0.20294974197651797,0.5426529604025729,-144.65371743465937,-0.27320410371201254,-0.28525823232333614,0.06583199818527556,0.05515934683141464,0.13843272383109306,0.5426529604025729,0.20294974197651797
26,adam,26,27,0.023101294374154653,1,0.004759942982828238,0.0004965933140197297,0.0070217798684323665,0.00792340750261986,1,76,,0,8.374610786884198e-10,-134.57869628643633,-0.17680556510105538,-0.28976196062855575,0.027,0.027000000000000014,0.44600060959912335,0.026,0.026000000000000002,0.008,0.008000000000000004,0.0225,0.022500000000000006,0.05796321217458789,0.06899234003009491,0.1390709472892354,0.061637589694060343,0.010018049494323946,1.0968771620787723,72.69491149147743,0.20600564717962214,0.5445165313081817,-134.57869628643633,-0.17680556510105538,-0.28976196062855575,0.06899234003009491,0.05796321217458789,0.1390709472892354,0.5445165313081817,0.20600564717962214
27,adam,27,28,0.022870281430413107,1,0.0040021760272100125,0.0005050587882186328,0.008022942612335288,0.00773251450645606,1,107,,0,6.945281399695923e-10,-99.16717169858534,-0.2653603544883669,-0.2941253378988395,0.0265,0.026500000000000013,0.42208581848163856,0.026,0.026000000000000002,0.0075,0.007499999999999998,0.0225,0.022500000000000006,0.054106523295046914,0.0632627538699511,0.13154999246414245,0.057585092368422554,0.010060492225573068,1.0967075792085472,74.49253625585638,0.20895247364329725,0.546413060180466,-99.16717169858534,-0.2653603544883669,-0.2941253378988395,0.0632627538699511,0.054106523295046914,0.13154999246414245,0.546413060180466,0.20895247364329725
28,adam,28,29,0.022641578616108975,1,0.003546467062883591,0.00024381581268615924,0.00302610716733808,0.007764833902875213,1,31,,0,1.6429527947504537e-10,-82.83364193895001,-0.26173706972108285,-0.2983430771876293,0.027,0.02700000000000001,0.37573042725814954,0.025,0.02500000000000001,0.008,0.008,0.022,0.022000000000000006,0.050597141207368926,0.05955222130939862,0.13049248300996572,0.053579369415737495,0.010308064552853394,1.1261336046747683,77.35494174549477,0.21162992599644212,0.5482668720334896,-82.83364193895001,-0.26173706972108285,-0.2983430771876293,0.05955222130939862,0.050597141207368926,0.13049248300996572,0.5482668720334896,0.21162992599644212
29,adam,29,30,0.022415162829947884,1,0.004009786208439456,0.0004611488776436786,0.006332876872466119,0.007672202678312793,1,54,,0,1.679953313284739e-09,-70.16627716712716,-0.2529482992824998,-0.3022464941599476,0.027,0.027000000000000014,0.35905285129609255,0.025,0.02500000000000001,0.008,0.008,0.022,0.022000000000000006,0.05313105230077802,0.06332287271152072,0.14995044100602406,0.055087189113143524,0.010282960166398196,1.1431973977199719,75.94552437093499,0.21419959591422263,0.5501394401304192,-70.16627716712716,-0.2529482992824998,-0.3022464941599476,0.06332287271152072,0.05313105230077802,0.14995044100602406,0.5501394401304192,0.21419959591422263
30,adam,30,31,0.022191011201648406,1,0.0033161908954850174,0.00031255453631891657,0.005106408829517983,0.007573234580816756,1,43,,0,1.4440831964350098e-10,-67.53049760430363,-0.255643382941269,-0.30592413271499624,0.0285,0.028500000000000004,0.37013866365407516,0.027,0.027000000000000007,0.0095,0.009499999999999998,0.023,0.02300000000000001,0.04835771138998468,0.05758637769025777,0.1368658933504056,0.05011675668063917,0.010359662824897073,1.138978268334337,76.08309978001824,0.21683657734246592,0.5518343124007304,-67.53049760430363,-0.255643382941269,-0.30592413271499624,0.05758637769025777,0.04835771138998468,0.1368658933504056,0.5518343124007304,0.21683657734246592
31,adam,31,32,0.021969101089631925,1,0.0028502709316442485,0.0004033864476149853,0.00515607281861416,0.0073298939454748465,1,52,,0,1.790163658316461e-10,-64.95915007217796,-0.26060858840678186,-0.3092446548228128,0.029,0.029000000000000012,0.38256588284189913,0.0285,0.0285,0.0075,0.007499999999999998,0.025,0.02500000000000001,0.045514896954455895,0.053387928707192306,0.1186444568567882,0.04717680781088367,0.010288292952441743,1.1020360992195923,75.91859227740436,0.21944222144967626,0.5534072451757077,-64.95915007217796,-0.26060858840678186,-0.3092446548228128,0.053387928707192306,0.045514896954455895,0.1186444568567882,0.5534072451757077,0.21944222144967626
32,adam,32,33,0.0217494100787356,1,0.002542974470574547,0.00023043777832831337,0.003671981139017429,0.0071029213840156985,1,77,,0,5.2453000184374825e-09,-72.11768292303765,-0.21094339233945433,-0.3121793861917976,0.0295,0.02950000000000001,0.38852942558990466,0.0285,0.0285,0.006,0.0059999999999999975,0.026,0.026000000000000006,0.043867221758806925,0.050427913605210234,0.112481679244028,0.04174147101820314,0.01000168333748325,1.062876562727119,75.38380618679878,0.2218214015455668,0.5548006902186314,-72.11768292303765,-0.21094339233945433,-0.3121793861917976,0.050427913605210234,0.043867221758806925,0.112481679244028,0.5548006902186314,0.2218214015455668
33,adam,33,34,0.021531915977948245,1,0.002190894550985717,0.00018663878536186217,0.002802079881000255,0.006873346025733465,1,34,,0,9.532931264627919e-09,-60.99211877814466,-0.21188761086774974,-0.3190929893415551,0.0295,0.029500000000000012,0.3684896840495119,0.0275,0.027500000000000014,0.006,0.005999999999999994,0.0255,0.025500000000000012,0.039773961863154406,0.046806992543697114,0.10419590081521948,0.039483948091957516,0.01002953554426046,1.058652465625086,75.5931944678177,0.2238383595213844,0.5561661256926648,-60.99211877814466,-0.21188761086774974,-0.3190929893415551,0.046806992543697114,0.039773961863154406,0.10419590081521948,0.5561661256926648,0.2238383595213844
34,adam,34,35,0.021316596818168762,1,0.002398081421092588,0.0003392311800859213,0.004234493697359686,0.00668359421038306,1,59,,0,7.978642850137907e-10,-62.24003221524221,-0.21144694320704355,-0.338482313359116,0.0295,0.02950000000000001,0.3865512046112976,0.028,0.028,0.0055,0.005500000000000001,0.026,0.026000000000000006,0.040252628935605585,0.04897020952673766,0.10350377168237748,0.042742884526029194,0.010024322254126536,1.0530931268535535,74.82033973796821,0.22576673062728742,0.557621706603605,-62.24003221524221,-0.21144694320704355,-0.338482313359116,0.04897020952673766,0.040252628935605585,0.10350377168237748,0.557621706603605,0.22576673062728742
35,adam,35,36,0.021103430849987073,1,0.0022069815277642427,0.00032395917299612596,0.006062706162488687,0.006489147133695054,1,42,,0,5.828080804943045e-09,-78.66965722503585,-0.21634227773763867,-0.3616219819996042,0.0295,0.029500000000000012,0.3856006814404082,0.028,0.028,0.0065,0.0065,0.0255,0.02550000000000001,0.03950132226658796,0.04697852198360696,0.09192306397603305,0.04151835294592415,0.009345907835655568,0.9960763053454256,70.77144339162504,0.22758601317859808,0.5590427455263084,-78.66965722503585,-0.21634227773763867,-0.3616219819996042,0.04697852198360696,0.03950132226658796,0.09192306397603305,0.5590427455263084,0.22758601317859808
36,adam,36,37,0.020892396541487203,1,0.0019730039096841345,0.00044369207965714696,0.010972762750790102,0.006177341275308982,1,20,,0,2.2203549025640712e-12,-69.74164031611828,-0.20966165835695352,-0.38320542706377897,0.0295,0.029500000000000005,0.3748318897136875,0.027,0.027000000000000007,0.0065,0.006499999999999995,0.025,0.02500000000000001,0.036829434204726993,0.044418508638676,0.09244407294422702,0.039005753086608086,0.009257014225402985,0.9894119496031505,70.15467709949894,0.22940544832357482,0.5604958999492335,-69.74164031611828,-0.20966165835695352,-0.38320542706377897,0.044418508638676,0.036829434204726993,0.09244407294422702,0.5604958999492335,0.22940544832357482
37,adam,37,38,0.02068347257607233,1,0.0017774035778583808,0.0001982416524047525,0.0028706679659107268,0.0060043560433964424,1,18,,0,2.8601058987908893e-09,-70.01213208369396,-0.2097642636948769,-0.40314043975303787,0.0295,0.029500000000000005,0.37470704940455557,0.028,0.028,0.0065,0.006499999999999996,0.0255,0.02550000000000001,0.035059285373291886,0.04215926443687533,0.0888725137171758,0.03763894668448019,0.009215796375245094,0.9959118047766101,69.70423933253416,0.23114695744633942,0.5619479796183028,-70.01213208369396,-0.2097642636948769,-0.40314043975303787,0.04215926443687533,0.035059285373291886,0.0888725137171758,0.5619479796183028,0.23114695744633942
38,adam,38,39,0.020476637850311608,1,0.0016173091870724807,0.00021325152765291322,0.0024342808935747147,0.00579379651526665,1,38,,0,6.95391065920694e-10,-71.50386684177681,-0.24832128034760803,-0.4218908280170548,0.0305,0.03050000000000001,0.3820683818070876,0.0285,0.0285,0.006,0.0059999999999999975,0.0265,0.026500000000000006,0.03358765848899665,0.040215782810638916,0.08753313780411384,0.035346510320640165,0.009265859529617277,1.0143159256576413,69.40695048225389,0.23284411892974316,0.5634132612808406,-71.50386684177681,-0.24832128034760803,-0.4218908280170548,0.040215782810638916,0.03358765848899665,0.08753313780411384,0.5634132612808406,0.23284411892974316
39,adam,39,40,0.020271871471808492,1,0.0015674695966335199,0.00014516488650845598,0.001498289815500149,0.005541771459794429,1,28,,0,2.2926009912807777e-09,-73.8552982491226,-0.41477288618813374,-0.43963329699430026,0.0305,0.03050000000000001,0.39280154063788014,0.029,0.029,0.0055,0.0055000000000000005,0.027,0.027000000000000007,0.033054870964417185,0.03959128182609803,0.08948013588054937,0.03439999844463623,0.009279200597487176,1.0171562563909073,69.8656723048204,0.23449317422593122,0.5648698838538755,-73.8552982491226,-0.41477288618813374,-0.43963329699430026,0.03959128182609803,0.033054870964417185,0.08948013588054937,0.5648698838538755,0.23449317422593122
40,adam,40,41,0.020069152757090408,1,0.0014365740729386236,0.00017107113781360695,0.0022711813854229715,0.005270938181977321,1,31,,0,6.12381951048896e-12,-72.57746279556387,-0.2413388804778137,-0.45632175105083395,0.0295,0.029500000000000005,0.3996668280242915,0.03,0.030000000000000006,0.0045,0.0045000000000000005,0.0275,0.027500000000000007,0.031796530858271,0.03790216448883393,0.08975523254579555,0.03232106072994478,0.00926471962911418,1.0125879166599443,69.32966559442085,0.23608459904789886,0.566318670494075,-72.57746279556387,-0.2413388804778137,-0.45632175105083395,0.03790216448883393,0.031796530858271,0.08975523254579555,0.566318670494075,0.23608459904789886
