step,evaluation_success,objective,gradient_rms,forward_converged,forward_iterations,forward_failure,line_search_failures,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv,min_singular_ainv,top_target_mae,top_target_rms,top_target_max,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_neighbor_jump_rms,activation_rms
30,1,0.04010535555090998,0.0007063725171744052,1,36,,0,2.913249580995972e-09,0.310847970892781,-0.037002448928750625,-0.054450091422237036,0.02578237850113376,0.029163001007738575,0.03080445696063058,0.04010535555090998,0.024145912839640148,0.0026450769026009685,0.2700526106834234,20.3522238306367,0.17152431030218376,0.22940802442450295
31,1,0.03885445111661782,0.0007653969580393982,1,12,,0,7.204045594566886e-10,0.32663995527552303,-0.03491213259922949,-0.05066542846092533,0.03524717820495047,0.02892452442040428,0.03051214650673447,0.03885445111661782,0.024024471039734346,0.0027212704387465326,0.27675963028954587,20.947686682337466,0.1731437985671547,0.23055274508597928
32,1,0.0393777485593733,0.0008525806275216554,1,6,,0,7.425740529606709e-09,0.35977005034340154,-0.026800385058343885,-0.03801562221969615,0.027081122012934493,0.028646198319789196,0.03022504692382525,0.0393777485593733,0.023851556288884163,0.002758877703240233,0.27980574466023717,21.07108494434827,0.17471125295745685,0.23204078011736368
33,1,0.03751127527296355,0.0009101589557182457,1,7,,0,9.430662534317416e-10,0.37233724483280983,-0.029422383534174673,-0.042487007766877756,0.0365896199767253,0.028265414776355458,0.02981171134703804,0.03751127527296355,0.02383667399640375,0.002805393721714567,0.2869399871389883,21.354182849295476,0.1762844228475065,0.23293281280518907
34,1,0.03918343374755393,0.000863902159044394,1,40,,0,3.91751217304432e-10,0.37135470220817324,-0.04591274964913211,-0.0573605188831222,0.038312463694702294,0.02921360217255904,0.030735688997347143,0.03918343374755393,0.026212816042762474,0.0032506207506680543,0.3606029698699567,23.812911076900523,0.1778606162943246,0.23353507277549215
35,1,0.03917245749024242,0.0006127298689883918,1,5,,0,7.158393660629134e-10,0.377552057946829,-0.05315707796565879,-0.06954321407896737,0.02487046859031735,0.028806035824033453,0.030340583402209388,0.03917245749024242,0.026109244949458675,0.0032858815134399273,0.3636691828150911,24.14565900142477,0.17950679644207101,0.23407580596153563
36,1,0.03904134471704949,0.0009811896855181882,1,6,,0,1.4475031879735996e-10,0.3862813563728007,-0.05744865412631985,-0.07842165779284645,0.012263664564064697,0.02837791424198898,0.02993437129658013,0.03904134471704949,0.025948020497040418,0.003299389656335645,0.364141873956818,24.389943161465016,0.18118862027567448,0.23470034680840832
37,1,0.038424616384727224,0.0005796038097451424,1,9,,0,2.213136404928803e-09,0.2326771440651245,-0.051838358340985276,-0.07021006550422353,0.0024759270638122634,0.02784599442089364,0.029464576778186643,0.038424616384727224,0.025626895267059125,0.003241887878964593,0.3551613150122042,24.36886241021874,0.18248477528501805,0.23515478881932267
38,1,0.03769184979469073,0.0005866882477049094,1,17,,0,8.813734616561309e-09,-2.9770240747405285,-0.04575544767573491,-0.06160728953564952,0.021562289754395912,0.027382385222476123,0.028930158742286393,0.03769184979469073,0.025134348773401313,0.0029656535747366397,0.3239310607020596,21.97057411114306,0.18386658732791,0.23578444452933836
39,1,0.03848409172172793,0.0010346551490231404,1,13,,0,1.111473834368911e-11,-3.3578176369329937,-0.03994481849936882,-0.05302692106833972,0.023284230585125017,0.02781484600082764,0.02925130596547653,0.03848409172172793,0.02541392879707423,0.003029719711184149,0.33582324184124424,22.34438402451708,0.1853550137126137,0.23657668446366656
40,1,0.03714785792328914,0.00048071135888239986,1,8,,0,9.355751299045354e-09,-6.364776784840749,-0.02525736573045725,-0.06054507775522171,0.03286097499115546,0.027011332876498595,0.028533561180532806,0.03714785792328914,0.024572894330070455,0.002922270823572071,0.31651120665467164,21.92509235884559,0.18689297618631345,0.23735367071496835
41,1,0.03681408207526335,0.0005003120802796905,1,10,,0,1.0668441763707525e-09,-6.409680134589629,-0.009394454183238601,-0.08777752614731169,0.01132511080029432,0.026911373420017846,0.028436747721857357,0.03681408207526335,0.024364874685760297,0.0029228013436840565,0.3161767918295464,22.058701367920435,0.18849695856456397,0.238394675322766
42,1,0.03723848466239504,0.0007181975115948209,1,6,,0,9.242572669452062e-10,-5.92737232572898,-0.0028809396307127007,-0.11236254339775138,0.0014826243068753828,0.02673147294379887,0.028265832307267546,0.03723848466239504,0.024019539115709334,0.0029111175035217225,0.31349317155617457,22.124132338077054,0.19014043586138074,0.2396514650315144
43,1,0.03584398567041776,0.000659642980625452,1,8,,0,1.4067402810429927e-09,-5.647791174785447,-0.04592548479389097,-0.13447760564870173,0.0303239379293513,0.026647948807996286,0.028153678536356964,0.03584398567041776,0.023648669747135982,0.002911262394159691,0.3120941193148572,22.368212949228546,0.19158429708871497,0.24085058813153637
44,1,0.035639703102983776,0.0008653681931994743,1,7,,0,5.928941845827021e-09,-5.23293455854081,-0.07282383066222142,-0.1541041721437006,0.049070604997458994,0.026441195217958353,0.028013029911751124,0.035639703102983776,0.023254890968945587,0.0029122957799958622,0.3127364253121483,22.761049607022333,0.19308545338822686,0.24215388893180045
45,1,0.035173589153992255,0.001081367788082657,1,18,,0,4.2400962950782415e-11,-4.831609810784724,-0.09400534039092993,-0.17202031099597295,0.051872863833745904,0.026247930903533254,0.027783834230506257,0.035173589153992255,0.022971423531952462,0.0028698117027443366,0.30792250953033085,22.677013812023233,0.19454843888794926,0.24338967477668527
46,1,0.0357789262536396,0.0009844822025054285,1,7,,0,2.3104472839065146e-09,-4.394576908997648,-0.10783583254543493,-0.1910592455877656,0.034064244631719635,0.025403768624686088,0.026973854039718165,0.0357789262536396,0.022676796552142896,0.00281161159746004,0.2990035971314647,22.308387768889396,0.19603414256592347,0.24414693631070158
47,1,0.034651489821508334,0.0010142130380197303,1,23,,0,9.172102126085714e-10,-4.094074983802289,-0.10546256692553657,-0.20797556258724845,0.024936715169699284,0.02465334414779832,0.026333136373182228,0.034651489821508334,0.022120056116540783,0.002651225527825958,0.273497079362992,20.550202938872605,0.19744092742476826,0.2448111479926955
48,1,0.03530585077173349,0.0022153920557028994,1,33,,0,6.695259127119546e-09,-3.8320873282550223,-0.08503729976530239,-0.2237289015502649,0.0035196472971997413,0.024755269208949597,0.026561064225467806,0.03530585077173349,0.022121256077975247,0.002501580148514275,0.2566921415941315,19.967669899429044,0.19886506307855564,0.2453842177805028
49,1,0.03683819024624071,0.0047285306453213405,1,16,,0,6.352968662275333e-09,-3.52649431493364,-0.016792002245256926,-0.2471483950386544,0.007935996254509057,0.02394580882283766,0.026103277539862923,0.03683819024624071,0.022517106318197665,0.0024740998537464507,0.25143939238202984,19.625100719748595,0.20049669518438668,0.24534724384923087
50,1,0.03609512421916145,0.0006393385765399734,1,19,,0,6.643194886028095e-09,-3.310474769604991,0.008326973565793132,-0.2682167133577056,0.015179369781528038,0.022849600247040348,0.025013645687053346,0.03609512421916145,0.022351606478484012,0.0023908523344199264,0.24061973391993524,19.379094001867532,0.20225966155723088,0.24558631485872284
51,1,0.03570847440749709,0.0008824586560098004,1,23,,0,1.1220273452850234e-11,-5.818401263363544,0.010618134258601105,-0.2872453531195531,0.011535341733939247,0.02280625718051732,0.024988797321519988,0.03570847440749709,0.022753743396669687,0.002389137189948171,0.24065344107661624,18.95474704507839,0.2042344097719483,0.2461331371270362
52,1,0.035139246076934735,0.0006345593965623628,1,11,,0,1.0572536691774004e-09,-5.75592365849947,-0.03724174000007763,-0.30451522320533897,0.013235403355084647,0.022641626272775977,0.024561867986864515,0.035139246076934735,0.022075297224826044,0.0023822170185824124,0.23807456450857936,18.694301855194983,0.20628737886292844,0.2469071247521909
53,1,0.03412880780011355,0.0005667569517380967,1,5,,0,3.996847888811614e-09,-5.139870294017157,-0.03137704632566139,-0.32006158750585206,0.021048367383905333,0.022468062618993475,0.02434204669498138,0.03412880780011355,0.021856031102648665,0.0023631433126242375,0.23551181886633324,18.53406799139428,0.2083846664841735,0.24791981517356562
54,1,0.033217915222836174,0.0009099965409113391,1,6,,0,4.163623037740554e-09,-4.399918540859892,-0.012852562415923427,-0.33407775933155587,0.0055458757227413134,0.02253706308086907,0.02431854595727891,0.033217915222836174,0.021699213516885637,0.002350087272188088,0.23402034556159784,18.45201909461196,0.21053688176543664,0.24916446581737542
55,1,0.03358920105053888,0.0007689173464934834,1,33,,0,8.835136931596663e-09,-3.681980121870636,-0.009179175411226604,-0.34669457744290105,0.002648802521921817,0.02211182966216433,0.023945886267761615,0.03358920105053888,0.02146417116275869,0.0023034896167490313,0.23176817244501455,18.493753105707867,0.21247711078603695,0.2501961409344981
56,1,0.033085045170230615,0.0006336586001569393,1,15,,0,1.4153071433743958e-10,-3.47040029392906,-0.0132438522947458,-0.3580316841187872,0.005581688517150666,0.02189605007073823,0.02372648230157123,0.033085045170230615,0.021347876038077727,0.0023420860793327176,0.2365363481673149,19.120860948469524,0.21415425238455055,0.25110528040672025
57,1,0.03235578990257583,0.0006834691833810248,1,5,,0,3.1890015979061632e-09,-3.276148347844646,0.0009574033327854926,-0.3715149086434879,0.0013968392543532225,0.02162011533500945,0.023428604351456415,0.03235578990257583,0.021066652207528125,0.0023041542491775,0.23348388683298907,18.90997481848108,0.2158094310558234,0.2521562088601714
58,1,0.031199270457085978,0.0009951174958589975,1,12,,0,1.4704444673374537e-09,-3.125550904110988,0.0145277441989051,-0.3870017911141154,0.007041193289574965,0.021250056386839092,0.023002900557534702,0.031199270457085978,0.02083137811101887,0.002351180696873697,0.23750659999658824,19.006815946880554,0.21746623752847433,0.2533719920243977
59,1,0.030513705399777904,0.0007472272710102362,1,12,,0,4.5947401246024017e-10,-2.9517362287762663,-0.014990630172434339,-0.40325701720075674,0.009910790230244281,0.020954678827460407,0.022691404806107866,0.030513705399777904,0.020403236152327787,0.00237180287845455,0.23728714540929133,19.246648510007983,0.21899352107157552,0.25466927689617874
60,1,0.030738001904367544,0.001113578004048087,1,6,,0,9.206422409940496e-10,-2.816674157080312,-0.034669358407401,-0.42088111254202354,0.03096318930993246,0.020663358670862254,0.02238394195881086,0.030738001904367544,0.020006363022024604,0.002409297407219158,0.23953898693487163,19.65679169137736,0.22046653349356166,0.25595166988675244
61,1,0.02919390510775553,0.0008014148723358762,1,12,,0,3.777859791788955e-09,-2.703102422490761,-0.03394555587713895,-0.4331601093032918,0.015076606448387018,0.020275170733972916,0.021960292459815692,0.02919390510775553,0.0196767053847438,0.002467887026078325,0.2440951006961926,20.211764511915664,0.22225007283221143,0.2573879775396235
62,1,0.02934655295058736,0.0058619574192185775,1,4,,0,6.551971182984283e-09,-2.6048603349205917,-0.002054035478731273,-0.44694766133185626,0.0009372967545849395,0.01999951630540107,0.02163545973786552,0.02934655295058736,0.019452138193817095,0.0025427528068176146,0.2514391944590208,20.840371739469592,0.2240762540015231,0.25876894817569235
63,1,0.03178105566663608,0.0010992503965511896,1,54,,0,1.9288571004861984e-09,-2.227651281222807,-0.008398254266126904,-0.4601147527228305,0.01167803133969713,0.02118477529178106,0.023103209365679903,0.03178105566663608,0.0212569759117164,0.0023030379904068654,0.261049710912424,17.736872557511813,0.22603962524439988,0.26005905046511557
64,1,0.03984384483243184,0.0038014038902702773,1,19,,0,1.7829207147110777e-09,-2.1731097423348933,-0.024050357329971975,-0.4728603087103495,0.01695145593022625,0.021397259683518098,0.023447137630382784,0.03984384483243184,0.02137566171793595,0.0024532446296886812,0.2703287973719906,18.958175182328425,0.2280548144313315,0.26148425590181024
65,1,0.03572146978115891,0.0023388253958734444,1,21,,0,3.481173642980404e-09,-4.217313248250602,-0.001063685077377016,-0.48346303242200167,0.00021077109159911944,0.02083730986257343,0.022843315876908955,0.03572146978115891,0.020991269026768077,0.0025020704740431944,0.27018225843252497,19.37897662502793,0.2301318244570814,0.2628780141235035
66,1,0.03215358295462193,0.0014826613174692953,1,21,,0,6.928614321838784e-09,-8.215862743097757,0.03790313327838093,-0.4914887913676845,0.018236466909472816,0.021047435630590618,0.022828741961074265,0.03215358295462193,0.021177589787276352,0.0025333524588640284,0.28446406970373567,19.40174350607884,0.23214427532777226,0.26418130389554373
67,1,0.03279282973218933,0.0007722495474800334,1,23,,0,4.070846691032958e-10,-10.262187105848115,0.08520344155522348,-0.49856625487383116,0.020901580683956415,0.021258814337312644,0.02302907924160696,0.03279282973218933,0.021044701019488212,0.0026330180497889035,0.2936495961087014,19.881406720308156,0.23403868200181752,0.2654404954553173
68,1,0.032055591724349464,0.0007836951968032512,1,5,,0,3.85874914480171e-11,-10.017100620515496,0.12645068468695994,-0.5065292934290813,0.018526992736533788,0.021027039703686905,0.022770056366940683,0.032055591724349464,0.020793092005178385,0.0026402089701393423,0.2947822633142256,19.928549966078425,0.23571205776851192,0.2667421883457682
69,1,0.0306109293529966,0.0010164010448468928,1,5,,0,2.4939297888972095e-10,-8.789263556213655,0.12113839947320613,-0.5155072144017482,0.011506518141040752,0.020636865294075525,0.0223836118663674,0.0306109293529966,0.02045191468706019,0.002651769351397557,0.29458606538586013,20.02361900490151,0.23717503735638698,0.2680777046783663
70,1,0.030475667732468542,0.0016068873904424598,1,13,,0,1.9082472205416357e-10,-6.342602336398703,-0.026331578973084885,-0.5233767763884943,0.005234020270167923,0.01979204886718128,0.021582708406400992,0.030475667732468542,0.020217536318325152,0.0026011997759254534,0.28560383376068427,19.74841596969667,0.23857899674443175,0.2694291006538484
71,1,0.02940034673353686,0.0016694964971729453,1,20,,0,2.200826861127158e-10,-7.627667833555865,0.12722977108841987,-0.5336313833828739,0.022816586999842216,0.019602486350634125,0.021307740512516618,0.02940034673353686,0.019461397621570807,0.0025139878764885823,0.27895830422437107,19.469836055474026,0.23973901686160085,0.2708261610866707
72,1,0.02868818615062419,0.0009831905491473726,1,5,,0,9.424847010745256e-09,-7.201997354238438,0.20093923245360665,-0.536810414020968,0.03848590577124587,0.01904352275556178,0.020721336425126993,0.02868818615062419,0.0191148364412363,0.0025056703432644106,0.276008409606499,19.334562809415104,0.2409404641845872,0.2720217657351865
73,1,0.02857289476898962,0.0009116227455251508,1,6,,0,1.804050717374606e-11,-6.9006610509704505,0.20192720988777305,-0.5409353040801469,0.05132619185043984,0.01846606701762321,0.020122027560149244,0.02857289476898962,0.01878296769150031,0.002487144035014805,0.2732263182320215,19.146475992627117,0.24219762317836935,0.27334790498296563
74,1,0.028615615843332345,0.001380728200192669,1,6,,0,4.148564962717965e-09,-6.968138643525406,0.2033437829678493,-0.5470546054674834,0.06214695458160984,0.01795667753953538,0.019599400674576703,0.028615615843332345,0.018329055794248622,0.0024762069606482427,0.2700931753246509,19.114839370548513,0.2435305274871043,0.27480334552285457
75,1,0.02835532310164335,0.0017102447551502762,1,19,,0,2.325685999618827e-09,-7.492405092352946,0.19308148509699835,-0.5533635932958423,0.054048998139311424,0.018190736397169092,0.019678219786426993,0.02835532310164335,0.018354810871155057,0.0024658538193989147,0.27165324626735904,18.834664300763162,0.24492779522909228,0.2762801135829482
76,1,0.02693712336447768,0.0008844649602606435,1,20,,0,9.731546155878393e-09,-7.058174643466187,0.05727167500960231,-0.5582537848671095,0.02703293086007042,0.018624690016747443,0.019826746350768438,0.02693712336447768,0.01847680174522978,0.002402380875443449,0.26619659223909803,18.38695608126136,0.24589632868106845,0.2772621456384923
77,1,0.027253275879227868,0.0008463526101921011,1,11,,0,3.430479129918799e-09,-6.157062217494542,-0.0013579626424414914,-0.5631975562775136,0.0008555329610110026,0.018535733267873323,0.019734979840522724,0.027253275879227868,0.018316436741837017,0.002369955396386891,0.2610800232793948,18.082146545437986,0.24693642012960618,0.2782469377473339
78,1,0.0269257513214443,0.0009926214501673834,1,5,,0,1.1098084522115805e-11,-5.890031912069585,-0.03460391699578217,-0.5662067903619956,0.023302046591551655,0.01825082748878745,0.01941630272479341,0.0269257513214443,0.018085062681467475,0.0023481040031247055,0.256617815392067,17.93788102071518,0.2479014400475701,0.2791312301146729
79,1,0.025872673464112612,0.0009346946517368019,1,6,,0,3.0413579825202605e-09,-5.609575384948246,-0.05856970433373087,-0.572202626864497,0.027807216205013207,0.017801963049263292,0.018943480984091324,0.025872673464112612,0.01765599628322094,0.0022983261409293045,0.25089336629262826,17.407691033411023,0.24882671554354896,0.28021167978612715
80,1,0.025083979525558214,0.0009198823646786727,1,7,,0,9.45564235807721e-10,-5.378235640344426,-0.07658479749564555,-0.578586004498572,0.018034320768171856,0.01725806802320749,0.01833134377504788,0.025083979525558214,0.01717204558434626,0.0022451183022635314,0.24294952032976969,17.030589666555493,0.24983220104038123,0.2814381045138676
81,1,0.02446400811401245,0.005352364615258823,1,7,,0,5.460427996577846e-10,-5.077920631720766,-0.09166972745925571,-0.5864498132003402,0.018210580993627427,0.016790817281785386,0.01782364176644547,0.02446400811401245,0.016629446646259118,0.002241203066735017,0.2408698252618449,17.053788273756222,0.2507306130579588,0.2827540145823658
82,1,0.027326705059595117,0.0010987003282596384,1,15,,0,1.717794815942296e-09,-5.052292529409276,0.09248515628075793,-0.594061350990516,0.03305676011250565,0.016422881705049696,0.01747313155326364,0.027326705059595117,0.01608246821365363,0.00239446957562459,0.25393081638109494,18.54412154992231,0.25159624868335195,0.2840606088706501
83,1,0.02638823914870974,0.0012220292568472506,1,5,,0,4.407946020299779e-09,-4.720704240101451,0.10245407023482803,-0.6013717535565046,0.0346340669984367,0.01607884416095804,0.017079952450852563,0.02638823914870974,0.015629446614555297,0.0023831910561958316,0.2525759961998341,18.499190817950392,0.2524387376568967,0.2853766897633979
84,1,0.024891449530986903,0.0018420384075036886,1,21,,0,8.668010694086446e-09,-4.5469603077371294,0.08919627909484434,-0.6082735858435414,0.026662962109292324,0.016242851469068335,0.017308009779233996,0.024891449530986903,0.015495896950804921,0.0024989961481122255,0.2634840460660732,19.905112657645013,0.2532560629787178,0.28670037973193746
85,1,0.02439691992050189,0.002294941699748499,1,38,,0,5.04740559770808e-10,-4.50948612255271,0.010228897665216294,-0.6146830966823326,0.00936200258497608,0.016234206073517832,0.017134785045740435,0.02439691992050189,0.014975656493919185,0.0022951789337597862,0.2470379888069599,18.203440597483574,0.2540732383205636,0.28798513376116097
