step,evaluation_success,objective,gradient_rms,forward_converged,forward_iterations,forward_failure,line_search_failures,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv,inverted_cell_fraction,inverted_rest_measure_fraction,negative_det_f_mean,top_target_mae,top_target_rms,top_target_max,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_neighbor_jump_rms,activation_rms,detF/min,detG/min,detAinv/min,target/rms,target/mae,target/max,activation/rms,activation/neighbor_jump_rms
0,1,0.0013468013333333333,2.9650487878317347e-06,1,1,,0,1.1547619588393527e-17,0.9999999999999929,0.9999999999999929,1.0,0.0,0.0,0.0,0.033666666666666664,0.036698791987384724,0.05,0.036698791987384724,0.0,0.0,0.0,0.0,0.0,0.9999999999999929,0.9999999999999929,1.0,0.036698791987384724,0.033666666666666664,0.05,0.0,0.0
1,1,0.0009419332203642207,2.737338640151802e-06,1,5,,0,7.558739737950115e-10,0.9748069199196636,0.9524786601201425,0.9401179510920907,0.0,0.0,0.0,0.02783499122281471,0.030690930588110565,0.04185614426771738,0.030468729868615443,0.00020570149059557803,0.03529646312103479,0.9732382983317085,0.007153278685401297,0.029278555030024665,0.9748069199196636,0.9524786601201425,0.9401179510920907,0.030690930588110565,0.02783499122281471,0.04185614426771738,0.029278555030024665,0.007153278685401297
2,1,0.0005949748495508617,2.4251238872876196e-06,1,5,,0,1.3594415991146613e-10,0.9504842455185658,0.9082556717629598,0.8809749816272182,0.0,0.0,0.0,0.02174795060311078,0.024392106295907733,0.03392884901336445,0.02383368942427192,0.0003758589837130543,0.06879721965420757,1.504602460253513,0.013541938626377535,0.05571436360841556,0.9504842455185658,0.9082556717629598,0.8809749816272182,0.024392106295907733,0.02174795060311078,0.03392884901336445,0.05571436360841556,0.013541938626377535
3,1,0.00031538545127787846,1.978045175285927e-06,1,5,,0,3.7920625583098103e-10,0.9287520165417894,0.8532712030209548,0.8225617123362716,0.0,0.0,0.0,0.015385603216205588,0.017759094889038644,0.02609684396915624,0.016937791494978538,0.00051530043326601,0.09904928993086873,2.035889644775588,0.020588323978455836,0.08105143397517163,0.9287520165417894,0.8532712030209548,0.8225617123362716,0.017759094889038644,0.015385603216205588,0.02609684396915624,0.08105143397517163,0.020588323978455836
4,1,0.00012264596329133608,1.3849141982382345e-06,1,5,,0,3.1866676995340725e-09,0.9094461624091279,0.7949532719082926,0.7652203236264946,0.0,0.0,0.0,0.009554576874508372,0.011074563796887716,0.018054015791748722,0.010118083141833129,0.0006403491132740143,0.126092216332395,2.642230089076924,0.028836183744550017,0.10498100432313866,0.9094461624091279,0.7949532719082926,0.7652203236264946,0.011074563796887716,0.009554576874508372,0.018054015791748722,0.10498100432313866,0.028836183744550017
5,1,3.539348866620587e-05,8.192635600666218e-07,1,5,,0,1.264530792900419e-09,0.8907801484007846,0.7309724865675693,0.7091081277021527,0.0,0.0,0.0,0.005587338969559186,0.0059492426968653644,0.00988487552567183,0.004946217551180338,0.0007432472170483292,0.1483504602473199,3.165169484682873,0.03789702588634325,0.12663322393155144,0.8907801484007846,0.7309724865675693,0.7091081277021527,0.0059492426968653644,0.005587338969559186,0.00988487552567183,0.12663322393155144,0.03789702588634325
6,1,5.295103290421054e-05,1.051407595184759e-06,1,5,,0,4.403748397657484e-11,0.8708590420807476,0.6670646347931838,0.6552648838916952,0.0,0.0,0.0,0.006665923357387158,0.007276746038182901,0.014730213382753387,0.006600432767760163,0.0007695217955198915,0.16067109729857706,3.147687723066938,0.04660800481284893,0.14455655035638335,0.8708590420807476,0.6670646347931838,0.6552648838916952,0.007276746038182901,0.006665923357387158,0.014730213382753387,0.14455655035638335,0.04660800481284893
7,1,0.00013489919470753952,1.9192273101795824e-06,1,11,,0,7.974118922500483e-10,0.848814614521544,0.605615716355481,0.6067615525023732,0.0,0.0,0.0,0.011049978096411147,0.011614611259424033,0.019769312833226128,0.010833708528889327,0.0007049400923578627,0.16293300108189823,2.6616802461165907,0.05435345790635847,0.15708928448812254,0.848814614521544,0.605615716355481,0.6067615525023732,0.011614611259424033,0.011049978096411147,0.019769312833226128,0.15708928448812254,0.05435345790635847
8,1,0.00020750182199235457,2.358491182724735e-06,1,13,,0,1.912695370636334e-11,0.8074632487885288,0.5505003946264916,0.5699707012393828,0.0,0.0,0.0,0.013405062215210307,0.014404923533026982,0.0198201116616811,0.013413675208844594,0.0006018949460785492,0.16212260492971783,2.1823800230876875,0.06073764818961159,0.16323328565543213,0.8074632487885288,0.5505003946264916,0.5699707012393828,0.014404923533026982,0.013405062215210307,0.0198201116616811,0.16323328565543213,0.06073764818961159
9,1,0.00022473364512197683,2.488464595557336e-06,1,11,,0,5.567619995316638e-10,0.744483498445589,0.49741906048153395,0.5501270484963918,0.0,0.0,0.0,0.013626018987154332,0.014991118874919804,0.021056442716095834,0.013882947908337958,0.0006829353642989898,0.16837368513583473,3.723153881025246,0.06628305430231102,0.16382130638610476,0.744483498445589,0.49741906048153395,0.5501270484963918,0.014991118874919804,0.013626018987154332,0.021056442716095834,0.16382130638610476,0.06628305430231102
