candidate,young_min_scale,prestrain_gain,r0_classification,r1_classification,r0_fidelity,r1_fidelity,fidelity_difference,displacement_difference_fraction_of_target,worst_inverted_tets,worst_det_f_q001,worst_det_f_min,worst_skin_folds,worst_skin_area_q001,worst_skin_area_q999,classification_match,branch_unstable,robust_pass,ineligible_reasons
e025-p050,0.25,0.5,admissible,admissible,0.9442661677276337,0.9442319470058245,3.422072180925273e-05,0.00023648373265608349,0,0.9386666480323891,0.4308884276746801,0,0.8328473140191014,1.0044629058294254,True,False,True,
e025-p075,0.25,0.75,admissible,admissible,0.9219387134417995,0.9219191089897993,1.9604452000110406e-05,0.0001270793285516289,0,0.9083644228478275,0.4981995476761615,0,0.7598766819419748,1.0060943981483068,True,False,True,
e025-p100,0.25,1.0,admissible,physical-inadmissible,0.9039673462906926,0.903931617725007,3.5728565685677616e-05,0.0003224639813049385,2,0.8790470522929239,-0.9418308997049805,2,0.692991509172341,1.007686202166138,False,True,False,both replicate physical-gate sets must pass; any replicate inversion or skin fold is branch-unstable; replicate scientific classifications disagree
e050-p050,0.5,0.5,admissible,admissible,0.9450845672782971,0.9451032413816749,1.867410337774711e-05,7.529944499559719e-05,0,0.938420793256948,0.4167082326412649,0,0.8329079484182733,1.0042915303578313,True,False,True,
e050-p075,0.5,0.75,physical-inadmissible,physical-inadmissible,0.9231987284013657,0.923227966865336,2.9238463970293616e-05,0.00020813933938293878,1,0.9082382617786404,-0.17196495818564017,1,0.7599855149806486,1.0060236748308027,True,True,False,both replicate physical-gate sets must pass; any replicate inversion or skin fold is branch-unstable
e050-p100,0.5,1.0,admissible,admissible,0.9056744476853216,0.9056459971757957,2.845050952582362e-05,0.0005924240368670322,0,0.878605416060527,0.3690297780297297,0,0.6931229231710152,1.0074446420281642,True,False,True,
e100-p050,1.0,0.5,admissible,admissible,0.9459906867684004,0.9459812924427204,9.394325679923377e-06,6.834135754549847e-05,0,0.938303500715523,0.41190640258359795,0,0.8329683779020753,1.004136780230789,True,False,True,
e100-p075,1.0,0.75,admissible,admissible,0.9246455393690675,0.9245665213131153,7.901805595211808e-05,0.0003228332596921124,0,0.9078607128653906,0.28312711769738225,0,0.7600728497266367,1.0058839673089235,True,False,True,
e100-p100,1.0,1.0,admissible,admissible,0.9075126525181872,0.9075045181112568,8.134406930482285e-06,0.0003525035295928209,0,0.8781574004217063,0.5192156365457936,0,0.6932572427557777,1.0073361682377806,True,False,True,
