evaluation,objective,gradient_rms,gradient_inf,forward_iterations,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv
1,4.718203521102479e-05,1.0592096833659693e-06,4.911352907318483e-06,2,1.3008004442827198e-14,-16.162633613544827,0.1708780652784226,-0.20000401299944937
2,5.7260065460064754e-05,2.4777022726398715e-05,8.018449932538198e-05,5,1.0906503230520542e-15,-15.395487664679727,0.06202021189088959,-0.2661063459245626
3,4.457187337421752e-05,3.5977529186228324e-06,1.383757147925768e-05,4,9.753661250900908e-14,-16.12703030730449,0.21161902933091326,-0.22179313547936372
4,4.217194711917016e-05,4.671140058529242e-06,1.9302401035265915e-05,4,3.261049235024632e-13,-16.04000263640464,0.12306725988638811,-0.22238248883053788
5,4.3309976657173275e-05,1.594308377481181e-05,0.0001320072802208435,4,7.772041458807155e-15,-16.024909349562485,0.014389277703739732,-0.20354221623175772
6,4.1280152785347285e-05,4.033948880017205e-06,2.8007231117711813e-05,3,1.1004929280651525e-11,-16.116051049369172,0.07876576204201509,-0.21479275271009093
7,4.072487965432729e-05,1.763935534174583e-06,5.712406174930355e-06,3,6.180677038119318e-12,-16.1375152245875,0.10148803466874137,-0.20480680562344555
8,4.027646432634249e-05,1.7185657348954684e-06,5.707383822884369e-06,3,5.639989495703367e-12,-16.107407705927294,0.02693601670480204,-0.20601827679264334
9,3.969172933880678e-05,1.602978206012864e-06,5.779292666870153e-06,3,7.66146151660427e-12,-15.99680340261911,-0.058118567940760535,-0.21215788476911948
10,3.932817020299379e-05,3.940716345161177e-06,2.5749826437883524e-05,3,4.512372271569784e-11,-15.717770320866418,-0.19988521694916095,-0.23149473039195093
11,3.864675196941565e-05,1.4912595696701174e-06,5.590199684127559e-06,3,4.401594924989434e-12,-15.753751321678841,-0.19350875492945474,-0.23723175660592327
12,3.825525524447491e-05,1.4734913516151264e-06,4.382166727879027e-06,3,1.0515965128716415e-12,-15.648456052953645,-0.23716603659718136,-0.24514335571256948
13,3.675767474675969e-05,3.815705359853887e-06,2.0884308637063835e-05,4,2.1670281678907484e-15,-15.17708384857703,-0.39553374935928126,-0.4343132638557751
14,6.713879063586868e-05,3.681898509577093e-05,0.00016664403386807872,6,8.02376830940421e-12,-13.471660063419877,-0.8146615042830803,-1.3296377330133216
15,3.586779723337833e-05,5.891711781926543e-06,3.0016916001483796e-05,4,3.917159430992685e-13,-15.107701249632171,-0.4801670347671342,-0.5599768113703931
16,0.0003201769879736041,0.00019490474523324835,0.001000736489630165,6,3.995240763236402e-11,-7.252640924256954,-0.9070184643375043,-2.3771138958732707
17,3.569049090780973e-05,7.3342412524371666e-06,3.778688679268142e-05,4,1.2686901587874406e-15,-15.102983930893693,-0.561614879710842,-0.6985793108091726
18,3.4441805953792926e-05,4.943615448584585e-06,2.9073580787472027e-05,3,8.382159238152817e-12,-15.151570767858672,-0.5431838043389969,-0.6801153943057695
19,3.325180180135648e-05,3.035867116784845e-06,1.298056718658817e-05,3,1.2591805301769692e-11,-15.179365470818066,-0.5585450030532152,-0.7163991192976346
20,3.231623385512424e-05,2.4490939562385906e-06,9.902605164370903e-06,3,5.033676214068825e-12,-15.23740803644399,-0.5808782351330289,-0.7739287667328342
21,3.167372239728768e-05,1.5765580631697766e-06,4.952114384738236e-06,3,3.7288005626455845e-12,-15.40669326932302,-0.5706981979019742,-0.7576740508721647
22,3.1306142911933415e-05,1.5628843990228715e-06,6.197469464357493e-06,3,1.8430401018315716e-12,-15.466059782279325,-0.5841213691913172,-0.7874186374660971
23,3.0797966731276e-05,1.7744898331218904e-06,8.958291694149918e-06,3,6.945115267529884e-12,-15.66377336020388,-0.5846402810594118,-0.7897219626865548
24,3.0365739033964337e-05,1.852986948558978e-06,9.794577646838394e-06,3,1.88425919268054e-11,-15.77521438557789,-0.6079788644987953,-0.8485673330402792
25,2.9661976410410298e-05,1.9430169578563993e-06,7.41887924844337e-06,3,1.8691254218885104e-11,-16.082200798288095,-0.6137381120788847,-0.8863991634022148
