step,objective,mae,rmse,linf,grad_norm,learning_rate,worst_point_index,worst_point_ties,bump_highpass_rms,bump_laplacian_rms,bump_peak_to_valley,control_0,control_1,control_2,control_3,control_4,control_5,control_6,control_7,control_8
12,0.021536669023060895,0.009225044042094215,0.010883682149235702,0.021536669023060895,0.020936746598695235,0.05991519317277932,88,1,0.003485118682268433,2.6952932483351377,0.013398095918634167,2.349065610090275e-20,4.986154073836837e-08,0.4467416717460599,0.5661003486491526,0.6205001147653769,0.5588852537056981,0.4403393840944679,3.358378702312282e-08,1.4787758547569162e-20
13,0.020135315914577,0.00830078378449301,0.009976648049462923,0.020135315914577,0.020936746598695235,0.05990047795181578,88,1,0.003792446518067448,2.9215823802290477,0.014457992049780908,2.671013782524709e-20,5.653988612347046e-08,0.48818895074859964,0.6093742720551985,0.6694819057683161,0.6045205076372132,0.4841465306715463,3.9902837074550825e-08,1.7799343028020623e-20
14,0.01875654313917582,0.007457587417067379,0.009163514346139429,0.01875654313917582,0.02093674659869525,0.05988458823292369,72,1,0.004100832721013142,3.148033377023813,0.015606343031170606,2.951148481317402e-20,6.235087200254143e-08,0.5255930446433363,0.6484600627276692,0.7185293839962374,0.6540828106760337,0.5321880133085352,4.7393356871191274e-08,2.1386109662849578e-20
15,0.017374288674878426,0.006777053834892046,0.008468378408070262,0.017374288674878426,0.02093674659869525,0.05986752464340193,72,1,0.004411237470182987,3.375484314407369,0.01685069650436255,3.2897645393449165e-20,6.936301015456146e-08,0.5681459257539686,0.6925514872905216,0.7676642453741059,0.6989246116490871,0.5756188715056698,5.393887885086264e-08,2.4520372752424913e-20
16,0.01594991826652124,0.006304504205347259,0.007926327740845155,0.01594991826652124,0.020936746598695235,0.0598492878568918,88,1,0.004721703734074338,3.602702252804011,0.018006997873681607,3.678158334690076e-20,7.739753295263703e-08,0.6147115108838487,0.7405494682419085,0.8169025267208184,0.7395519319705399,0.6149371234810997,5.967933543655652e-08,2.72691376582359e-20
17,0.014558092796482423,0.00615234657905989,0.007569599333037661,0.014558092796482423,0.02093674659869525,0.05982987859335041,72,1,0.005034388849223565,3.831064811361049,0.019269729902422022,4.019834880041558e-20,8.446563764468369e-08,0.6569205815792187,0.7840853545130808,0.8662559944530928,0.784945301641722,0.659233620880251,6.657167452213904e-08,3.0580925436467415e-20
18,0.013855993887951851,0.006145349137809511,0.007427248018263981,0.013855993887951851,0.04159728722698189,0.05980929761902224,126,1,0.005347091049000885,4.059239123243707,0.020519959728672748,4.408795277579212e-20,9.250571115665891e-08,0.7030970781631612,0.8315260956349465,0.9157331429040397,0.8261566818474778,0.6994220074618852,7.265108771688769e-08,3.3502100088412446e-20
19,0.013759502356411768,0.006012828234538121,0.007261644858442282,0.013759502356411768,0.041597287226981784,0.059787545746408925,34,1,0.005577756601339669,4.259871575106134,0.02170980534653393,4.7526663976562714e-20,9.961375895359278e-08,0.7450263183547535,0.8746274861181756,0.9606846735638418,0.863598509262644,0.72945982354036,0.030006871277206266,0.029979246499962323
20,0.01365766048512216,0.005745008791030416,0.00705495406199234,0.01365766048512216,0.05000296495925617,0.05976462383423716,47,1,0.005730897169199977,4.4342030266684045,0.022362592201606295,0.030265779538960504,0.03029441009929269,0.7753574803584309,0.9138100191858509,1.0,0.8976360527134646,0.7567665289760788,0.057285393372137595,0.05723206505156357
21,0.01399702931104508,0.005551066384926616,0.006839954819969961,0.01399702931104508,0.05000296495925617,0.05974053278742476,113,1,0.00571523471645059,4.5034540270098065,0.022199158064611597,0.05779217923287563,0.05753123886182297,0.7459512776821324,0.9491854213062374,1.0,0.9285937219833017,0.7816023852750219,0.08209562886770644,0.08201834001426686
22,0.013834853618873148,0.005394256032206466,0.0065905097057560634,0.013834853618873148,0.04982228568874848,0.05971527355704503,63,1,0.005624676437348128,4.524701941395343,0.022242551850120723,0.0828367856941864,0.08231295130191799,0.7191957376641039,0.981372099475264,1.0,0.9564688251801793,0.7516648378697586,0.1043498198917235,0.10456972523056354
23,0.013860914250047797,0.005255613606058556,0.00635120328162813,0.013860914250047797,0.049822285688748476,0.05968884714028912,97,1,0.005529071912835719,4.510222829677917,0.022304788298858493,0.10563005629263025,0.10486746659381349,0.6945093599563408,0.9751476664352843,1.0,0.9818387202569464,0.7244178555079163,0.12460396895236758,0.12509389759559897
24,0.013241902243492275,0.00510344344479015,0.006093708588742454,0.013241902243492275,0.049822285688748476,0.05966125458042672,97,1,0.0054125421122708526,4.4612396297015255,0.022230807441317592,0.12637895596827453,0.12539947698676365,0.6720366550783896,0.9694813896698988,1.0,0.969685393192796,0.6992750632055305,0.1430418909155184,0.14377721848195102
25,0.012949020058893153,0.004974934755791137,0.005872495106765856,0.012949020058893153,0.04982228568874848,0.05963249696676485,63,1,0.005293209378993482,4.399589502684557,0.022115517133968303,0.1452698530557428,0.14409330958112784,0.6515758732725413,0.9643223999237297,1.0,0.9409573173056152,0.6760400906724221,0.15982911312669978,0.16078750306696638
26,0.011761770807448668,0.004864351590608792,0.005693115856859664,0.011761770807448668,0.04982228568874848,0.05960257543460484,63,1,0.005166266044722532,4.324545601522684,0.021501839500419104,0.16247095479659177,0.16111533396630867,0.632597305372208,0.9406962837153356,1.0,0.9147984213124364,0.6548830446174606,0.17511503745854157,0.17627621338795732
27,0.01097843447106555,0.004769566102639106,0.0055825729318202495,0.01097843447106555,0.020936746598695235,0.05957149116519758,88,1,0.005041107209352754,4.242983776204569,0.02153893183405716,0.1781343741343983,0.17661600594946242,0.6149631691378362,0.9052292161870564,1.0,0.8909774897009626,0.6356169202779983,0.18903477449861258,0.1903803193861952
28,0.011229723263492159,0.004707546282706097,0.005563408058219067,0.011229723263492159,0.02093674659869525,0.05953924538569677,72,1,0.00494466006737223,4.177731041930799,0.021724170225138978,0.19239789811484578,0.19073161573169473,0.5989047306917075,0.8729316667589619,1.0,0.8753554610752352,0.6180727974302329,0.20171071374435764,0.2032238912613514
29,0.011567241182985522,0.0046798543257435925,0.00560485100848496,0.011567241182985522,0.02093674659869525,0.05950583936911058,72,1,0.004871173611389041,4.125857740916757,0.021872144732585155,0.2053865124503767,0.2035857944840137,0.58428182596865,0.8486897487217021,1.0,0.8611299136889337,0.6020964920849351,0.2132538770529348,0.21491947226450658
30,0.011851733639785374,0.004681667626117866,0.005681041000282436,0.011851733639785374,0.02181558636998783,0.05947127443425135,71,1,0.004815899342359642,4.085521760057189,0.021979815846312263,0.217213724995387,0.21529082305347494,0.5709666826316084,0.8317078937927053,1.0,0.848176550701004,0.5875484517300653,0.2237650935927652,0.22556927042030878
31,0.012014022892398498,0.004687473791606251,0.0057720309549533074,0.012014022892398498,0.02181558636998783,0.05943555194568351,71,1,0.00477696513637276,4.0569528192227615,0.022042161059143146,0.2279827219313362,0.2259487749986344,0.5588438405280692,0.8229595668874727,1.0,0.836382113365188,0.5743018103688103,0.2333360262992115,0.2352661996129015
32,0.012040524747673965,0.004701398326146646,0.005866502313193243,0.012040524747673965,0.02181558636998783,0.059398673313669756,71,1,0.004751787841175323,4.038656577098367,0.022064170621347978,0.23778738362044669,0.2356525209115093,0.5478075612204006,0.8215320111082779,1.0,0.825643812572537,0.5622411402600385,0.24205007376436838,0.2440947943105386
33,0.012145572785583428,0.004743939695965992,0.005959507702846298,0.012145572785583428,0.02181558636998784,0.05936063999411533,89,1,0.004738983914619292,4.029473485024939,0.022069381861847162,0.24671318180956608,0.2444866154574391,0.5377615742574557,0.8266192682439336,1.0,0.815868063249652,0.5512613494272622,0.24998316680649682,0.25213201745204344
34,0.012158240915928566,0.004808274784148108,0.0060441013383310425,0.012158240915928566,0.02181558636998784,0.05932145348851057,89,1,0.004738679485704563,4.030287008857834,0.022040135386425026,0.2548379757611745,0.2525280845067424,0.528616947934649,0.8312502246606939,1.0,0.8151858994824978,0.5412679358642387,0.2572044753210543,0.25944797732229163
35,0.01202338580318383,0.004882248536183373,0.006118772421076998,0.01202338580318383,0.02181558636998784,0.0592811153438716,89,1,0.004749688930725403,4.039742197091025,0.02198102416268229,0.26223272167121675,0.2598471265518556,0.5202938536877425,0.835465293862083,1.0,0.8224572888118233,0.5321735538976603,0.263777038159294,0.26610656634688185
36,0.011759292922625623,0.004964437931222843,0.006186774949810638,0.011759292922625623,0.02181558636998784,0.05923962715267932,89,1,0.004772030751737446,4.056877683633191,0.02189633668505673,0.2689621071932608,0.26650774009259626,0.5127195134811767,0.8393013199773011,1.0,0.8366963873415639,0.5238985721416983,0.2697583265256585,0.2721660324488549
37,0.01169830702840749,0.005051498947903147,0.00625412816316388,0.01169830702840749,0.021118000636725382,0.059196990552816464,55,1,0.004806446279034983,4.081012240651312,0.02181541131870863,0.27508512086905634,0.2725682866761358,0.5058275595283971,0.8427919019069999,1.0,0.8570476464756828,0.5163703729422959,0.2752007495925284,0.2776794917919311
38,0.011539987857936383,0.005113064417003796,0.006292340935158386,0.011539987857936383,0.02093674659869525,0.059153207227503,72,1,0.004853260231814271,4.11596174260574,0.021714876687251944,0.280655564654376,0.2780830952647523,0.5115453174213448,0.850650038387243,1.0,0.8755626370123032,0.5095214337681088,0.2801521095964403,0.28269539027956475
39,0.011493499933536079,0.005178544627752668,0.006337213906509249,0.011493499933536079,0.05000089042003949,0.05910827890522964,146,1,0.004906432578717394,4.153509532545842,0.021597109492786017,0.28572251639792356,0.283099527625048,0.5167468714491741,0.8627485459112573,1.0,0.8924048547690605,0.5032914369022228,0.28465601252466,0.2872579200071695
40,0.011648038298354542,0.005075559904588068,0.006196938259355961,0.011648038298354542,0.05000089042003949,0.059062207359689624,14,1,0.004912948952571528,4.1734644042664355,0.0214899996180086,0.2903307481514664,0.28766189191362546,0.5214776009270178,0.8737519434170312,1.0,0.9077225802187396,0.4976253551751283,0.28847939225817926,0.24968474349605077
41,0.011142526773414388,0.004813035115829808,0.005898161584419214,0.011142526773414388,0.0235629804716644,0.05901499440970867,106,1,0.004884296404054858,4.178913458537531,0.021711633156865966,0.25238682460108014,0.29153507123792916,0.5257794205399684,0.883757722156974,1.0,0.9216515300146301,0.4924729865923725,0.2919561267111278,0.21551812473564994
42,0.011574178173228561,0.004532648376129024,0.005637634796786156,0.011574178173228561,0.049822285688748476,0.0589666419191732,97,1,0.004882946931512066,4.2011207172955825,0.022141782174916996,0.21788878596298122,0.2950565070048817,0.5296905695576685,0.8928548241977735,1.0,0.9383273270727326,0.5034922344344482,0.29511981897229206,0.1844543542071671
43,0.01128917891378612,0.004281533947945995,0.005415050805246615,0.01128917891378612,0.049822285688748476,0.05891715179695677,97,1,0.004854496863002832,4.1997033152325685,0.021927404610816447,0.1865289363666343,0.2982576077052098,0.5332459324092339,0.9011243886188844,1.0,0.9325024197330082,0.5131228062092251,0.29799571874675357,0.15621636706011655
44,0.010732599433379116,0.004068788973316512,0.005232531990826807,0.010732599433379116,0.02093674659869525,0.058866525996844644,72,1,0.004810180957098334,4.181633681691693,0.0213433041564378,0.15802659452814347,0.30116702427741326,0.5364773307968664,0.9086404308146439,1.0,0.9105145080190087,0.5214858299657074,0.3006095663446276,0.13055142373769318
45,0.010984671509179558,0.003903311412234347,0.005119467155961363,0.010984671509179558,0.020936746598695235,0.058814766517456735,88,1,0.004792625996042725,4.173685478872303,0.021420337254779296,0.13212574677005495,0.30381088967911113,0.5394143347042296,0.9206889211797682,1.0,0.8905338590515567,0.5290855355123667,0.3029848402381238,0.10722899663763974
46,0.01126163460648523,0.0037853567831696287,0.005060474320643528,0.01126163460648523,0.04982228568874848,0.05876187540216865,63,1,0.004795936868581157,4.174114490728636,0.021692611623067563,0.10859290667320504,0.30621303736611666,0.5420828204621506,0.93163626280688,1.0,0.877389948908931,0.5359909626968229,0.30514295263127234,0.08603884283503027
47,0.011333877158583798,0.003691420880491447,0.005008362711744953,0.011333877158583798,0.020936746598695235,0.058707854739031076,88,1,0.004773704014453301,4.154629815598012,0.021550907092705896,0.08721516177487125,0.3083952003291122,0.5440918578274982,0.9232448045683106,1.0,0.8654497343021927,0.5422640032784893,0.3071034289640892,0.06678924523096089
48,0.011415146511952398,0.0036544023342302335,0.004985734794463045,0.011415146511952398,0.020936746598695235,0.058652706660687275,88,1,0.004767495180961469,4.1435206833208476,0.02160349895502965,0.06779838993700564,0.31037719424063437,0.5459166068993494,0.9156234544821117,1.0,0.8596124701920325,0.5479621613062448,0.3088840714830893,0.04930540648072321
49,0.011419703810644381,0.0036906251949284804,0.004983510280512694,0.011419703810644381,0.020936746598695235,0.05859643334428896,88,1,0.004773706643121425,4.139692534259512,0.02162481697281081,0.050165629900472325,0.31217708266788285,0.5475736981398388,0.9087027194753006,1.0,0.8592853666255867,0.5531373190719441,0.3105011086719321,0.033427981758817366
50,0.01135500193664277,0.003784341740852801,0.004996415247154789,0.01135500193664277,0.020936746598695235,0.05853903701141031,88,1,0.004789876526767023,4.142277912675774,0.02161788614733602,0.034155592171531184,0.3138113294606926,0.5490782892102174,0.9024192607759344,1.0,0.8639330893677284,0.5578367640974484,0.31196933181270853,0.019011737886183495
51,0.011227771721716948,0.003893459981058546,0.005022139452642798,0.011227771721716948,0.020936746598695235,0.058480519927960266,88,1,0.004814440214004809,4.150592929849868,0.021585439873195666,0.01962129780002044,0.31529493770016104,0.5504441928957303,0.8967153593618248,1.0,0.8730721684602838,0.5621035882287281,0.3133022198187325,0.005924327617556671
52,0.011044092145757581,0.003972852810406431,0.005047784683145868,0.011044092145757581,0.020936746598695235,0.05842088440409308,88,1,0.004841907338099718,4.163902421583779,0.02153699432202266,0.006428833840908399,0.31664157673665555,0.5516839940648277,0.8915384272307508,1.0,0.8862659559309441,0.5659770525197719,0.3145120533667174,0.0
53,0.011036090127087603,0.004004297598817179,0.005063076961034782,0.011036090127087603,0.02093674659869525,0.058360132794117135,72,1,0.004867879071434872,4.18151265190211,0.021521944211610446,0.0,0.31786369835101524,0.5528091566145013,0.8868405605149755,1.0,0.9031200771762534,0.5694929208756652,0.3156100192571238,0.0
54,0.011023763821635599,0.004013595929379946,0.005076023977861806,0.011023763821635599,0.02093674659869525,0.05829826749640197,72,1,0.004896117356682546,4.203242134210143,0.021480925479810946,0.0,0.31897264297552536,0.5538307111945368,0.8877247662834032,1.0,0.9184137601466953,0.5726831952999135,0.3166063058441066,0.0
55,0.011312222333477805,0.004030137579356131,0.00509718248567516,0.011312222333477805,0.049822285688748476,0.0582352909532836,97,1,0.004930506282974626,4.228701328772628,0.021533826164238372,0.0,0.31997873682506806,0.5547581148120423,0.8936413474500591,1.0,0.9322893809028333,0.5755775828271111,0.3175101902990919,0.0
56,0.011055997416756495,0.0040274208338018005,0.005088425133712709,0.011055997416756495,0.049822285688748476,0.05817120565096811,97,1,0.004932215356771946,4.231392268852368,0.021404368475372904,0.0,0.32089138071216317,0.5555993775290138,0.8990083732626002,1.0,0.9271225113693348,0.5777703279957545,0.318330118025696,0.0
57,0.01079891619917778,0.0040130906907447205,0.005061781423863329,0.01079891619917778,0.02093674659869525,0.05810601411943351,72,1,0.0049097641392938695,4.216399441171603,0.02143346340141286,0.0,0.3217191312509934,0.5563623867153704,0.9038761629768302,1.0,0.9070119329063114,0.5793230036369433,0.31907377640111895,0.0
58,0.011009127969452796,0.004007671996737557,0.00505436266920533,0.011009127969452796,0.020936746598695235,0.058039718932329835,88,1,0.004900386562458656,4.2090637404376325,0.02146339623751766,0.0,0.3224697750939004,0.5570549286329672,0.9134621444766899,1.0,0.8887750251804724,0.5807310442965433,0.3197481614417131,0.0
59,0.011176292959645381,0.004007290646664946,0.005059126104667622,0.011176292959645381,0.020936746598695235,0.057972322706877556,88,1,0.0049002780331402155,4.207740804540186,0.02150491565806186,0.0,0.3231503967883371,0.5576828683137034,0.9221543074013969,1.0,0.876766944221694,0.5820083312448199,0.32035963796732175,0.0
60,0.011265080581780943,0.004011235520731754,0.00506897243425469,0.011265080581780943,0.020936746598695235,0.057903828103764265,88,1,0.00490713332857364,4.211566219210475,0.02153630075842783,0.0,0.3237674407921039,0.5582521513959637,0.9300349162518052,1.0,0.8703887334675546,0.5831669018623099,0.32091399573560014,0.0
61,0.011546747563118603,0.0040174117589181916,0.005080333634656362,0.011546747563118603,0.04982228568874848,0.0578342378270396,63,1,0.004919523550190816,4.219878362298857,0.021738090028139916,0.0,0.3243267681391377,0.5587681852529636,0.9371787880023641,1.0,0.8690987145351918,0.584217703724274,0.32141650035106545,0.0
62,0.011299320640831018,0.004004906030477089,0.0050589000132215435,0.011299320640831018,0.020936746598695235,0.05776355462400853,88,1,0.004898906963532685,4.206333674629325,0.021543958329355947,0.0,0.32483370781257315,0.5587676981847887,0.9255068612639288,1.0,0.8679295203032904,0.5851700862098922,0.3218719397732848,0.0
63,0.011251324034734365,0.003997705877867517,0.005043044055471867,0.011251324034734365,0.020936746598695235,0.05769178128512289,88,1,0.004886633676441225,4.1989644572875315,0.02155338846372871,0.0,0.32529310524645094,0.5587672567952504,0.9149299282920996,1.0,0.8713778294911885,0.5860337608393649,0.32228466679548895,0.0
64,0.011145250761890792,0.00399689594656579,0.00503295955744292,0.011145250761890792,0.020936746598695235,0.05761892064387119,88,1,0.004882013644091064,4.1972367524334,0.02153803495066607,0.0,0.3257093642413122,0.5587668568531725,0.9053465627026174,1.0,0.8789976847682127,0.5868169479042361,0.32265863783395243,0.0
65,0.010986713437051227,0.003998759976424675,0.005030302218382473,0.010986713437051227,0.020936746598695235,0.057544975576666796,88,1,0.004884767714920507,4.200717445336637,0.02152606921622327,0.0,0.32608648681582414,0.5587664945134111,0.8966645917439918,1.0,0.8903859414972334,0.5875271176687836,0.3229974483402945,0.0
66,0.01100880093027861,0.00400304124709448,0.005037716022320749,0.01100880093027861,0.02093674659869525,0.05746994900273435,72,1,0.004894909327813885,4.209052578534034,0.02152970081830516,0.0,0.32642810918310605,0.5587661662822887,0.8888002677096621,1.0,0.9051781765148564,0.5881710575292542,0.3233043651229521,0.0
67,0.011036896580180408,0.0040118086140635304,0.005053595464149589,0.011036896580180408,0.02093674659869525,0.057393843883994516,72,1,0.004912998389916566,4.2224213763305265,0.021505856301887588,0.0,0.3267375345789927,0.5587665165328735,0.8867811796238176,1.0,0.9185766215780856,0.5887543078256932,0.3235823558403985,0.0
68,0.011240982812686623,0.004026171580827379,0.005075094132690235,0.011240982812686623,0.049822285688748476,0.05731666322494708,97,1,0.004937817916599821,4.240177336843608,0.021457288773951602,0.0,0.32701776321029824,0.5587674853407298,0.8900263818130177,1.0,0.9307111557658545,0.5892825237867952,0.32383411590696004,0.0
69,0.010981880366363696,0.004022829439916491,0.005067861320891097,0.010981880366363696,0.049822285688748476,0.0572384100725523,97,1,0.004934172091170424,4.237677861177394,0.021455396365794667,0.0,0.32727151956896916,0.5587683626285128,0.8929650204755863,1.0,0.9255101907538171,0.589287584625215,0.32406209261931546,0.0
70,0.010913776560276839,0.004008472201460266,0.005043047190783666,0.010913776560276839,0.02093674659869525,0.057159087516110645,72,1,0.004908539019998685,4.218862057118816,0.021491623450968906,0.0,0.3275012773376121,0.5587691569482499,0.8956257422180375,1.0,0.9061823134223258,0.5888161056193015,0.3242685083939868,0.0
71,0.011010390991422574,0.0040029321068590345,0.005034644743364548,0.011010390991422574,0.020936746598695235,0.057078698687140814,88,1,0.004895344269323628,4.207852384702491,0.0214972516255695,0.0,0.32770928209314193,0.558770539529029,0.903145223059604,1.0,0.8886846707518989,0.5883892653157433,0.32445538112956684,0.0
72,0.011171779788713771,0.004000376745771951,0.005037092289565148,0.011171779788713771,0.020936746598695235,0.05699724675925614,88,1,0.004890830492082612,4.202823261202926,0.021535842583017578,0.0,0.3278975719980969,0.5587717910677477,0.9099523837170703,1.0,0.8770917164078544,0.5880035257602939,0.32462454192366397,0.0
73,0.011258925887482181,0.004000515750754912,0.005043982103511201,0.011258925887482181,0.020936746598695235,0.05691473494803926,88,1,0.00489298768195408,4.202958644704608,0.02155292749579173,0.0,0.32806799665338315,0.5587729238584633,0.9161140541531877,1.0,0.8708316208111493,0.587655033957185,0.3247776524689649,0.0
74,0.011279023991220796,0.004004853430869114,0.0050520844700790435,0.011279023991220796,0.020936746598695235,0.05683116651091519,88,1,0.004900565570800654,4.207624368165841,0.021545947391855676,0.0,0.3282222342716176,0.5587739490560377,0.9216908716862737,1.0,0.8693875879923643,0.5873402938933328,0.32491622048187635,0.0
75,0.011238575906987971,0.004011787335079835,0.005060520553606046,0.011238575906987971,0.020936746598695235,0.05674654474702274,88,1,0.004912889551371008,4.2163307983510165,0.021517240393355723,0.0,0.32836180731692816,0.5587748767800927,0.926737846091471,1.0,0.8722925927581029,0.5870561339626532,0.3250416137534167,0.0
76,0.011254121030291976,0.004020496366679242,0.005070097324532237,0.011254121030291976,0.04982228568874848,0.05666087299708426,63,1,0.004929708373901687,4.228701646680687,0.02158202538129128,0.0,0.32848809674477797,0.5587757162096604,0.9313048741177159,1.0,0.8791246148634722,0.5867996773063395,0.3251550729423606,0.0
77,0.01105741809443482,0.00401055373561436,0.005051976416145022,0.01105741809443482,0.020936746598695235,0.05657415464327375,88,1,0.004914404400684568,4.219274004281379,0.02147188079638472,0.0,0.32860235453254355,0.558264007516885,0.9174870767171749,1.0,0.8853057711055836,0.5865676524924992,0.325257723220502,0.0
78,0.010920826872700361,0.004009337393894354,0.005044403290820668,0.010920826872700361,0.020936746598695235,0.05648639310908332,88,1,0.0049077174416600425,4.215593586694118,0.021467990721660307,0.0,0.3287057168117483,0.5578010948527263,0.904987298296406,1.0,0.8951179816246984,0.5863584190697739,0.32535058487061325,0.0
79,0.010940850102581088,0.004010678079705234,0.00504859249695066,0.010940850102581088,0.02093674659869525,0.056397591859188065,72,1,0.0049093264598350245,4.217223584705686,0.02149338624431444,0.0,0.32879921322024064,0.5573823669375852,0.8936809860986622,1.0,0.9082075791122333,0.5861698259608441,0.3254345829290842,0.0
80,0.011013044593212694,0.004017236005980339,0.00506215060905083,0.011013044593212694,0.02093674659869525,0.05630775439930929,72,1,0.0049198171716124395,4.224493688232198,0.021489564424980047,0.0,0.3288837771425872,0.5570043397528,0.8884944372697688,1.0,0.9200469353199046,0.5859992507127771,0.32551055595743933,0.0
81,0.011241287887996915,0.004028462173773266,0.005080838399368866,0.011241287887996915,0.049822285688748476,0.05621688427607608,97,1,0.004937597567055618,4.2366522586916995,0.021459473654338725,0.0,0.3289602545894828,0.5566631612117942,0.8888139581305298,1.0,0.9307544639245677,0.5858449868239102,0.32557926401969584,0.0
82,0.011004568775067579,0.004023297671843383,0.005072469949800911,0.011004568775067579,0.02093674659869525,0.056124985076885306,72,1,0.004928920498468863,4.230170962587062,0.02147160239866694,0.0,0.3290294122715146,0.5563546373517109,0.8891028971683693,1.0,0.9252725102932692,0.5851981516745252,0.32564139549331467,0.0
83,0.01093122902112769,0.004021631854921371,0.0050687620151005155,0.01093122902112769,0.02093674659869525,0.05603206042975999,72,1,0.004928777118945582,4.229777456087571,0.021455950961949508,0.0,0.3290919449388518,0.5560763749643879,0.8943712336564824,1.0,0.9203160111620879,0.5846132806065057,0.3256975750334121,0.0
84,0.01079555235262612,0.00402315579268163,0.005071212441391003,0.01079555235262612,0.02093674659869525,0.05593811400320609,72,1,0.004936764174531882,4.23495788284599,0.02141531138532709,0.0,0.329148482052214,0.5558255014470035,0.9041171603240956,1.0,0.9158350428088494,0.5840844862436388,0.32574836814942926,0.0
