step,objective_total,objective_data,objective_regularizer,gradient_rms,equilibrium_residual_rms,forward_iterations,forward_converged,numerically_equilibrated,min_det_f,min_det_g,min_det_ainv,min_singular_ainv,orientation_preserving,verified_admissible,top_uy_mean,top_uy_range,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_l2_rms,activation_max_abs,activation_neighbor_jump_rms,activation_physical_h1_squared
10,0.002853347986016674,0.002853347986016674,0.0,0.00020364358575917534,5.840057701511817e-06,80,0,0,-0.1368152305230417,-0.1368152305230417,0.05031439106640737,0.05316911961825128,0,0,0.018447574404622344,0.12189423832011965,0.09252050560848672,0.0037394370068167715,0.5795093521188767,36.9502302376866,0.46967748790425173,0.5052170300761367,0.04961650821099855,3.536256415208296
11,0.0029201511530730084,0.0029201511530730084,0.0,0.002636333545118782,1.288973152024424e-05,80,0,0,-58.39482114903963,-0.3413490055478576,-0.006658150552228786,0.0034983376770295455,0,0,0.01519817680841838,0.10059692078726166,0.0935972940806465,0.00332440350418778,0.5021954225188705,38.05913148851624,0.48838021159345935,0.5563797818485827,0.05481924720191692,4.364195411928788
12,0.0032303733162671565,0.0032303733162671565,0.0,0.0026019106159174393,5.185891144678115e-05,80,0,0,-35.666310109841724,-1.3901770404838907,-0.04300481789371875,0.004243175423765065,0,0,0.003962374140316393,0.06561692802120561,0.09844348606587167,0.0037316294363142423,0.526034128224014,75.11657276633753,0.48647562773752384,0.5976667716018783,0.054055747996005495,4.554194720574117
13,0.003165757555837357,0.003165757555837357,0.0,0.0005300967880490958,4.390443589161603e-05,80,0,0,-26.553105141934893,-0.897999604520531,-0.07324366686344198,0.014373873101130603,0,0,0.0046937814904710815,0.06297789573903802,0.09745395152333265,0.0035745811216646426,0.4609829132107031,55.021263720528886,0.48907054315616055,0.6281612979674042,0.0539242418224168,4.754216540032384
14,0.0030928068808595377,0.0030928068808595377,0.0,0.0008118149319238283,2.5443308307103656e-05,80,0,0,-21.182499299260126,-0.3513805365437003,-0.13585695478384738,0.0015225794625012548,0,0,0.004759693277381257,0.05399932714849809,0.09632455887559835,0.0026046248955699488,0.373157246549172,55.207173347042556,0.49677060152122615,0.6621935272636302,0.05531380368612093,5.309192588690991
15,0.0029809970276077264,0.0029809970276077264,0.0,0.0004780190797430558,2.4989822528256705e-05,80,0,0,-13.360268182611474,-0.48236275541788515,-0.18842409143595915,0.030546736406983993,0,0,0.0075358191470011856,0.0590651798984949,0.09456738910863079,0.003067291860526169,0.4403740803635624,61.27213730850164,0.5042337020114099,0.6952931740543814,0.05883215951736984,6.558132114030899
16,0.003036304667472257,0.003036304667472257,0.0,0.00960433637335047,1.2954243344328097e-05,80,0,0,-10.06574939075642,-0.47073632016053085,-0.24242694737344728,0.010209250164005685,0,0,0.0056526352852172175,0.04751372884207386,0.09544063077335968,0.0025910237384127073,0.37753392162753086,53.05168608881595,0.5128630216188773,0.7316787743771833,0.06352729227522515,8.193870660317971
17,0.0031177454029138164,0.0031177454029138164,0.0,0.00029934813723706645,1.2321848189197928e-05,80,0,0,-22.41283393019966,-0.5783505226350301,-0.285320816448789,0.039456020175515805,0,0,0.0038835553182792995,0.03411836425603036,0.09671213061835342,0.0017109140782250564,0.2811603866772121,45.48083859381232,0.5210910746654913,0.7665896927423882,0.06927483333216923,10.095214322329804
18,0.0030356419062495107,0.0030356419062495107,0.0,0.00032369899507238195,7.934424911001559e-06,80,0,0,-17.648891663752284,-0.8271743548717224,-0.34886659058048675,0.03926441433257827,0,0,0.005437997417268632,0.03244563321589293,0.09543021386724715,0.0020449683129766137,0.3466203685919389,57.579498947968055,0.5319474306014916,0.8022567818559988,0.07632706128238739,12.594328750948687
19,0.0036430199811090668,0.0036430199811090668,0.0,0.0061865030827911284,1.6678056100255086e-05,80,0,0,-19.964104277010666,-0.5004920198234544,-0.407890358448808,0.02261080248231193,0,0,-0.002523866938509394,0.06785754727889151,0.10454214434058257,0.0030104194534530887,0.46477088611080214,66.15835665454107,0.544738213884272,0.8348783261266784,0.08425699982251209,15.627058438765243
20,0.0031162926214946657,0.0031162926214946657,0.0,0.0014004731198960893,8.972761041167202e-06,80,0,0,-14.937768384999528,-0.47798986060509036,-0.4524392580493343,0.02373409056646978,0,0,0.004350343054111285,0.03667450802540105,0.09668959543034607,0.0019387212487000228,0.3093077627837584,46.412886019295826,0.5568962912847241,0.8667118018502998,0.09068294084485899,17.90516916670282
21,0.0030597334909245426,0.0030597334909245426,0.0,0.0011363453171328627,8.059419979020255e-06,80,0,0,-10.551271884601043,-0.3669197680950625,-0.49438296037441715,0.014582095571626444,0,0,0.005304633766559893,0.026422807258613307,0.09580814408375536,0.001705866562019296,0.274196653582982,43.90100527568731,0.5681117505332303,0.8946847403982242,0.09716175939057597,20.345894998030666
22,0.0033279333774529503,0.0033279333774529503,0.0,0.0005380596681956888,8.260743447927724e-06,80,0,0,-19.80239427687199,-0.2183663771025689,-0.5317788349083985,0.0025054540520632407,0,0,0.0007174427688793404,0.04162615890244378,0.09991896783073197,0.002622816899424536,0.4045274123929296,63.38810749938601,0.5778412179846945,0.9199873626245365,0.10439284376964547,23.445121608361887
23,0.003371682723761542,0.003371682723761542,0.0,0.0003142674958563347,4.682118365352917e-06,80,0,0,-13.453477940642989,-0.2856286053700809,-0.5646091689059458,0.018260707371392664,0,0,-0.00021696000712475793,0.02291255169120284,0.10057359579573869,0.0020049778691161803,0.30646035867185456,49.12966709817005,0.5873755321235159,0.9431245046266807,0.1110686320266235,26.498328431666927
24,0.0036591508750882015,0.0036591508750882015,0.0,0.005922277125509366,8.952974411366852e-10,74,1,1,-13.03385629237349,-0.21422305364098765,-0.5959998307394311,0.004979987565485905,0,0,-0.0040763752076650546,0.03900752631808298,0.10477333928659813,0.0023897483139302686,0.3501109278847475,50.8280681726243,0.596630238699904,0.96411898867417,0.11722376031409774,29.529689600201838
25,0.0035168364076963946,0.0035168364076963946,0.0,0.0005847683904238066,1.7498191368570908e-12,53,1,1,-10.980480197393975,-0.21785027315065914,-0.6237063334160821,0.052918909594365605,0,0,-0.0023219244078886633,0.03189163730775255,0.10271567175017249,0.002172596836412573,0.3223273044408979,48.69332038054079,0.6040474244015537,0.9834339143477736,0.1237402822911092,33.16115183134974
26,0.0035682556207906613,0.0035682556207906613,0.0,0.00034097870603315406,1.0010514898698198e-10,52,1,1,-9.071953751910195,-0.21706215902394538,-0.6501193326264302,0.09145851950535008,0,0,-0.0029467841111935583,0.032056962535423235,0.10346384326117015,0.0021090053591116117,0.3199191543667406,48.73514566534207,0.6118115517864912,1.001122278476165,0.12976271968850558,36.68564999208258
27,0.003567381828441207,0.003567381828441207,0.0,0.00024189398289790846,7.452382298580181e-12,63,1,1,-7.616942915126259,-0.21508757510810256,-0.6760006136026581,0.1238770516773881,0,0,-0.0028999581088823357,0.03316199208181408,0.10345117440282454,0.002117751010191628,0.3198063488029109,48.34816823141234,0.6198476594618927,1.017393187310023,0.13526081430057546,40.06106222176692
28,0.003551886076818711,0.003551886076818711,0.0,0.00019999255113254863,2.2366291485525587e-11,51,1,1,-6.489119976300124,-0.2148192181306006,-0.7015385143855519,0.12228713429692262,0,0,-0.0026897933684935107,0.03195091312855785,0.10322624777863493,0.0020357504045519273,0.3122009267053691,47.21864954928567,0.6280134435118201,1.0324173739392046,0.14023189396033758,43.24446234861829
29,0.0035089152242157116,0.0035089152242157116,0.0,0.00019110898214551707,2.282539879028801e-06,80,0,0,-5.54938360143288,-0.22153273473490429,-0.7269036076512678,0.10977017625485516,0,0,-0.002242435088068242,0.03436935629167685,0.10259993017856851,0.001989277528114617,0.31107165533154213,47.039882879474376,0.636224394158232,1.046328944866182,0.14469264585346703,46.21431820017467
