step,objective_total,objective_data,objective_regularizer,gradient_rms,equilibrium_residual_rms,forward_iterations,forward_converged,numerically_equilibrated,min_det_f,min_det_g,min_det_ainv,min_singular_ainv,orientation_preserving,verified_admissible,top_uy_mean,top_uy_range,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_l2_rms,activation_max_abs,activation_neighbor_jump_rms,activation_physical_h1_squared
10,0.0028199689825974122,0.0028199689825974122,0.0,2.2020927684751696e-05,6.162703342383216e-06,80,0,0,0.03518031877061089,0.02447902845316804,0.04959985508135623,0.052502873534578,1,0,0.013075571344903645,0.07590333510055938,0.09197775246108288,0.00228097999206831,0.3770156510952268,27.586364471204153,0.4395954219454107,0.5033473479008279,0.10179575516816361,18.383827159012768
11,0.0027720245698972545,0.0027720245698972545,0.0,0.00010390940890464608,2.511706725679347e-06,80,0,0,-65.40537979816905,-0.15228060636835797,-0.011959129800588586,0.0007414558185661421,0,0,0.01411037668699978,0.08463062553576498,0.09119250906566703,0.002378568515627046,0.3984682081258792,31.359179338175387,0.46420501335781655,0.554454311056899,0.11696863304964507,24.930994490955896
12,0.002861692923734201,0.002861692923734201,0.0,0.00018319263836555276,2.2878810922980506e-05,80,0,0,-28.888950916700765,-0.3537199200918716,-0.06266923920161865,0.0013847185963490832,0,0,0.0103845999717557,0.06184451177614735,0.09265570015494244,0.0020324126262336695,0.32910042903088554,33.78087354407001,0.47964947427143834,0.6049624896642646,0.13338679836260323,32.94963290716725
13,0.0030008027324628086,0.0030008027324628086,0.0,0.0018407140752190274,2.1873724439307474e-05,80,0,0,-59.901808914852985,-0.6454885609167694,-0.1224006705600849,0.000995345498417637,0,0,0.006504862917608312,0.038549385052074704,0.09488102127079169,0.0020122892876602416,0.27501682659876975,32.147633160817044,0.4846212720824349,0.6429707804230742,0.14345953921916374,38.28145788355839
14,0.003020183625584518,0.003020183625584518,0.0,0.00033037050449945385,2.4464206243893344e-05,80,0,0,-36.074233776040494,-0.45623050986116426,-0.1688925144531886,0.0003362693677677821,0,0,0.005554842178347417,0.034249889585960126,0.0951869259759635,0.0017404384400677893,0.2618718307205523,35.54572270619658,0.4864172549285983,0.6809704109367147,0.1548905433010479,44.9251367779862
15,0.00309330463925559,0.00309330463925559,0.0,4.1229799241899206e-05,3.327310968417156e-05,80,0,0,-31.50621126998515,-0.32170563762761734,-0.21401926357645198,8.45083853327314e-05,0,0,0.004272946824287979,0.03437013873595164,0.09633230983302939,0.002010697166907598,0.28456970673957444,34.33877397651263,0.48739117501793283,0.7281586437802265,0.16572504161926258,51.59521918536876
16,0.003107626681197654,0.003107626681197654,0.0,2.7723427832824705e-05,1.047235973215246e-05,80,0,0,-20.482512820918306,-0.3094236400981663,-0.26969482190299265,0.00017562862100886276,0,0,0.003980038061315251,0.0363614324252877,0.09655506223701045,0.002026611338062793,0.2844781753588821,33.01580439138184,0.4894212408290594,0.7516965868015889,0.17875954370689146,60.3419381497887
17,0.003105768466489148,0.003105768466489148,0.0,3.4794720243811436e-05,7.18597148734171e-06,80,0,0,-25.783787783332862,-0.28916519103241933,-0.32177730502161306,0.00040163941349985385,0,0,0.0038568498831161053,0.03186052620746464,0.0965261902255934,0.0018617734380117334,0.26145666662441835,30.958680521051036,0.49210556018130186,0.7811020409353584,0.19269122415679676,70.45703541434386
18,0.0031186956659617544,0.0031186956659617544,0.0,2.276706862872156e-05,1.9410789472137454e-07,80,0,0,-37.65498264097986,-0.20547331378844913,-0.37394093337843215,0.0007280388717917569,0,0,0.0036352856605962923,0.038708571556737896,0.09672686802479062,0.0018337631661998575,0.2590870312164946,29.309627314510685,0.4949720470863405,0.8129947281344018,0.20646827840903426,81.3100753539627
19,0.0031491209944646153,0.0031491209944646153,0.0,2.9584413352650102e-05,4.160590181072092e-06,80,0,0,-17.628774672206358,-0.2582958954062903,-0.4212706445704312,0.0014112360651789035,0,0,0.003131068946893874,0.03992778617878729,0.09719754617990027,0.0018530980270713912,0.2651682073270356,31.968803242466432,0.49835172312071846,0.8418856785391731,0.2202418701993749,92.96183013871143
20,0.003126087037588506,0.003126087037588506,0.0,2.183804218034205e-05,4.114683682185273e-06,80,0,0,-19.42491742391856,-0.3093149468995004,-0.4651576009801577,0.0021476182531293955,0,0,0.003504783596424817,0.03774151432867035,0.09684142250486368,0.00185223555216308,0.25997042575070956,31.258873818879344,0.5021738395282482,0.8675506889990284,0.23362023004174723,105.02919152191576
21,0.003124215815652245,0.003124215815652245,0.0,2.459469116612136e-05,5.584964529146634e-06,80,0,0,-24.60396870959153,-0.46841334341520513,-0.5053315322903301,0.002098299813923421,0,0,0.0035573459003311572,0.023181547936122288,0.09681243436127787,0.001457457512070695,0.21600184621868349,30.294083668939518,0.5060245923014431,0.89036080928918,0.24589852232579942,116.84538497470585
22,0.0030966719863099743,0.0030966719863099743,0.0,1.610778197768069e-05,2.828697495336456e-10,39,1,1,-18.4419280443125,-0.5414354859428933,-0.5419826293189146,0.0019888847984021545,0,0,0.004031776822646935,0.026099903338975244,0.096384728867855,0.0015349027537882615,0.22482474228596236,30.096192970644317,0.509701282272513,0.9106918160442637,0.2568836029267838,128.13573149194454
23,0.0030775665499323777,0.0030775665499323777,0.0,2.571879361573949e-05,3.272406989356046e-10,14,1,1,-15.923686353120392,-0.3997451827803842,-0.5753710107796528,0.000828940451469793,0,0,0.0044163996267245955,0.02716874006119804,0.09608693797700671,0.0015415225847407049,0.22803345348308932,30.7817438556136,0.5134863168399244,0.9289349569221232,0.2670325690581621,139.01059234979436
24,0.003077524420155288,0.003077524420155288,0.0,2.0464231402561445e-05,1.2368628965918458e-10,35,1,1,-13.522055542621066,-0.5167222906751503,-0.6063811264476409,0.004389560709360893,0,0,0.004418790236992388,0.02344082253804994,0.09608628029258841,0.0013804173474160878,0.20929003345984412,28.64087944145677,0.5174185316436165,0.9448662474907057,0.2767158318234637,149.63551343005668
25,0.0030632239738975138,0.0030632239738975138,0.0,2.1526485164098675e-05,3.676273802608441e-10,37,1,1,-11.990581699055515,-0.5220704435349036,-0.6345318395166124,0.010800969631959161,0,0,0.004676903610720843,0.024112522129818667,0.0958627765177524,0.0014131259524708258,0.21363228851066718,29.56972847678725,0.5215393605297457,0.9591464145217051,0.28558011122450744,159.66941169245746
26,0.0030407695290457547,0.0030407695290457547,0.0,1.0996851299212782e-05,2.0558274314119754e-11,33,1,1,-11.664825942486798,-0.4988630676991825,-0.6614434744253607,0.004032058575657065,0,0,0.005193420485109025,0.027796611662136973,0.09551077733500687,0.00154082548042795,0.23619660349009147,32.5833448897883,0.525765191617082,0.972082968934582,0.2937165762345468,169.1307965852444
27,0.0030501110643121115,0.0030501110643121115,0.0,2.0986008522206482e-05,5.077242654815914e-10,15,1,1,-12.942485454276524,-0.41383590693487543,-0.6859746968531212,0.014935433936287938,0,0,0.0049482377671820135,0.02696565534331521,0.09565737396006822,0.0014859967770930248,0.2305319745558328,33.01591893808286,0.5301201877793376,0.9838227217611699,0.30120410856510726,178.06159023073093
28,0.003037845188364785,0.003037845188364785,0.0,1.8622994945948718e-05,2.0121653310417392e-10,26,1,1,-14.524627460444432,-0.4364418105742698,-0.7081450103920119,0.0027210908918075777,0,0,0.005219642695237836,0.0278633446048181,0.09546483941794671,0.0014744904221397654,0.23113164324245195,33.19249201032587,0.5341898839674536,1.002069009703087,0.3078103630485065,186.03397118169931
29,0.003030208102908907,0.003030208102908907,0.0,1.634153194469002e-05,1.8875236851864523e-12,36,1,1,-15.0484776151714,-0.4338862244813772,-0.7279155616923014,0.001388379628366633,0,0,0.005343306084133308,0.025877643121216813,0.09534476550250005,0.0014615851818641844,0.22075547009195765,29.26466097713979,0.5381055594950347,1.0223013212714798,0.3136849803840582,193.2485016875811
30,0.0030162715812606057,0.0030162715812606057,0.0,1.1745492978621836e-05,3.0793764304679127e-10,26,1,1,-18.224731362509683,-0.4361039064886415,-0.74574437631828,0.013825163382120854,0,0,0.005650813085493927,0.025324532207324744,0.09512525817984316,0.0013443579185344172,0.21033034136429699,28.41396227997811,0.5418977169513517,1.0414425705552999,0.31893001034436885,199.89414302836462
31,0.0030131559846810953,0.0030131559846810953,0.0,2.5823646048285937e-05,2.38690472321941e-10,9,1,1,-19.399618675888263,-0.3995197810813158,-0.7618511778477383,0.009566310343259766,0,0,0.00571533305194496,0.025123606300825795,0.09507611663316548,0.0013528624694211424,0.21047833611053973,28.188951414078563,0.5456351145233352,1.059537754367794,0.32366880516215635,206.11745208065247
