activation/n_active_tets,case,delta/surface_displacement_laplacian_rms,delta/surface_error_edge_rms,delta/target_error_max,delta/target_error_rms,forward/grad_norm,forward/relative_grad_norm,forward/result,forward/steps,forward/success,mesh/n_cells,mesh/n_points,prestrain/surface/displacement_edge_rms,prestrain/surface/displacement_laplacian_max,prestrain/surface/displacement_laplacian_rms,prestrain/surface/error_edge_rms,prestrain/surface/n_edges,prestrain/surface/n_triangles,prestrain/target/error_max,prestrain/target/error_mean,prestrain/target/error_rms,prestrain/target/error_rms_fraction_of_target,prestrain/target/target_max,prestrain/target/target_rms,previous/surface/displacement_edge_rms,previous/surface/displacement_laplacian_max,previous/surface/displacement_laplacian_rms,previous/surface/error_edge_rms,previous/surface/n_edges,previous/surface/n_triangles,previous/target/error_max,previous/target/error_mean,previous/target/error_rms,previous/target/error_rms_fraction_of_target,previous/target/target_max,previous/target/target_rms,surface/energy,surface/n_prestrain_triangles,surface/preferred_metric_scale,surface/prestrain,surface/rest_area,surface/stiffness,surface/tensile_prestrain,target/n_points,time/total_s
420,515k-nosmas,-0.0005407018298212874,0.017666742115159832,0.4539635859331243,0.11269603436013134,0.003302907959752912,0.0004922427133504934,primary_success,6287,True,253876,58651,0.016236577001549936,0.04898904386152854,0.006028883451975392,0.02039244913738224,19866,13079,0.5304618968378905,0.11353398333554351,0.12941686257460203,1.8226126592127705,0.5994234990558969,0.07100623487960422,0.014282135834593361,0.136803845091302,0.006569585281796679,0.002725707022222409,19866,13079,0.07649831090476618,0.008857655495454116,0.016720828214470684,0.23548394366807304,0.5994234990558969,0.07100623487960422,7.815932598943429,13079,0.8264462809917354,0.1,430.17431968961205,1.0,True,6787,54.348517513950355
283391,3152k-expression001,-0.0056058430941448405,-0.006248112901132443,0.21287353942780335,0.04213596486415989,0.1260620777895919,0.004699280874004025,max_steps_reached,10000,False,1127541,225052,0.019453595263083188,0.08709083311602861,0.006973839484170491,0.015785611996976184,51951,34372,0.38090238644076807,0.07572307281925546,0.09720067028402385,0.3269873505437672,1.2517458639978156,0.29726125528214753,0.027153506236334564,0.14100300853560377,0.012579682578315331,0.022033724898108627,51951,34372,0.16802884701296472,0.03269684849807445,0.05506470541986396,0.18524010257441362,1.2517458639978156,0.29726125528214753,13.765756453555415,34372,0.8264462809917354,0.1,436.1964721321799,1.0,True,17582,299.717679399997
