activation/n_active_tets,case,delta/surface_displacement_laplacian_rms,delta/surface_error_edge_rms,delta/target_error_max,delta/target_error_rms,forward/grad_norm,forward/relative_grad_norm,forward/result,forward/steps,forward/success,mesh/n_cells,mesh/n_points,prestrain/surface/displacement_edge_rms,prestrain/surface/displacement_laplacian_max,prestrain/surface/displacement_laplacian_rms,prestrain/surface/error_edge_rms,prestrain/surface/n_edges,prestrain/surface/n_triangles,prestrain/target/error_max,prestrain/target/error_mean,prestrain/target/error_rms,prestrain/target/error_rms_fraction_of_target,prestrain/target/target_max,prestrain/target/target_rms,previous/surface/displacement_edge_rms,previous/surface/displacement_laplacian_max,previous/surface/displacement_laplacian_rms,previous/surface/error_edge_rms,previous/surface/n_edges,previous/surface/n_triangles,previous/target/error_max,previous/target/error_mean,previous/target/error_rms,previous/target/error_rms_fraction_of_target,previous/target/target_max,previous/target/target_rms,surface/energy,surface/lambda,surface/mu,surface/n_prestrain_triangles,surface/prestrain,surface/prestrain_length_scale,surface/rest_area,surface/stiffness,surface/tensile_prestrain,target/n_points,time/total_s
58494,515k-expression000-smas1,-0.004771278070339639,0.007427691316911584,0.6225275671106126,0.23280508304698758,0.029503181050750896,0.0006426011437371551,max_steps_reached,10000,False,253876,58651,0.0345312074609985,0.12624602442900573,0.014404025510174645,0.035854433607332106,19866,13079,0.8220688038103371,0.22240381271633042,0.2742383178201039,0.7802417839668191,0.9656781194874481,0.35147863579652416,0.04058748437201949,0.13653856280301135,0.019175303580514284,0.028426742290420522,19866,13079,0.19954123669972448,0.031548278458864334,0.0414332347731163,0.11788265502743835,0.9656781194874481,0.35147863579652416,1.3192445772002506,16.442953020134212,0.33557046979865773,13079,0.04,0.9615384615384615,430.17431968961205,1.0,True,6787,100.0587203130126
283391,3152k-expression000-smas100,-0.005568954084689338,-0.0013772013561424296,0.2476166452675618,0.10412996303113714,0.11801884265865158,0.0020157185693796785,max_steps_reached,10000,False,1127541,225052,0.02262950724095556,0.07660100770009338,0.00807453282568105,0.01995378038439622,51951,34372,0.41672698297275973,0.12958179474090764,0.1486969269270063,0.4850262345332388,0.9800935666165747,0.3065750187102841,0.028040099455291758,0.12882800550398252,0.013643486910370388,0.02133098174053865,51951,34372,0.16911033770519793,0.03671051553123811,0.04456696389586918,0.14537050045158872,0.9800935666165747,0.3065750187102841,7.457871872913766,16.442953020134212,0.33557046979865773,34372,0.04,0.9615384615384615,436.1964721321799,1.0,True,17582,306.9689817209728
