activation/n_active_tets,case,delta/surface_displacement_laplacian_rms,delta/surface_error_edge_rms,delta/target_error_max,delta/target_error_rms,forward/grad_norm,forward/relative_grad_norm,forward/result,forward/steps,forward/success,mesh/n_cells,mesh/n_points,prestrain/surface/displacement_edge_rms,prestrain/surface/displacement_laplacian_max,prestrain/surface/displacement_laplacian_rms,prestrain/surface/error_edge_rms,prestrain/surface/n_edges,prestrain/surface/n_triangles,prestrain/target/error_max,prestrain/target/error_mean,prestrain/target/error_rms,prestrain/target/error_rms_fraction_of_target,prestrain/target/target_max,prestrain/target/target_rms,previous/surface/displacement_edge_rms,previous/surface/displacement_laplacian_max,previous/surface/displacement_laplacian_rms,previous/surface/error_edge_rms,previous/surface/n_edges,previous/surface/n_triangles,previous/target/error_max,previous/target/error_mean,previous/target/error_rms,previous/target/error_rms_fraction_of_target,previous/target/target_max,previous/target/target_rms,surface/energy,surface/lambda,surface/mu,surface/n_prestrain_triangles,surface/prestrain,surface/prestrain_length_scale,surface/rest_area,surface/stiffness,surface/tensile_prestrain,target/n_points,time/total_s
58494,515k-expression000-smas1,-0.0009146516458001658,0.005844768804861896,0.36262994989998554,0.1478893954203456,0.019658229479351644,0.000498241335343734,primary_success,8485,True,253876,58651,0.035465114762196936,0.15553899968930948,0.018260651934714118,0.03427151109528242,19866,13079,0.56217118659971,0.14976034736092111,0.1893226301934619,0.5386461961319987,0.9656781194874481,0.35147863579652416,0.04058748437201949,0.13653856280301135,0.019175303580514284,0.028426742290420522,19866,13079,0.19954123669972448,0.031548278458864334,0.0414332347731163,0.11788265502743835,0.9656781194874481,0.35147863579652416,0.5930931684501277,16.442953020134212,0.33557046979865773,13079,0.01,0.9900990099009901,430.17431968961205,1.0,True,6787,83.91934593999758
283391,3152k-expression000-smas100,-0.0016362865501561106,-5.844953414930673e-05,0.10350097179393328,0.0502028429591791,0.04055548074719387,0.0007960425148133559,max_steps_reached,10000,False,1127541,225052,0.024762201414359097,0.11529885613179672,0.012007200360214278,0.021272532206389343,51951,34372,0.2726113094991312,0.0792795102490384,0.09476980685504828,0.30912436131858,0.9800935666165747,0.3065750187102841,0.028040099455291758,0.12882800550398252,0.013643486910370388,0.02133098174053865,51951,34372,0.16911033770519793,0.03671051553123811,0.04456696389586918,0.14537050045158872,0.9800935666165747,0.3065750187102841,2.4812311328064456,16.442953020134212,0.33557046979865773,34372,0.01,0.9900990099009901,436.1964721321799,1.0,True,17582,305.3710525770439
