activation/n_active_tets,case,delta/surface_displacement_laplacian_rms,delta/surface_error_edge_rms,delta/target_error_max,delta/target_error_rms,forward/grad_norm,forward/relative_grad_norm,forward/result,forward/steps,forward/success,mesh/n_cells,mesh/n_points,prestrain/surface/displacement_edge_rms,prestrain/surface/displacement_laplacian_max,prestrain/surface/displacement_laplacian_rms,prestrain/surface/error_edge_rms,prestrain/surface/n_edges,prestrain/surface/n_triangles,prestrain/target/error_max,prestrain/target/error_mean,prestrain/target/error_rms,prestrain/target/error_rms_fraction_of_target,prestrain/target/target_max,prestrain/target/target_rms,previous/surface/displacement_edge_rms,previous/surface/displacement_laplacian_max,previous/surface/displacement_laplacian_rms,previous/surface/error_edge_rms,previous/surface/n_edges,previous/surface/n_triangles,previous/target/error_max,previous/target/error_mean,previous/target/error_rms,previous/target/error_rms_fraction_of_target,previous/target/target_max,previous/target/target_rms,surface/energy,surface/energy_model,surface/n_prestrain_triangles,surface/prestrain,surface/prestrain_length_scale,surface/rest_area,surface/stiffness,surface/tensile_prestrain,target/n_points,time/total_s
58494,515k-expression000-smas1,-0.008038226892961672,0.007810655543782765,0.4201656890530514,0.2262596115531579,0.09834188114812224,0.00480015290747381,max_steps_reached,10000,False,253876,58651,0.027756436226205397,0.06847203129565904,0.011137076687552611,0.03623739783420329,19866,13079,0.6197069257527759,0.22767805561566556,0.2676928463262742,0.7616191115560301,0.9656781194874481,0.35147863579652416,0.04058748437201949,0.13653856280301135,0.019175303580514284,0.028426742290420522,19866,13079,0.19954123669972448,0.031548278458864334,0.0414332347731163,0.11788265502743835,0.9656781194874481,0.35147863579652416,7.916994931657384,metric_penalty,13079,0.1,0.9090909090909091,430.17431968961205,1.0,True,6787,91.95806123700459
283391,3152k-expression000-smas100,-0.006762071958438967,-0.003951629089502532,0.17852352815238479,0.0792715376107948,0.129420331909112,0.004251275878835999,max_steps_reached,10000,False,1127541,225052,0.01843225555752103,0.057770954291835645,0.0068814149519314215,0.017379352651036118,51951,34372,0.3476338658575827,0.1033103467447713,0.12383850150666399,0.40394191942851154,0.9800935666165747,0.3065750187102841,0.028040099455291758,0.12882800550398252,0.013643486910370388,0.02133098174053865,51951,34372,0.16911033770519793,0.03671051553123811,0.04456696389586918,0.14537050045158872,0.9800935666165747,0.3065750187102841,19.321631454325058,metric_penalty,34372,0.1,0.9090909090909091,436.1964721321799,1.0,True,17582,303.60624219698366
