step,evaluation_success,objective,gradient_rms,forward_converged,forward_iterations,forward_failure,line_search_failures,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv,inverted_cell_fraction,inverted_rest_measure_fraction,negative_det_f_mean,top_target_mae,top_target_rms,top_target_max,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_neighbor_jump_rms,activation_rms,detF/min,detG/min,detAinv/min,target/rms,target/mae,target/max,activation/rms,activation/neighbor_jump_rms
0,1,0.0013468013333333333,0.00083297766352372,1,1,,0,3.6301850751674187e-19,0.9999999999999929,0.9999999999999929,1.0,0.0,0.0,0.0,0.033666666666666664,0.036698791987384724,0.05,0.036698791987384724,0.0,0.0,0.0,0.0,0.0,0.9999999999999929,0.9999999999999929,1.0,0.036698791987384724,0.033666666666666664,0.05,0.0,0.0
1,1,0.001290558152619617,0.0008658567425267463,1,3,,0,2.389791535699985e-10,0.9821331684944389,0.92368687108429,0.9400676277046177,0.0,0.0,0.0,0.03285929512830912,0.03592433927881788,0.04914716595132759,0.035911483315969155,3.098801890612224e-05,0.004614270553340135,0.11891547232415538,0.0,0.029625920937257848,0.9821331684944389,0.92368687108429,0.9400676277046177,0.03592433927881788,0.03285929512830912,0.04914716595132759,0.029625920937257848,0.0
2,1,0.0012314402325289454,0.0009014320128977138,1,3,,0,6.3865008215311e-11,0.9732911437537041,0.8923220644560211,0.8841058378735948,0.0,0.0,0.0,0.03198585225281352,0.03509188271565015,0.04823324877700064,0.03509089596532572,5.4742352697212445e-05,0.008354234579372724,0.18308149494342857,0.0,0.048909934898209,0.9732911437537041,0.8923220644560211,0.8841058378735948,0.03509188271565015,0.03198585225281352,0.04823324877700064,0.048909934898209,0.0
3,1,0.001172319490177505,0.0009360127481236921,1,3,,0,7.263796553139353e-11,0.9592279425695568,0.8541369923533529,0.8294882525834567,0.0,0.0,0.0,0.031089139871625888,0.03423915142315161,0.04729277394827973,0.03423490080495604,8.411365932325609e-05,0.012835920476637282,0.2743708636022474,0.0,0.07324519883118162,0.9592279425695568,0.8541369923533529,0.8294882525834567,0.03423915142315161,0.031089139871625888,0.04729277394827973,0.07324519883118162,0.0
4,1,0.001112465564949855,0.0009704236177844827,1,3,,0,2.6555667575842827e-11,0.942720756007947,0.805528068778839,0.7770584511176489,0.0,0.0,0.0,0.030155367529968394,0.03335364395309537,0.046312644700121114,0.03334399683869208,0.00011567579642700439,0.017651743937003857,0.37536043304872063,0.0,0.09729181430010136,0.942720756007947,0.805528068778839,0.7770584511176489,0.03335364395309537,0.030155367529968394,0.046312644700121114,0.09729181430010136,0.0
5,1,0.0010512524290183362,0.0010053911167046548,1,3,,0,4.8293963944765444e-11,0.9276793863956168,0.751615438758714,0.7272866866959714,0.0,0.0,0.0,0.02917124003867682,0.03242302313200199,0.04527961078510441,0.03241633835680897,0.00014906570261463489,0.022758524806330456,0.48228122923663175,0.0,0.12038094718208887,0.9276793863956168,0.751615438758714,0.7272866866959714,0.03242302313200199,0.02917124003867682,0.04527961078510441,0.12038094718208887,0.0
6,1,0.0009894444636590568,0.0010401449045456107,1,3,,0,9.56129000806285e-11,0.9124214517595601,0.6898658227196196,0.6797180152376369,0.0,0.0,0.0,0.028148507866959122,0.031455436154328824,0.044199892222704956,0.03145197266799481,0.0001849902809429515,0.028240316783871493,0.5987895322003057,0.0,0.14334584959348293,0.9124214517595601,0.6898658227196196,0.6797180152376369,0.031455436154328824,0.028148507866959122,0.044199892222704956,0.14334584959348293,0.0
7,1,0.0009277791685422291,0.0010740521238035469,1,3,,0,1.2911282414264749e-10,0.8935153508440602,0.6286900799890559,0.6341045296995611,0.0,0.0,0.0,0.027102032799574575,0.030459467633926714,0.043080019512184424,0.030452540541575118,0.00022361606539655955,0.03411859802090941,0.7246802476357179,0.0,0.166344909487134,0.8935153508440602,0.6286900799890559,0.6341045296995611,0.030459467633926714,0.027102032799574575,0.043080019512184424,0.166344909487134,0.0
8,1,0.0008661554034570896,0.0011072236850199657,1,3,,0,1.2279166952126735e-10,0.8741367495964351,0.5734397846511233,0.59066946761057,0.0,0.0,0.0,0.026033385053186014,0.029430518232900514,0.04191357688455648,0.02941735612561041,0.0002646099051897325,0.040358140366124624,0.8545167308910939,0.0,0.18903559198753478,0.8741367495964351,0.5734397846511233,0.59066946761057,0.029430518232900514,0.026033385053186014,0.04191357688455648,0.18903559198753478,0.0
9,1,0.0008042394646252197,0.0011396401643738166,1,3,,0,1.3179526135029842e-10,0.8520070404642461,0.5253946772161712,0.54966436262914,0.0,0.0,0.0,0.024938685504616004,0.028359116076232344,0.040688669250763775,0.02834352618682252,0.0003078376871332405,0.04695205199296871,0.9852076572585228,0.0,0.21118140924271797,0.8520070404642461,0.5253946772161712,0.54966436262914,0.028359116076232344,0.024938685504616004,0.040688669250763775,0.21118140924271797,0.0
