evaluation,objective,gradient_rms,gradient_inf,forward_iterations,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv
1,3.636493703647008e-07,2.1675731253201863e-08,6.10421382127962e-07,2,6.999836868805786e-13,-1.812652282055892,0.029786786080610715,-0.6567756667622717
2,1.5424446499320875e-06,7.606834609322136e-08,9.600985360040705e-07,5,1.6983035918937264e-15,-1.8162432616183317,0.028875661966838925,-0.6557298976357583
3,1.3350987643482178e-07,2.1236462166831484e-08,2.7956316851744893e-07,4,4.617685919666216e-15,-1.8137880833253504,0.029508541435291323,-0.6564807568817222
4,2.0170257901355014e-07,5.3836276174421245e-08,1.1843412383303652e-06,4,6.910608805230827e-14,-1.8082746172185498,0.030837819680494143,-0.6576030618539277
5,8.98767047196167e-08,1.647994462269185e-08,3.467696414208948e-07,4,1.697595134097582e-14,-1.8116716638759487,0.03001738503963235,-0.6569126880443757
6,6.908018429211337e-08,1.3185265082771722e-08,1.6005395970331242e-07,4,1.6599629863023468e-14,-1.8134437892363164,0.029951840930990615,-0.6564128767882706
7,5.294392618118213e-08,9.508118426904969e-09,1.5693676968185592e-07,4,1.7087007574714394e-14,-1.8138171609043414,0.029976607838645065,-0.6562949309052586
8,3.485387648543246e-08,8.657067560889247e-09,1.4077912706860896e-07,4,2.500376265963712e-14,-1.8132718952726306,0.029919707026669413,-0.6565043322462528
9,2.5837779319072668e-08,1.1989513366247112e-08,1.3077617682864096e-07,4,6.39604537377961e-14,-1.8126031468492192,0.03007408827586477,-0.6566056735124509
10,1.782163390963926e-08,4.901828212929261e-09,5.4603321096901055e-08,4,6.884936832263265e-14,-1.811802215716911,0.030053282974168725,-0.6568468640798132
11,1.403736940729002e-08,3.8746028573340066e-09,5.8855231990035995e-08,4,8.045774298768954e-14,-1.8115750393961805,0.03007777652265108,-0.6568830784104295
12,1.0983969943270976e-08,4.047028058847175e-09,7.428869168548198e-08,4,1.0350021669490086e-13,-1.8112350991228898,0.030130510682459005,-0.6569489373549698
13,9.551808668147852e-09,9.380813955329487e-09,1.726778252075518e-07,4,1.7031092734106024e-13,-1.8129181123821696,0.03015287395773602,-0.6563954325729849
14,5.93700331744004e-09,2.5323679885356016e-09,3.393985025438505e-08,4,1.868924581236989e-13,-1.8117417338305368,0.03018842440717894,-0.6567536291207097
15,5.144264413337676e-09,1.8638712172771106e-09,3.538302282895464e-08,4,1.9172944005813416e-13,-1.811613689285842,0.03018262311874841,-0.6568058869485672
16,4.1448774631066775e-09,2.0765518501196467e-09,3.1509263423107875e-08,4,2.1131743925063715e-13,-1.8115887319575599,0.030170635516777847,-0.6568299862527768
17,2.9513979613479793e-09,1.833170045006033e-09,2.4878861564214396e-08,4,2.4572447807420937e-13,-1.8115028180034063,0.0301601148644833,-0.6568711074182565
18,1.8211081799146415e-09,2.618568092254739e-09,1.968467833477598e-08,4,3.01212421247395e-13,-1.8114591317279805,0.03018550660480669,-0.6568777832388999
19,1.5931430159212228e-09,3.2199104584858983e-09,1.88648273581519e-08,4,3.3527668765879057e-13,-1.8108776593683775,0.030087153433409255,-0.6571669033683958
